ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,year_earlier,6m_earlier,3m_earlier,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,1y_rtn_qtr_end,6m_rtn_qtr_end,3m_rtn_qtr_end,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
ACIW,"ACI Worldwide, Inc.",ACIW.3Q14,3300,3310,3Q14,2014/3F,10.5,10/30/2014,4,9/30/2014,9/30/2013,3/31/2014,6/30/2014,0.15,0.14,0.15,4.11,-4.92,0.81,0.957,18.76,0.968,18.405,0.942,18.74,2.2677898,-1.7876148,0.6838083,9.961807,0.93466043,-0.68133473,10.0,12.6,7.3,5.319965181,4.974243107,5.075497062,22.0,22.0,1.63,1.67,0.7440238,666.579,864.928,1082.972,0.051,0.053,0.050,-0.002,-7.694,-2.722,1.365,-0.205888405,0.3587765,0.069502448,0.04816634,-0.04,19.53,0.00,1.163,-0.685,62.46716443,10/29/2014,11/4/2014,10/23/2014,10/31/2013,10/2/2014,9/25/2014,7/31/2014
ACOR,"Acorda Therapeutics, Inc.",ACOR.3Q14,2300,2320,3Q14,2014/3F,20.5,10/30/2014,4,9/30/2014,9/30/2013,3/31/2014,6/30/2014,0.06,0.06,0.06,-0.94,-10.63,0.50,0.204,33.88,0.203,35.03,0.401,29.27,11.303496,19.678843,-1.4350116,9.961807,0.93466043,-0.68133473,3.3,12.6,12.2,14.47311013,11.663358,12.02781119,43.2,38.6,1.55,1.64,0.52223295,305.814,336.43,369.63675,0.006,0.006,0.014,0.008,1.342,18.744,-0.754,-0.736755311,-0.729209726,0.240904217,0.203303735,-0.09,23.40,-10.73,-4.660,-6.325,20.8697934,10/29/2014,11/4/2014,10/23/2014,10/31/2013,10/2/2014,9/25/2014,7/31/2014
ATVI,"Activision Blizzard, Inc.",ATVI.3Q14,1400,1435,3Q14,2014/3F,139.6,11/05/2014,3,9/30/2014,9/30/2013,3/31/2014,6/30/2014,0.13,0.12,0.13,24.64,1.71,-6.77,1.407,20.79,1.400,19.04,1.388,22.95,24.863874,-17.037033,-7.5279236,10.330892,3.099656,2.108562,1.9,1.9,3.0,4.552819711,3.016780003,3.431712282,25.8,25.6,1.08,1.16,0.24077171,4987,4342,4771.2773,0.068,0.074,0.060,-0.013,14.533,-20.137,-9.636,0,-0.370758907,0.509165304,0.326690392,-0.08,35.35,-0.70,2.390,1.650,-4.325700822,11/4/2014,11/10/2014,10/29/2014,11/6/2013,10/8/2014,10/1/2014,8/6/2014
ATU,Actuant Corporation Class A,ATU.3Q14,1200,1210,3Q14,2014/4F,16.7,10/02/2014,4,9/30/2014,9/30/2013,3/31/2014,6/30/2014,0.53,0.52,0.52,-21.42,-10.63,-11.72,2.226,30.52,2.261,32.28,2.202,34.61,-12.787062,-6.732166,-4.0428104,18.374561,-1.5160501,-1.8092334,6.8,4.5,3.0,4.396946883,3.583588794,3.756194166,38.5,38.8,1.56,1.55,0.52704626,1605.34,1279.74,1401.3,0.073,0.070,0.064,-0.006,-31.162,-5.216,-2.234,0.498031866,1.275904125,0.226967472,0.170585622,0.01,19.27,0.78,0.768,0.837,-12.71008011,10/1/2014,10/7/2014,9/25/2014,10/3/2013,9/4/2014,8/28/2014,7/3/2014
AYI,"Acuity Brands, Inc.",AYI.3Q14,1200,1235,3Q14,2014/4F,49.1,10/01/2014,3,9/30/2014,9/30/2013,3/31/2014,6/30/2014,1.21,1.22,1.23,27.92,-11.21,-14.86,4.944,117.71,4.936,123.12,4.707,119.51,30.523968,3.020668,-0.3883481,17.509996,0.6310463,-0.41069388,6.2,4.1,3.7,3.878200143,3.028380704,6.458376701,140.0,137.2,1.50,1.73,0.5,1933.7,2089.1,2374.095,0.042,0.040,0.039,-0.001,13.014,2.390,0.022,0.522854014,0.692765295,0.28061843,-0.399508526,-0.23,13.71,-1.98,-0.778,-1.067,22.77473238,9/30/2014,10/6/2014,9/24/2014,10/2/2013,9/3/2014,8/27/2014,7/2/2014
ADBE,Adobe Inc.,ADBE.3Q14,3300,3310,3Q14,2014/3F,186.9,09/17/2014,3,9/30/2014,9/30/2013,3/31/2014,6/30/2014,0.26,0.26,0.26,33.21,5.25,-4.38,1.934,69.19,1.905,72.33,1.705,73.08,35.07036,-1.0262728,3.6394954,14.787149,1.7490387,2.4995446,3.9,1.9,3.1,1.454222458,0.851035714,1.512950207,80.7,80.6,1.43,1.43,0.5910517,4403.67,4055.24,4203.97,0.028,0.026,0.023,-0.003,20.283,-2.775,1.140,1.050091357,0.261562846,0.708767839,-0.03881671,0.00,11.55,-0.08,0.077,0.077,-4.534853883,9/16/2014,9/22/2014,9/10/2014,9/18/2013,8/20/2014,8/13/2014,6/18/2014
ADT.I,ADT Corporation,ADT.I.3Q14,3200,3205,3Q14,2014/4F,64.0,11/12/2014,3,9/30/2014,9/30/2013,3/31/2014,6/30/2014,0.48,0.48,0.49,-12.79,18.40,1.49,2.109,35.46,2.096,35.96,2.091,36.81,-24.052418,-2.3091614,6.0766935,3.8670301,3.7654042,3.0457973,22.9,22.8,14.5,20.47024437,20.74270262,20.321309,41.1,41.3,1.58,1.60,0.51492864,3228,3309,3406.548,0.059,0.058,0.057,-0.001,-27.919,-6.075,3.031,0.003244006,0.579005151,-0.013135138,0.007329024,-0.02,14.36,0.39,-0.362,-1.277,5.531226766,11/11/2014,11/17/2014,11/5/2014,11/13/2013,10/15/2014,10/8/2014,8/13/2014
ATGE,Adtalem Global Education Inc.,ATGE.3Q14,3400,3450,3Q14,2015/1F,19.1,10/24/2014,5,9/30/2014,9/30/2013,3/31/2014,6/30/2014,0.29,0.29,0.27,40.09,0.99,1.11,2.862,42.81,2.880,44.86,2.837,40.31,15.061855,11.287522,0.8996844,11.794626,-4.754758,-6.169504,11.3,15.2,10.5,7.884943828,7.980854132,8.446648556,46.4,46.3,1.67,1.79,0.49236596,1964.37,1923.37,1963.4264,0.067,0.064,0.070,0.006,3.267,16.042,7.069,-0.258957107,0.075110813,-0.012017549,-0.066500308,-0.12,3.38,-0.27,-1.480,5.505,-0.048035757,10/23/2014,10/29/2014,10/17/2014,10/25/2013,9/26/2014,9/19/2014,7/25/2014
AAP,"Advance Auto Parts, Inc.",AAP.3Q14,3500,3540,3Q14,2014/3F,87.4,11/06/2014,4,9/30/2014,9/30/2013,3/31/2014,6/30/2014,1.90,1.87,1.87,57.60,3.00,-3.42,8.444,130.3,8.521,145.71,8.118,121.85,38.60557,19.58146,9.581113,9.51482,4.279661,2.6708841,2.9,2.9,2.5,3.462422127,2.574554694,2.390721422,148.1,140.1,1.54,1.61,0.50839114,6205,6493.81,9881.887,0.065,0.058,0.067,0.008,29.091,15.302,6.910,0,0.153443233,0.344862525,0.448275025,-0.07,1.61,-5.40,1.620,1.752,59.25684126,11/5/2014,11/11/2014,10/30/2014,11/7/2013,10/9/2014,10/2/2014,8/7/2014
AMD,"Advanced Micro Devices, Inc.",AMD.3Q14,1300,1305,3Q14,2014/3F,121.0,10/17/2014,5,9/30/2014,9/30/2013,3/31/2014,6/30/2014,0.04,0.04,0.04,-10.50,-14.96,-18.62,0.136,3.41,0.129,2.72,0.137,3.83,7.9320073,-28.981722,-31.313133,14.3982525,-4.111147,-4.477632,5.6,9.0,4.5,21.41034448,20.90931859,18.25764018,3.9,4.1,2.05,2.00,0.6207615,5422,5299,5797.231,0.040,0.047,0.036,-0.012,-6.466,-24.871,-26.836,-0.375499286,0.254271063,0.023961847,0.17267863,0.05,43.30,5.74,1.571,0.595,6.920527481,10/16/2014,10/22/2014,10/10/2014,10/18/2013,9/19/2014,9/12/2014,7/18/2014
ABCO,Advisory Board Company,ABCO.3Q14,3200,3205,3Q14,2014/2F,13.9,11/07/2014,5,9/30/2014,9/30/2013,3/31/2014,6/30/2014,0.28,0.29,0.29,-21.67,-27.49,-10.14,1.426,46.59,1.447,53.67,1.388,49.02,-24.56792,9.485924,18.215847,6.756103,4.3381453,2.7984977,11.6,6.4,15.7,8.216077971,7.921362865,9.292259539,62.6,63.2,1.22,1.28,0.4069705,450.837,520.596,598.42737,0.031,0.027,0.028,0.001,-31.324,5.148,15.417,0.818443545,-0.262530702,0.037205101,-0.115814842,-0.06,16.67,0.98,-3.373,-3.395,32.73696924,11/6/2014,11/12/2014,10/31/2014,11/8/2013,10/10/2014,10/3/2014,8/8/2014
ACM,AECOM,ACM.3Q14,3100,3115,3Q14,2014/4F,56.6,11/11/2014,2,9/30/2014,9/30/2013,3/31/2014,6/30/2014,0.81,0.82,0.82,7.93,4.91,4.81,2.685,33.75,2.745,32.32,2.619,35.08,-2.9005468,-7.867736,1.7311931,5.4715276,3.9083958,4.261136,1.7,12.6,4.1,3.576975133,12.29544596,8.335102378,38.1,39.4,1.60,1.60,0.5163978,8218.18,8153.49,8064.0166,0.080,0.085,0.075,-0.010,-8.372,-11.776,-2.530,-0.862461484,-0.573158233,-0.709081302,-0.570854085,0.00,17.96,3.28,-1.565,-1.565,-1.875882495,11/10/2014,11/14/2014,11/4/2014,11/12/2013,10/14/2014,10/7/2014,8/12/2014
AEGR,"Aegerion Pharmaceuticals, Inc.",AEGR.3Q14,2300,2305,3Q14,2014/3F,33.2,10/31/2014,5,9/30/2014,9/30/2013,3/31/2014,6/30/2014,-0.24,-0.13,-0.13,-61.07,-27.72,4.02,1.341,33.38,1.174,30.66,0.875,33.22,-57.742565,-7.7062073,-5.018586,10.857987,1.8897533,-0.8574188,10.2,8.5,5.3,34.94717001,33.08146063,26.93839401,57.3,67.3,1.33,1.30,0.70710677,0,48.546,172.4972,0.040,0.038,0.026,-0.012,-68.601,-9.596,-4.161,0.192665283,0.937362598,0.056397431,0.297299683,0.03,87.00,17.38,85.979,77.493,,10/30/2014,11/5/2014,10/24/2014,11/1/2013,10/3/2014,9/26/2014,8/1/2014
AER,AerCap Holdings NV,AER.3Q14,4800,4830,3Q14,2014/3F,55.0,11/04/2014,2,9/30/2014,9/30/2013,3/31/2014,6/30/2014,1.05,1.17,0.99,110.17,-3.06,-10.70,4.783,40.9,4.829,42.64,4.066,43.99,87.93504,-3.0688822,4.2542696,8.859634,3.2645583,0.8925438,3.3,3.3,2.5,6.910022943,7.225450388,2.221805575,52.2,50.6,1.23,1.18,0.51786274,972.52,1050.06,3548.6226,0.117,0.113,0.092,-0.021,79.075,-6.333,3.362,0,0.330006135,-0.043655057,2.11009344,0.05,22.42,-3.15,-10.458,6.249,264.8894213,11/3/2014,11/7/2014,10/28/2014,11/5/2013,10/7/2014,9/30/2014,8/5/2014
AVAV,"AeroVironment, Inc.",AVAV.3Q14,1300,1330,3Q14,2014/2F,11.1,11/26/2014,3,9/30/2014,9/30/2013,3/31/2014,6/30/2014,-0.14,-0.12,0.01,30.17,-25.29,-5.44,0.217,30.07,0.300,29.17,0.229,31.6,0.5040288,-7.6898756,3.6234498,9.142601,2.1265268,6.2422633,7.0,3.8,4.3,5.478876769,5.132681608,5.183152568,31.5,30.1,1.80,1.91,0.42163703,240.152,251.703,259.6388,0.007,0.010,0.007,-0.003,-8.639,-9.816,-2.619,0.826319784,0.61902733,0.067449179,0.05705489,-0.11,7.99,-4.37,8.871,-1750.000,8.114360905,11/25/2014,12/1/2014,11/19/2014,11/27/2013,10/29/2014,10/22/2014,8/27/2014
AES,AES Corporation,AES.3Q14,4700,4705,3Q14,2014/3F,54.8,11/06/2014,4,9/30/2014,9/30/2013,3/31/2014,6/30/2014,0.34,0.33,0.35,6.70,-0.70,-8.81,1.414,14.18,1.396,13.95,1.407,14.39,-1.6788304,-3.0576825,-1.3437092,9.51482,4.279661,2.6708841,3.1,3.1,2.9,1.420892738,1.318505315,1.303508108,16.1,16.3,1.42,1.36,0.51492864,18141,15891,17141.25,0.100,0.100,0.098,-0.002,-11.194,-7.337,-4.015,0,0.059553115,0.07765416,0.090052858,0.05,15.05,1.42,1.488,-3.431,-5.510997189,11/5/2014,11/11/2014,10/30/2014,11/7/2013,10/9/2014,10/2/2014,8/7/2014
AET,Aetna Inc.,AET.3Q14,3350,3355,3Q14,2014/3F,178.3,10/28/2014,2,9/30/2014,9/30/2013,3/31/2014,6/30/2014,1.57,1.58,1.59,26.52,8.04,-0.10,7.001,81,7.009,78.39,6.898,81.88,33.333336,-4.262334,-4.542136,10.394049,-1.5363395,-1.987642,3.6,3.0,2.9,2.134945862,1.67542294,1.323749886,89.2,88.8,1.38,1.32,0.49453536,35544.8,47294.6,57563.8,0.086,0.089,0.084,-0.005,22.939,-2.726,-2.554,0.197384535,0.233490719,0.274272789,0.612801545,0.05,13.73,-0.45,-0.607,-1.477,61.94717652,10/27/2014,10/31/2014,10/21/2014,10/29/2013,9/30/2014,9/23/2014,7/29/2014
AMG,"Affiliated Managers Group, Inc.",AMG.3Q14,4800,4845,3Q14,2014/3F,75.8,11/03/2014,1,9/30/2014,9/30/2013,3/31/2014,6/30/2014,2.71,2.76,2.76,9.70,0.15,-2.45,13.373,200.36,13.162,193.62,13.055,196.88,0.22188425,-1.6558349,-3.5853088,10.184288,1.0264754,-0.7553756,1.6,1.9,2.3,1.035646977,1.069315945,1.564538851,233.6,236.9,1.09,1.18,0.30151135,1805.5,2188.8,2577.9026,0.067,0.068,0.066,-0.002,-9.962,-2.682,-2.830,-0.182046459,-0.318830782,-0.031486455,-0.33804969,-0.09,20.65,1.41,-1.712,-1.766,42.78053725,10/31/2014,11/6/2014,10/27/2014,11/4/2013,10/6/2014,9/29/2014,8/4/2014
AFL,Aflac Incorporated,AFL.3Q14,4800,4865,3Q14,2014/3F,119.5,10/29/2014,3,9/30/2014,9/30/2013,3/31/2014,6/30/2014,0.72,0.72,0.73,-6.03,-7.60,-6.43,3.196,29.125,3.148,28.84,3.191,30.69,-11.473388,-6.0280204,-1.6035438,9.505177,-2.3266196,-3.4775078,1.3,2.2,2.9,0.954171546,0.858435863,0.930934113,33.5,34.4,1.73,1.73,0.4435206,25364,23939,22743.156,0.110,0.109,0.104,-0.005,-20.979,-3.701,1.874,-0.392111393,-0.545230094,0.111523395,0.024961415,0.00,16.05,2.73,-1.169,-2.214,-10.33292856,10/28/2014,11/3/2014,10/22/2014,10/30/2013,10/1/2014,9/24/2014,7/30/2014
AGCO,AGCO Corporation,AGCO.3Q14,1200,1220,3Q14,2014/3F,65.9,10/28/2014,2,9/30/2014,9/30/2013,3/31/2014,6/30/2014,0.63,0.82,0.82,-24.76,-17.59,-19.14,4.616,45.46,3.631,44.7,4.749,49.59,-22.197502,-9.860855,-2.3164272,10.394049,-1.5363395,-1.987642,8.9,7.9,6.5,13.54621264,11.50495607,9.958878823,45.8,55.1,2.05,2.00,0.51041776,9962.2,10786.9,9629.356,0.102,0.081,0.096,0.015,-32.592,-8.325,-0.329,0.128459397,0.380116882,0.177424108,0.360214627,0.05,2.54,20.12,-23.026,-22.933,-3.341069242,10/27/2014,10/31/2014,10/21/2014,10/29/2013,9/30/2014,9/23/2014,7/29/2014
A,"Agilent Technologies, Inc.",A.3Q14,2300,2320,3Q14,2014/4F,73.1,11/18/2014,2,9/30/2014,9/30/2013,3/31/2014,6/30/2014,0.63,0.64,0.64,11.18,1.90,-0.80,2.399,40.745647,2.003,41.66,2.377,41.875484,0.33445358,-0.5145848,12.490166,8.088314,2.7395487,8.824825,1.4,1.4,1.1,1.05821502,0.804429306,0.734830222,44.9,46.9,1.50,1.30,0.5163978,6858,6782,6988.1113,0.059,0.048,0.057,0.009,-7.754,-3.254,3.665,0.030082246,0.261350628,0.315485416,0.440080972,0.20,7.67,4.58,-0.192,-0.652,1.897219306,11/17/2014,11/21/2014,11/11/2014,11/19/2013,10/21/2014,10/14/2014,8/19/2014
GAS,"AGL Resources, Inc.",GAS.3Q14,4700,4735,3Q14,2014/3F,28.9,11/10/2014,1,9/30/2014,9/30/2013,3/31/2014,6/30/2014,0.20,0.28,0.28,11.54,4.86,-6.71,3.455,51.34,3.314,54,3.636,51.15,6.777203,5.571842,4.9562693,4.9714684,4.0064454,2.9855251,4.8,8.1,9.5,3.332062025,3.525902539,3.421551501,49.2,50.9,2.25,2.22,0.41833,3922,4617,5599.55,0.067,0.061,0.071,0.010,1.806,1.565,1.971,-0.41311454,-0.501692663,-0.05497614,-0.026154648,0.03,-8.89,3.37,-28.571,-28.554,42.77281999,11/7/2014,11/13/2014,11/3/2014,11/11/2013,10/13/2014,10/6/2014,8/11/2014
AGNC,AGNC Investment Corp.,AGNC.3Q14,4800,4890,3Q14,2014/3F,83.0,10/28/2014,2,9/30/2014,9/30/2013,3/31/2014,6/30/2014,0.82,0.74,0.74,-5.89,-1.12,-9.23,2.899,21.25,2.915,22.84,2.940,23.48,-2.83494,-2.7257204,3.0220985,10.394049,-1.5363395,-1.987642,0.7,2.3,1.9,2.000709687,1.243904918,1.997496622,24.1,24.0,1.67,1.65,0.59408855,1440,2193,1217,0.136,0.128,0.125,-0.002,-13.229,-1.189,5.010,-0.688403015,-0.623169186,0.608410465,0.001608546,0.02,5.49,-0.26,9.802,9.802,-15.48611111,10/27/2014,10/31/2014,10/21/2014,10/29/2013,9/30/2014,9/23/2014,7/29/2014
AL,Air Lease Corporation Class A,AL.3Q14,4800,4830,3Q14,2014/3F,25.3,11/07/2014,5,9/30/2014,9/30/2013,3/31/2014,6/30/2014,0.56,0.58,0.58,17.50,-12.85,-15.76,2.639,32.5,2.677,36.59,2.580,37.16,0.03142357,-1.5339077,10.045111,6.756103,4.3381453,2.7984977,3.7,2.9,3.8,2.447946833,2.712271825,2.473998774,43.8,43.7,1.21,1.31,0.4258153,655.746,858.675,1034.4071,0.081,0.073,0.069,-0.004,-6.725,-5.872,7.247,0.261689815,-0.033629172,-0.097455199,-0.010530296,-0.09,19.73,-0.23,-2.333,-2.925,57.74508727,11/6/2014,11/12/2014,10/31/2014,11/8/2013,10/10/2014,10/3/2014,8/8/2014
