ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,year_earlier,6m_earlier,3m_earlier,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,1y_rtn_qtr_end,6m_rtn_qtr_end,3m_rtn_qtr_end,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
GD,General Dynamics Corporation,GD.2Q14,1300,1330,2Q14,2014/2F,199.6,07/23/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,1.77,1.76,1.76,48.79,21.98,7.01,7.589,116.55,7.605,117.51,7.455,111.58,37.404762,5.3145766,-1.7803371,16.157282,5.29629,0.98309517,7.0,6.3,6.0,2.342944313,2.972371974,3.447911082,126.6,120.4,1.36,1.41,0.49236596,31513,31218,30443.623,0.065,0.065,0.067,0.002,21.247,0.018,-2.763,0.113410762,0.164576758,-0.211759385,-0.320474265,-0.05,7.70,-4.83,0.648,0.940,-3.393447149,7/22/2014,7/28/2014,7/16/2014,7/24/2013,6/25/2014,6/18/2014,4/23/2014
GE,General Electric Company,GE.2Q14,1200,1255,2Q14,2014/2F,672.6,07/18/2014,5,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.38,0.38,0.38,13.32,-6.24,1.51,1.682,25.261686,1.690,25.521223,1.661,25.530836,9.101952,-0.037652254,-1.8121421,15.937054,5.278337,1.4870048,2.3,3.5,2.0,0.681866903,0.69281855,0.699055594,27.9,27.9,1.50,1.50,0.5,147359,146045,149079.56,0.067,0.066,0.065,-0.001,-6.835,-5.316,-3.299,-0.338723946,0.122782722,-0.015807381,-0.024588446,0.00,9.23,0.00,0.455,-0.642,1.1675975,7/17/2014,7/23/2014,7/11/2014,7/19/2013,6/20/2014,6/13/2014,4/18/2014
GIS,"General Mills, Inc.",GIS.2Q14,2400,2405,2Q14,2013/4F,150.3,06/25/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.71,0.72,0.71,8.26,5.27,1.39,3.050,52.54,3.106,54.68,3.055,51.1,12.765085,7.0058703,2.2438288,19.245361,5.4692507,3.8472533,7.9,6.8,6.7,2.511694582,2.811063192,2.877465087,52.5,51.8,1.74,1.78,0.70970166,16657.9,17774.1,18065.22,0.058,0.057,0.060,0.003,-6.480,1.537,-1.603,0.162597307,0.191582482,-0.106496578,-0.127115532,-0.04,-3.92,-1.50,-1.212,0.554,8.448363839,6/24/2014,6/30/2014,6/18/2014,6/26/2013,5/28/2014,5/21/2014,3/26/2014
GM,General Motors Company,GM.2Q14,1400,1405,2Q14,2014/2F,600.1,07/24/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.59,0.91,1.02,8.98,-11.18,5.46,3.875,36.3,3.850,37.1,3.688,34.17,-0.4854381,8.574772,2.0071507,15.672577,3.9031625,-0.3280878,2.9,2.6,1.6,3.225014212,3.068539177,2.516674304,43.9,42.9,1.37,1.37,0.6839856,152256,155427,155088.89,0.107,0.104,0.108,0.004,-16.158,4.672,2.335,0.112837454,0.838466864,0.050993331,0.281458712,0.00,18.43,-2.28,-35.789,-42.546,1.860609763,7/23/2014,7/29/2014,7/17/2014,7/25/2013,6/26/2014,6/19/2014,4/24/2014
GCO,Genesco Inc.,GCO.2Q14,3500,3525,2Q14,2014/2F,11.8,08/28/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.57,0.55,0.57,22.60,12.41,10.14,5.751,82.13,5.874,83.34,5.666,71.01,20.604038,17.363739,5.8958054,17.302692,3.6745071,0.2724409,15.3,7.8,11.4,6.297332539,6.4816075,5.901072071,84.7,80.5,1.64,1.67,0.6360389,2604.81,2624.97,2833.3557,0.070,0.070,0.080,0.009,3.301,13.689,5.623,0.948505639,0.341652595,-0.028430441,0.067150589,-0.03,1.63,-4.96,2.808,0.265,8.773987354,8/27/2014,9/2/2014,8/21/2014,8/29/2013,7/31/2014,7/24/2014,5/29/2014
GWR,"Genesee & Wyoming, Inc. Class A",GWR.2Q14,4600,4620,2Q14,2014/2F,25.1,08/01/2014,5,6/30/2014,6/30/2013,12/31/2013,3/31/2014,1.11,1.11,1.11,23.76,9.32,7.89,4.825,105,4.876,102.28,4.648,95.44,18.37262,7.166803,-1.435864,16.06388,4.869294,0.556159,4.4,4.8,3.8,2.67932759,2.494900738,1.61901706,110.2,108.7,1.29,1.27,0.46880722,874.916,1569.01,1645.62,0.046,0.048,0.049,0.001,2.309,2.298,-1.992,-0.088097768,0.166192525,0.073921519,0.654910041,0.02,7.70,-1.31,0.425,0.079,88.08891368,7/31/2014,8/6/2014,7/25/2014,8/2/2013,7/4/2014,6/27/2014,5/2/2014
GEL,"Genesis Energy, L.P.",GEL.2Q14,3100,3130,2Q14,2014/2F,12.5,07/31/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.39,0.36,0.39,8.12,6.60,3.39,1.766,56.04,1.796,55.53,1.737,56.45,7.8488946,-1.6297638,2.1899104,16.199993,5.318427,1.3185978,2.1,5.5,7.5,1.249899816,1.87474674,1.435601153,59.8,57.1,1.59,1.63,0.4908249,4070.05,4581.7,4247.035,0.032,0.032,0.031,-0.002,-8.351,-6.948,0.871,-0.626868312,-0.725673176,-0.333296712,-0.129354408,-0.03,7.60,-4.42,7.044,-0.462,4.348472377,7/30/2014,8/5/2014,7/24/2014,8/1/2013,7/3/2014,6/26/2014,5/1/2014
G,Genpact Limited,G.2Q14,3200,3205,2Q14,2014/2F,14.1,08/01/2014,5,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.27,0.26,0.26,-8.89,-4.57,0.63,1.104,17.53,1.114,17.98,1.058,17.18,-14.495504,4.656577,3.392756,16.06388,4.869294,0.556159,1.0,2.5,4.5,0.915317271,0.935214755,1.447384638,18.7,18.7,1.50,1.54,0.56407607,1901.97,2131.99,2248.0825,0.063,0.062,0.062,0.000,-30.559,-0.213,2.837,-0.596772875,-0.776590656,-0.021275845,-0.367606062,-0.04,4.00,0.00,5.183,5.993,18.19757935,7/31/2014,8/6/2014,7/25/2014,8/2/2013,7/4/2014,6/27/2014,5/2/2014
GNTX,Gentex Corporation,GNTX.2Q14,1200,1225,2Q14,2014/2F,23.3,07/24/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.23,0.24,0.24,26.20,-11.80,-7.74,0.967,14.545,0.972,14.49,0.952,15.235,30.45044,-4.8900547,0.69491863,15.672577,3.9031625,-0.3280878,4.0,3.0,2.9,1.566358794,1.846871231,1.187685074,17.1,16.6,1.85,1.94,0.6258328,1099.55,1171.86,1373.6725,0.067,0.067,0.062,-0.005,14.778,-8.793,1.023,0.337615086,0.365791926,-0.151885217,0.318833442,-0.09,17.82,-2.86,-0.943,-1.010,24.93042608,7/23/2014,7/29/2014,7/17/2014,7/25/2013,6/26/2014,6/19/2014,4/24/2014
THRM,Gentherm Incorporated,THRM.2Q14,1200,1225,2Q14,2014/2F,25.5,08/01/2014,5,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.35,0.36,0.37,139.36,65.80,28.02,1.722,44.45,1.761,47.45,1.732,38.76,143.48056,22.420025,8.531559,16.06388,4.869294,0.556159,2.3,2.2,2.1,3.973315158,4.297054665,3.93548134,49.0,46.0,1.38,1.40,0.51754916,554.979,662.082,791.3855,0.039,0.037,0.045,0.008,127.417,17.551,7.975,0.049311877,0.082013438,-0.075339862,0.009613517,-0.02,3.27,-6.12,-2.326,-6.040,42.59737756,7/31/2014,8/6/2014,7/25/2014,8/2/2013,7/4/2014,6/27/2014,5/2/2014
GPC,Genuine Parts Company,GPC.2Q14,3250,3255,2Q14,2014/2F,51.0,07/21/2014,1,6/30/2014,6/30/2013,12/31/2013,3/31/2014,1.26,1.26,1.26,12.46,5.54,1.09,4.763,87.8,4.771,87.27,4.695,87.95,6.2316775,-0.7731676,2.1179438,15.649629,5.39366,1.8906236,10.6,11.3,8.2,3.35581365,3.247068106,3.534852174,93.3,92.1,1.92,1.92,0.28867513,13013.8,14077.8,15103.24,0.054,0.055,0.053,-0.001,-9.418,-6.167,0.227,-0.06769461,0.283960575,0.03349038,-0.050649508,-0.01,6.89,-1.23,-0.344,-0.580,16.05557178,7/18/2014,7/24/2014,7/14/2014,7/22/2013,6/23/2014,6/16/2014,4/21/2014
GNW,"Genworth Financial, Inc. Class A",GNW.2Q14,4800,4865,2Q14,2014/2F,116.3,07/30/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.34,0.36,0.37,52.50,12.04,-1.86,1.557,17.4,1.542,16.54,1.558,17.85,34.795998,-7.338935,-5.1061335,17.092085,5.255687,1.1320114,2.3,1.4,1.4,2.059990864,2.556592335,1.94549915,20.0,19.8,1.64,1.55,0.6741999,10023,9403,9432.753,0.089,0.093,0.087,-0.006,17.704,-12.595,-6.238,0.671101349,0.689832831,-0.194243511,0.058849532,0.09,20.92,-0.83,-5.121,-6.285,-5.888925471,7/29/2014,8/4/2014,7/23/2014,7/31/2013,7/2/2014,6/25/2014,4/30/2014
GEO,GEO Group Inc,GEO.2Q14,4800,4890,2Q14,2014/2F,20.7,08/06/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.31,0.31,0.31,5.24,10.89,10.83,1.353,23.82,1.375,23.166668,1.249,22.933334,1.5936375,1.0174394,-2.387637,16.529274,4.665315,-0.55469275,2.7,2.7,3.2,2.335980499,2.389819193,2.264891005,28.1,28.1,1.00,1.00,0,1479.06,1522.07,1616.995,0.057,0.059,0.054,-0.005,-14.936,-3.648,-1.833,0,-0.159999792,-0.022528355,0.0313876,0.00,21.34,0.00,-0.978,-0.966,9.325855611,8/5/2014,8/11/2014,7/30/2014,8/7/2013,7/9/2014,7/2/2014,5/7/2014
GEOS,Geospace Technologies Corporation,GEOS.2Q14,3100,3110,2Q14,2014/3F,13.2,08/07/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.38,0.48,1.04,-20.27,-41.80,-16.76,4.698,55.08,4.766,40.24,5.267,47.68,-33.30895,-15.604025,-25.398588,15.533304,2.7583241,-3.0928135,12.0,12.5,16.7,20.64089859,20.75014187,22.32074439,59.3,75.3,1.38,1.30,0.47871354,191.664,300.607,,0.085,0.118,0.110,-0.008,-48.842,-18.362,-22.306,-0.035347929,-0.281532954,-0.0052647,-0.075259399,0.08,47.45,26.83,-20.833,-63.462,,8/6/2014,8/12/2014,7/31/2014,8/8/2013,7/10/2014,7/3/2014,5/8/2014
GGP,"GGP, Inc.",GGP.2Q14,4800,4890,2Q14,2014/2F,83.8,07/29/2014,2,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.06,0.05,0.05,18.57,17.39,7.09,0.380,23.56,0.384,24.08,0.335,22.93,10.167909,5.015266,1.6033769,17.139482,5.4542184,1.5003324,2.5,2.4,2.0,1.330346936,1.145280774,1.240901491,25.2,23.7,1.35,1.45,0.4925922,2511.85,2527.38,2568.54,0.016,0.016,0.015,-0.001,-6.972,-0.439,0.103,0.02758055,0.216703477,0.161590211,0.07208102,-0.10,4.65,-5.97,5.533,3.168,2.256902283,7/28/2014,8/1/2014,7/22/2014,7/30/2013,7/1/2014,6/24/2014,4/29/2014
GIMO,Gigamon Inc.,GIMO.2Q14,3300,3305,2Q14,2014/2F,15.2,07/25/2014,5,6/30/2014,6/30/2013,12/31/2013,3/31/2014,-0.02,0.05,0.05,-30.55,-31.84,-37.02,0.445,19.14,0.109,12.25,0.396,17.05,-36.092716,-28.152489,-35.013264,15.935934,5.9188604,0.5394101,5.2,5.6,5.9,25.06514668,16.36590919,9.86109089,15.5,26.9,1.83,1.56,0.5,96.694664,140.295,150.12589,0.023,0.009,0.023,0.014,-52.029,-34.071,-35.553,-0.064774729,-0.124794005,0.531546239,1.541822903,0.28,26.53,73.73,-143.665,-143.665,55.25767792,7/24/2014,7/30/2014,7/18/2014,7/26/2013,6/27/2014,6/20/2014,4/25/2014
GILD,"Gilead Sciences, Inc.",GILD.2Q14,2300,2320,2Q14,2014/2F,"1,141.2",07/24/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,1.88,1.59,1.55,61.71,10.40,17.01,6.933,82.91,7.444,85.07,6.605,74.08,35.031223,14.83531,6.6307306,15.672577,3.9031625,-0.3280878,9.7,9.1,4.7,6.25516015,6.041964798,5.98361732,101.9,99.9,1.17,1.18,0.33968312,9702.51,11201.6,22740.705,0.084,0.088,0.089,0.002,19.359,10.932,6.959,0.068412558,1.068080671,0.035285765,0.045381049,-0.01,19.78,-2.01,17.923,20.878,134.379609,7/23/2014,7/29/2014,7/17/2014,7/25/2013,6/26/2014,6/19/2014,4/24/2014
GRT,Glimcher Realty Trust,GRT.2Q14,4800,4890,2Q14,2014/2F,14.7,07/18/2014,5,6/30/2014,6/30/2013,12/31/2013,3/31/2014,,-0.03,-0.04,-0.82,15.71,7.98,-0.082,10.83,-0.092,10.89,-0.104,10.03,-7.3640165,8.574284,0.36866665,15.937054,5.278337,1.4870048,4.6,5.4,4.3,5.088616848,5.366024382,4.568310152,11.7,11.5,1.62,1.57,0.46340436,326.035,381.815,389.95624,-0.008,-0.008,-0.010,-0.002,-23.301,3.296,-1.118,-0.15816587,0.058982315,-0.051697032,0.113894784,0.04,7.67,-1.92,0.000,0.000,19.60563743,7/17/2014,7/23/2014,7/11/2014,7/19/2013,6/20/2014,6/13/2014,4/18/2014
GPN,Global Payments Inc.,GPN.2Q14,3300,3305,2Q14,2013/4F,53.8,07/30/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.53,0.53,0.54,57.28,12.09,2.45,2.314,36.425,2.329,36.905,2.274,33.415,57.352627,10.444403,2.215755,17.092085,5.255687,1.1320114,1.7,2.4,2.4,1.709443216,1.696886338,2.913330492,37.7,37.3,1.71,1.72,0.45079526,2203.84,2375.92,2549.2407,0.064,0.063,0.068,0.005,40.261,5.189,1.084,-0.294512582,-0.315117272,0.007399953,-0.413234022,-0.01,2.10,-1.02,0.013,-0.596,15.67267587,7/29/2014,8/4/2014,7/23/2014,7/31/2013,7/2/2014,6/25/2014,4/30/2014
GMED,"Globus Medical, Inc. Class A",GMED.2Q14,2300,2325,2Q14,2014/2F,13.3,08/06/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.23,0.23,0.23,41.87,18.53,-10.04,0.999,23.92,1.010,23.11,0.981,23.91,35.314896,-3.345877,-1.3236523,16.529274,4.665315,-0.55469275,5.6,5.6,4.4,5.702265067,4.497336849,4.21724458,27.9,27.9,1.25,1.25,0.46291006,385.994,434.459,482.53766,0.042,0.044,0.041,-0.003,18.786,-8.011,-0.769,0,0.256342816,0.267920385,0.352130511,0.00,20.54,0.00,0.157,0.157,25.01169966,8/5/2014,8/11/2014,7/30/2014,8/7/2013,7/9/2014,7/2/2014,5/7/2014
GLUU,Glu Mobile Inc.,GLUU.2Q14,3300,3320,2Q14,2014/2F,12.7,07/31/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,-0.04,-0.04,-0.05,126.24,28.83,5.49,0.088,5,0.147,7,0.060,4.29,92.00001,63.17016,57.303383,16.199993,5.318427,1.3185978,2.5,4.8,4.8,14.55634353,17.46936423,17.7218827,7.3,6.0,1.00,1.10,0,87.8,113.364,183.41933,0.018,0.021,0.014,-0.007,75.800,57.852,55.985,-0.48994809,-0.484845462,-0.166750241,-0.178623187,-0.10,3.86,-17.99,-4.396,-7.937,108.9058428,7/30/2014,8/5/2014,7/24/2014,8/1/2013,7/3/2014,6/26/2014,5/1/2014
GNC,"GNC Holdings, Inc. Class A",GNC.2Q14,3500,3540,2Q14,2014/2F,74.8,07/29/2014,2,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.78,0.80,0.85,-22.87,-41.66,-22.54,3.274,34.1,3.279,34.66,3.384,44.75,-33.882713,-22.547483,0.9024739,17.139482,5.4542184,1.5003324,1.3,2.5,1.7,3.36060994,2.83357816,3.004194758,43.3,57.0,1.82,1.33,0.52859414,2429.98,2630.3,2740.729,0.096,0.095,0.076,-0.019,-51.022,-28.002,-0.598,-0.489460947,-0.254233957,0.185995145,0.118639173,0.49,25.02,31.54,-1.605,-7.643,12.78812994,7/28/2014,8/1/2014,7/22/2014,7/30/2013,7/1/2014,6/24/2014,4/29/2014
GOGO,Gogo Inc.,GOGO.2Q14,4900,4915,2Q14,2014/2F,62.0,08/11/2014,1,6/30/2014,6/30/2013,12/31/2013,3/31/2014,-0.21,-0.22,-0.24,40.01,-21.21,-4.77,-0.616,19.56,-0.567,16.24,-0.686,12.67,62.105274,28.176796,-10.375279,16.643917,1.9323587,-2.2131205,11.6,5.1,2.7,29.27457737,28.74753978,26.7327787,22.3,23.0,1.57,1.60,0.7867958,233.612,328.124,410.2334,-0.031,-0.035,-0.054,-0.019,45.461,26.244,-8.162,1.267565528,3.246444857,0.018333311,0.095081723,-0.03,37.01,3.37,-5.172,-10.945,75.60459223,8/8/2014,8/14/2014,8/4/2014,8/12/2013,7/14/2014,7/7/2014,5/12/2014
GS,"Goldman Sachs Group, Inc.",GS.2Q14,4800,4840,2Q14,2014/2F,456.3,07/15/2014,2,6/30/2014,6/30/2013,12/31/2013,3/31/2014,3.04,3.23,3.40,10.70,-5.54,2.19,15.988,167.44,15.914,164.91,15.729,154.92,4.9800277,6.4484954,-0.8716047,15.873682,6.468272,0.6496191,3.6,2.7,2.2,2.082186355,1.470086595,1.61614051,172.8,177.8,1.97,1.91,0.44181108,34163,34206,32689.576,0.095,0.096,0.102,0.005,-10.894,-0.020,-1.521,0.352534385,0.632491675,0.416369867,0.288369633,0.05,4.78,2.93,-6.093,-10.767,-4.312923338,7/14/2014,7/18/2014,7/8/2014,7/16/2013,6/17/2014,6/10/2014,4/15/2014
GDPMQ,Goodrich Petroleum Corporation,GDPMQ.2Q14,2100,2105,2Q14,2014/2F,47.7,08/07/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,-0.44,-0.43,-0.42,115.63,62.16,74.46,-1.141,27.6,-1.025,19.26,-1.192,23.47,14.201176,-17.937792,-23.903591,15.533304,2.7583241,-3.0928135,11.0,7.0,8.3,31.84224265,32.16819142,43.21444474,32.4,28.8,1.38,1.38,0.57577926,254.005,203.295,245.72186,-0.041,-0.053,-0.051,0.002,-1.332,-20.696,-20.811,0.572105349,0.316897525,-0.010132642,-0.263157427,0.00,68.37,-11.16,2.603,5.689,-3.261014547,8/6/2014,8/12/2014,7/31/2014,8/8/2013,7/10/2014,7/3/2014,5/8/2014
GT,Goodyear Tire & Rubber Company,GT.2Q14,1400,1410,2Q14,2014/2F,104.6,07/30/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.82,0.81,0.82,81.58,16.48,6.31,3.071,27.78,3.092,28.43,3.005,25.2,50.43243,12.817454,4.2155385,17.092085,5.255687,1.1320114,2.7,2.6,1.4,3.584946374,3.328783232,3.207304301,30.1,28.1,1.59,1.65,0.7354652,20992,19540,18911.732,0.111,0.109,0.119,0.010,33.340,7.562,3.084,0.033911941,0.885004466,0.076953987,0.117744385,-0.06,5.74,-6.62,1.545,0.058,-9.909813262,7/29/2014,8/4/2014,7/23/2014,7/31/2013,7/2/2014,6/25/2014,4/30/2014
GGG,Graco Inc.,GGG.2Q14,1200,1210,2Q14,2014/2F,17.3,07/24/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.33,0.33,0.33,23.52,-0.05,4.47,1.262,26.026669,1.254,24.666668,1.236,24.206669,10.912525,1.9003034,-3.0017018,15.672577,3.9031625,-0.3280878,2.3,2.6,1.6,1.127116588,0.818675312,0.69531953,26.2,26.1,1.90,1.82,0.31622776,1012.45,1104.02,1185.4375,0.048,0.051,0.051,0.000,-4.760,-2.003,-2.674,-0.123676205,0.435301644,0.376756538,0.621005222,0.08,6.19,-0.42,1.187,1.871,17.08602894,7/23/2014,7/29/2014,7/17/2014,7/25/2013,6/26/2014,6/19/2014,4/24/2014
GTI,GrafTech International Ltd,GTI.2Q14,1200,1235,2Q14,2014/2F,11.4,07/29/2014,2,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.01,0.01,0.02,43.68,-6.86,-4.21,0.307,10.46,0.325,9.91,0.255,11.07,40.45093,-10.478771,-2.3645282,17.139482,5.4542184,1.5003324,20.6,21.1,15.6,16.13422863,15.11655325,19.32945093,9.1,9.1,2.20,2.20,0.83666,1248.26,1166.67,1114.64,0.029,0.033,0.023,-0.010,23.311,-15.933,-3.865,-0.027593162,0.317118401,0.06732192,-0.165303314,0.00,-7.92,0.00,-20.000,-33.333,-10.70450066,7/28/2014,8/1/2014,7/22/2014,7/30/2013,7/1/2014,6/24/2014,4/29/2014
GPT,Gramercy Property Trust,GPT.2Q14,4800,4890,2Q14,2014/2F,10.6,08/06/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.06,0.06,0.06,-19.60,5.10,3.47,0.247,24.119974,0.253,23.639975,0.200,23.369974,-1.4723837,1.1553288,-1.9900501,16.529274,4.665315,-0.55469275,4.8,4.8,6.8,2.907366691,3.058808717,2.999210432,25.5,24.0,1.83,2.00,0.4082483,164.581,250.012,270.268,0.010,0.011,0.009,-0.002,-18.002,-3.510,-1.435,0,-0.295560129,-0.049510133,-0.03062264,-0.17,7.87,-5.88,0.000,0.000,64.21579648,8/5/2014,8/11/2014,7/30/2014,8/7/2013,7/9/2014,7/2/2014,5/7/2014
LOPE,"Grand Canyon Education, Inc.",LOPE.2Q14,3200,3205,2Q14,2014/2F,13.0,08/01/2014,5,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.45,0.45,0.45,42.63,5.44,-1.56,2.305,45.97,2.324,44.7,2.262,46.01,34.23295,-2.8472006,-3.9948463,16.06388,4.869294,0.556159,6.6,6.4,6.3,3.432478702,4.253072161,4.123649732,51.6,51.6,1.18,1.18,0.40451992,511.257,598.335,674.73334,0.050,0.052,0.049,-0.003,18.169,-7.716,-4.551,0.034952707,0.046216034,-0.192941344,-0.167611479,0.00,15.34,0.00,0.558,0.558,31.97537442,7/31/2014,8/6/2014,7/25/2014,8/2/2013,7/4/2014,6/27/2014,5/2/2014
GPK,Graphic Packaging Holding Company,GPK.2Q14,2200,2235,2Q14,2014/2F,46.7,07/24/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.17,0.18,0.17,51.16,21.87,15.16,0.711,11.7,0.722,11.56,0.676,10.42,35.198128,10.940504,-0.8576274,15.672577,3.9031625,-0.3280878,0.8,0.6,1.4,2.324428091,1.585848376,1.486213798,12.7,12.0,1.07,1.07,0.18898223,4337.1,4478.1,4337.44,0.061,0.062,0.065,0.002,19.526,7.037,-0.530,0.294591218,-0.432468375,0.465731609,0.563993077,0.00,10.11,-5.50,-3.231,0.416,0.00783934,7/23/2014,7/29/2014,7/17/2014,7/25/2013,6/26/2014,6/19/2014,4/24/2014
GXP,Great Plains Energy Incorporated,GXP.2Q14,4700,4705,2Q14,2014/2F,32.3,08/08/2014,5,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.40,0.43,0.43,19.21,10.85,-0.63,1.687,26.87,1.693,24.76,1.683,26.19,10.363555,-5.460101,-5.6402445,16.017008,2.2827983,-3.366536,6.2,5.6,4.6,3.996231117,4.223097238,4.793191793,27.3,27.2,1.79,1.79,0.4258153,2309.9,2446.3,2522.328,0.063,0.068,0.064,-0.004,-5.653,-7.743,-2.274,0.103122781,0.352162069,-0.053720317,-0.166269307,0.00,10.17,-0.41,-6.099,-6.099,9.196415429,8/7/2014,8/13/2014,8/1/2014,8/9/2013,7/11/2014,7/4/2014,5/9/2014
GPRE,Green Plains Inc.,GPRE.2Q14,2200,2210,2Q14,2014/2F,29.0,07/30/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.94,0.97,0.94,146.77,69.61,9.71,2.701,32.87,3.279,39.33,2.809,29.9,103.442024,31.538475,21.201849,17.092085,5.255687,1.1320114,7.3,7.9,5.4,21.83365294,20.93337833,17.14176536,37.1,32.6,1.50,1.57,0.5477226,3476.87,3041.01,3445.65,0.082,0.083,0.094,0.011,86.350,26.283,20.070,-0.075252475,0.340678729,0.043006656,0.273710874,-0.07,-5.80,-11.97,-2.762,-0.308,-0.897934061,7/29/2014,8/4/2014,7/23/2014,7/31/2013,7/2/2014,6/25/2014,4/30/2014
GBX,"Greenbrier Companies, Inc.",GBX.2Q14,1200,1220,2Q14,2014/3F,31.3,07/02/2014,3,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.74,0.73,0.76,136.36,75.40,26.32,3.242,57.6,3.224,58.59,2.970,47.71,153.32721,22.804451,5.739033,19.181597,3.333044,2.7063608,6.8,6.0,8.7,15.73708568,16.08931109,14.55325434,59.0,46.9,1.33,1.33,0.65133893,1807.71,1756.41,2163.0737,0.056,0.055,0.062,0.007,134.146,19.471,3.033,0.144292733,-0.219891221,-0.021891889,0.081344785,0.00,0.70,-20.51,1.196,-2.086,19.65822505,7/1/2014,7/7/2014,6/25/2014,7/3/2013,6/4/2014,5/28/2014,4/2/2014
GHL,"Greenhill & Co., Inc.",GHL.2Q14,4800,4840,2Q14,2014/2F,23.3,07/29/2014,2,6/30/2014,6/30/2013,12/31/2013,3/31/2014,0.26,0.48,0.47,7.67,-15.00,-5.25,1.905,49.25,1.827,44.69,1.830,49.98,-2.9251575,-10.584235,-6.014723,17.139482,5.4542184,1.5003324,5.9,9.0,10.5,15.74630689,14.27835318,13.7307147,49.8,50.8,1.90,2.00,0.31622776,285.079,287.152,275.79037,0.039,0.041,0.037,-0.004,-20.065,-16.038,-7.515,-0.344660771,-0.441450532,0.102809735,0.146794411,-0.10,11.38,1.95,-46.015,-44.918,-3.258265253,7/28/2014,8/1/2014,7/22/2014,7/30/2013,7/1/2014,6/24/2014,4/29/2014
GPI,"Group 1 Automotive, Inc.",GPI.2Q14,3500,3540,2Q14,2014/2F,30.0,07/24/2014,4,6/30/2014,6/30/2013,12/31/2013,3/31/2014,1.63,1.65,1.65,31.06,18.71,28.40,6.065,84.31,6.088,80.66,5.842,69.39,19.546497,16.241539,-1.369524,15.672577,3.9031625,-0.3280878,7.8,11.2,17.6,18.70457138,14.4504878,15.52365659,84.0,76.7,1.71,1.73,0.6200562,7476.1,8918.58,9998,0.072,0.075,0.084,0.009,3.874,12.338,-1.041,-0.298213116,-0.554555897,0.29439031,0.204907573,-0.02,4.14,-8.69,-1.315,-1.083,33.73282861,7/23/2014,7/29/2014,7/17/2014,7/25/2013,6/26/2014,6/19/2014,4/24/2014
