ticker_symbol,co_name,factset_sector_num,FactSet Econ Sector,factset_ind_num,FactSet Ind
AXLL,Axiall Corporation,2200,Process Industries,2210,Chemicals: Specialty
CHMT,Chemtura Corporation,2200,Process Industries,2210,Chemicals: Specialty
CMP,"Compass Minerals International, Inc.",2200,Process Industries,2210,Chemicals: Specialty
CYT,Cytec Industries Inc.,2200,Process Industries,2210,Chemicals: Specialty
DD,E. I. du Pont de Nemours and Company,2200,Process Industries,2210,Chemicals: Specialty
ECL,Ecolab Inc.,2200,Process Industries,2210,Chemicals: Specialty
GPRE,Green Plains Inc.,2200,Process Industries,2210,Chemicals: Specialty
LIN,Linde plc,2200,Process Industries,2210,Chemicals: Specialty
LYB,LyondellBasell Industries NV,2200,Process Industries,2210,Chemicals: Specialty
NEU,NewMarket Corporation,2200,Process Industries,2210,Chemicals: Specialty
POL,PolyOne Corporation,2200,Process Industries,2210,Chemicals: Specialty
ROC,"Rockwood Holdings, Inc.",2200,Process Industries,2210,Chemicals: Specialty
SIAL,Sigma-Aldrich Corporation,2200,Process Industries,2210,Chemicals: Specialty
GRA,W R Grace & Co,2200,Process Industries,2210,Chemicals: Specialty
CE,Celanese Corporation,2200,Process Industries,2205,Chemicals: Major Diversified
DWDP,DowDuPont Inc.,2200,Process Industries,2205,Chemicals: Major Diversified
EMN,Eastman Chemical Company,2200,Process Industries,2205,Chemicals: Major Diversified
HUN,Huntsman Corporation,2200,Process Industries,2205,Chemicals: Major Diversified
WLK,Westlake Chemical Corporation,2200,Process Industries,2205,Chemicals: Major Diversified
ANRZQ,"Alpha Natural Resources, Inc.",2100,Energy Minerals,2125,Coal
ACIIQ,"Arch Coal, Inc.",2100,Energy Minerals,2125,Coal
BTUUQ,Peabody Energy Corporation,2100,Energy Minerals,2125,Coal
ANDV,Andeavor,2100,Energy Minerals,2120,Oil Refining/Marketing
ANDX,Andeavor Logistics LP,2100,Energy Minerals,2120,Oil Refining/Marketing
DK,Delek US Holdings Inc,2100,Energy Minerals,2120,Oil Refining/Marketing
HFC,HollyFrontier Corporation,2100,Energy Minerals,2120,Oil Refining/Marketing
MPC,Marathon Petroleum Corporation,2100,Energy Minerals,2120,Oil Refining/Marketing
NTI,Northern Tier Energy LP Class A,2100,Energy Minerals,2120,Oil Refining/Marketing
NS,NuStar Energy L.P.,2100,Energy Minerals,2120,Oil Refining/Marketing
PBF,"PBF Energy, Inc. Class A",2100,Energy Minerals,2120,Oil Refining/Marketing
PSX,Phillips 66,2100,Energy Minerals,2120,Oil Refining/Marketing
TRGP,Targa Resources Corp.,2100,Energy Minerals,2120,Oil Refining/Marketing
VLO,Valero Energy Corporation,2100,Energy Minerals,2120,Oil Refining/Marketing
WNR,"Western Refining, Inc.",2100,Energy Minerals,2120,Oil Refining/Marketing
B0GRC9,Williams Partners L.P.,2100,Energy Minerals,2120,Oil Refining/Marketing
APC,Anadarko Petroleum Corporation,2100,Energy Minerals,2110,Integrated Oil
CVX,Chevron Corporation,2100,Energy Minerals,2110,Integrated Oil
CNX,CNX Resources Corporation,2100,Energy Minerals,2110,Integrated Oil
EPL,"EPL Oil & Gas, Inc.",2100,Energy Minerals,2110,Integrated Oil
XOM,Exxon Mobil Corporation,2100,Energy Minerals,2110,Integrated Oil
KOG,Kodiak Oil & Gas Corp.,2100,Energy Minerals,2110,Integrated Oil
LINEQ,"Linn Energy, LLC",2100,Energy Minerals,2110,Integrated Oil
MHRCQ,Magnum Hunter Resources Corporation,2100,Energy Minerals,2110,Integrated Oil
NFG,National Fuel Gas Company,2100,Energy Minerals,2110,Integrated Oil
AR,Antero Resources Corporation,2100,Energy Minerals,2105,Oil & Gas Production
APA,Apache Corporation,2100,Energy Minerals,2105,Oil & Gas Production
ATHL,"Athlon Energy, Inc.",2100,Energy Minerals,2105,Oil & Gas Production
COG,Cabot Oil & Gas Corporation,2100,Energy Minerals,2105,Oil & Gas Production
CRZO,"Carrizo Oil & Gas, Inc.",2100,Energy Minerals,2105,Oil & Gas Production
CHK,Chesapeake Energy Corporation,2100,Energy Minerals,2105,Oil & Gas Production
XEC,Cimarex Energy Co.,2100,Energy Minerals,2105,Oil & Gas Production
CXO,Concho Resources Inc.,2100,Energy Minerals,2105,Oil & Gas Production
COP,ConocoPhillips,2100,Energy Minerals,2105,Oil & Gas Production
CLR,"Continental Resources, Inc.",2100,Energy Minerals,2105,Oil & Gas Production
DNR,Denbury Resources Inc.,2100,Energy Minerals,2105,Oil & Gas Production
DVN,Devon Energy Corporation,2100,Energy Minerals,2105,Oil & Gas Production
FANG,"Diamondback Energy, Inc.",2100,Energy Minerals,2105,Oil & Gas Production
EGN,Energen Corporation,2100,Energy Minerals,2105,Oil & Gas Production
EXXIQ,Energy XXI Ltd,2100,Energy Minerals,2105,Oil & Gas Production
EOG,"EOG Resources, Inc.",2100,Energy Minerals,2105,Oil & Gas Production
EQT,EQT Corporation,2100,Energy Minerals,2105,Oil & Gas Production
GDPMQ,Goodrich Petroleum Corporation,2100,Energy Minerals,2105,Oil & Gas Production
GPOR,Gulfport Energy Corporation,2100,Energy Minerals,2105,Oil & Gas Production
HES,Hess Corporation,2100,Energy Minerals,2105,Oil & Gas Production
HPR,HighPoint Resources Corp.,2100,Energy Minerals,2105,Oil & Gas Production
LPI,"Laredo Petroleum, Inc.",2100,Energy Minerals,2105,Oil & Gas Production
MRO,Marathon Oil Corporation,2100,Energy Minerals,2105,Oil & Gas Production
MTDR,Matador Resources Company,2100,Energy Minerals,2105,Oil & Gas Production
MUR,Murphy Oil Corporation,2100,Energy Minerals,2105,Oil & Gas Production
NFX,Newfield Exploration Company,2100,Energy Minerals,2105,Oil & Gas Production
NBL,"Noble Energy, Inc.",2100,Energy Minerals,2105,Oil & Gas Production
OAS,Oasis Petroleum Inc.,2100,Energy Minerals,2105,Oil & Gas Production
OXY,Occidental Petroleum Corporation,2100,Energy Minerals,2105,Oil & Gas Production
PDCE,PDC Energy Inc,2100,Energy Minerals,2105,Oil & Gas Production
PVAHQ,Penn Virginia Corporation,2100,Energy Minerals,2105,Oil & Gas Production
PXD,Pioneer Natural Resources Company,2100,Energy Minerals,2105,Oil & Gas Production
QEP,"QEP Resources, Inc.",2100,Energy Minerals,2105,Oil & Gas Production
RRC,Range Resources Corporation,2100,Energy Minerals,2105,Oil & Gas Production
ROSE.3,Rosetta Resources Inc.,2100,Energy Minerals,2105,Oil & Gas Production
SNEC,Sanchez Energy Corporation,2100,Energy Minerals,2105,Oil & Gas Production
SDOCQ,"SandRidge Energy, Inc.",2100,Energy Minerals,2105,Oil & Gas Production
SM,SM Energy Company,2100,Energy Minerals,2105,Oil & Gas Production
SWN,Southwestern Energy Company,2100,Energy Minerals,2105,Oil & Gas Production
NGLS,Targa Resources Partners LP,2100,Energy Minerals,2105,Oil & Gas Production
UPLMQ,Ultra Petroleum Corp.,2100,Energy Minerals,2105,Oil & Gas Production
WLL,Whiting Petroleum Corporation,2100,Energy Minerals,2105,Oil & Gas Production
WPX,"WPX Energy, Inc.",2100,Energy Minerals,2105,Oil & Gas Production
FOSL,"Fossil Group, Inc.",1400,Consumer Durables,1445,Other Consumer Specialties
TUMI,"Tumi Holdings, Inc.",1400,Consumer Durables,1445,Other Consumer Specialties
ATVI,"Activision Blizzard, Inc.",1400,Consumer Durables,1435,Recreational Products
BC,Brunswick Corporation,1400,Consumer Durables,1435,Recreational Products
ELY,Callaway Golf Company,1400,Consumer Durables,1435,Recreational Products
EA,Electronic Arts Inc.,1400,Consumer Durables,1435,Recreational Products
HAS,"Hasbro, Inc.",1400,Consumer Durables,1435,Recreational Products
MAT,"Mattel, Inc.",1400,Consumer Durables,1435,Recreational Products
PII,Polaris Industries Inc.,1400,Consumer Durables,1435,Recreational Products
TTWO,"Take-Two Interactive Software, Inc.",1400,Consumer Durables,1435,Recreational Products
THO,"Thor Industries, Inc.",1400,Consumer Durables,1435,Recreational Products
SNA,Snap-on Incorporated,1400,Consumer Durables,1430,Tools & Hardware
SWK,"Stanley Black & Decker, Inc.",1400,Consumer Durables,1430,Tools & Hardware
HAR,"Harman International Industries, Incorporated",1400,Consumer Durables,1425,Electronics/Appliances
IRBT,iRobot Corporation,1400,Consumer Durables,1425,Electronics/Appliances
SODA,SodaStream International Ltd.,1400,Consumer Durables,1425,Electronics/Appliances
WHR,Whirlpool Corporation,1400,Consumer Durables,1425,Electronics/Appliances
JAH,Jarden Corporation,1400,Consumer Durables,1420,Home Furnishings
LZB,LaZBoy Incorporated,1400,Consumer Durables,1420,Home Furnishings
LEG,"Leggett & Platt, Incorporated",1400,Consumer Durables,1420,Home Furnishings
MHK,"Mohawk Industries, Inc.",1400,Consumer Durables,1420,Home Furnishings
SNBR,Sleep Number Corporation,1400,Consumer Durables,1420,Home Furnishings
TPX,Tempur Sealy International Inc,1400,Consumer Durables,1420,Home Furnishings
BZH,"Beazer Homes USA, Inc.",1400,Consumer Durables,1415,Homebuilding
CAA,"CalAtlantic Group, Inc.",1400,Consumer Durables,1415,Homebuilding
DHI,"D.R. Horton, Inc.",1400,Consumer Durables,1415,Homebuilding
HOV,"Hovnanian Enterprises, Inc. Class A",1400,Consumer Durables,1415,Homebuilding
KBH,KB Home,1400,Consumer Durables,1415,Homebuilding
LEN,Lennar Corporation Class A,1400,Consumer Durables,1415,Homebuilding
MDC,"M.D.C. Holdings, Inc.",1400,Consumer Durables,1415,Homebuilding
MTH,Meritage Homes Corporation,1400,Consumer Durables,1415,Homebuilding
NVR,"NVR, Inc.",1400,Consumer Durables,1415,Homebuilding
PHM,"PulteGroup, Inc.",1400,Consumer Durables,1415,Homebuilding
RYL,"Ryland Group, Inc.",1400,Consumer Durables,1415,Homebuilding
TOL,"Toll Brothers, Inc.",1400,Consumer Durables,1415,Homebuilding
DORM,"Dorman Products, Inc.",1400,Consumer Durables,1410,Automotive Aftermarket
GT,Goodyear Tire & Rubber Company,1400,Consumer Durables,1410,Automotive Aftermarket
LKQ,LKQ Corporation,1400,Consumer Durables,1410,Automotive Aftermarket
F,Ford Motor Company,1400,Consumer Durables,1405,Motor Vehicles
GM,General Motors Company,1400,Consumer Durables,1405,Motor Vehicles
HOG,"Harley-Davidson, Inc.",1400,Consumer Durables,1405,Motor Vehicles
TSLA,Tesla Inc,1400,Consumer Durables,1405,Motor Vehicles
AEIS,"Advanced Energy Industries, Inc.",1300,Electronic Technology,1355,Electronic Production Equipment
AMAT,"Applied Materials, Inc.",1300,Electronic Technology,1355,Electronic Production Equipment
CDNS,"Cadence Design Systems, Inc.",1300,Electronic Technology,1355,Electronic Production Equipment
CGNX,Cognex Corporation,1300,Electronic Technology,1355,Electronic Production Equipment
ENTG,"Entegris, Inc.",1300,Electronic Technology,1355,Electronic Production Equipment
KLAC,KLA-Tencor Corporation,1300,Electronic Technology,1355,Electronic Production Equipment
LRCX,Lam Research Corporation,1300,Electronic Technology,1355,Electronic Production Equipment
MENT,Mentor Graphics Corporation,1300,Electronic Technology,1355,Electronic Production Equipment
MKSI,"MKS Instruments, Inc.",1300,Electronic Technology,1355,Electronic Production Equipment
TER,"Teradyne, Inc.",1300,Electronic Technology,1355,Electronic Production Equipment
VECO,Veeco Instruments Inc.,1300,Electronic Technology,1355,Electronic Production Equipment
CSCO,"Cisco Systems, Inc.",1300,Electronic Technology,1352,Computer Communications
FFIV,"F5 Networks, Inc.",1300,Electronic Technology,1352,Computer Communications
FNSR,Finisar Corporation,1300,Electronic Technology,1352,Computer Communications
FTNT,"Fortinet, Inc.",1300,Electronic Technology,1352,Computer Communications
JNPR,"Juniper Networks, Inc.",1300,Electronic Technology,1352,Computer Communications
PANW,"Palo Alto Networks, Inc.",1300,Electronic Technology,1352,Computer Communications
ARUN,"Aruba Networks, Inc.",1300,Electronic Technology,1345,Computer Peripherals
BRCD,"Brocade Communications Systems, Inc.",1300,Electronic Technology,1345,Computer Peripherals
EFII,"Electronics For Imaging, Inc.",1300,Electronic Technology,1345,Computer Peripherals
EMC,EMC Corporation,1300,Electronic Technology,1345,Computer Peripherals
FIO,"Fusion-io, Inc.",1300,Electronic Technology,1345,Computer Peripherals
LXK,"Lexmark International, Inc. Class A",1300,Electronic Technology,1345,Computer Peripherals
NTAP,"NetApp, Inc.",1300,Electronic Technology,1345,Computer Peripherals
RKUS,"Ruckus Wireless, Inc.",1300,Electronic Technology,1345,Computer Peripherals
SNDK,SanDisk Corporation,1300,Electronic Technology,1345,Computer Peripherals
STX,Seagate Technology PLC,1300,Electronic Technology,1345,Computer Peripherals
SYNA,Synaptics Incorporated,1300,Electronic Technology,1345,Computer Peripherals
WDC,Western Digital Corporation,1300,Electronic Technology,1345,Computer Peripherals
XRX,Xerox Corporation,1300,Electronic Technology,1345,Computer Peripherals
ZBRA,Zebra Technologies Corporation Class A,1300,Electronic Technology,1345,Computer Peripherals
CRAY,Cray Inc.,1300,Electronic Technology,1340,Computer Processing Hardware
HPQ,HP Inc.,1300,Electronic Technology,1340,Computer Processing Hardware
NCR,NCR Corporation,1300,Electronic Technology,1340,Computer Processing Hardware
TDC,Teradata Corporation,1300,Electronic Technology,1340,Computer Processing Hardware
AIR,AAR CORP.,1300,Electronic Technology,1330,Aerospace & Defense
AVAV,"AeroVironment, Inc.",1300,Electronic Technology,1330,Aerospace & Defense
AOBC,American Outdoor Brands Corporation,1300,Electronic Technology,1330,Aerospace & Defense
BEAV,"B/E Aerospace, Inc.",1300,Electronic Technology,1330,Aerospace & Defense
BA,Boeing Company,1300,Electronic Technology,1330,Aerospace & Defense
BWXT,"BWX Technologies, Inc.",1300,Electronic Technology,1330,Aerospace & Defense
CW,Curtiss-Wright Corporation,1300,Electronic Technology,1330,Aerospace & Defense
ESL,Esterline Technologies Corporation,1300,Electronic Technology,1330,Aerospace & Defense
XLS,Exelis Inc.,1300,Electronic Technology,1330,Aerospace & Defense
FLIR,"FLIR Systems, Inc.",1300,Electronic Technology,1330,Aerospace & Defense
GD,General Dynamics Corporation,1300,Electronic Technology,1330,Aerospace & Defense
HEI,HEICO Corporation,1300,Electronic Technology,1330,Aerospace & Defense
HXL,Hexcel Corporation,1300,Electronic Technology,1330,Aerospace & Defense
HII,"Huntington Ingalls Industries, Inc.",1300,Electronic Technology,1330,Aerospace & Defense
LLL,L3 Technologies Inc,1300,Electronic Technology,1330,Aerospace & Defense
LMT,Lockheed Martin Corporation,1300,Electronic Technology,1330,Aerospace & Defense
MOG.A,Moog Inc. Class A,1300,Electronic Technology,1330,Aerospace & Defense
MSI,"Motorola Solutions, Inc.",1300,Electronic Technology,1330,Aerospace & Defense
NOC,Northrop Grumman Corporation,1300,Electronic Technology,1330,Aerospace & Defense
OA,"Orbital ATK, Inc.",1300,Electronic Technology,1330,Aerospace & Defense
ORB,Orbital Sciences Corporation,1300,Electronic Technology,1330,Aerospace & Defense
PCP,Precision Castparts Corp.,1300,Electronic Technology,1330,Aerospace & Defense
RTN,Raytheon Company,1300,Electronic Technology,1330,Aerospace & Defense
COL,"Rockwell Collins, Inc.",1300,Electronic Technology,1330,Aerospace & Defense
SPR,"Spirit AeroSystems Holdings, Inc. Class A",1300,Electronic Technology,1330,Aerospace & Defense
TDY,Teledyne Technologies Incorporated,1300,Electronic Technology,1330,Aerospace & Defense
TDG,TransDigm Group Incorporated,1300,Electronic Technology,1330,Aerospace & Defense
TGI,"Triumph Group, Inc.",1300,Electronic Technology,1330,Aerospace & Defense
ADTN,"ADTRAN, Inc.",1300,Electronic Technology,1320,Telecommunications Equipment
AAPL,Apple Inc.,1300,Electronic Technology,1320,Telecommunications Equipment
ARRS,ARRIS International Plc,1300,Electronic Technology,1320,Telecommunications Equipment
CIEN,Ciena Corporation,1300,Electronic Technology,1320,Telecommunications Equipment
SATS,EchoStar Corporation Class A,1300,Electronic Technology,1320,Telecommunications Equipment
GRMN,Garmin Ltd.,1300,Electronic Technology,1320,Telecommunications Equipment
HRS,Harris Corporation,1300,Electronic Technology,1320,Telecommunications Equipment
INFN,Infinera Corporation,1300,Electronic Technology,1320,Telecommunications Equipment
QCOM,QUALCOMM Incorporated,1300,Electronic Technology,1320,Telecommunications Equipment
TRMB,Trimble Inc.,1300,Electronic Technology,1320,Telecommunications Equipment
UBNT,"Ubiquiti Networks, Inc.",1300,Electronic Technology,1320,Telecommunications Equipment
VSAT,"ViaSat, Inc.",1300,Electronic Technology,1320,Telecommunications Equipment
DDD,3D Systems Corporation,1300,Electronic Technology,1315,Electronic Equipment/Instruments
COHR,"Coherent, Inc.",1300,Electronic Technology,1315,Electronic Equipment/Instruments
DBD,Diebold Nixdorf Incorporated,1300,Electronic Technology,1315,Electronic Equipment/Instruments
DLB,"Dolby Laboratories, Inc. Class A",1300,Electronic Technology,1315,Electronic Equipment/Instruments
GTATQ,GT Advanced Technologies Inc.,1300,Electronic Technology,1315,Electronic Equipment/Instruments
IPGP,IPG Photonics Corporation,1300,Electronic Technology,1315,Electronic Equipment/Instruments
ITRI,"Itron, Inc.",1300,Electronic Technology,1315,Electronic Equipment/Instruments
OSIS,"OSI Systems, Inc.",1300,Electronic Technology,1315,Electronic Equipment/Instruments
ST,Sensata Technologies Holding PLC,1300,Electronic Technology,1315,Electronic Equipment/Instruments
SSYS,Stratasys Ltd.,1300,Electronic Technology,1315,Electronic Equipment/Instruments
VIAV,Viavi Solutions Inc,1300,Electronic Technology,1315,Electronic Equipment/Instruments
APH,Amphenol Corporation Class A,1300,Electronic Technology,1310,Electronic Components
CAMP,CalAmp Corp.,1300,Electronic Technology,1310,Electronic Components
GLW,Corning Inc,1300,Electronic Technology,1310,Electronic Components
CREE,"Cree, Inc.",1300,Electronic Technology,1310,Electronic Components
FSLR,"First Solar, Inc.",1300,Electronic Technology,1310,Electronic Components
FLEX,Flex Ltd.,1300,Electronic Technology,1310,Electronic Components
JBL,Jabil Inc.,1300,Electronic Technology,1310,Electronic Components
LSI.1,LSI Corporation,1300,Electronic Technology,1310,Electronic Components
SANM,Sanmina-SCI Corporation,1300,Electronic Technology,1310,Electronic Components
CODE,Spansion Inc. Class A,1300,Electronic Technology,1310,Electronic Components
TEL,TE Connectivity Ltd.,1300,Electronic Technology,1310,Electronic Components
OLED,Universal Display Corporation,1300,Electronic Technology,1310,Electronic Components
VSH,"Vishay Intertechnology, Inc.",1300,Electronic Technology,1310,Electronic Components
AMD,"Advanced Micro Devices, Inc.",1300,Electronic Technology,1305,Semiconductors
ALTR.1,Altera Corporation,1300,Electronic Technology,1305,Semiconductors
AMBA,"Ambarella, Inc.",1300,Electronic Technology,1305,Semiconductors
ADI,"Analog Devices, Inc.",1300,Electronic Technology,1305,Semiconductors
ATML,Atmel Corporation,1300,Electronic Technology,1305,Semiconductors
BRCM,Broadcom Corporation Class A,1300,Electronic Technology,1305,Semiconductors
AVGO,Broadcom Inc.,1300,Electronic Technology,1305,Semiconductors
CAVM,"Cavium, Inc.",1300,Electronic Technology,1305,Semiconductors
CRUS,"Cirrus Logic, Inc.",1300,Electronic Technology,1305,Semiconductors
CY,Cypress Semiconductor Corporation,1300,Electronic Technology,1305,Semiconductors
FCS,"Fairchild Semiconductor International, Inc.",1300,Electronic Technology,1305,Semiconductors
FSL,Freescale Semiconductor Inc,1300,Electronic Technology,1305,Semiconductors
HITT,Hittite Microwave Corporation,1300,Electronic Technology,1305,Semiconductors
IDTI,"Integrated Device Technology, Inc.",1300,Electronic Technology,1305,Semiconductors
INTC,Intel Corporation,1300,Electronic Technology,1305,Semiconductors
IRF,International Rectifier Corporation,1300,Electronic Technology,1305,Semiconductors
ISIL,Intersil Corporation Class A,1300,Electronic Technology,1305,Semiconductors
INVN,"InvenSense, Inc.",1300,Electronic Technology,1305,Semiconductors
LLTC,Linear Technology Corporation,1300,Electronic Technology,1305,Semiconductors
MRVL,Marvell Technology Group Ltd.,1300,Electronic Technology,1305,Semiconductors
MXIM,"Maxim Integrated Products, Inc.",1300,Electronic Technology,1305,Semiconductors
MLNX,"Mellanox Technologies, Ltd.",1300,Electronic Technology,1305,Semiconductors
MCHP,Microchip Technology Incorporated,1300,Electronic Technology,1305,Semiconductors
MU,"Micron Technology, Inc.",1300,Electronic Technology,1305,Semiconductors
MSCC,Microsemi Corporation,1300,Electronic Technology,1305,Semiconductors
MPWR,"Monolithic Power Systems, Inc.",1300,Electronic Technology,1305,Semiconductors
MONT,Montage Technology Group Ltd.,1300,Electronic Technology,1305,Semiconductors
NVDA,NVIDIA Corporation,1300,Electronic Technology,1305,Semiconductors
NXPI,NXP Semiconductors NV,1300,Electronic Technology,1305,Semiconductors
OVTI,"OmniVision Technologies, Inc.",1300,Electronic Technology,1305,Semiconductors
ON,ON Semiconductor Corporation,1300,Electronic Technology,1305,Semiconductors
PMCS,"PMC-Sierra, Inc.",1300,Electronic Technology,1305,Semiconductors
POWI,"Power Integrations, Inc.",1300,Electronic Technology,1305,Semiconductors
QRVO,"Qorvo, Inc.",1300,Electronic Technology,1305,Semiconductors
RMBS,Rambus Inc.,1300,Electronic Technology,1305,Semiconductors
SMTC,Semtech Corporation,1300,Electronic Technology,1305,Semiconductors
SLAB,Silicon Laboratories Inc.,1300,Electronic Technology,1305,Semiconductors
SWKS,"Skyworks Solutions, Inc.",1300,Electronic Technology,1305,Semiconductors
SUNEQ,"SunEdison, Inc.",1300,Electronic Technology,1305,Semiconductors
TXN,Texas Instruments Incorporated,1300,Electronic Technology,1305,Semiconductors
TQNT,"TriQuint Semiconductor, Inc.",1300,Electronic Technology,1305,Semiconductors
XLNX,"Xilinx, Inc.",1300,Electronic Technology,1305,Semiconductors
MMM,3M Company,1200,Producer Manufacturing,1255,Industrial Conglomerates
GE,General Electric Company,1200,Producer Manufacturing,1255,Industrial Conglomerates
HON,Honeywell International Inc.,1200,Producer Manufacturing,1255,Industrial Conglomerates
IR,Ingersoll-Rand Plc,1200,Producer Manufacturing,1255,Industrial Conglomerates
MGAM,"Multimedia Games Holding Company, Inc.",1200,Producer Manufacturing,1255,Industrial Conglomerates
NWL,Newell Brands Inc,1200,Producer Manufacturing,1255,Industrial Conglomerates
ROP,"Roper Technologies, Inc.",1200,Producer Manufacturing,1255,Industrial Conglomerates
TXT,Textron Inc.,1200,Producer Manufacturing,1255,Industrial Conglomerates
UTX,United Technologies Corporation,1200,Producer Manufacturing,1255,Industrial Conglomerates
AME,"AMETEK, Inc.",1200,Producer Manufacturing,1250,Miscellaneous Manufacturing
CSL,Carlisle Companies Incorporated,1200,Producer Manufacturing,1250,Miscellaneous Manufacturing
CR,Crane Co.,1200,Producer Manufacturing,1250,Miscellaneous Manufacturing
DOV,Dover Corporation,1200,Producer Manufacturing,1250,Miscellaneous Manufacturing
PNR,Pentair plc,1200,Producer Manufacturing,1250,Miscellaneous Manufacturing
TUP,Tupperware Brands Corporation,1200,Producer Manufacturing,1250,Miscellaneous Manufacturing
PBI,Pitney Bowes Inc.,1200,Producer Manufacturing,1245,Office Equipment/Supplies
AYI,"Acuity Brands, Inc.",1200,Producer Manufacturing,1235,Electrical Products
BDC,Belden Inc.,1200,Producer Manufacturing,1235,Electrical Products
ETN,Eaton Corp. Plc,1200,Producer Manufacturing,1235,Electrical Products
EMR,Emerson Electric Co.,1200,Producer Manufacturing,1235,Electrical Products
ENS,EnerSys,1200,Producer Manufacturing,1235,Electrical Products
GNRC,Generac Holdings Inc.,1200,Producer Manufacturing,1235,Electrical Products
GTI,GrafTech International Ltd,1200,Producer Manufacturing,1235,Electrical Products
HUBB,Hubbell Incorporated Class B,1200,Producer Manufacturing,1235,Electrical Products
LFUS,"Littelfuse, Inc.",1200,Producer Manufacturing,1235,Electrical Products
SPB.1,"Spectrum Brands Holdings, Inc.",1200,Producer Manufacturing,1235,Electrical Products
SPWR,SunPower Corporation,1200,Producer Manufacturing,1235,Electrical Products
AOS,A. O. Smith Corporation,1200,Producer Manufacturing,1230,Building Products
AWI,"Armstrong World Industries, Inc.",1200,Producer Manufacturing,1230,Building Products
FBHS,"Fortune Brands Home & Security, Inc.",1200,Producer Manufacturing,1230,Building Products
LII,Lennox International Inc.,1200,Producer Manufacturing,1230,Building Products
MAS,Masco Corporation,1200,Producer Manufacturing,1230,Building Products
SCTY,SolarCity Corp.,1200,Producer Manufacturing,1230,Building Products
WSO,"Watsco, Inc.",1200,Producer Manufacturing,1230,Building Products
AXL,"American Axle & Manufacturing Holdings, Inc.",1200,Producer Manufacturing,1225,Auto Parts: OEM
APTV,Aptiv PLC,1200,Producer Manufacturing,1225,Auto Parts: OEM
ALV,Autoliv Inc.,1200,Producer Manufacturing,1225,Auto Parts: OEM
BWA,BorgWarner Inc.,1200,Producer Manufacturing,1225,Auto Parts: OEM
DAN,Dana Incorporated,1200,Producer Manufacturing,1225,Auto Parts: OEM
GNTX,Gentex Corporation,1200,Producer Manufacturing,1225,Auto Parts: OEM
247680,"Johnson Controls, Inc.",1200,Producer Manufacturing,1225,Auto Parts: OEM
LEA,Lear Corporation,1200,Producer Manufacturing,1225,Auto Parts: OEM
MTOR,"Meritor, Inc.",1200,Producer Manufacturing,1225,Auto Parts: OEM
TEN,Tenneco Inc. Class A,1200,Producer Manufacturing,1225,Auto Parts: OEM
TRW,TRW Automotive Holdings Corp.,1200,Producer Manufacturing,1225,Auto Parts: OEM
WBC,WABCO Holdings Inc.,1200,Producer Manufacturing,1225,Auto Parts: OEM
AGCO,AGCO Corporation,1200,Producer Manufacturing,1220,Trucks/Construction/Farm Machinery
ALSN,"Allison Transmission Holdings, Inc.",1200,Producer Manufacturing,1220,Trucks/Construction/Farm Machinery
CAT,Caterpillar Inc.,1200,Producer Manufacturing,1220,Trucks/Construction/Farm Machinery
CMI,Cummins Inc.,1200,Producer Manufacturing,1220,Trucks/Construction/Farm Machinery
DE,Deere & Company,1200,Producer Manufacturing,1220,Trucks/Construction/Farm Machinery
GBX,"Greenbrier Companies, Inc.",1200,Producer Manufacturing,1220,Trucks/Construction/Farm Machinery
JOY,Joy Global Inc.,1200,Producer Manufacturing,1220,Trucks/Construction/Farm Machinery
LNN,Lindsay Corporation,1200,Producer Manufacturing,1220,Trucks/Construction/Farm Machinery
MTW,"Manitowoc Company, Inc.",1200,Producer Manufacturing,1220,Trucks/Construction/Farm Machinery
NAV,Navistar International Corporation,1200,Producer Manufacturing,1220,Trucks/Construction/Farm Machinery
OSK,Oshkosh Corp,1200,Producer Manufacturing,1220,Trucks/Construction/Farm Machinery
PCAR,PACCAR Inc,1200,Producer Manufacturing,1220,Trucks/Construction/Farm Machinery
TEX,Terex Corporation,1200,Producer Manufacturing,1220,Trucks/Construction/Farm Machinery
TTC,Toro Company,1200,Producer Manufacturing,1220,Trucks/Construction/Farm Machinery
TRN,"Trinity Industries, Inc.",1200,Producer Manufacturing,1220,Trucks/Construction/Farm Machinery
WNC,Wabash National Corporation,1200,Producer Manufacturing,1220,Trucks/Construction/Farm Machinery
WAB,Westinghouse Air Brake Technologies Corporation,1200,Producer Manufacturing,1220,Trucks/Construction/Farm Machinery
ATU,Actuant Corporation Class A,1200,Producer Manufacturing,1210,Industrial Machinery
B,Barnes Group Inc.,1200,Producer Manufacturing,1210,Industrial Machinery
GTLS,"Chart Industries, Inc.",1200,Producer Manufacturing,1210,Industrial Machinery
CLC,CLARCOR Inc.,1200,Producer Manufacturing,1210,Industrial Machinery
CFX,Colfax Corporation,1200,Producer Manufacturing,1210,Industrial Machinery
NPO,"EnPro Industries, Inc.",1200,Producer Manufacturing,1210,Industrial Machinery
FLS,Flowserve Corporation,1200,Producer Manufacturing,1210,Industrial Machinery
FCEL,"FuelCell Energy, Inc.",1200,Producer Manufacturing,1210,Industrial Machinery
GGG,Graco Inc.,1200,Producer Manufacturing,1210,Industrial Machinery
IEX,IDEX Corporation,1200,Producer Manufacturing,1210,Industrial Machinery
