ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
IONS,"Ionis Pharmaceuticals, Inc.",IONS.3Q16,2300,2320,3Q16,2016/3F,73.1,11/09/2016,3,9/30/2016,0.06,0.08,0.09,-1.033,36.64,-1.077,27,-1.030,35.96,-50.84202,-24.91657,-25.783401,3.3821702,-3.7080705,-3.0646503,8.9,7.0,8.1,10.26634514,10.67271804,11.17010158,40.7,39.7,1.64,1.79,0.63332367,214.161,283.703,276.75732,-0.028,-0.040,-0.029,0.011,-54.224,-21.208,-22.719,0.270458192,0.100419037,-0.038075858,-0.080908524,-0.14,50.62,-2.31,-20.408,-29.412,29.22862706,11/8/2016,11/14/2016,11/2/2016,11/11/2015,10/12/2016,10/5/2016,8/10/2016
TLRD,"Tailored Brands, Inc.",TLRD.3Q16,3500,3525,3Q16,2016/3F,17.6,12/08/2016,4,9/30/2016,0.57,0.56,0.56,1.892,15.7,1.942,18.89,1.874,16.57,5.3045154,14.001203,23.950123,6.107521,0.8220196,5.5709004,14.6,16.0,8.1,20.09401604,22.71407753,15.55608515,18.7,18.7,1.69,1.69,0.45806268,3252.54,3496.27,3399.4333,0.120,0.103,0.113,0.010,-0.803,13.179,18.379,-0.08347677,0.803937737,-0.115349676,0.291714197,0.00,-1.18,0.00,2.571,2.571,4.516264212,12/7/2016,12/13/2016,12/1/2016,12/10/2015,11/10/2016,11/3/2016,9/8/2016
HALO,"Halozyme Therapeutics, Inc.",HALO.3Q16,2300,2320,3Q16,2016/3F,12.8,11/08/2016,2,9/30/2016,-0.28,-0.26,-0.30,-0.849,12.08,-0.860,8.46,-0.892,10.4,-28.56261,-18.65384,-28.66779,2.8789878,-3.330952,-1.9625127,15.6,12.3,19.5,21.49664589,19.55675229,20.1933572,14.5,14.5,1.22,1.25,0.6666667,75.334,135.057,150.14,-0.070,-0.102,-0.086,0.016,-31.442,-15.323,-26.705,0.260022805,-0.202445417,0.099193034,0.064540466,-0.03,71.03,0.46,5.232,-5.985,99.29912125,11/7/2016,11/11/2016,11/1/2016,11/10/2015,10/11/2016,10/4/2016,8/9/2016
FRAN,Francesca's Holdings Corporation,FRAN.3Q16,3500,3525,3Q16,2016/3F,13.3,12/06/2016,2,9/30/2016,0.18,0.18,0.15,1.079,15.43,1.092,16.61,0.932,13.99,4.551363,18.727673,6.0664177,3.9360523,1.2254477,5.0465703,8.2,8.2,4.6,10.18031717,10.20753288,6.993107936,15.5,13.3,1.91,1.77,0.53935987,377.497,439.377,483.3237,0.070,0.066,0.067,0.001,0.615,17.502,1.020,0,0.783130131,-0.002666238,0.455764342,0.14,-6.68,-14.19,0.470,18.381,28.0337857,12/5/2016,12/9/2016,11/29/2016,12/8/2015,11/8/2016,11/1/2016,9/6/2016
NVDA,NVIDIA Corporation,NVDA.3Q16,1300,1305,3Q16,2016/3F,581.0,11/11/2016,5,9/30/2016,0.56,0.56,0.56,1.885,68.52,1.920,67.57,1.869,63.04,121.44296,7.185912,1.077044,5.7330966,-4.578626,-3.2883763,9.1,6.6,5.1,13.34037228,12.73951476,8.822018858,68.1,63.6,1.64,1.66,0.67482823,4681.5,5010,6119.591,0.028,0.028,0.030,0.001,115.710,11.765,4.365,0.379321069,0.798607828,0.047164867,0.512167736,-0.02,0.79,-6.68,-0.361,0.058,30.71859447,11/10/2016,11/16/2016,11/4/2016,11/13/2015,10/14/2016,10/7/2016,8/12/2016
ARIA,"ARIAD Pharmaceuticals, Inc.",ARIA.3Q16,2300,2320,3Q16,2016/3F,55.4,11/07/2016,1,9/30/2016,-0.19,-0.20,-0.20,-0.436,13.69,-0.477,8.72,-0.331,10.02,105.354546,-12.974053,-35.83517,4.402685,-2.5911152,-1.7379522,3.8,3.5,4.0,19.7052054,15.59262529,16.94041565,13.4,10.1,1.70,1.63,0.8232726,105.412,118.804,191.12813,-0.032,-0.055,-0.033,0.022,100.952,-10.383,-34.097,0.090052623,-0.062252641,0.263751615,0.163206725,0.08,54.18,-24.69,-5.081,-6.142,81.3153436,11/4/2016,11/10/2016,10/31/2016,11/9/2015,10/10/2016,10/3/2016,8/8/2016
ASNA,"Ascena Retail Group, Inc.",ASNA.3Q16,3500,3525,3Q16,2017/1F,22.6,12/02/2016,5,9/30/2016,0.19,0.19,0.38,0.651,5.59,0.649,6.59,0.847,7.79,-53.809525,-15.404362,35.040985,-0.10120273,1.9238591,4.7999024,7.3,4.3,10.8,20.12963039,19.58683303,19.09580043,8.0,11.5,1.73,1.42,0.46709937,4802.9,6995.4,6965.81,0.117,0.098,0.109,0.010,-53.708,-17.328,30.241,0.672418372,-0.328259378,0.027712359,0.054139126,0.31,21.40,43.18,-2.446,-49.786,45.03341731,12/1/2016,12/7/2016,11/25/2016,12/4/2015,11/4/2016,10/28/2016,9/2/2016
HPR,HighPoint Resources Corp.,HPR.3Q16,2100,2105,3Q16,2016/3F,12.5,11/04/2016,5,9/30/2016,-0.13,-0.17,-0.20,-0.865,5.56,-0.844,5.34,-0.976,5.37,-15.74803,-0.55865645,-3.9568305,2.851832,-2.7256072,-2.1344543,4.3,4.3,3.4,9.535134142,17.91825495,9.558387853,8.1,8.3,1.78,1.79,0.48196647,472.291,0,197.3775,-0.156,-0.158,-0.182,-0.024,-18.600,2.167,-1.822,0,0.273211814,-0.46785364,-0.002432807,-0.01,51.37,2.33,-23.230,-35.315,-58.20849857,11/3/2016,11/9/2016,10/28/2016,11/6/2015,10/7/2016,9/30/2016,8/5/2016
CBM,Cambrex Corporation,CBM.3Q16,2200,2210,3Q16,2016/3F,19.8,11/04/2016,5,9/30/2016,0.42,0.41,0.42,2.797,44.46,2.821,40.4,2.736,48.2,-13.715381,-16.182571,-9.131802,2.851832,-2.7256072,-2.1344543,3.9,3.9,4.5,3.427863854,4.759911564,7.513615652,58.8,62.3,1.25,1.25,0.5,374.613,433.856,480,0.063,0.070,0.057,-0.013,-16.567,-13.457,-6.997,0,-0.13874314,-0.279847155,-0.543779718,0.00,45.42,5.96,0.606,-1.775,28.13223246,11/3/2016,11/9/2016,10/28/2016,11/6/2015,10/7/2016,9/30/2016,8/5/2016
TALO,"Talos Energy, Inc.",TALO.3Q16,2100,2110,3Q16,2016/3F,18.3,11/08/2016,2,9/30/2016,-40.42,-34.27,-35.64,-117.208,67.39732,-110.138,22.068653,-117.345,57.242344,-85.30105,-61.44698,-65.78716,2.8789878,-3.330952,-1.9625127,2.1,3.0,1.4,6.500614413,6.873657131,8.461704127,44.6,58.5,2.28,2.06,0.44095856,795.542,544.649,363.78876,-1.739,-4.991,-2.050,2.941,-88.180,-58.116,-63.825,-0.310515934,0.511268622,-0.05427136,-0.23176061,0.22,101.99,31.25,17.918,13.404,-54.2715834,11/7/2016,11/11/2016,11/1/2016,11/10/2015,10/11/2016,10/4/2016,8/9/2016
NFLX,"Netflix, Inc.",NFLX.3Q16,3400,3415,3Q16,2016/3F,"1,003.0",10/18/2016,2,9/30/2016,0.06,0.06,0.04,0.735,98.55,0.735,100.59,0.609,85.84,-0.74754953,17.183136,4.683113,5.481684,-1.1879265,0.46787262,3.6,4.8,3.2,7.910135725,7.885128554,7.686722254,104.4,104.6,1.66,1.61,0.7453166,5504.65,6779.51,8734.937,0.007,0.007,0.007,0.000,-6.229,18.371,4.215,-0.240591919,0.13748828,0.003171435,0.029064855,0.05,3.77,0.18,-2.623,35.064,58.6828772,10/17/2016,10/21/2016,10/11/2016,10/20/2015,9/20/2016,9/13/2016,7/19/2016
SC,"Santander Consumer USA Holdings, Inc.",SC.3Q16,4800,4830,3Q16,2016/3F,19.8,11/09/2016,3,9/30/2016,0.55,0.54,0.54,2.347,12.16,2.349,11.72,2.314,11.15,-27.168291,5.1121116,-9.776747,3.3821702,-3.7080705,-3.0646503,10.4,5.7,4.1,7.399575264,9.57493322,9.764572385,14.6,15.0,1.74,1.69,0.50366306,5569.66,6736.82,6529.1357,0.193,0.200,0.207,0.007,-30.550,8.820,-6.712,0.81864794,1.558340051,-0.227193016,-0.242201812,0.04,24.94,2.67,1.834,2.673,17.22682713,11/8/2016,11/14/2016,11/2/2016,11/11/2015,10/12/2016,10/5/2016,8/10/2016
BRS,Bristow Group Inc.,BRS.3Q16,3100,3110,3Q16,2016/2F,13.4,11/04/2016,5,9/30/2016,-0.48,-0.47,-0.36,-1.418,14.02,-1.366,10.17,-1.191,10.38,-56.264236,-2.0231247,-27.460772,2.851832,-2.7256072,-2.1344543,6.8,6.8,6.0,21.55915997,23.03147915,22.27571437,16.5,17.8,1.50,1.44,0.5345225,1858.66,1715.51,1433.6,-0.101,-0.134,-0.115,0.020,-59.116,0.702,-25.326,0,0.134799266,-0.063926384,-0.032167516,0.06,62.24,8.08,1.596,34.237,-22.86916381,11/3/2016,11/9/2016,10/28/2016,11/6/2015,10/7/2016,9/30/2016,8/5/2016
CRC,California Resources Corp,CRC.3Q16,2100,2105,3Q16,2016/3F,36.8,11/04/2016,5,9/30/2016,-1.55,-1.51,-1.05,-2.243,12.5,-1.609,10.95,-2.897,9.42,-76.306694,16.242039,-12.400002,2.851832,-2.7256072,-2.1344543,4.7,4.7,3.9,44.78236579,43.96405906,30.57653935,11.8,14.7,2.17,2.17,0.5,4173,2403,1622.776,-0.179,-0.147,-0.308,-0.161,-79.159,18.968,-10.266,0,0.221825236,0.018613084,0.464598897,0.00,7.31,24.82,2.498,47.967,-61.11248502,11/3/2016,11/9/2016,10/28/2016,11/6/2015,10/7/2016,9/30/2016,8/5/2016
MGLN,"Magellan Health, Inc.",MGLN.3Q16,3350,3355,3Q16,2016/3F,13.0,11/09/2016,3,9/30/2016,0.62,0.71,0.74,3.026,53.73,3.104,50.55,2.985,58.41,5.3547025,-13.456601,-5.51402,3.3821702,-3.7080705,-3.0646503,2.1,1.7,1.8,1.267566561,1.224352616,1.312813346,64.8,69.8,2.00,2.00,0.6324555,3760.11,4597.4,4757.546,0.056,0.061,0.051,-0.010,1.973,-9.749,-2.449,0.265342197,0.139917828,0.035295342,-0.034465512,0.00,28.09,7.72,-12.530,-16.100,26.52677714,11/8/2016,11/14/2016,11/2/2016,11/11/2015,10/12/2016,10/5/2016,8/10/2016
REGN,"Regeneron Pharmaceuticals, Inc.",REGN.3Q16,2300,2320,3Q16,2016/3F,306.9,11/04/2016,5,9/30/2016,2.68,2.72,2.77,13.916,402.02,14.161,355.83,13.330,423,-30.594307,-15.879435,-11.489481,2.851832,-2.7256072,-2.1344543,4.8,4.8,5.0,5.166070675,4.906787473,4.702304317,467.7,467.0,1.57,1.59,0.5495401,2819.55,4103.72,5061.865,0.035,0.040,0.032,-0.008,-33.446,-13.154,-9.355,0,-0.041576835,0.052841743,0.098625339,-0.02,31.45,-0.16,-1.361,-3.159,79.52740686,11/3/2016,11/9/2016,10/28/2016,11/6/2015,10/7/2016,9/30/2016,8/5/2016
FEYE,"FireEye, Inc.",FEYE.3Q16,3300,3308,3Q16,2016/3F,78.6,11/04/2016,5,9/30/2016,-0.31,-0.31,-0.31,-0.736,14.73,-0.665,11.53,-0.854,14.73,-42.55141,-21.724373,-21.724373,2.851832,-2.7256072,-2.1344543,5.4,5.4,4.8,16.59650251,15.49616553,13.84657225,17.7,18.6,1.77,1.68,0.48558775,425.662,622.967,720.8745,-0.050,-0.058,-0.058,0.000,-45.403,-18.999,-19.590,0,0.11989101,0.071007049,0.198600073,0.09,53.77,5.02,0.352,0.992,69.35373606,11/3/2016,11/9/2016,10/28/2016,11/6/2015,10/7/2016,9/30/2016,8/5/2016
TREX,"Trex Company, Inc.",TREX.3Q16,1100,1130,3Q16,2016/3F,14.7,11/08/2016,2,9/30/2016,0.21,0.21,0.21,1.292,29.36,1.310,26.625,1.266,29.375,47.88909,-9.361702,-9.561825,2.8789878,-3.330952,-1.9625127,8.6,10.5,13.6,6.612040156,6.49020131,8.95741115,28.3,28.2,1.75,1.75,0.46291006,391.66,440.804,475.712,0.044,0.049,0.043,-0.006,45.010,-6.031,-7.599,-0.178429839,-0.368409746,0.018772738,-0.261835809,0.00,6.24,-0.42,-0.701,-0.701,21.46045039,11/7/2016,11/11/2016,11/1/2016,11/10/2015,10/11/2016,10/4/2016,8/9/2016
CC,Chemours Co.,CC.3Q16,2200,2240,3Q16,2016/3F,37.5,11/07/2016,1,9/30/2016,0.33,0.33,0.25,1.259,16,1.337,16.43,0.958,9.31,141.21309,76.476906,3.2035232,4.402685,-2.5911152,-1.7379522,3.8,3.0,5.3,4.572150969,4.488124587,7.153228242,12.6,8.8,1.89,2.00,0.78173596,6432,5717,5382.714,0.079,0.081,0.103,0.021,136.810,79.068,4.941,0.255006748,-0.288479843,0.018721936,-0.360826914,-0.11,-23.35,-30.52,-0.873,28.723,-16.31352612,11/4/2016,11/10/2016,10/31/2016,11/9/2015,10/10/2016,10/3/2016,8/8/2016
WTW,"Weight Watchers International, Inc.",WTW.3Q16,3400,3450,3Q16,2016/3F,13.5,11/04/2016,5,9/30/2016,0.45,0.47,0.48,1.094,10.32,1.100,10.12,1.067,10.79,-55.002182,-6.2094507,-1.9379854,2.851832,-2.7256072,-2.1344543,26.2,26.2,13.5,28.72264254,29.89790662,28.68111099,20.8,19.2,1.58,1.50,0.49159604,1479.9,1164.4,1184.4233,0.106,0.109,0.099,-0.010,-57.854,-3.484,0.196,0,0.935512804,-0.039309243,0.001448045,0.08,105.04,-7.47,-2.915,-4.891,-19.96599095,11/3/2016,11/9/2016,10/28/2016,11/6/2015,10/7/2016,9/30/2016,8/5/2016
NXST,"Nexstar Media Group, Inc. Class A",NXST.3Q16,3400,3410,3Q16,2016/3F,25.8,11/08/2016,2,9/30/2016,0.84,0.85,0.91,3.450,57.71,3.520,48.35,3.639,50.61,2.126503,-4.4655266,-16.752762,2.8789878,-3.330952,-1.9625127,17.0,12.1,15.6,33.60865801,31.4844706,26.43681298,66.5,66.1,1.00,1.00,0,631.311,896.377,1115.15,0.060,0.073,0.072,-0.001,-0.752,-1.135,-14.790,0.401369423,0.086476767,0.067467782,0.271282512,0.00,37.54,-0.54,-1.867,-8.254,76.64035634,11/7/2016,11/11/2016,11/1/2016,11/10/2015,10/11/2016,10/4/2016,8/9/2016
SNCR,"Synchronoss Technologies, Inc.",SNCR.3Q16,3300,3320,3Q16,2016/3F,12.5,11/08/2016,2,9/30/2016,0.67,0.67,0.67,2.891,41.18,2.936,36.77,2.817,41.02,6.045139,-10.360802,-9.165019,2.8789878,-3.330952,-1.9625127,11.2,7.5,11.5,7.763986142,6.104350746,8.290015412,50.9,52.4,1.11,1.11,0.33333334,457.314,578.831,679.006,0.070,0.080,0.069,-0.011,3.166,-7.030,-7.203,0.487649745,-0.0304695,0.271877463,-0.063453352,0.00,38.36,3.05,-0.083,-0.083,48.47697643,11/7/2016,11/11/2016,11/1/2016,11/10/2015,10/11/2016,10/4/2016,8/9/2016
ODP,"Office Depot, Inc.",ODP.3Q16,3500,3540,3Q16,2016/3F,25.9,11/02/2016,3,9/30/2016,0.16,0.15,0.15,0.421,3.57,0.423,3.21,0.416,3.48,-52.996006,-7.7586174,-9.831458,3.055656,-1.1961102,-1.6424477,2.4,3.4,3.5,3.638293148,3.670279743,4.061281532,4.6,4.8,1.96,1.96,0.43115824,16096,14485,13612.033,0.118,0.132,0.119,-0.012,-56.052,-6.563,-8.189,-0.306520209,-0.318544502,-0.008715029,-0.104151456,0.00,43.52,3.10,5.108,3.943,-15.43220055,11/1/2016,11/7/2016,10/26/2016,11/4/2015,10/5/2016,9/28/2016,8/3/2016
LGF.A,Lions Gate Entertainment Corp Class A,LGF.A.3Q16,3400,3430,3Q16,2016/2F,29.4,11/04/2016,5,9/30/2016,-0.48,-0.37,-0.14,1.033,19.982338,0.948,20.00233,1.077,20.602102,-46.278893,-2.911216,0.10005236,2.851832,-2.7256072,-2.1344543,6.9,6.9,9.4,7.149181715,8.260260936,9.111746914,26.5,26.7,1.21,1.28,0.4188539,2399.64,2347.41,2588.414,0.052,0.047,0.052,0.005,-49.131,-0.186,2.235,0,-0.265197856,-0.134508974,-0.215388467,-0.07,32.58,0.77,28.375,241.329,7.866763348,11/3/2016,11/9/2016,10/28/2016,11/6/2015,10/7/2016,9/30/2016,8/5/2016
SEAS,"SeaWorld Entertainment, Inc.",SEAS.3Q16,3400,3430,3Q16,2016/3F,25.9,11/08/2016,2,9/30/2016,1.08,1.06,1.11,0.682,13.48,0.699,14.1,0.711,12.98,-19.311874,8.628666,-0.6342411,2.8789878,-3.330952,-1.9625127,18.5,8.2,11.2,28.01694845,27.62392673,25.81046782,13.9,15.0,1.73,1.96,0.6466698,1377.81,1371,1344.1766,0.051,0.050,0.055,0.005,-22.191,11.960,1.328,1.250900316,0.654167902,0.014227584,0.08548782,-0.23,-1.10,7.21,1.246,-3.072,-2.441076781,11/7/2016,11/11/2016,11/1/2016,11/10/2015,10/11/2016,10/4/2016,8/9/2016
ELY,Callaway Golf Company,ELY.3Q16,1400,1435,3Q16,2016/3F,11.2,11/04/2016,5,9/30/2016,-0.11,-0.12,-0.12,0.398,11.61,0.393,10.11,0.413,11.43,10.009813,-11.548561,-12.919897,2.851832,-2.7256072,-2.1344543,2.1,2.1,2.7,2.084189524,2.027175495,2.631684972,13.5,13.4,1.25,1.11,0.45226702,886.945,843.794,870.02124,0.034,0.039,0.036,-0.003,7.158,-8.823,-10.785,0,-0.21072816,0.028124861,-0.208039889,0.14,33.53,-0.93,-5.136,-4.643,-1.908095767,11/3/2016,11/9/2016,10/28/2016,11/6/2015,10/7/2016,9/30/2016,8/5/2016
PLCE,"Children's Place, Inc.",PLCE.3Q16,3500,3525,3Q16,2016/3F,32.7,11/17/2016,4,9/30/2016,2.01,2.01,2.01,4.982,79.87,5.028,79.65,4.878,85.77,54.30175,-7.1353555,5.917561,3.2293677,-0.80860853,1.7066598,8.8,10.3,15.9,22.88202447,20.79955988,20.37440811,88.3,89.6,1.71,1.63,0.54181236,1761.32,1725.77,1749.934,0.062,0.063,0.057,-0.006,51.072,-6.327,4.211,-0.142869739,-0.44309209,0.100120608,0.123076771,0.08,10.83,1.50,0.196,0.250,-0.646446983,11/16/2016,11/22/2016,11/10/2016,11/19/2015,10/20/2016,10/13/2016,8/18/2016
MMS,"MAXIMUS, Inc.",MMS.3Q16,3200,3205,3Q16,2016/4F,16.0,11/10/2016,4,9/30/2016,0.72,0.72,0.72,3.102,56.56,3.125,51.48,3.038,59.76,1.9585848,-13.855421,-6.569868,4.563868,-4.5422373,-3.521371,10.8,13.2,15.6,5.261664571,5.442179734,5.99575785,64.8,65.3,1.14,1.14,0.3233349,1700.91,2099.82,2389.77,0.055,0.061,0.051,-0.010,-2.605,-9.313,-3.048,-0.176762309,-0.303961072,-0.033169644,-0.122435445,0.00,25.87,0.77,-0.404,0.101,40.49949733,11/9/2016,11/15/2016,11/3/2016,11/12/2015,10/13/2016,10/6/2016,8/11/2016
ESI,"Element Solutions, Inc.",ESI.3Q16,2200,2210,3Q16,2016/3F,19.5,11/04/2016,5,9/30/2016,0.11,0.12,0.15,0.740,8.11,0.688,7.2,0.825,9.42,-39.1926,-23.566883,-11.220712,2.851832,-2.7256072,-2.1344543,4.5,4.5,16.1,9.130951547,8.49828862,9.572540869,11.0,11.1,1.50,1.56,0.52704626,843.186,2542,3508.4834,0.091,0.096,0.088,-0.008,-42.044,-20.841,-9.086,0,-0.721067483,0.074445921,-0.046130837,-0.06,52.78,1.14,-11.776,-27.552,316.0983935,11/3/2016,11/9/2016,10/28/2016,11/6/2015,10/7/2016,9/30/2016,8/5/2016
NRG,"NRG Energy, Inc.",NRG.3Q16,4700,4705,3Q16,2016/3F,55.6,11/04/2016,5,9/30/2016,0.95,0.61,0.76,0.548,11.21,0.525,10.3,0.814,13.62,-18.726873,-24.375916,-8.117753,2.851832,-2.7256072,-2.1344543,3.0,3.0,4.2,5.080922306,5.079857249,5.382161868,16.6,17.9,1.50,1.53,0.73029673,15868,14674,14261.713,0.049,0.051,0.060,0.009,-21.579,-21.650,-5.983,0,-0.297078002,0.000209663,-0.055969993,-0.03,60.84,7.85,55.597,25.577,-10.12280691,11/3/2016,11/9/2016,10/28/2016,11/6/2015,10/7/2016,9/30/2016,8/5/2016
AIRM,Air Methods Corporation,AIRM.3Q16,4600,4610,3Q16,2016/3F,14.9,11/04/2016,5,9/30/2016,1.01,1.11,1.29,3.512,31.49,3.474,26.5,3.561,32.33,-29.639118,-18.03279,-15.8463,2.851832,-2.7256072,-2.1344543,26.6,26.6,20.3,35.73765994,33.45578538,34.20255846,46.8,49.7,1.00,1.00,0,1004.77,1085.68,1185.394,0.112,0.131,0.110,-0.021,-32.491,-15.307,-13.712,0,0.307893992,0.068205679,0.04488265,0.00,76.60,6.20,-9.281,-21.401,17.97665137,11/3/2016,11/9/2016,10/28/2016,11/6/2015,10/7/2016,9/30/2016,8/5/2016
FPRX,"Five Prime Therapeutics, Inc.",FPRX.3Q16,2300,2320,3Q16,2016/3F,21.7,11/04/2016,5,9/30/2016,-0.53,-0.61,-0.61,-2.410,52.49,-2.457,48.68,-2.402,52.44,43.43854,-7.1700993,-7.2585287,2.851832,-2.7256072,-2.1344543,8.3,8.3,7.2,10.77202624,11.34846092,12.22397564,58.0,56.6,1.14,1.17,0.37796447,19.231,379.801,,-0.046,-0.050,-0.046,0.005,40.587,-4.444,-5.124,0,0.152968669,-0.050794084,-0.118778819,-0.02,19.15,-2.41,-12.581,-12.581,,11/3/2016,11/9/2016,10/28/2016,11/6/2015,10/7/2016,9/30/2016,8/5/2016
DOOR,Masonite International Corp.,DOOR.3Q16,1200,1230,3Q16,2016/3F,12.9,11/09/2016,3,9/30/2016,0.74,0.71,0.76,3.463,62.17,3.510,55.75,3.455,71.97,-4.525894,-22.537172,-10.970932,3.3821702,-3.7080705,-3.0646503,4.5,6.1,5.3,3.086657736,3.257215377,3.103158236,76.5,79.7,1.20,1.17,0.34960294,1837.7,1871.96,2003.12,0.056,0.063,0.048,-0.015,-7.908,-18.829,-7.906,-0.257157434,-0.152575519,-0.052363022,-0.005317325,0.03,37.22,4.18,3.733,-2.685,9.001469228,11/8/2016,11/14/2016,11/2/2016,11/11/2015,10/12/2016,10/5/2016,8/10/2016
SINA,SINA Corp.,SINA.3Q16,3300,3320,3Q16,2016/3F,69.3,11/22/2016,2,9/30/2016,0.37,0.35,0.31,1.611,68.12864,1.781,62.45356,1.492,61.378353,64.39732,1.7517686,-12.716013,2.761221,0.009512901,2.2782087,1.2,1.1,2.9,1.600192496,1.758393185,3.106991367,77.1,66.2,1.25,1.27,0.4082483,756.282,880.669,1005.237,0.024,0.029,0.024,-0.004,61.636,1.742,-14.994,0.174513482,-0.574932296,-0.089968893,-0.484970408,-0.02,23.53,-14.25,4.931,18.875,32.91827652,11/21/2016,11/25/2016,11/15/2016,11/24/2015,10/25/2016,10/18/2016,8/23/2016
BEAV,"B/E Aerospace, Inc.",BEAV.3Q16,1300,1330,3Q16,2016/3F,44.6,10/24/2016,1,9/30/2016,0.80,0.80,0.81,3.569,51.66,3.590,51.35,3.502,45.53,15.96483,12.782776,5.963683,4.0456295,-1.8862724,-0.6367445,11.6,11.9,5.7,9.267410965,9.452031454,8.593622166,56.2,54.4,1.41,1.33,0.4905354,2599,2729.6,2876.1128,0.069,0.070,0.077,0.007,11.919,14.669,6.600,-0.021044062,1.027640046,-0.019532361,0.078405681,0.07,9.44,-3.15,0.274,-0.467,10.66228549,10/21/2016,10/27/2016,10/17/2016,10/26/2015,9/26/2016,9/19/2016,7/25/2016
INGN,"Inogen, Inc.",INGN.3Q16,2300,2325,3Q16,2016/3F,10.9,11/04/2016,5,9/30/2016,0.13,0.13,0.13,0.726,59.9,0.728,53.44,0.704,53.84,29.156935,-0.7429421,-10.784644,2.851832,-2.7256072,-2.1344543,14.2,14.2,14.0,13.64656128,15.28856716,14.70076967,62.6,56.8,1.33,1.33,0.5163978,112.537,159.005,192.4575,0.012,0.014,0.013,-0.001,26.305,1.983,-8.650,0,0.015752038,-0.107400901,-0.071711102,0.00,17.14,-9.27,-5.000,-5.000,71.01708771,11/3/2016,11/9/2016,10/28/2016,11/6/2015,10/7/2016,9/30/2016,8/5/2016
ZLTQ,"ZELTIQ Aesthetics, Inc.",ZLTQ.3Q16,2300,2325,3Q16,2016/3F,26.8,11/10/2016,4,9/30/2016,0.09,0.07,0.07,0.271,39.22,0.319,32.61,0.200,36.99,27.315258,-11.841041,-19.501352,4.563868,-4.5422373,-3.521371,13.6,12.3,23.2,23.00671783,23.21142344,32.94553569,44.4,42.2,1.11,1.10,0.33333334,174.478,255.416,344.81833,0.007,0.010,0.005,-0.004,22.751,-7.299,-15.980,0.108642475,-0.414665615,-0.008819175,-0.301674192,0.01,36.08,-4.85,23.944,22.464,97.62854343,11/9/2016,11/15/2016,11/3/2016,11/12/2015,10/13/2016,10/6/2016,8/11/2016
BURL,"Burlington Stores, Inc.",BURL.3Q16,3500,3525,3Q16,2016/3F,90.6,11/22/2016,2,9/30/2016,0.33,0.33,0.33,3.358,81.02,3.429,74.93,3.174,79.56,57.8359,-5.8195057,-1.7440379,2.761221,0.009512901,2.2782087,7.5,6.9,3.0,10.3295623,8.089210009,6.68591048,90.0,77.6,1.20,1.21,0.41403934,4814.5,5098.93,5503.9517,0.041,0.046,0.040,-0.006,55.075,-5.829,-4.022,0.088025829,1.475193504,0.276955635,0.544974664,-0.01,20.11,-13.76,-0.987,0.052,14.32031779,11/21/2016,11/25/2016,11/15/2016,11/24/2015,10/25/2016,10/18/2016,8/23/2016
LCI,"Lannett Company, Inc.",LCI.3Q16,2300,2305,3Q16,2017/1F,30.1,11/04/2016,5,9/30/2016,0.73,0.70,0.68,3.442,26.57,3.298,21.6,3.044,32.55,-32.247818,-33.640553,-18.705303,2.851832,-2.7256072,-2.1344543,6.5,6.5,10.2,28.4681576,28.16596008,24.63429496,37.0,28.5,1.42,1.42,0.49159604,406.837,566.091,683.05914,0.130,0.153,0.094,-0.059,-35.100,-30.915,-16.571,0,-0.362099274,0.010729175,0.155631108,0.00,71.30,-22.97,4.233,7.386,67.89503905,11/3/2016,11/9/2016,10/28/2016,11/6/2015,10/7/2016,9/30/2016,8/5/2016
