ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
RAX,"Rackspace Hosting, Inc.",RAX.3Q15,3300,3308,3Q15,2015/3F,76.3,11/10/2015,2,9/30/2015,0.20,0.20,0.20,0.970,24.68,0.973,27.24,0.940,29.24,-37.325447,-6.839943,5.8275104,-1.6042769,0.95227957,6.3486695,6.9,6.3,7.9,8.657327553,8.462871672,8.556986028,39.8,41.4,1.54,1.61,0.54173636,1534.78,1794.35,1989.5089,0.039,0.036,0.032,-0.004,-35.721,-7.792,-0.521,0.103427222,-0.120777362,0.022977529,0.01172627,-0.07,46.07,4.17,-1.254,-1.720,29.62827897,11/9/2015,11/13/2015,11/3/2015,11/11/2014,10/13/2015,10/6/2015,8/11/2015
FRT,Federal Realty Investment Trust,FRT.3Q15,4800,4890,3Q15,2015/3F,50.3,11/05/2015,4,9/30/2015,0.73,0.74,0.73,3.064,136.45,3.070,143.58,2.995,135.76,6.4395905,5.760169,5.8849573,-0.6691277,-0.04284382,8.338261,4.2,4.2,7.7,3.495396668,3.038154322,3.394718463,142.9,142.9,1.73,1.73,0.49934167,637.413,686.09,735.7219,0.022,0.021,0.022,0.001,7.109,5.803,-2.453,0,-0.456384562,0.15050004,0.029657306,0.00,-0.49,0.04,-1.900,-0.638,15.42310872,11/4/2015,11/10/2015,10/29/2015,11/6/2014,10/8/2015,10/1/2015,8/6/2015
LTRPA,Liberty TripAdvisor Holdings Inc Class A,LTRPA.3Q15,3400,3450,3Q15,2015/3F,13.6,11/10/2015,2,9/30/2015,,-0.01,0.09,0.012,22.17,0.045,31.05,0.652,27.35,-2.7733088,13.528336,28.041231,-1.6042769,0.95227957,6.3486695,4.7,6.8,4.2,3.477526545,4.628137904,3.836029274,36.0,45.0,1.00,1.00,,,1329,1614,0.001,0.001,0.024,0.022,-1.169,12.576,21.693,-0.30425962,0.124550899,-0.24861216,-0.093456724,0.00,15.94,25.00,0.000,0.000,,11/9/2015,11/13/2015,11/3/2015,11/11/2014,10/13/2015,10/6/2015,8/11/2015
HFC,HollyFrontier Corporation,HFC.3Q15,2100,2120,3Q15,2015/3F,158.7,11/05/2015,4,9/30/2015,1.72,1.61,1.42,4.378,48.84,4.135,49.29,4.304,50.73,16.986311,-2.838552,-0.70507526,-0.6691277,-0.04284382,8.338261,1.1,1.1,2.7,2.433348978,2.228922717,4.326625934,55.5,53.2,1.68,1.67,0.5199949,20160.5,19764.3,12810.527,0.090,0.084,0.085,0.001,17.655,-2.796,-9.043,0,-0.575743831,0.091715275,-0.437587392,0.01,12.60,-4.17,6.714,21.498,-36.45729521,11/4/2015,11/10/2015,10/29/2015,11/6/2014,10/8/2015,10/1/2015,8/6/2015
ALE,"ALLETE, Inc.",ALE.3Q15,4700,4705,3Q15,2015/3F,12.2,11/03/2015,2,9/30/2015,1.01,0.99,1.02,3.336,50.49,3.347,51.08,3.314,48.8,-3.8293064,4.672134,3.568542,-1.4871061,-1.6685367,9.200692,9.0,7.7,5.2,3.923834179,4.132862583,3.294664195,55.8,53.9,1.50,1.50,0.5477226,1018.4,1136.8,1277,0.066,0.066,0.068,0.002,-2.342,6.341,-5.632,0.168642616,0.745559501,-0.050577148,0.190966346,0.00,9.24,-3.38,1.515,-1.471,25.39277298,11/2/2015,11/6/2015,10/27/2015,11/4/2014,10/6/2015,9/29/2015,8/4/2015
SLB,Schlumberger NV,SLB.3Q15,3100,3110,3Q15,2015/3F,748.8,10/16/2015,5,9/30/2015,0.77,0.78,0.79,3.408,68.97,3.344,76.36,3.697,83.71,-22.80515,-8.780313,3.6092281,4.146886,-5.174279,2.6813984,4.9,1.8,1.8,3.237757725,2.397160133,1.177073596,94.6,101.9,1.29,1.32,0.4446617,45266,48580,36244.234,0.049,0.044,0.044,0.000,-26.952,-3.606,0.928,1.751699286,1.670979199,0.350663929,1.750684184,-0.03,23.84,7.79,-1.792,-2.155,-19.93055715,10/15/2015,10/21/2015,10/9/2015,10/17/2014,9/18/2015,9/11/2015,7/17/2015
ROIC,Retail Opportunity Investments Corp.,ROIC.3Q15,4800,4890,3Q15,2015/3F,14.7,10/29/2015,4,9/30/2015,,0.06,0.05,0.242,16.54,0.245,18.02,0.220,16.93,3.7453175,6.438279,8.22823,-3.4476638,-2.8292418,5.8754086,2.6,4.0,5.6,3.668760417,3.72417948,2.733439882,18.8,18.5,1.56,1.61,0.5833333,111.232,155.863,188.7096,0.015,0.014,0.013,-0.001,7.193,9.268,2.353,-0.354521357,-0.540185356,-0.014880879,0.342177101,-0.06,4.25,-1.52,0.000,0.000,69.65405639,10/28/2015,11/3/2015,10/22/2015,10/30/2014,10/1/2015,9/24/2015,7/30/2015
LSI,"Life Storage, Inc.",LSI.3Q15,4800,4890,3Q15,2015/3F,30.8,10/29/2015,4,9/30/2015,,0.86,0.82,3.443,94.3,3.459,99.37,3.290,93.4,15.48183,6.391859,6.7805767,-3.4476638,-2.8292418,5.8754086,4.8,1.3,2.9,3.055692783,3.183792946,2.082312921,105.5,100.4,1.31,1.38,0.43485925,273.507,326.08,361.012,0.037,0.035,0.035,0.000,18.929,9.221,0.905,2.82260942,0.646427901,-0.04023508,0.467451291,-0.07,6.17,-4.83,0.000,0.000,31.99369669,10/28/2015,11/3/2015,10/22/2015,10/30/2014,10/1/2015,9/24/2015,7/30/2015
BF.B,Brown-Forman Corporation Class B,BF.B.3Q15,2400,2425,3Q15,2015/2F,89.1,12/02/2015,3,9/30/2015,0.40,0.40,0.40,1.453,38.760002,1.470,42.032,1.446,38.732002,15.826559,8.520079,-2.287525,1.427269,6.97546,0.031375885,9.1,2.0,4.9,3.181041788,3.358210852,4.294101306,41.5,42.0,1.90,1.68,0.7181848,3946,3134,3145.746,0.037,0.035,0.037,0.002,14.399,1.545,-2.319,3.626694607,0.849960354,-0.05275698,-0.259206628,0.22,-1.31,1.25,-0.273,-0.542,-20.28013178,12/1/2015,12/7/2015,11/25/2015,12/3/2014,11/4/2015,10/28/2015,9/2/2015
TMK,Torchmark Corporation,TMK.3Q15,4800,4865,3Q15,2015/3F,43.1,10/27/2015,2,9/30/2015,1.06,1.06,1.06,4.528,56.4,4.532,58.07,4.470,59.87,9.719253,-3.006512,2.3440242,-4.8960266,-2.9390097,4.3584585,4.9,5.6,7.0,2.902197642,4.266151844,4.310209883,57.3,57.1,2.29,2.28,0.43513015,3600.1,3942.2,4081.99,0.080,0.078,0.075,-0.003,14.615,-0.068,-2.014,-0.123318562,-0.304129347,-0.319715343,-0.326669067,0.02,-1.31,-0.29,-0.019,-0.372,13.38546151,10/26/2015,10/30/2015,10/20/2015,10/28/2014,9/29/2015,9/22/2015,7/28/2015
BGS,"B&G Foods, Inc.",BGS.3Q15,2400,2405,3Q15,2015/3F,14.9,10/28/2015,3,9/30/2015,0.37,0.37,0.37,1.842,36.45,1.909,36.4,1.538,29.45,27.047752,23.599327,-0.9254217,-3.0101478,-4.3025312,3.8896918,7.8,8.5,7.9,7.547514115,7.147180368,5.880081106,38.7,32.6,1.57,1.67,0.5345225,724.973,848.017,870.5333,0.051,0.052,0.052,0.000,30.058,27.902,-4.815,-0.084459353,-0.02458732,0.056012823,0.283573131,-0.10,6.23,-15.69,0.546,-0.090,20.07803049,10/27/2015,11/2/2015,10/21/2015,10/29/2014,9/30/2015,9/23/2015,7/29/2015
CRUS,"Cirrus Logic, Inc.",CRUS.3Q15,1300,1305,3Q15,2015/2F,51.4,10/29/2015,4,9/30/2015,0.59,0.59,0.59,2.665,31.51,2.680,32.44,2.625,33.41,60.539974,-2.9033244,19.572426,-3.4476638,-2.8292418,5.8754086,3.3,4.0,4.2,9.237784371,8.542971618,6.526226331,44.4,42.8,1.29,1.29,0.48795003,714.338,916.568,1232.3384,0.085,0.083,0.079,-0.004,63.988,-0.074,13.697,-0.167998109,-0.211334838,0.081331507,0.415486363,0.00,36.87,-3.53,0.000,0.000,72.51474792,10/28/2015,11/3/2015,10/22/2015,10/30/2014,10/1/2015,9/24/2015,7/30/2015
GPT,Gramercy Property Trust,GPT.3Q15,4800,4890,3Q15,2015/3F,11.9,11/06/2015,5,9/30/2015,,0.09,0.08,0.293,19.469978,0.285,21.239979,0.309,21.809977,-13.827163,-2.613473,8.923078,-0.62617064,-0.20252466,6.341243,2.7,3.1,3.6,1.991502448,2.381308198,2.193458882,25.0,26.0,1.83,1.86,0.4082483,250.012,271.69,284.66574,0.015,0.013,0.014,0.001,-13.201,-2.411,2.582,-0.127496664,-0.24886542,-0.163693952,-0.092072131,-0.02,17.70,4.00,0.000,0.000,13.86083068,11/5/2015,11/11/2015,10/30/2015,11/7/2014,10/9/2015,10/2/2015,8/7/2015
IAC,IAC/InterActiveCorp.,IAC.3Q15,3300,3320,3Q15,2015/3F,66.5,10/27/2015,2,9/30/2015,0.76,0.79,0.89,3.872,65.27,3.915,69.01,3.658,80.6,-0.96685886,-14.37965,1.5599728,-4.8960266,-2.9390097,4.3584585,2.5,1.9,1.4,3.271860323,2.777748929,1.821310685,86.0,82.3,1.47,1.53,0.6242643,3022.98,3109.54,3214.5313,0.059,0.057,0.045,-0.011,3.929,-11.441,-2.798,0.354615795,0.863796694,0.177881949,0.79643174,-0.06,24.62,-4.32,-3.738,-15.560,6.3365057,10/26/2015,10/30/2015,10/20/2015,10/28/2014,9/29/2015,9/22/2015,7/28/2015
RDC,Rowan Cos. Plc Class A,RDC.3Q15,3100,3105,3Q15,2015/3F,49.7,11/03/2015,2,9/30/2015,0.52,0.52,0.51,2.457,16.15,2.410,18.18,2.486,16.37,-13.435448,11.056805,12.014794,-1.4871061,-1.6685367,9.200692,2.7,2.4,3.1,7.615747431,6.36117018,7.475540763,19.4,21.7,1.79,1.81,0.57786554,1579.3,1824.4,2100.136,0.152,0.133,0.152,0.019,-11.948,12.725,2.814,0.146958071,-0.116371874,0.197224287,0.018755388,-0.01,6.60,11.72,0.008,0.957,32.97891471,11/2/2015,11/6/2015,10/27/2015,11/4/2014,10/6/2015,9/29/2015,8/4/2015
OPI,Office Properties Income Trust,OPI.3Q15,4800,4890,3Q15,2015/3F,15.6,10/29/2015,4,9/30/2015,0.80,0.80,0.68,1.691,63.48474,,68.56352,2.023,69.59515,-29.670328,-1.4823318,7.196021,-3.4476638,-2.8292418,5.8754086,6.9,4.9,5.9,8.135693986,7.594758733,7.187072877,68.7,76.0,2.70,2.58,0.4472136,226.91,251.031,248.182,0.027,,0.029,,-26.223,1.347,1.321,0.386661733,0.164968785,0.071224811,0.131989911,0.12,0.15,10.68,0.000,17.647,9.374641929,10/28/2015,11/3/2015,10/22/2015,10/30/2014,10/1/2015,9/24/2015,7/30/2015
PEG,Public Service Enterprise Group Inc,PEG.3Q15,4700,4705,3Q15,2015/3F,137.8,10/30/2015,5,9/30/2015,0.81,0.82,0.84,2.918,42.16,2.911,42.66,2.911,41.67,2.5175452,2.3758173,4.328692,-3.2268822,-1.6364574,7.051623,3.4,3.0,4.0,2.912605411,2.358674136,2.318166425,42.7,42.6,1.90,1.89,0.55250627,10045.51,10711.58,10636.12,0.069,0.068,0.070,0.002,5.744,4.012,-2.723,0.143667001,-0.137537567,0.234848581,0.256426363,0.01,0.08,-0.24,-1.184,-2.717,5.87934311,10/29/2015,11/4/2015,10/23/2015,10/31/2014,10/2/2015,9/25/2015,7/31/2015
ST,Sensata Technologies Holding PLC,ST.3Q15,1300,1315,3Q15,2015/3F,75.9,10/27/2015,2,9/30/2015,0.71,0.71,0.72,3.226,44.34,3.172,46.97,3.159,48.6,-9.706312,-3.3539057,6.7985535,-4.8960266,-2.9390097,4.3584585,4.9,7.8,9.1,7.909154221,6.460579582,4.835133409,53.9,58.1,1.41,1.37,0.4905354,1980.73,2409.8,3004.038,0.073,0.068,0.065,-0.003,-4.810,-0.415,2.440,-0.366912902,-0.456555125,0.224217444,0.635767527,0.04,14.81,7.68,-0.564,-1.012,51.66317469,10/26/2015,10/30/2015,10/20/2015,10/28/2014,9/29/2015,9/22/2015,7/28/2015
SBUX,Starbucks Corporation,SBUX.3Q15,3400,3435,3Q15,2015/4F,515.8,10/30/2015,5,9/30/2015,0.43,0.43,0.43,1.876,56.84,1.895,62.61,1.825,57.93,53.732143,8.078718,7.966888,-3.2268822,-1.6364574,7.051623,2.2,1.2,1.6,1.389930533,1.370065722,0.947816425,64.0,63.1,1.20,1.22,0.3686634,14892.2,16447.8,19134.225,0.033,0.030,0.031,0.001,56.959,9.715,0.915,0.759119771,0.380547133,0.014499166,0.466455419,-0.03,2.15,-1.37,0.204,0.572,28.48487799,10/29/2015,11/4/2015,10/23/2015,10/31/2014,10/2/2015,9/25/2015,7/31/2015
TGT,Target Corporation,TGT.3Q15,3500,3540,3Q15,2015/3F,385.2,11/18/2015,3,9/30/2015,0.86,0.86,0.86,5.012,78.66,5.069,74.87,4.951,80.87,5.3793073,-7.419312,-1.7453969,-1.2816727,-0.44980645,3.879571,6.1,6.2,5.5,5.162601672,4.296683987,4.049377968,84.3,84.9,1.70,1.78,0.54170775,72596,72618,74262.19,0.064,0.068,0.061,-0.006,6.661,-6.970,-5.625,-0.021548543,0.101716355,0.20153162,0.274912274,-0.07,12.54,0.71,-0.260,-0.210,2.295154003,11/17/2015,11/23/2015,11/11/2015,11/19/2014,10/21/2015,10/14/2015,8/19/2015
FI,Frank's International NV,FI.3Q15,3100,3110,3Q15,2015/3F,13.2,11/03/2015,2,9/30/2015,0.13,0.14,0.20,0.594,15.33,0.586,17.32,0.866,15.57,4.5426965,11.239565,12.981081,-1.4871061,-1.6685367,9.200692,9.1,3.1,3.1,8.772236687,9.708873388,7.847596001,17.1,21.4,1.68,1.67,0.4153488,1077.72,1152.63,1008.5816,0.039,0.034,0.056,0.022,6.030,12.908,3.780,1.937007854,1.938405324,-0.096472234,0.117824705,0.02,-1.44,25.10,-1.582,-33.239,-6.415247003,11/2/2015,11/6/2015,10/27/2015,11/4/2014,10/6/2015,9/29/2015,8/4/2015
CBPO,"China Biologic Products Holdings, Inc.",CBPO.3Q15,2300,2320,3Q15,2015/3F,25.2,11/04/2015,3,9/30/2015,,0.81,0.88,3.988,89.82,3.989,110.23,4.005,123.43,45.139874,-10.694319,22.723234,-1.1716425,-0.7171631,8.618212,0.8,0.8,0.7,1.474085975,1.206823291,0.8799135,129.3,133.2,1.00,1.00,0,203.356,243.251,294.8832,0.044,0.036,0.032,-0.004,46.312,-9.977,14.105,0,0.236239719,0.221459667,0.675262369,0.00,17.29,3.03,0.000,0.000,45.00835972,11/3/2015,11/9/2015,10/28/2015,11/5/2014,10/7/2015,9/30/2015,8/5/2015
MKC,"McCormick & Company, Incorporated",MKC.3Q15,2400,2410,3Q15,2015/3F,66.1,10/01/2015,4,9/30/2015,0.87,0.87,0.87,3.743,82.18,3.746,83.15,3.661,79.96,18.637037,3.9894938,5.159986,0.6872058,-7.033497,-2.6765168,9.9,12.1,11.3,7.997500412,6.870372819,6.496015495,82.5,78.2,1.95,2.05,0.4719399,4123.4,4243.2,4290.9834,0.046,0.045,0.046,0.001,17.950,11.023,7.837,-0.180792159,-0.120746412,0.164056249,0.231139368,-0.10,-0.78,-5.25,0.197,-0.734,4.064204297,9/30/2015,10/6/2015,9/24/2015,10/2/2014,9/3/2015,8/27/2015,7/2/2015
O,Realty Income Corporation,O.3Q15,4800,4890,3Q15,2015/3F,81.3,10/29/2015,4,9/30/2015,0.25,0.25,0.25,1.047,47.39,1.056,50.19,1.071,47.61,1.7841697,5.419028,6.855428,-3.4476638,-2.8292418,5.8754086,11.8,10.3,10.9,7.299066219,8.042516353,8.109280489,48.9,48.8,2.00,2.12,0.61237246,753.431,933.505,969.0506,0.022,0.021,0.022,0.001,5.232,8.248,0.980,0.14215643,0.08142213,-0.09243999,-0.09991198,-0.12,-2.51,-0.33,0.310,0.661,28.61836054,10/28/2015,11/3/2015,10/22/2015,10/30/2014,10/1/2015,9/24/2015,7/30/2015
COL,"Rockwell Collins, Inc.",COL.3Q15,1300,1330,3Q15,2015/4F,76.0,10/30/2015,5,9/30/2015,1.40,1.41,1.41,5.369,81.84,5.403,86.85,5.431,84.62,-2.2697628,2.6353002,7.821226,-3.2268822,-1.6364574,7.051623,6.7,6.0,3.3,3.632986381,3.860247898,3.342887266,96.2,99.0,1.45,1.45,0.6048053,4610,4979,5262.035,0.066,0.062,0.064,0.002,0.957,4.272,0.770,0.105683356,1.022303752,-0.05887226,0.086781005,0.00,10.75,2.92,-0.145,-0.104,14.14392625,10/29/2015,11/4/2015,10/23/2015,10/31/2014,10/2/2015,9/25/2015,7/31/2015
USNA,"USANA Health Sciences, Inc.",USNA.3Q15,2400,2435,3Q15,2015/3F,19.8,11/04/2015,3,9/30/2015,0.87,0.88,0.88,3.999,67.015,4.006,64.71,3.900,88.06,10.123646,-26.516008,-3.4395278,-1.1716425,-0.7171631,8.618212,8.2,8.2,6.5,13.95031523,15.06364039,14.10128265,81.5,81.5,1.25,1.75,0.5,718.175,790.471,918.47766,0.060,0.062,0.044,-0.018,11.295,-25.799,-12.058,0,0.258180057,-0.073908108,-0.010705935,-0.50,25.95,0.00,-0.947,-0.947,27.89050858,11/3/2015,11/9/2015,10/28/2015,11/5/2014,10/7/2015,9/30/2015,8/5/2015
SPG,"Simon Property Group, Inc.",SPG.3Q15,4800,4890,3Q15,2015/3F,236.1,10/27/2015,2,9/30/2015,1.41,1.30,1.30,5.651,183.72,5.668,202.14,5.569,186.36,3.0561447,8.4674835,10.314333,-4.8960266,-2.9390097,4.3584585,3.4,2.4,2.9,1.62971037,1.495583015,1.379064957,220.0,216.7,1.15,1.17,0.35145098,5170.13,4870.81,5207.59,0.031,0.028,0.030,0.002,7.952,11.406,5.956,0.417531279,0.157273894,0.08968232,0.181750259,-0.02,8.84,-1.52,8.202,7.839,0.724546578,10/26/2015,10/30/2015,10/20/2015,10/28/2014,9/29/2015,9/22/2015,7/28/2015
SO,Southern Company,SO.3Q15,4700,4705,3Q15,2015/3F,239.5,10/28/2015,3,9/30/2015,1.16,1.15,1.15,2.911,44.7,2.917,46.08,2.894,43.57,-3.705293,5.7608485,7.28755,-3.0101478,-4.3025312,3.8896918,4.9,3.9,6.7,2.93649747,3.065661764,3.818856738,45.7,45.2,2.28,2.20,0.4435206,17087,18499,18712.914,0.065,0.063,0.066,0.003,-0.695,10.063,3.398,0.253248262,-0.264472442,-0.042132598,-0.231053252,0.07,-0.90,-0.98,0.465,0.571,9.515503014,10/27/2015,11/2/2015,10/21/2015,10/29/2014,9/30/2015,9/23/2015,7/29/2015
BMRN,BioMarin Pharmaceutical Inc.,BMRN.3Q15,2300,2320,3Q15,2015/3F,180.2,10/30/2015,5,9/30/2015,-0.66,-0.65,-0.55,-1.916,105.32,-1.866,104.14,-1.769,146.27,36.969696,-28.802902,-4.186219,-3.2268822,-1.6364574,7.051623,2.7,4.5,3.1,3.700036542,3.329869347,3.204803593,160.2,149.5,1.18,1.23,0.38044295,548.485,751.04,892.7917,-0.018,-0.018,-0.012,0.006,40.197,-27.166,-11.238,-0.393762551,-0.140673528,0.111165681,0.15452833,-0.04,53.80,-6.66,2.127,19.417,62.77413238,10/29/2015,11/4/2015,10/23/2015,10/31/2014,10/2/2015,9/25/2015,7/31/2015
TRN,"Trinity Industries, Inc.",TRN.3Q15,1200,1220,3Q15,2015/3F,43.4,10/23/2015,5,9/30/2015,1.17,1.16,1.15,4.180,16.317642,4.137,19.13202,4.408,19.671864,-32.217216,-2.7442396,0.3018856,-1.3492048,-2.2868156,3.5995364,6.1,7.3,7.0,10.41086644,11.08317411,11.36361699,24.3,26.6,1.58,1.54,0.66855794,4365.3,6170,6730.833,0.256,0.216,0.224,0.008,-30.868,-0.457,-3.298,-0.161885483,-0.12728694,-0.06066021,-0.083842192,0.04,27.08,9.54,0.961,1.874,54.18947151,10/22/2015,10/28/2015,10/16/2015,10/24/2014,9/25/2015,9/18/2015,7/24/2015
PCG,PG&E Corporation,PCG.3Q15,4700,4705,3Q15,2015/3F,174.4,10/28/2015,3,9/30/2015,0.95,0.94,1.04,3.558,52.8,3.615,54.17,3.523,52.34,8.843541,3.4963608,4.173076,-3.0101478,-4.3025312,3.8896918,1.9,1.8,1.9,1.288017962,1.391273666,1.334595104,56.7,55.6,1.60,1.62,0.5281547,15598,17090,16730.787,0.067,0.067,0.067,0.001,11.854,7.799,0.283,0.036920993,-0.044324088,-0.074216674,-0.03489983,-0.02,4.68,-2.02,1.354,-8.469,7.262386203,10/27/2015,11/2/2015,10/21/2015,10/29/2014,9/30/2015,9/23/2015,7/29/2015
NTRS,Northern Trust Corporation,NTRS.3Q15,4800,4810,3Q15,2015/3F,91.4,10/21/2015,3,9/30/2015,0.96,0.97,0.97,4.323,68.16,4.221,67.68,4.222,77.97,9.030687,-13.197386,-4.3932796,0.95380545,-5.683613,-0.1970768,3.1,2.2,2.6,2.006566918,2.213576802,1.531872248,75.5,77.4,2.00,2.08,0.42919755,4089.3,4331.2,4692.361,0.063,0.062,0.054,-0.008,8.077,-7.514,-4.196,0.435617688,0.193008249,-0.093518275,0.309878759,-0.08,11.55,2.58,-1.164,-1.172,14.74729171,10/20/2015,10/26/2015,10/14/2015,10/22/2014,9/23/2015,9/16/2015,7/22/2015
HR,Healthcare Realty Trust Incorporated,HR.3Q15,4800,4890,3Q15,2015/3F,18.7,11/05/2015,4,9/30/2015,,0.16,0.14,0.513,24.85,0.513,26.86,0.463,24.25,0.42048693,10.762894,7.784915,-0.6691277,-0.04284382,8.338261,3.0,3.0,3.6,3.694996816,3.225500018,1.968102029,26.1,26.2,2.09,2.18,0.700649,336.926,370.855,386.0146,0.021,0.019,0.019,0.000,1.090,10.806,-0.553,0,-0.148471846,0.145557835,0.877441698,-0.09,-2.67,0.09,0.000,0.000,14.5695494,11/4/2015,11/10/2015,10/29/2015,11/6/2014,10/8/2015,10/1/2015,8/6/2015
TNK,Teekay Tankers Ltd. Class A,TNK.3Q15,4600,4625,3Q15,2015/3F,11.8,11/05/2015,4,9/30/2015,0.37,0.38,0.38,1.519,6.9,1.539,7.63,1.502,7.18,79.85948,6.2674165,8.073652,-0.6691277,-0.04284382,8.338261,3.1,3.1,4.1,6.199829792,6.285799903,8.410909953,10.3,9.2,1.25,1.45,0.45226702,170.087,235.593,477.48956,0.220,0.202,0.209,0.007,80.529,6.310,-0.265,0,-0.240763005,-0.013676877,-0.262882396,-0.20,34.64,-10.10,-2.303,-3.228,180.7325428,11/4/2015,11/10/2015,10/29/2015,11/6/2014,10/8/2015,10/1/2015,8/6/2015
TCO,"Taubman Centers, Inc.",TCO.3Q15,4800,4890,3Q15,2015/3F,44.7,10/27/2015,2,9/30/2015,0.37,0.37,0.36,1.866,69.08,1.913,77.45,1.849,70.72,-11.144119,9.516394,11.406792,-4.8960266,-2.9390097,4.3584585,1.1,1.1,1.8,1.241485938,1.288475342,1.637064701,81.1,78.7,1.65,1.81,0.4925922,767.154,679.129,557.763,0.027,0.025,0.026,0.001,-6.248,12.455,7.048,0.028551631,-0.381548349,-0.036468997,-0.241639052,-0.17,4.76,-3.06,-0.576,2.362,-27.29451974,10/26/2015,10/30/2015,10/20/2015,10/28/2014,9/29/2015,9/22/2015,7/28/2015
RSPP,"RSP Permian, Inc.",RSPP.3Q15,2100,2105,3Q15,2015/3F,40.9,11/03/2015,2,9/30/2015,0.06,0.09,0.12,0.262,20.25,0.178,25.75,0.501,22.76,18.12527,13.137078,30.71065,-1.4871061,-1.6685367,9.200692,5.8,4.8,7.1,16.15505958,15.09348815,15.22374471,31.0,31.9,1.39,1.34,0.46684977,194.3184,292.852,376.60345,0.013,0.007,0.022,0.015,19.612,14.806,21.510,0.205913783,-0.184415473,0.070333075,0.06117515,0.05,20.39,2.82,-25.989,-46.184,93.80740578,11/2/2015,11/6/2015,10/27/2015,11/4/2014,10/6/2015,9/29/2015,8/4/2015
PFE,Pfizer Inc.,PFE.3Q15,2300,2305,3Q15,2015/3F,857.8,10/27/2015,2,9/30/2015,0.50,0.50,0.50,2.267,31.41,2.292,34,2.203,35.35,6.634581,-3.818947,5.393684,-4.8960266,-2.9390097,4.3584585,2.4,1.8,2.8,1.158009365,1.193933974,0.818447289,39.4,38.3,1.30,1.55,0.5477226,51584,49605,47462.906,0.072,0.067,0.062,-0.005,11.531,-0.880,1.035,0.351253976,-0.116126506,-0.030089276,0.4148857,-0.25,15.79,-2.81,-0.054,-0.531,-7.989093517,10/26/2015,10/30/2015,10/20/2015,10/28/2014,9/29/2015,9/22/2015,7/28/2015
MD,"MEDNAX, Inc.",MD.3Q15,3350,3365,3Q15,2015/3F,56.4,10/29/2015,4,9/30/2015,0.98,0.98,0.98,4.058,76.79,4.090,75.3,3.926,82.01,24.406506,-8.18193,-9.484315,-3.4476638,-2.8292418,5.8754086,5.0,5.6,9.8,3.806144989,4.381689922,6.877255385,91.0,88.3,1.38,1.36,0.46547467,2154.01,2438.91,2795.463,0.053,0.054,0.048,-0.006,27.854,-5.353,-15.360,-0.105319887,-0.486890987,-0.131352273,-0.44656047,0.02,20.85,-3.00,0.034,0.204,29.77948106,10/28/2015,11/3/2015,10/22/2015,10/30/2014,10/1/2015,9/24/2015,7/30/2015
BIP,Brookfield Infrastructure Partners L.P.,BIP.3Q15,4700,4705,3Q15,2015/3F,12.1,11/04/2015,3,9/30/2015,,0.34,0.34,1.091,24.513334,0.722,27.166668,1.072,27.14,-1.8839478,0.09826422,10.824037,-1.1716425,-0.7171631,8.618212,11.5,11.5,1.0,1.49529106,1.548911982,0.136953937,32.3,32.2,1.36,1.31,0.47559488,1826,1924,2195.85,0.045,0.027,0.040,0.013,-0.712,0.815,2.206,0,10.88547143,-0.034618444,9.918204267,0.04,19.02,-0.29,0.000,0.000,20.25465498,11/3/2015,11/9/2015,10/28/2015,11/5/2014,10/7/2015,9/30/2015,8/5/2015
CNL,Cleco Corporation,CNL.3Q15,4700,4705,3Q15,2015/3F,17.3,10/29/2015,4,9/30/2015,1.07,0.87,0.87,2.486,53.24,2.483,53.56,2.476,54.37,-0.9138346,-1.4897883,0.33720732,-3.4476638,-2.8292418,5.8754086,3.4,3.4,3.5,2.028136925,2.373770005,1.596538581,55.4,55.4,2.00,2.00,0,1096.71,1269.48,,0.047,0.046,0.046,-0.001,2.534,1.339,-5.538,-0.015245366,-0.027765536,-0.145605126,0.270333802,0.00,3.38,0.00,22.989,22.989,,10/28/2015,11/3/2015,10/22/2015,10/30/2014,10/1/2015,9/24/2015,7/30/2015
