ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,year_earlier,6m_earlier,3m_earlier,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,1y_rtn_qtr_end,6m_rtn_qtr_end,3m_rtn_qtr_end,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
DDD,3D Systems Corporation,DDD.4Q14,1300,1315,4Q14,2014/4F,115.9,02/26/2015,4,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.25,0.25,0.25,-64.63,-45.03,-29.11,1.031,32.87,1.068,30.65,1.002,35.97,-61.291187,-14.790106,-0.13033748,8.526743,1.4328241,1.8130898,12.7,10.9,8.5,34.82599492,33.39108876,35.48372787,41.0,46.1,1.83,1.72,0.5821049,353.633,513.4,669.1465,0.031,0.035,0.028,-0.007,-69.818,-16.223,-1.943,0.168462932,0.494827714,0.042972728,-0.018536185,0.11,33.92,12.40,0.744,0.809,89.22060441,2/25/2015,3/3/2015,2/19/2015,2/27/2014,1/29/2015,1/22/2015,11/27/2014
MMM,3M Company,MMM.4Q14,1200,1255,4Q14,2014/4F,430.8,01/27/2015,2,12/31/2014,12/31/2013,6/30/2014,9/30/2014,1.80,1.80,1.80,17.16,14.72,15.98,8.206,164.32,8.250,161.94,8.068,151.06,27.75595,7.2024345,-2.9543936,15.433836,1.8737555,-2.8208613,3.9,5.2,2.7,1.423382732,1.55014727,1.65201091,162.4,153.5,1.89,1.72,0.56713086,29904,30871,31912.982,0.050,0.051,0.053,0.002,12.322,5.329,-0.134,-0.23694262,0.458769971,-0.081775803,-0.138393867,0.17,0.31,-5.48,-0.119,-0.202,6.718104601,1/26/2015,1/30/2015,1/20/2015,1/28/2014,12/30/2014,12/23/2014,10/28/2014
AOS,A. O. Smith Corporation,AOS.4Q14,1200,1230,4Q14,2014/4F,25.1,01/27/2015,2,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.30,0.30,0.31,4.58,13.78,19.31,1.361,28.205,1.377,27.255,1.338,26.31,18.263222,3.5917878,-2.695471,15.433836,1.8737555,-2.8208613,3.1,4.4,2.2,1.825585524,2.019535656,1.915898146,29.5,29.5,1.41,1.23,0.4908249,1939.3,2153.8,2340.8813,0.048,0.051,0.051,0.000,2.829,1.718,0.125,-0.306277197,0.368688509,-0.096036993,-0.04713853,0.18,8.24,0.00,0.094,-1.526,20.7075388,1/26/2015,1/30/2015,1/20/2015,1/28/2014,12/30/2014,12/23/2014,10/28/2014
AAN,"Aaron's, Inc.",AAN.4Q14,4800,4830,4Q14,2014/4F,16.2,02/06/2015,5,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.37,0.36,0.37,3.98,-14.23,25.70,2.094,30.57,2.130,31.66,2.030,25.7,7.23871,23.190653,3.3964753,13.284052,-1.6276658,-2.9094696,5.9,7.8,4.4,5.947510145,5.908896703,4.415567043,32.3,30.2,1.50,1.56,0.5,2222.58,2234.63,2703.56,0.069,0.067,0.079,0.012,-6.045,24.818,6.306,-0.240415639,0.346986763,0.006534797,0.34694142,-0.06,2.13,-6.60,1.389,-0.969,21.64061586,2/5/2015,2/11/2015,1/30/2015,2/7/2014,1/9/2015,1/2/2015,11/7/2014
ABAX,"Abaxis, Inc.",ABAX.4Q14,2300,2325,4Q14,2014/3F,10.8,01/30/2015,5,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.27,0.25,0.25,42.03,28.26,12.07,1.162,56.83,1.179,59.9,1.115,52.66,51.192047,13.748574,2.3756623,14.785624,1.7126799,-1.7114103,21.4,22.8,14.2,17.61614927,17.18593244,17.6863484,56.4,54.1,1.75,1.75,0.46291006,186.025,171.87,206.437,0.020,0.020,0.021,0.002,36.406,12.036,4.087,-0.059742908,0.51096424,0.02503308,-0.003969114,0.00,-5.82,-4.14,8.543,8.543,10.97271872,1/29/2015,2/4/2015,1/23/2015,1/31/2014,1/2/2015,12/26/2014,10/31/2014
ABT,Abbott Laboratories,ABT.4Q14,2300,2325,4Q14,2014/4F,218.1,01/29/2015,4,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.68,0.69,0.68,17.45,10.07,8.25,2.318,45.02,2.261,44.49,2.338,43.49,23.241175,2.2993803,-2.647698,14.130378,3.4763098,-0.8483827,2.8,2.6,2.2,0.81477475,0.76350724,0.796266065,47.9,46.3,1.41,1.40,0.47899607,39874,21848,20380.2,0.051,0.051,0.054,0.003,9.111,-1.177,-1.799,0.07310046,0.258893769,0.067147378,0.023244346,0.00,7.76,-3.38,-0.986,-0.337,-48.88849877,1/28/2015,2/3/2015,1/22/2015,1/30/2014,1/1/2015,12/25/2014,10/30/2014
ABBV,"AbbVie, Inc.",ABBV.4Q14,2300,2305,4Q14,2014/4F,734.3,01/30/2015,5,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.86,0.85,0.86,23.92,15.95,13.30,4.325,65.44,4.433,62.43,3.923,63.46,33.841156,-1.6230702,-6.7930756,14.785624,1.7126799,-1.7114103,2.1,3.5,1.5,1.037069589,1.127976676,1.861587519,71.3,66.1,1.41,1.29,0.50729966,18380,18790,19888.076,0.066,0.071,0.062,-0.009,19.056,-3.336,-5.082,-0.398428622,0.383054862,-0.080593055,-0.442911183,0.12,14.19,-7.21,0.461,-0.215,8.204983678,1/29/2015,2/4/2015,1/23/2015,1/31/2014,1/2/2015,12/26/2014,10/31/2014
ANF,Abercrombie & Fitch Co. Class A,ANF.4Q14,3500,3525,4Q14,2014/4F,88.9,03/04/2015,3,12/31/2014,12/31/2013,6/30/2014,9/30/2014,1.14,1.17,1.22,-12.97,-33.78,-21.19,1.885,28.64,1.721,24.86,1.961,28.81,-38.716656,-13.71051,-4.8238935,8.421612,2.221942,5.513108,10.9,10.7,10.3,28.77596521,27.27352903,29.89666313,28.9,32.6,1.83,1.76,0.6454972,4510.8,4116.89,3784.958,0.066,0.069,0.068,-0.001,-47.138,-15.932,-10.337,0.017154065,0.053149808,0.055087707,-0.037485719,0.07,16.13,12.95,-2.521,-6.506,-16.09120333,3/3/2015,3/9/2015,2/25/2015,3/5/2014,2/4/2015,1/28/2015,12/3/2014
ABMD,"ABIOMED, Inc.",ABMD.4Q14,2300,2325,4Q14,2014/3F,11.6,01/28/2015,3,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.02,0.04,0.05,42.33,51.39,53.28,0.377,38.06,0.379,37.81,0.310,25.35,45.211758,49.151875,-1.6900599,15.448368,2.4863482,-2.3827076,12.1,11.3,42.2,10.73315765,11.97226332,19.28003089,38.7,28.4,1.44,1.50,0.52704626,158.124,183.643,211.5328,0.010,0.010,0.012,0.002,29.763,46.666,0.693,0.069600547,-0.712575392,-0.10349803,-0.443301844,-0.06,2.27,-26.62,-46.154,-58.140,33.77652981,1/27/2015,2/2/2015,1/21/2015,1/29/2014,12/31/2014,12/24/2014,10/29/2014
AXAS,Abraxas Petroleum Corporation,AXAS.4Q14,2100,2105,4Q14,2014/4F,12.2,03/05/2015,4,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.04,0.05,0.09,-9.84,-53.04,-44.32,0.280,2.94,0.140,3.15,0.413,2.79,0,12.903225,8.996534,9.368885,2.2170663,4.379666,4.9,3.9,4.2,10.58868915,12.98646609,10.84073525,4.2,5.7,1.45,1.36,0.52223295,68.573,94.331,136.75224,0.095,0.045,0.148,0.104,-9.369,10.686,4.617,0.259203497,0.154847673,-0.184636599,-0.023249909,0.09,33.16,35.76,-17.582,-53.416,99.42577983,3/4/2015,3/10/2015,2/26/2015,3/6/2014,2/5/2015,1/29/2015,12/4/2014
ACHC,"Acadia Healthcare Company, Inc.",ACHC.4Q14,3350,3365,4Q14,2014/4F,22.2,02/12/2015,4,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.47,0.46,0.46,29.33,34.53,26.21,2.169,61.21,2.218,61.17,2.085,61.29,15.271271,-0.1957953,-0.95531344,8.383644,1.3770223,0.22599697,12.7,13.5,8.7,8.307405581,8.451903931,11.16988858,70.7,70.3,1.14,1.14,0.30562493,407.461,713.408,1008.188,0.035,0.036,0.034,-0.002,6.888,-1.573,-1.181,-0.060850052,0.465267334,-0.017096544,-0.25626782,0.00,15.63,-0.65,1.149,1.170,147.4317787,2/11/2015,2/17/2015,2/5/2015,2/13/2014,1/15/2015,1/8/2015,11/13/2014
AKR,Acadia Realty Trust,AKR.4Q14,4800,4890,4Q14,2014/4F,12.2,02/18/2015,3,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.17,0.17,0.19,29.00,14.03,16.13,0.793,32.03,0.818,35.17,0.830,31.24,32.522797,12.580025,0.9761572,10.496532,1.2473106,2.9007912,4.5,5.2,7.6,3.190383297,3.511587844,5.642828981,34.3,31.9,1.56,1.56,0.52704626,99.28,168.286,119.473724,0.025,0.023,0.027,0.003,22.026,11.333,-1.925,-0.1448747,-0.41100197,-0.091469888,-0.434612797,0.00,-2.62,-6.93,3.947,-6.756,20.34017325,2/17/2015,2/23/2015,2/11/2015,2/19/2014,1/21/2015,1/14/2015,11/19/2014
ACN,Accenture Plc Class A,ACN.4Q14,3300,3308,4Q14,2015/1F,235.7,12/18/2014,4,12/31/2014,12/31/2013,6/30/2014,9/30/2014,1.21,1.20,1.23,8.62,10.48,9.83,4.935,89.31,4.944,83.88,4.930,80.46,4.942775,4.250562,-0.66319704,12.876582,1.059413,-0.26428103,7.0,5.9,10.3,2.442647228,2.591683361,2.87560707,86.6,88.0,1.64,1.54,0.48795003,28562.8,30002.3,31202.123,0.055,0.059,0.061,0.002,-7.934,3.191,-0.399,0.191016424,-0.319185583,-0.057505533,-0.150562936,0.10,3.22,1.58,0.582,-1.489,9.240421107,12/17/2014,12/23/2014,12/11/2014,12/19/2013,11/20/2014,11/13/2014,9/18/2014
ACCO,ACCO Brands Corporation,ACCO.4Q14,1200,1245,4Q14,2014/4F,10.9,02/11/2015,3,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.35,0.35,0.35,34.08,40.56,30.58,0.822,9.01,0.824,7.76,0.818,8.86,35.399673,-12.415343,-6.8427324,10.116709,0.31467676,0.9531021,15.2,9.3,5.1,8.272962703,8.139211362,8.896939455,9.4,9.4,1.67,1.67,0.5163978,1895,1765.1,1702.5,0.091,0.106,0.092,-0.014,25.283,-12.730,-7.796,0.639141413,1.968118703,0.016432961,-0.070133865,0.00,21.13,0.00,-1.896,-1.896,-10.15831135,2/10/2015,2/16/2015,2/4/2015,2/12/2014,1/14/2015,1/7/2015,11/12/2014
ACIW,"ACI Worldwide, Inc.",ACIW.4Q14,3300,3310,4Q14,2014/4F,13.7,02/26/2015,4,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.45,0.44,0.46,-6.91,8.38,7.52,0.925,20.17,0.940,20.45,0.898,19.525,-5.4643035,4.73752,8.834481,8.526743,1.4328241,1.8130898,11.2,11.1,5.8,5.483644946,5.224412135,4.195276162,21.9,21.5,1.56,1.63,0.72648317,666.579,864.928,1037.815,0.046,0.046,0.046,0.000,-13.991,3.305,7.021,0.001323584,0.938655413,0.049619518,0.307099875,-0.07,6.88,-1.63,1.914,-1.986,55.69272359,2/25/2015,3/3/2015,2/19/2015,2/27/2014,1/29/2015,1/22/2015,11/27/2014
ACOR,"Acorda Therapeutics, Inc.",ACOR.4Q14,2300,2320,4Q14,2014/4F,19.2,02/12/2015,4,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.19,0.05,0.06,39.97,21.24,20.63,0.190,40.87,0.076,42.3,0.233,33.73,21.19788,25.407648,0.8583665,8.383644,1.3770223,0.22599697,8.4,9.2,9.3,11.17629383,11.26098339,14.12717308,43.8,43.8,1.67,1.55,0.49236596,305.814,336.43,397.52576,0.005,0.002,0.007,0.005,12.814,24.031,0.632,-0.095363865,-0.096211832,-0.007520618,-0.20887967,0.12,3.62,-0.03,296.482,218.336,29.98939224,2/11/2015,2/17/2015,2/5/2015,2/13/2014,1/15/2015,1/8/2015,11/13/2014
ATVI,"Activision Blizzard, Inc.",ATVI.4Q14,1400,1435,4Q14,2014/4F,175.6,02/06/2015,5,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.88,0.88,0.89,13.01,-9.64,-3.08,1.430,20.15,1.437,20.895,1.420,20.65,-3.7678182,1.1864424,3.8003087,13.284052,-1.6276658,-2.9094696,3.0,4.2,1.5,5.306268989,4.62891014,2.917191163,25.8,25.9,1.09,1.08,0.2455131,4987,4342,4842.228,0.071,0.069,0.069,0.000,-17.052,2.814,6.710,-0.279242927,0.96185437,0.146332253,0.818965126,0.00,23.34,0.36,0.324,-0.588,-2.902987768,2/5/2015,2/11/2015,1/30/2015,2/7/2014,1/9/2015,1/2/2015,11/7/2014
ATU,Actuant Corporation Class A,ATU.4Q14,1200,1210,4Q14,2015/1F,22.8,12/18/2014,4,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.42,0.43,0.50,-25.66,-21.20,-10.75,1.918,27.24,2.164,28.97,2.257,32.55,-14.384508,-10.998464,-8.002543,12.876582,1.059413,-0.26428103,4.3,3.3,6.8,3.177710489,3.449437881,4.396946883,34.0,39.1,1.67,1.44,0.5,1279.74,1399.86,1417.32,0.070,0.075,0.069,-0.005,-27.261,-12.058,-7.738,0.288955826,-0.371571797,-0.078774398,-0.27729159,0.22,17.36,15.07,-2.818,-15.995,10.75062122,12/17/2014,12/23/2014,12/11/2014,12/19/2013,11/20/2014,11/13/2014,9/18/2014
AYI,"Acuity Brands, Inc.",AYI.4Q14,1200,1235,4Q14,2015/1F,45.3,01/09/2015,5,12/31/2014,12/31/2013,6/30/2014,9/30/2014,1.15,1.13,1.12,28.13,1.32,19.00,5.382,140.07,5.388,139.88,5.085,126.64,-2.065432,10.454834,-0.24958253,8.009148,8.391916,-0.66054463,4.5,4.5,3.8,2.460257477,2.046095345,3.471598865,153.5,150.8,1.35,1.38,0.47366548,2089.1,2393.5,2714.5933,0.038,0.039,0.040,0.002,-10.075,2.063,0.411,0.003346183,0.17961642,0.202415852,-0.291318619,-0.03,9.77,-1.78,1.065,2.193,29.94080226,1/8/2015,1/14/2015,1/2/2015,1/10/2014,12/12/2014,12/5/2014,10/10/2014
ADBE,Adobe Inc.,ADBE.4Q14,3300,3310,4Q14,2014/4F,231.5,12/12/2014,5,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.30,0.30,0.31,21.41,0.47,5.07,2.187,72.7,2.088,72.4,1.914,70.98,17.293476,2.0005584,1.1173248,14.287162,4.2269826,1.9939303,2.3,3.3,3.9,1.141637455,2.006272244,1.454222458,78.9,80.5,1.46,1.48,0.49801978,4403.67,4055.24,4139.896,0.030,0.029,0.027,-0.002,3.006,-2.226,-0.877,-0.302861073,-0.416743154,-0.430965833,-0.214949922,-0.02,8.98,2.03,1.614,-2.155,-5.989867542,12/11/2014,12/17/2014,12/5/2014,12/13/2013,11/14/2014,11/7/2014,9/12/2014
ADT.I,ADT Corporation,ADT.I.4Q14,3200,3205,4Q14,2015/1F,72.1,01/28/2015,3,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.49,0.49,0.50,-10.48,3.69,2.17,2.082,36.23,2.082,34.08,2.109,34.92,-4.178792,-2.4054885,-3.674388,15.448368,2.4863482,-2.3827076,18.1,24.3,22.8,22.79995058,22.30009976,21.35731363,41.1,41.1,1.75,1.64,0.75377834,3309,3408,3581.1675,0.057,0.061,0.060,-0.001,-19.627,-4.892,-1.292,-0.254316464,-0.205851526,0.022414735,0.067547678,0.11,20.67,0.04,0.389,-0.330,8.225067996,1/27/2015,2/2/2015,1/21/2015,1/29/2014,12/31/2014,12/24/2014,10/29/2014
ATGE,Adtalem Global Education Inc.,ATGE.4Q14,3400,3450,4Q14,2015/2F,18.5,02/06/2015,5,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.75,0.76,0.77,33.72,12.12,10.89,2.974,47.47,2.995,42.41,2.937,48.95,21.426535,-13.360572,-4.2231264,13.284052,-1.6276658,-2.9094696,10.2,9.9,7.5,6.602894058,5.762577976,6.776221176,48.6,48.0,1.64,1.67,0.504525,1964.37,1923.37,1956.4066,0.063,0.071,0.060,-0.011,8.142,-11.733,-1.314,0.029346414,0.355762066,0.145822943,-0.025578728,-0.03,14.65,-1.29,-1.458,-1.692,-0.40539206,2/5/2015,2/11/2015,1/30/2015,2/7/2014,1/9/2015,1/2/2015,11/7/2014
ADTN,"ADTRAN, Inc.",ADTN.4Q14,1300,1320,4Q14,2014/4F,15.6,01/21/2015,3,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.07,0.08,0.08,-19.29,-3.37,6.19,0.955,21.8,0.967,22.56,0.914,20.175,-19.273127,11.821568,5.2729726,12.106276,4.535103,-0.030428171,9.6,4.8,6.3,7.376995868,7.330687593,4.599038872,21.2,20.9,2.00,2.00,0.6030227,620.614,641.744,628.329,0.044,0.043,0.045,0.002,-31.379,7.286,5.303,0.993891949,0.518962558,0.006317044,0.604029901,0.00,-6.22,-1.18,-9.850,-9.850,1.243123745,1/20/2015,1/26/2015,1/14/2015,1/22/2014,12/24/2014,12/17/2014,10/22/2014
AAP,"Advance Auto Parts, Inc.",AAP.4Q14,3500,3540,4Q14,2014/4F,123.2,02/12/2015,4,12/31/2014,12/31/2013,6/30/2014,9/30/2014,1.46,1.46,1.46,43.91,18.06,22.24,8.699,159.28,8.864,160.16,8.521,146,17.234278,9.698629,-0.5958259,8.383644,1.3770223,0.22599697,3.9,3.9,3.3,4.057083014,2.916400368,3.734333449,167.2,156.6,1.44,1.52,0.5066228,6205,6493.81,9888.076,0.055,0.055,0.058,0.003,8.851,8.322,-0.822,-0.011573233,0.185199666,0.391126904,0.086427624,-0.08,4.40,-6.38,0.229,0.104,59.3565834,2/11/2015,2/17/2015,2/5/2015,2/13/2014,1/15/2015,1/8/2015,11/13/2014
AMD,"Advanced Micro Devices, Inc.",AMD.4Q14,1300,1305,4Q14,2014/4F,51.2,01/21/2015,3,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.01,0.01,0.01,-31.01,-36.28,-21.70,0.097,2.67,0.096,2.63,0.084,2.64,-27.792913,-0.37878752,3.1372666,12.106276,4.535103,-0.030428171,12.2,12.4,5.6,20.51310613,23.24427599,23.45963685,3.1,3.2,2.03,2.02,0.6149479,5422,5299,5509.2656,0.036,0.037,0.032,-0.005,-39.899,-4.914,3.168,-0.015047046,1.169978976,-0.117498599,-0.125600014,0.02,18.70,3.06,-6.781,-3.529,1.609472519,1/20/2015,1/26/2015,1/14/2015,1/22/2014,12/24/2014,12/17/2014,10/22/2014
ADVS,"Advent Software, Inc.",ADVS.4Q14,3300,3308,4Q14,2014/4F,13.4,02/03/2015,2,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.37,0.36,0.36,-12.34,-5.93,-2.92,1.544,30.64,1.555,37.9,1.534,34.79,-0.47602654,8.93935,23.012018,13.540709,1.0884047,-2.2607923,3.1,4.8,6.6,2.8256635,3.14651851,5.024900478,36.1,36.5,1.71,1.50,0.75592893,358.8,382.959,396.90726,0.050,0.041,0.044,0.003,-14.017,7.851,25.273,-0.359707415,-0.533055051,-0.101971436,-0.437667768,0.21,-4.79,1.15,1.818,1.284,10.62075251,2/2/2015,2/6/2015,1/27/2015,2/4/2014,1/6/2015,12/30/2014,11/4/2014
ABCO,Advisory Board Company,ABCO.4Q14,3200,3205,4Q14,2014/3F,18.0,02/12/2015,4,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.25,0.25,0.26,-23.07,-5.54,5.13,1.453,48.98,1.507,49.86,1.415,46.22,-21.29553,7.875383,2.3609161,8.383644,1.3770223,0.22599697,4.0,7.4,11.6,6.46367998,7.713460802,8.216077971,59.8,60.3,1.22,1.28,0.4069705,450.837,520.596,592.283,0.030,0.030,0.031,0.000,-29.679,6.498,2.135,-0.458649714,-0.653400001,-0.162025951,-0.213288871,-0.06,20.03,0.67,0.267,-4.149,31.37408864,2/11/2015,2/17/2015,2/5/2015,2/13/2014,1/15/2015,1/8/2015,11/13/2014
ACM,AECOM,ACM.4Q14,3100,3115,4Q14,2015/1F,59.3,02/10/2015,2,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.49,0.59,0.55,3.19,-5.68,-10.01,2.934,30.37,2.919,27.62,3.040,30.49,-7.531661,-9.41292,-3.8635552,10.771704,0.7087946,2.554369,3.4,5.0,1.7,3.863524894,4.168475799,3.576975133,34.1,37.1,1.50,1.60,0.52704626,8153.49,8356.78,19205.043,0.097,0.106,0.100,-0.006,-18.303,-10.122,-6.418,-0.312717249,0.988459854,-0.073156453,0.08010952,-0.10,23.55,8.79,-17.044,-10.966,135.5438346,2/9/2015,2/13/2015,2/3/2015,2/11/2014,1/13/2015,1/6/2015,11/11/2014
AEGR,"Aegerion Pharmaceuticals, Inc.",AEGR.4Q14,2300,2305,4Q14,2014/4F,30.5,02/27/2015,5,12/31/2014,12/31/2013,6/30/2014,9/30/2014,-0.04,-0.03,-0.06,-70.49,-34.75,-37.27,-0.165,20.94,-0.272,26.49,0.111,21.07,-57.596786,25.72378,6.51387,6.8013906,2.3959756,2.9833198,9.3,11.5,11.2,26.72228447,27.58500412,26.06470875,26.7,34.4,1.93,1.94,0.4498677,0,48.546,155.89783,-0.008,-0.010,0.005,0.016,-64.398,23.328,3.531,-0.189465551,-0.170844293,-0.031274951,0.025228585,-0.02,0.67,28.91,62.500,-26.241,,2/26/2015,3/4/2015,2/20/2015,2/28/2014,1/30/2015,1/23/2015,11/28/2014
AER,AerCap Holdings NV,AER.4Q14,4800,4830,4Q14,2014/4F,52.6,02/23/2015,1,12/31/2014,12/31/2013,6/30/2014,9/30/2014,1.34,1.31,1.31,1.23,-15.24,-5.09,5.085,38.82,5.172,43.02,5.055,44.24,-2.7020574,-2.7576864,13.032055,10.816252,1.5477419,3.94094,8.0,7.3,5.7,8.993417498,8.829955353,6.80032579,51.3,52.4,1.27,1.23,0.52501523,972.52,1050.06,3589.1033,0.131,0.120,0.114,-0.006,-13.518,-4.305,9.091,0.092338948,0.396859372,0.018512228,0.322498035,0.04,19.32,2.08,2.708,2.299,269.0518755,2/20/2015,2/26/2015,2/16/2015,2/24/2014,1/26/2015,1/19/2015,11/24/2014
AES,AES Corporation,AES.4Q14,4700,4705,4Q14,2014/4F,81.4,02/26/2015,4,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.36,0.37,0.40,-5.10,-11.45,-2.89,1.349,13.77,1.296,11.85,1.362,13.82,-9.724241,-14.254702,-8.281732,8.526743,1.4328241,1.8130898,1.7,1.9,1.7,1.529492918,1.370597013,1.178461607,14.6,15.5,1.46,1.42,0.5188745,18141,15891,17135.09,0.098,0.109,0.099,-0.011,-18.251,-15.688,-10.095,-0.092297904,0.013385003,0.115931892,0.297872505,0.04,23.32,5.75,-4.459,-10.579,-5.54495342,2/25/2015,3/3/2015,2/19/2015,2/27/2014,1/29/2015,1/22/2015,11/27/2014
AET,Aetna Inc.,AET.4Q14,3350,3355,4Q14,2014/4F,205.2,02/03/2015,2,12/31/2014,12/31/2013,6/30/2014,9/30/2014,1.22,1.22,1.22,29.51,9.56,9.67,7.118,88.83,7.197,93.7,7.026,83.71,30.434132,11.934053,3.9494038,13.540709,1.0884047,-2.2607923,1.9,2.3,1.6,1.228627787,1.114667639,1.543855715,98.7,88.6,1.35,1.38,0.48698476,35544.8,47294.6,57645.082,0.080,0.077,0.084,0.007,16.893,10.846,6.210,-0.180501187,0.154181854,0.102236885,-0.204182247,-0.03,5.32,-10.22,-0.336,-0.613,62.17585132,2/2/2015,2/6/2015,1/27/2015,2/4/2014,1/6/2015,12/30/2014,11/4/2014
AMG,"Affiliated Managers Group, Inc.",AMG.4Q14,4800,4845,4Q14,2014/4F,88.2,01/27/2015,2,12/31/2014,12/31/2013,6/30/2014,9/30/2014,3.46,3.45,3.72,-2.14,3.33,5.93,13.512,212.24,13.782,197.79,13.167,197.13,6.6170216,0.3347993,-7.6049924,15.433836,1.8737555,-2.8208613,1.2,1.9,1.6,0.991511525,1.09417352,1.035646977,240.7,233.6,1.09,1.09,0.30151135,1805.5,2188.8,2532.03,0.064,0.070,0.067,-0.003,-8.817,-1.539,-4.784,-0.350838605,-0.229925597,-0.093826064,-0.042616309,0.00,21.69,-2.95,0.285,-7.114,40.23982276,1/26/2015,1/30/2015,1/20/2015,1/28/2014,12/30/2014,12/23/2014,10/28/2014
AFL,Aflac Incorporated,AFL.4Q14,4800,4865,4Q14,2014/4F,134.0,02/04/2015,3,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.64,0.65,0.66,-8.55,-1.86,4.88,3.094,30.545,3.034,28.68,3.137,29.895,-3.9507747,-4.064226,-6.105745,15.125155,-0.8066416,-2.5786102,3.2,3.2,1.7,1.576676004,1.448513626,1.056997002,32.5,33.4,1.78,1.73,0.412789,25364,23939,22597.922,0.101,0.106,0.105,-0.001,-19.076,-3.258,-3.527,0,0.843749248,0.088478545,0.49165608,0.05,13.22,2.71,-2.168,-3.722,-10.90552752,2/3/2015,2/9/2015,1/28/2015,2/5/2014,1/7/2015,12/31/2014,11/5/2014
AGCO,AGCO Corporation,AGCO.4Q14,1200,1220,4Q14,2014/4F,74.6,02/03/2015,2,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.66,0.67,0.67,-23.64,-19.60,-0.57,3.058,45.2,2.990,43.3,3.451,43.3,-17.661785,0,-5.2723703,13.540709,1.0884047,-2.2607923,9.1,9.7,7.6,17.61511063,16.96059139,14.7636636,45.2,45.4,2.05,2.05,0.51041776,9962.2,10786.9,9652.154,0.068,0.069,0.080,0.011,-31.202,-1.088,-3.012,-0.068076383,0.184270047,0.038590591,0.193139529,0.00,4.31,0.49,-1.594,-0.674,-3.112224208,2/2/2015,2/6/2015,1/27/2015,2/4/2014,1/6/2015,12/30/2014,11/4/2014
A,"Agilent Technologies, Inc.",A.4Q14,2300,2320,4Q14,2015/1F,103.9,02/18/2015,3,12/31/2014,12/31/2013,6/30/2014,9/30/2014,0.41,0.41,0.41,0.11,-0.33,0.48,1.780,40.94,1.791,39.33,1.750,40.8,-4.6046677,-3.602934,0.691247,10.496532,1.2473106,2.9007912,0.8,1.1,1.4,0.681626571,0.728067635,1.068441259,43.7,43.5,1.59,1.63,0.50729966,6782,6981,4082.3987,0.043,0.046,0.043,-0.003,-15.101,-4.850,-2.210,-0.281537963,-0.412038206,-0.063786744,-0.362036457,-0.04,11.19,-0.43,-0.149,-0.244,-39.80538632,2/17/2015,2/23/2015,2/11/2015,2/19/2014,1/21/2015,1/14/2015,11/19/2014
