ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,year_earlier,6m_earlier,3m_earlier,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,1y_rtn_qtr_end,6m_rtn_qtr_end,3m_rtn_qtr_end,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
AKR,Acadia Realty Trust,AKR.1Q15,4800,4890,1Q15,2015/1F,13.7,04/30/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,,0.17,0.19,32.22,26.47,8.90,0.940,34.88,0.944,32.4,0.811,36.69,28.245676,-11.6925535,-5.9779406,9.962332,4.695761,2.7262926,4.4,6.2,5.2,2.66084072,2.896263047,3.390370668,35.4,34.3,1.56,1.56,0.52704626,168.286,195.012,142.3485,0.027,0.029,0.022,-0.007,18.283,-16.388,-8.704,-0.291024925,-0.156148886,-0.081284857,-0.215177047,0.00,9.38,-3.35,0.000,0.000,-15.41274972,4/29/2015,5/5/2015,4/23/2015,5/1/2014,4/2/2015,3/26/2015,1/29/2015
ACN,Accenture Plc Class A,ACN.1Q15,3300,3308,1Q15,2015/2F,241.2,03/26/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,1.07,1.07,1.08,17.52,15.21,4.90,4.980,93.69,5.006,90.19,4.931,91.32,14.593911,-1.2374043,-0.088614225,13.76959,0.74739456,-0.20003915,9.0,6.0,7.0,2.926458129,2.63560807,2.449595377,92.4,92.1,1.66,1.64,0.48372528,28562.8,30002.3,30606.242,0.053,0.056,0.054,-0.002,0.824,-1.985,0.111,0.503122616,0.289527483,0.110354063,0.194670008,0.01,2.49,-0.38,-0.565,-0.793,7.154207571,3/25/2015,3/31/2015,3/19/2015,3/27/2014,2/26/2015,2/19/2015,12/25/2014
ACIW,"ACI Worldwide, Inc.",ACIW.1Q15,3300,3310,1Q15,2015/1F,11.6,04/30/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,-0.01,0.00,0.02,9.78,15.46,7.39,0.780,21.66,0.786,22.13,0.930,18.8,15.050877,17.712772,2.8345704,9.962332,4.695761,2.7262926,8.8,10.8,11.1,5.001564112,5.523218377,5.224412135,23.0,21.9,1.50,1.56,0.75592893,864.928,1016.14,1057.4983,0.036,0.036,0.049,0.014,5.089,13.017,0.108,-0.188034914,-0.212033894,-0.094447518,-0.042655139,-0.06,3.93,-4.97,300.000,-150.000,22.26431564,4/29/2015,5/5/2015,4/23/2015,5/1/2014,4/2/2015,3/26/2015,1/29/2015
ACOR,"Acorda Therapeutics, Inc.",ACOR.1Q15,2300,2320,1Q15,2015/1F,30.0,04/30/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,-0.08,-0.10,-0.05,-12.21,-1.77,-18.57,-0.102,33.28,-0.149,33.5,0.086,42,-6.6573915,-20.238096,1.7000675,9.962332,4.695761,2.7262926,12.2,7.9,9.2,19.11427153,19.1288035,10.25748932,44.7,45.0,1.64,1.64,0.504525,336.43,401.48,452.4409,-0.003,-0.004,0.002,0.006,-16.620,-24.934,-1.026,0.548553953,0.318125778,-0.00075969,0.863445424,-0.01,33.36,0.70,-17.346,58.773,34.48292364,4/29/2015,5/5/2015,4/23/2015,5/1/2014,4/2/2015,3/26/2015,1/29/2015
ATVI,"Activision Blizzard, Inc.",ATVI.1Q15,1400,1435,1Q15,2015/1F,164.3,05/07/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.07,0.07,0.18,11.18,9.31,12.78,1.251,22.725,1.271,22.815,1.443,21.82,10.576927,4.5600414,0.7729769,11.692095,1.1141062,0.5849719,4.5,4.0,3.0,3.817395118,3.85264186,5.306047349,26.3,25.8,1.14,1.08,0.31554255,4342,4813,4449.164,0.055,0.056,0.066,0.010,-1.115,3.446,0.188,0.115386433,0.487377419,-0.00914872,-0.280557661,0.05,15.07,-1.63,4.030,-60.662,2.468079226,5/6/2015,5/12/2015,4/30/2015,5/8/2014,4/9/2015,4/2/2015,2/5/2015
ATU,Actuant Corporation Class A,ATU.1Q15,1200,1210,1Q15,2015/2F,18.7,03/18/2015,3,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.29,0.30,0.40,-30.48,-22.21,-12.85,1.685,23.74,1.925,24.51,2.127,28.63,-23.724794,-14.390498,-1.2091875,12.255775,1.6605139,-1.1752367,5.4,2.0,4.3,4.791842476,3.469412455,4.347529731,28.9,33.1,1.80,1.67,0.6324555,1279.74,1399.86,1333.0857,0.071,0.079,0.074,-0.004,-35.981,-16.051,-0.034,1.671117031,0.26477473,0.381168292,0.102198897,0.13,17.74,14.85,-3.933,-28.352,4.168479535,3/17/2015,3/23/2015,3/11/2015,3/19/2014,2/18/2015,2/11/2015,12/17/2014
AYI,"Acuity Brands, Inc.",AYI.1Q15,1200,1235,1Q15,2015/2F,58.9,04/01/2015,3,3/31/2015,3/31/2014,9/30/2014,12/31/2014,1.05,1.05,0.97,26.85,42.86,20.05,6.072,168.16,6.049,161.74,5.382,140.07,15.90563,15.470839,1.0874987,10.4497795,0.4634738,-2.2656024,3.2,2.8,4.5,2.011744082,2.527172457,2.460257477,181.3,153.5,1.27,1.35,0.438529,2089.1,2393.5,2726.561,0.036,0.037,0.038,0.001,5.456,15.007,3.353,0.134466547,-0.281987376,-0.203954572,-0.182303438,-0.08,12.09,-15.31,0.262,8.970,30.51366617,3/31/2015,4/6/2015,3/25/2015,4/2/2014,3/4/2015,2/25/2015,12/31/2014
ADBE,Adobe Inc.,ADBE.1Q15,3300,3310,1Q15,2015/1F,175.8,03/18/2015,3,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.39,0.39,0.39,12.47,6.87,1.71,2.471,73.94,2.420,76.01,2.152,73.995,14.934206,2.7231574,4.109025,12.255775,1.6605139,-1.1752367,1.8,1.4,2.3,0.641050975,0.644981299,1.079009285,84.0,82.8,1.40,1.46,0.48854634,4055.24,4147.06,4885.8394,0.033,0.032,0.029,-0.003,2.678,1.063,5.284,0.235479673,-0.223343089,-0.006093702,-0.405889288,-0.06,10.57,-1.54,1.322,1.310,20.48212683,3/17/2015,3/23/2015,3/11/2015,3/19/2014,2/18/2015,2/11/2015,12/17/2014
ADT.I,ADT Corporation,ADT.I.1Q15,3200,3205,1Q15,2015/2F,82.4,04/29/2015,3,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.49,0.50,0.50,38.63,17.09,14.60,2.163,41.52,2.162,40.59,2.120,34.38,37.76455,18.062819,-0.29476285,9.572482,5.4015517,2.2099376,12.8,20.8,18.1,20.50115956,21.33551417,22.79995058,42.9,41.1,1.73,1.73,0.72501105,3309,3408,3582.7166,0.052,0.053,0.062,0.008,28.192,12.661,-2.505,-0.381468615,-0.291469936,-0.039106375,-0.100824386,0.00,5.69,-4.17,-1.221,-0.937,8.271882744,4/28/2015,5/4/2015,4/22/2015,4/30/2014,4/1/2015,3/25/2015,1/28/2015
ATGE,Adtalem Global Education Inc.,ATGE.1Q15,3400,3450,1Q15,2015/3F,23.9,04/24/2015,5,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.70,0.68,0.86,-21.30,-22.07,-29.72,2.774,33.36,2.785,35.88,2.986,43.93,-27.853882,-18.324608,0.41981936,10.692633,1.7467618,-1.3134301,6.0,8.7,9.9,6.612293415,6.417407264,6.187964911,45.3,48.6,1.67,1.64,0.49236596,1964.37,1923.37,1939.0391,0.083,0.078,0.068,-0.010,-38.547,-20.071,1.733,-0.308868092,-0.389877786,0.030368363,0.068573192,0.03,26.11,7.46,2.258,-18.415,-1.289517759,4/23/2015,4/29/2015,4/17/2015,4/25/2014,3/27/2015,3/20/2015,1/23/2015
ADTN,"ADTRAN, Inc.",ADTN.1Q15,1300,1320,1Q15,2015/1F,15.6,04/22/2015,3,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.08,0.08,0.09,-23.51,-9.06,-14.36,0.931,18.67,0.927,19.03,0.897,23.05,-20.154047,-17.440342,-3.8160205,9.865629,4.09317,0.40507317,2.6,4.8,9.6,3.281158299,4.637792803,7.702674667,20.9,21.7,1.92,2.00,0.51492864,641.744,630.007,654.879,0.050,0.049,0.039,-0.010,-30.020,-21.534,-4.221,-0.449266882,-0.727936949,-0.292517273,-0.574023513,-0.08,9.86,3.59,-4.682,-7.140,2.046766312,4/21/2015,4/27/2015,4/15/2015,4/23/2014,3/25/2015,3/18/2015,1/21/2015
AAP,"Advance Auto Parts, Inc.",AAP.1Q15,3500,3540,1Q15,2015/1F,145.3,05/21/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,2.47,2.50,2.50,18.33,14.88,-6.02,8.833,149.69,8.945,149.86,8.718,153.27,19.746935,-2.2248328,-0.09333491,11.817431,1.1859179,0.62094927,4.3,4.6,3.9,6.150871119,5.857006802,5.155019144,169.0,168.8,1.48,1.48,0.53815925,6493.81,9843.86,9970.143,0.059,0.060,0.057,-0.003,7.930,-3.411,-0.714,-0.07515627,0.099434959,0.050173122,0.193181043,0.00,12.77,-0.10,-1.411,-1.404,53.53302607,5/20/2015,5/26/2015,5/14/2015,5/22/2014,4/23/2015,4/16/2015,2/19/2015
WMS,"Advanced Drainage Systems, Inc.",WMS.1Q15,1200,1250,1Q15,2014/4F,11.5,05/12/2015,2,3/31/2015,3/31/2014,9/30/2014,12/31/2014,-0.09,-0.05,-0.02,,42.91,30.29,1.176,29.94,1.173,26.81,1.078,24.15,,11.014498,-5.130929,10.604835,1.0414004,0.3523469,5.6,4.3,1.7,4.80893193,4.469538851,1.815269452,29.0,29.0,1.20,1.00,0.4472136,,1068.9333,1164.445,0.039,0.044,0.045,0.001,,9.973,-5.483,0.295363207,2.324229025,0.075934697,1.649155983,0.20,8.17,0.00,96.786,382.651,,5/11/2015,5/15/2015,5/5/2015,5/13/2014,4/14/2015,4/7/2015,2/10/2015
AEIS,"Advanced Energy Industries, Inc.",AEIS.1Q15,1300,1355,1Q15,2015/1F,10.4,05/05/2015,2,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.43,0.40,0.40,4.73,36.56,8.27,1.870,25.66,1.868,25.62,1.757,25.42,51.09662,0.7867813,-0.15587807,11.335397,3.2539845,2.0448089,2.8,2.8,3.0,2.363388444,2.687247439,2.933048632,28.1,27.3,1.28,1.31,0.44095856,547.004,583.098,595.6,0.073,0.073,0.069,-0.004,39.761,-2.467,-2.201,0,-0.069215801,-0.120516998,-0.194221188,-0.03,9.85,-3.05,5.590,6.250,8.884030099,5/4/2015,5/8/2015,4/28/2015,5/6/2014,4/7/2015,3/31/2015,2/3/2015
AMD,"Advanced Micro Devices, Inc.",AMD.1Q15,1300,1305,1Q15,2015/1F,48.5,04/17/2015,5,3/31/2015,3/31/2014,9/30/2014,12/31/2014,-0.07,-0.06,-0.01,-33.17,-21.41,0.37,-0.022,2.68,-0.017,2.76,0.097,2.39,-24.119246,15.481162,0.36363602,13.02656,4.4267178,2.4101615,8.3,11.7,12.2,16.3431717,14.74742305,21.06343211,2.6,3.1,2.17,2.03,0.60172164,5299,5506,4661.514,-0.008,-0.006,0.040,0.046,-37.146,11.054,-2.047,-0.286203701,-0.319052778,0.108205254,-0.224097402,0.14,-5.39,19.54,14.312,640.029,-12.03030761,4/16/2015,4/22/2015,4/10/2015,4/18/2014,3/20/2015,3/13/2015,1/16/2015
ADVS,"Advent Software, Inc.",ADVS.1Q15,3300,3308,1Q15,2015/1F,49.2,05/08/2015,5,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.37,0.37,0.37,50.24,39.77,43.96,1.576,44.11,1.587,43.39,1.569,44.3,50.06864,-2.0541787,-0.48164725,12.041593,2.531433,1.6517401,2.4,1.3,1.0,3.67372498,1.898567915,2.924135853,44.2,44.4,2.00,2.00,0,382.959,396.82,420.692,0.036,0.037,0.035,-0.001,38.027,-4.586,-2.133,0.777333605,1.283250234,0.934997927,0.25634552,0.00,1.84,0.37,0.457,-0.130,9.853012986,5/7/2015,5/13/2015,5/1/2015,5/9/2014,4/10/2015,4/3/2015,2/6/2015
ABCO,Advisory Board Company,ABCO.1Q15,3200,3205,1Q15,2015/1F,17.9,05/06/2015,3,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.31,0.32,0.33,-17.07,14.36,8.78,1.385,53.28,1.415,52.95,1.506,49.45,-2.4861336,7.077861,2.1018147,11.055565,3.2569647,2.0187259,13.2,13.2,4.0,6.657604106,7.128365183,6.46367998,63.0,59.8,1.28,1.22,0.44604746,520.596,574.21844,790.65234,0.026,0.027,0.030,0.004,-13.542,3.821,0.083,0,2.27833421,-0.066040539,0.030002124,0.06,18.98,-5.01,-1.858,-4.832,51.87445543,5/5/2015,5/11/2015,4/29/2015,5/7/2014,4/8/2015,4/1/2015,2/4/2015
ACM,AECOM,ACM.1Q15,3100,3115,1Q15,2015/2F,50.2,05/12/2015,2,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.53,0.53,0.57,-4.20,-8.68,1.48,3.061,30.82,3.103,31.25,3.059,27.15,3.529048,15.10129,-1.0449648,10.604835,1.0414004,0.3523469,4.8,3.3,3.4,3.632304632,3.054766281,3.863524894,33.4,34.0,1.50,1.50,0.52704626,8153.49,8356.78,18698.8,0.099,0.099,0.113,0.013,-7.076,14.060,-1.397,0.438501371,0.384646705,0.189061387,-0.059846971,0.00,6.80,1.87,-0.100,-7.984,129.3349228,5/11/2015,5/15/2015,5/5/2015,5/13/2014,4/14/2015,4/7/2015,2/10/2015
AEGR,"Aegerion Pharmaceuticals, Inc.",AEGR.1Q15,2300,2305,1Q15,2015/1F,16.8,05/05/2015,2,3/31/2015,3/31/2014,9/30/2014,12/31/2014,-0.25,-0.26,-0.06,-43.33,-21.60,24.98,-1.183,26.17,-1.083,23.81,-0.177,23.76,-41.462864,0.21044016,-9.017962,11.335397,3.2539845,2.0448089,13.7,13.7,9.3,23.23115049,25.45810644,27.23542948,27.0,24.4,1.92,2.06,0.49159604,48.546,158.373,217.69717,-0.045,-0.046,-0.007,0.038,-52.798,-3.044,-11.063,0,0.473645957,-0.087475318,-0.147024632,-0.15,13.40,-9.52,-4.545,322.414,348.4348247,5/4/2015,5/8/2015,4/28/2015,5/6/2014,4/7/2015,3/31/2015,2/3/2015
AER,AerCap Holdings NV,AER.1Q15,4800,4830,1Q15,2015/1F,42.3,05/11/2015,1,3/31/2015,3/31/2014,9/30/2014,12/31/2014,1.25,1.25,1.29,3.46,6.72,12.44,5.155,43.65,5.209,49.18,5.167,42.04,-2.2095919,16.983818,10.4424,10.39083,3.3030868,1.2893319,9.7,10.6,8.0,8.820791094,9.440136623,8.921033769,53.8,51.3,1.25,1.27,0.4274252,1050.06,3640.28,5072.8,0.118,0.106,0.123,0.017,-12.600,13.681,9.153,-0.090520424,0.214059262,-0.065607687,-0.011236666,-0.02,9.29,-4.50,-0.460,-3.170,383.096204,5/8/2015,5/14/2015,5/4/2015,5/12/2014,4/13/2015,4/6/2015,2/9/2015
AES,AES Corporation,AES.1Q15,4700,4705,1Q15,2015/1F,80.3,05/11/2015,1,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.25,0.30,0.28,-10.01,-9.38,-6.68,1.282,12.85,1.285,13.64,1.329,11.85,-7.4232697,15.105486,2.3255825,10.39083,3.3030868,1.2893319,2.9,2.8,1.7,2.272001015,1.993120529,1.365937879,14.3,15.2,1.42,1.38,0.49354813,15891,17146,17536.445,0.100,0.094,0.112,0.018,-17.814,11.802,1.036,0.011339086,0.675491249,0.139921536,0.663326751,0.04,4.47,6.38,-17.254,-11.967,10.35457177,5/8/2015,5/14/2015,5/4/2015,5/12/2014,4/13/2015,4/6/2015,2/9/2015
AET,Aetna Inc.,AET.1Q15,3350,3355,1Q15,2015/1F,230.4,04/28/2015,2,3/31/2015,3/31/2014,9/30/2014,12/31/2014,1.95,1.93,2.00,42.10,31.52,19.93,7.373,106.53,7.425,108.36,7.197,93.7,51.192165,15.645683,-0.34945607,10.360336,3.4916043,0.20295382,1.5,2.1,1.9,0.893055811,1.228502957,1.228627787,115.9,98.7,1.30,1.35,0.47047198,47294.6,57922.8,62855.2,0.069,0.069,0.077,0.008,40.832,12.154,-0.552,-0.266762303,-0.187187775,-0.273053592,-0.273127451,-0.04,6.95,-14.85,0.764,-2.877,32.90143061,4/27/2015,5/1/2015,4/21/2015,4/29/2014,3/31/2015,3/24/2015,1/27/2015
AMG,"Affiliated Managers Group, Inc.",AMG.1Q15,4800,4845,1Q15,2015/1F,88.2,04/28/2015,2,3/31/2015,3/31/2014,9/30/2014,12/31/2014,2.90,2.96,2.96,7.36,7.20,1.20,14.127,214.78,14.167,220.24,13.840,204.85,10.081493,7.512808,1.4416695,10.360336,3.4916043,0.20295382,2.1,2.6,1.2,1.557077181,1.66337105,0.991511525,252.0,241.0,1.14,1.18,0.3233349,2188.8,2510.9,2743.39,0.066,0.064,0.068,0.003,-0.279,4.021,1.239,-0.169200148,0.764309425,-0.06390268,0.570407546,-0.05,14.42,-4.37,-2.125,-2.170,25.33762792,4/27/2015,5/1/2015,4/21/2015,4/29/2014,3/31/2015,3/24/2015,1/27/2015
AFFX,"Affymetrix, Inc.",AFFX.1Q15,2300,2325,1Q15,2015/1F,13.7,04/30/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.03,0.04,0.04,76.16,57.39,27.25,0.310,12.56,0.305,12.6,0.267,11.26,61.638496,11.900532,5.000007,9.962332,4.695761,2.7262926,6.7,9.0,10.2,11.47378415,11.30409191,11.70127145,12.3,10.9,1.95,1.94,0.5986095,330.399,349.019,359.23615,0.025,0.024,0.024,0.000,51.676,7.205,2.274,-0.262375377,-0.346335925,0.015011577,-0.019441246,0.01,-2.78,-11.37,-29.581,-25.439,8.727977385,4/29/2015,5/5/2015,4/23/2015,5/1/2014,4/2/2015,3/26/2015,1/29/2015
