ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,year_earlier,6m_earlier,3m_earlier,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,1y_rtn_qtr_end,6m_rtn_qtr_end,3m_rtn_qtr_end,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
HPG,"Energy Transfer Partners, L.P.",HPG.1Q15,3100,3130,1Q15,2015/1F,86.3,05/07/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.81,0.78,0.87,3.64,-12.88,-14.23,2.722,55.75,2.550,57.78,3.209,60.77,-1.04388,-4.9201965,2.1208882,11.692095,1.1141062,0.5849719,2.3,3.2,1.7,3.293684028,1.136312043,1.124980621,72.4,76.3,1.40,1.38,0.47056198,46339,51158,55359.555,0.049,0.044,0.053,0.009,-12.736,-6.034,1.536,-0.280182125,0.350804644,1.898573547,1.927769569,0.02,25.33,5.41,3.131,-7.457,19.46644295,5/6/2015,5/12/2015,4/30/2015,5/8/2014,4/9/2015,4/2/2015,2/5/2015
ET,"Energy Transfer, L.P.",ET.1Q15,3100,3130,1Q15,2015/1F,91.7,05/07/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.34,0.35,0.31,35.53,2.71,10.42,1.420,31.68,1.481,33.33,1.049,28.58,32.969032,16.620016,4.548311,11.692095,1.1141062,0.5849719,8.8,7.0,3.9,2.488094026,2.198744771,1.970262082,39.5,37.6,1.05,1.20,0.15075567,48335,55691,59874.71,0.045,0.044,0.037,-0.008,21.277,15.506,3.963,0.258404521,1.263417059,0.131597473,0.26282389,-0.15,18.36,-4.66,-3.347,8.419,23.87443881,5/6/2015,5/12/2015,4/30/2015,5/8/2014,4/9/2015,4/2/2015,2/5/2015
EXXIQ,Energy XXI Ltd,EXXIQ.1Q15,2100,2105,1Q15,2015/3F,21.7,05/07/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,-1.07,-0.96,-0.57,-84.56,-67.93,11.66,-3.305,3.64,-3.859,4.37,-1.621,3.65,-80.68566,19.726027,10.632908,11.692095,1.1141062,0.5849719,5.9,5.1,5.9,27.6932949,31.33020191,34.22647478,4.6,5.2,1.75,1.57,0.398862,1208.84,1230.72,1268.3129,-0.908,-0.883,-0.444,0.439,-92.378,18.612,10.048,0.163965217,0.011657132,-0.116083102,-0.190880887,0.18,5.26,13.64,10.519,86.842,4.919832236,5/6/2015,5/12/2015,4/30/2015,5/8/2014,4/9/2015,4/2/2015,2/5/2015
ENS,EnerSys,ENS.1Q15,1200,1235,1Q15,2014/4F,14.8,05/27/2015,3,3/31/2015,3/31/2014,9/30/2014,12/31/2014,1.15,1.12,1.13,-7.29,9.55,4.08,4.681,64.24,4.678,68.48,4.647,65.22,0.1308322,4.9984694,0.32229424,10.311758,0.6904483,0.7970214,18.6,11.6,16.7,8.312875205,7.630700266,6.423585805,78.8,79.8,1.29,1.33,0.3933979,2277.6,2474.4,2505.5,0.073,0.068,0.071,0.003,-10.181,4.308,-0.475,0.593817245,0.113859673,0.089398733,0.294117563,-0.05,15.07,1.21,2.450,2.071,10.00614682,5/26/2015,6/1/2015,5/20/2015,5/28/2014,4/29/2015,4/22/2015,2/25/2015
ENLC,EnLink Midstream LLC,ENLC.1Q15,3100,3130,1Q15,2015/1F,10.1,05/06/2015,3,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.10,0.09,0.15,-4.12,-21.27,-8.49,0.418,32.54,0.431,35.06,0.684,33,-8.728182,6.24243,8.076453,11.055565,3.2569647,2.0187259,3.1,3.1,2.1,2.370226665,2.130666105,0.91655625,39.9,41.1,1.44,1.64,0.4955156,1944.31,3486.375,4315.35,0.013,0.012,0.021,0.008,-19.784,2.985,6.058,0,0.489109393,0.112434585,1.586013314,-0.21,13.68,3.23,6.010,-33.976,121.9476318,5/5/2015,5/11/2015,4/29/2015,5/7/2014,4/8/2015,4/1/2015,2/4/2015
ENLK,"EnLink Midstream Partners, L.P.",ENLK.1Q15,3100,3130,1Q15,2015/1F,26.3,05/06/2015,3,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.10,0.10,0.17,-18.67,-18.75,-14.72,0.678,24.74,0.682,25.53,0.824,29.25,-15.2166605,-12.717944,2.3246527,11.055565,3.2569647,2.0187259,0.5,0.5,3.1,0.615310163,0.772711072,0.795911971,33.2,34.3,1.36,1.36,0.504525,1943.23,3493.1,4355.913,0.027,0.027,0.028,0.001,-26.272,-15.975,0.306,0,-0.821196694,-0.203699564,-0.226911787,0.00,30.04,3.31,1.491,-42.337,124.1583858,5/5/2015,5/11/2015,4/29/2015,5/7/2014,4/8/2015,4/1/2015,2/4/2015
ENPH,"Enphase Energy, Inc.",ENPH.1Q15,1300,1305,1Q15,2015/1F,11.0,05/06/2015,3,3/31/2015,3/31/2014,9/30/2014,12/31/2014,-0.07,-0.08,-0.09,79.21,-12.01,-7.70,0.404,13.19,0.442,12.85,0.308,13.3,65.51281,-3.3834577,-1.6832411,11.055565,3.2569647,2.0187259,7.0,7.0,4.8,21.30879211,21.13162157,11.80721028,17.0,16.1,1.50,1.64,0.6741999,232.846,343.904,435.519,0.031,0.034,0.023,-0.011,54.457,-6.640,-3.702,0,0.440935542,0.008384143,0.804727078,-0.14,32.65,-5.55,-11.577,-20.695,87.04164985,5/5/2015,5/11/2015,4/29/2015,5/7/2014,4/8/2015,4/1/2015,2/4/2015
NPO,"EnPro Industries, Inc.",NPO.1Q15,1200,1210,1Q15,2015/1F,13.3,04/30/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.07,0.27,0.38,-9.25,8.95,5.08,1.657,65.95,1.453,67.26,2.233,60.07,-8.007163,11.969376,3.317976,9.962332,4.695761,2.7262926,3.3,2.2,6.8,2.675732413,2.944842363,3.928098043,79.4,82.8,1.42,1.50,0.49159604,1144.2,1219.3,1189.55,0.025,0.022,0.037,0.016,-17.969,7.274,0.592,0.508377598,-0.511970409,-0.091383482,-0.318822396,-0.08,18.05,4.22,-73.333,-81.053,3.963467925,4/29/2015,5/5/2015,4/23/2015,5/1/2014,4/2/2015,3/26/2015,1/29/2015
ESV,Ensco plc Class A,ESV.1Q15,3100,3105,1Q15,2015/1F,155.8,04/30/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,1.29,1.29,1.33,-60.08,-49.00,-29.65,3.902,21.07,3.625,24.27,4.775,27.43,-56.081898,-11.520231,11.843311,9.962332,4.695761,2.7262926,3.2,2.0,3.0,9.283845492,7.023082516,8.639220665,24.5,31.3,2.17,2.13,0.49915895,4919.8,4564.5,4150.019,0.185,0.149,0.174,0.025,-66.044,-16.216,9.117,0.577558754,0.058822809,0.321904658,0.074616085,0.05,0.95,27.59,-0.026,-3.030,-15.64659132,4/29/2015,5/5/2015,4/23/2015,5/1/2014,4/2/2015,3/26/2015,1/29/2015
ETR,Entergy Corporation,ETR.1Q15,4700,4705,1Q15,2015/1F,120.7,04/28/2015,2,3/31/2015,3/31/2014,9/30/2014,12/31/2014,1.19,1.34,1.14,15.92,0.21,-11.42,5.372,77.49,5.367,78.06,5.355,88.44,6.31088,-11.736774,0.99624395,10.360336,3.4916043,0.20295382,3.2,3.0,2.3,2.118005619,2.215243915,4.317571067,83.8,86.0,2.00,2.00,0.26726124,11390.9,12494.9,12409.173,0.069,0.069,0.061,-0.008,-4.049,-15.228,0.793,0.070178338,0.358587193,-0.043895074,-0.509445105,0.00,7.29,2.73,-10.642,4.891,8.939355099,4/27/2015,5/1/2015,4/21/2015,4/29/2014,3/31/2015,3/24/2015,1/27/2015
EPD,Enterprise Products Partners L.P.,EPD.1Q15,3100,3130,1Q15,2015/1F,110.7,04/30/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.32,0.33,0.34,-5.05,-18.29,-8.83,1.399,32.93,1.409,33.54,1.432,34.36,-10.557306,-2.3864925,2.9150128,9.962332,4.695761,2.7262926,2.5,1.9,1.3,0.752751895,0.499087567,0.496085896,40.9,41.7,1.14,1.16,0.3391165,47727,47951.2,47654.973,0.042,0.042,0.042,0.000,-20.520,-7.082,0.189,0.332519581,0.884418765,0.508256155,0.517382175,-0.02,21.97,1.81,-3.678,-6.591,-0.150914577,4/29/2015,5/5/2015,4/23/2015,5/1/2014,4/2/2015,3/26/2015,1/29/2015
ENV,"Envestnet, Inc.",ENV.1Q15,3200,3220,1Q15,2015/1F,11.5,05/08/2015,5,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.22,0.22,0.24,39.57,24.62,14.12,1.149,56.08,1.181,53.02,1.152,54.37,51.93883,-2.4829865,-4.053563,12.041593,2.531433,1.6517401,11.6,7.5,12.5,5.193864773,5.668812569,4.866360988,58.6,54.3,1.60,1.50,0.5163978,242.535,348.748,427.0599,0.020,0.022,0.021,-0.001,39.897,-5.014,-5.705,0.54438854,-0.075015355,-0.083782589,0.067299525,0.10,10.44,-7.29,0.095,-6.649,76.0817614,5/7/2015,5/13/2015,5/1/2015,5/9/2014,4/10/2015,4/3/2015,2/6/2015
EVHC,Envision Healthcare Corp.,EVHC.1Q15,3350,3360,1Q15,2015/1F,26.0,05/06/2015,3,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.57,0.57,0.75,30.67,22.92,12.41,3.380,61.52,3.426,63.82,3.297,54.22,53.10446,17.705643,5.1400304,11.055565,3.2569647,2.0187259,5.4,5.4,6.9,4.442557742,4.774933,6.351375964,67.8,60.5,1.25,1.38,0.5,1079.34,1621.94,2445.8555,0.055,0.054,0.061,0.007,42.049,14.449,3.121,0,-0.221830056,-0.06960836,-0.300536172,-0.13,6.26,-10.86,1.098,-23.516,126.6065837,5/5/2015,5/11/2015,4/29/2015,5/7/2014,4/8/2015,4/1/2015,2/4/2015
EVHC.1,"Envision Healthcare Holdings, Inc.",EVHC.1.1Q15,3350,3360,1Q15,2015/1F,58.3,05/01/2015,5,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.26,0.26,0.27,13.36,10.58,10.55,1.526,38.35,1.547,39.58,1.488,34.38,12.325991,15.1250725,3.4500837,10.062706,6.2779784,2.6218414,2.1,4.5,5.0,2.550969445,2.573166972,3.210049166,43.0,41.6,1.21,1.25,0.39760312,3728.31,4397.64,5224.277,0.040,0.039,0.043,0.004,2.263,8.847,0.828,-0.525591745,-0.576843928,-0.00862654,-0.205317641,-0.04,8.64,-3.34,-0.917,-3.556,40.12453364,4/30/2015,5/6/2015,4/24/2015,5/2/2014,4/3/2015,3/27/2015,1/30/2015
EOG,"EOG Resources, Inc.",EOG.1Q15,2100,2105,1Q15,2015/1F,465.4,05/05/2015,2,3/31/2015,3/31/2014,9/30/2014,12/31/2014,-0.01,0.00,0.14,-6.52,-7.40,-0.41,0.748,91.69,0.666,98.46,1.181,96.31,-9.032136,2.2323728,7.383573,11.335397,3.2539845,2.0448089,2.4,2.4,1.9,1.975987155,1.783436576,1.869032459,100.4,101.2,1.43,1.28,0.5426898,14487.1,18035.3,11550.941,0.008,0.007,0.012,0.005,-20.368,-1.022,5.339,0,0.259749877,0.107966037,0.057224633,0.15,1.97,0.81,6.843,-103.582,-20.26740341,5/4/2015,5/8/2015,4/28/2015,5/6/2014,4/7/2015,3/31/2015,2/3/2015
EPE,EP Energy Corp. Class A,EPE.1Q15,2100,2105,1Q15,2015/1F,22.0,04/30/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.13,0.15,0.21,-46.45,-40.05,0.38,0.527,10.48,0.441,13.48,0.863,9.41,-42.664677,43.25186,26.572777,9.962332,4.695761,2.7262926,6.8,4.8,5.3,37.99117177,36.27562627,33.51707538,14.0,12.8,1.70,1.60,0.5490054,1694.9564,2170,2122.7456,0.050,0.033,0.092,0.059,-52.627,38.556,23.846,0.400832275,0.27490316,0.047291961,0.133487076,0.11,4.03,-8.55,-15.122,-37.093,25.2389501,4/29/2015,5/5/2015,4/23/2015,5/1/2014,4/2/2015,3/26/2015,1/29/2015
EPAM,"EPAM Systems, Inc.",EPAM.1Q15,3300,3308,1Q15,2015/1F,19.0,05/07/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.54,0.54,0.60,86.29,39.96,28.36,2.775,61.29,2.820,64.71,2.581,51.39,96.4948,25.919437,4.844451,11.692095,1.1141062,0.5849719,2.7,2.3,2.8,1.726757622,1.775743839,1.891201008,66.1,55.2,1.38,1.30,0.5063697,555.117,730.027,893.87787,0.045,0.044,0.050,0.007,84.803,24.805,4.259,0.201197588,-0.046780147,-0.027586308,-0.086951828,0.08,2.07,-16.46,-0.292,-10.443,61.02512984,5/6/2015,5/12/2015,4/30/2015,5/8/2014,4/9/2015,4/2/2015,2/5/2015
EPR,EPR Properties,EPR.1Q15,4800,4890,1Q15,2015/1F,19.7,04/29/2015,3,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.66,0.59,0.76,12.44,18.45,4.16,3.063,60.03,3.106,59.11,3.183,64.84,12.124598,-8.837133,-1.0876775,9.572482,5.4015517,2.2099376,6.6,8.3,5.4,3.605782948,4.512575818,4.072672506,63.6,62.3,1.67,1.33,0.5,248.709,286.673,332.5932,0.051,0.053,0.049,-0.003,2.552,-14.239,-3.298,-0.198983669,0.235413073,-0.200947952,-0.114639603,0.33,7.60,-1.99,12.468,-12.111,33.72785062,4/28/2015,5/4/2015,4/22/2015,4/30/2014,4/1/2015,3/25/2015,1/28/2015
EQM,EQM Midstream Partners LP,EQM.1Q15,3100,3130,1Q15,2015/1F,33.2,04/23/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.99,1.01,0.98,10.42,-13.34,-11.75,4.463,77.66,4.450,82.84,4.189,84.69,0.61695576,-2.1844447,8.7567215,9.446251,2.384758,0.76304674,2.0,6.7,5.7,2.105485414,4.136314759,4.459748795,103.4,106.2,1.10,1.17,0.31622776,185.891,392.959,510.08234,0.057,0.054,0.049,-0.004,-8.829,-4.569,7.994,-0.701188842,-0.646334364,-0.490975533,-0.527891478,-0.07,24.87,2.65,-2.038,1.282,174.3986207,4/22/2015,4/28/2015,4/16/2015,4/24/2014,3/26/2015,3/19/2015,1/22/2015
EQT,EQT Corporation,EQT.1Q15,2100,2105,1Q15,2015/1F,60.4,04/23/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.32,0.36,0.37,-14.54,-9.47,9.47,1.048,45.109608,0.965,47.482937,1.261,41.29377,-26.107056,14.988136,11.220205,9.446251,2.384758,0.76304674,4.3,2.7,2.0,2.398054511,2.932975423,2.292991016,52.9,58.8,1.38,1.24,0.48327282,2078.77,2469.71,2433.4543,0.023,0.020,0.031,0.010,-35.553,12.603,10.457,0.605267987,1.13596811,-0.182381655,0.04581941,0.14,11.34,11.14,-11.692,-13.997,17.06221949,4/22/2015,4/28/2015,4/16/2015,4/24/2014,3/26/2015,3/19/2015,1/22/2015
EFX,Equifax Inc.,EFX.1Q15,3200,3205,1Q15,2015/1F,56.8,04/23/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,1.03,1.02,0.99,36.70,24.43,15.00,4.398,93,4.420,93.33,4.302,85.66,32.93283,8.954,0.5819559,9.446251,2.384758,0.76304674,2.7,2.3,2.7,1.217142932,1.604487171,1.608080193,97.3,83.1,1.57,1.50,0.4952152,2296.7,2436.4,2591.93,0.047,0.047,0.050,0.003,23.487,6.569,-0.181,0.18390769,-0.010137204,-0.24141311,-0.243108063,0.07,4.22,-14.58,0.651,4.040,12.85453041,4/22/2015,4/28/2015,4/16/2015,4/24/2014,3/26/2015,3/19/2015,1/22/2015
EQIX,"Equinix, Inc.",EQIX.1Q15,4800,4890,1Q15,2015/1F,195.0,04/30/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.73,0.83,1.23,25.97,9.59,2.70,4.425,232.85,4.450,246.925,5.670,221.92,24.642897,11.267578,8.366978,9.962332,4.695761,2.7262926,1.5,3.9,6.2,5.187311811,4.869105436,5.826674598,249.8,245.4,1.32,1.28,0.4767313,2152.76,2443.77,2644.1194,0.019,0.018,0.026,0.008,14.681,6.572,5.641,-0.612246122,-0.759553271,0.065352122,-0.109730306,0.04,1.17,-1.77,-12.651,-40.898,22.82462513,4/29/2015,5/5/2015,4/23/2015,5/1/2014,4/2/2015,3/26/2015,1/29/2015
EQC,Equity Commonwealth,EQC.1Q15,4800,4890,1Q15,2015/1F,17.0,05/07/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,,,,0.95,3.27,3.43,,26.55,,25.21,,26.88,2.2603273,-6.212801,-5.261183,11.692095,1.1141062,0.5849719,1.0,2.1,1.5,0.795102548,0.840770953,0.570394413,27.2,25.1,2.10,2.38,1.024695,885.536,861.857,839.2385,,,,,-9.432,-7.327,-5.846,-0.530513994,-0.334241767,-0.054317297,0.393952203,-0.28,7.89,-7.63,0.000,0.000,-5.228189481,5/6/2015,5/12/2015,4/30/2015,5/8/2014,4/9/2015,4/2/2015,2/5/2015
ELS,"Equity LifeStyle Properties, Inc.",ELS.1Q15,4800,4890,1Q15,2015/1F,20.4,04/21/2015,2,3/31/2015,3/31/2014,9/30/2014,12/31/2014,,0.44,,35.18,29.72,6.60,1.670,54.95,1.676,53.05,1.640,55.45,37.320686,-4.328227,-4.3627205,11.27553,4.0372133,1.085043,1.1,2.8,1.2,0.568999011,0.789236501,0.833941796,56.5,50.1,1.64,1.60,0.47559488,728.375,776.809,714.779,0.030,0.032,0.030,-0.002,26.045,-8.365,-5.448,-0.603982699,-0.095795174,-0.279051324,-0.317699373,0.04,6.50,-11.28,0.000,0.000,-1.866620903,4/20/2015,4/24/2015,4/14/2015,4/22/2014,3/24/2015,3/17/2015,1/20/2015
EQY,"Equity One, Inc.",EQY.1Q15,4800,4890,1Q15,2015/1F,17.5,04/30/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.13,0.12,0.11,19.47,23.39,5.24,0.552,26.69,0.582,25.74,0.471,27.74,20.11597,-7.2098074,-2.9045641,9.962332,4.695761,2.7262926,1.6,5.4,6.2,2.114712202,3.50763193,4.759027052,26.3,25.6,2.09,2.03,0.58363086,332.511,353.185,359.07535,0.021,0.023,0.017,-0.006,10.154,-11.906,-5.631,-0.708244411,-0.746705161,-0.397111144,-0.555641904,0.06,2.20,-2.78,2.169,12.381,7.989013897,4/29/2015,5/5/2015,4/23/2015,5/1/2014,4/2/2015,3/26/2015,1/29/2015
EQR,Equity Residential,EQR.1Q15,4800,4890,1Q15,2015/1F,158.2,04/29/2015,3,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.44,0.43,0.27,34.26,26.44,8.38,1.581,77.86,1.578,76.25,1.368,79.63,30.484522,-4.2446256,-3.248316,9.572482,5.4015517,2.2099376,2.1,2.4,3.3,1.17197485,1.18210245,1.713729574,80.5,75.1,1.76,1.83,0.6103336,2387.7,2614.74,2729.9465,0.020,0.021,0.017,-0.004,20.912,-9.646,-5.458,-0.112106478,-0.357044564,-0.008567447,-0.316126145,-0.07,5.63,-6.76,1.079,62.000,14.33373121,4/28/2015,5/4/2015,4/22/2015,4/30/2014,4/1/2015,3/25/2015,1/28/2015
ESNT,Essent Group Ltd.,ESNT.1Q15,4800,4875,1Q15,2015/1F,10.6,05/08/2015,5,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.35,0.35,0.34,6.46,11.68,-7.00,1.755,23.91,1.804,24.75,1.655,24.74,23.399998,0.04042387,3.3834577,12.041593,2.531433,1.6517401,3.0,3.6,5.5,2.21406074,2.310262782,2.416412998,27.9,27.4,1.38,1.42,0.5063697,131.403,239.467,357.219,0.073,0.073,0.067,-0.006,11.358,-2.491,1.732,-0.173869263,-0.45398078,-0.041641169,-0.083740759,-0.03,12.58,-1.66,1.280,4.290,171.8499578,5/7/2015,5/13/2015,5/1/2015,5/9/2014,4/10/2015,4/3/2015,2/6/2015
ESS,"Essex Property Trust, Inc.",ESS.1Q15,4800,4890,1Q15,2015/1F,88.1,05/07/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.42,0.44,0.46,35.20,28.62,11.28,2.447,229.9,2.639,221.95,2.292,230.48,23.258518,-3.7009716,-3.142047,11.692095,1.1141062,0.5849719,2.9,2.6,2.5,1.178052333,1.649821056,2.078086254,238.3,227.6,1.70,1.73,0.5400617,621.2808,955.73895,1159.7072,0.011,0.012,0.010,-0.002,11.566,-4.815,-3.727,0.10243759,0.161664447,-0.28595145,-0.433107105,-0.03,7.36,-4.47,-5.030,-8.536,86.66393682,5/6/2015,5/12/2015,4/30/2015,5/8/2014,4/9/2015,4/2/2015,2/5/2015
EL,Estee Lauder Companies Inc. Class A,EL.1Q15,2400,2435,1Q15,2015/3F,153.4,05/05/2015,2,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.51,0.51,0.67,24.34,11.30,9.13,3.165,83.16,3.196,82.95,3.148,72.84,14.180827,13.87974,-0.25253296,11.335397,3.2539845,2.0448089,3.8,3.8,2.3,2.685036954,2.514010088,2.429255336,90.3,82.2,1.37,1.50,0.4576966,10183.2,10968.8,10771.512,0.038,0.039,0.043,0.005,2.845,10.626,-2.297,0,0.657315348,0.068029506,0.105292191,-0.13,8.83,-8.95,0.242,-24.104,5.777280226,5/4/2015,5/8/2015,4/28/2015,5/6/2014,4/7/2015,3/31/2015,2/3/2015
ESL,Esterline Technologies Corporation,ESL.1Q15,1300,1330,1Q15,2015/2F,26.9,06/05/2015,5,3/31/2015,3/31/2014,9/30/2014,12/31/2014,1.31,1.33,1.34,7.40,2.83,4.32,6.317,114.42,6.540,108.17,6.191,106.78,-5.7018337,1.3017416,-2.6284993,8.391678,1.8290877,0.04519224,6.2,6.0,6.9,4.394936952,4.25638134,3.992834758,123.4,124.6,1.45,1.32,0.5986095,1969.75,2051.16,2010.314,0.055,0.060,0.058,-0.002,-14.094,-0.527,-2.674,0.039055408,-0.091118784,0.032552443,0.100705944,0.13,14.12,0.94,-1.559,-1.936,2.059347633,6/4/2015,6/10/2015,5/29/2015,6/6/2014,5/8/2015,5/1/2015,3/6/2015
EEFT,"Euronet Worldwide, Inc.",EEFT.1Q15,3300,3305,1Q15,2015/1F,17.6,04/29/2015,3,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.54,0.54,0.56,41.26,22.93,7.01,3.081,58.75,3.101,59.01,3.005,49.55,26.788425,19.09182,4.331672,9.572482,5.4015517,2.2099376,4.2,4.1,8.2,2.613034492,2.713672861,3.78943084,63.5,63.0,1.00,1.00,0,1413.1,1664.2,1789.8375,0.052,0.053,0.061,0.008,17.216,13.690,2.122,0.029299882,-0.485146794,-0.037085668,-0.310441435,0.00,7.61,-0.79,0.000,-2.703,26.66035666,4/28/2015,5/4/2015,4/22/2015,4/30/2014,4/1/2015,3/25/2015,1/28/2015
EVR,Evercore Inc Class A,EVR.1Q15,4800,4840,1Q15,2015/1F,18.8,04/22/2015,3,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.56,0.67,0.60,-6.50,9.91,-1.36,3.428,51.66,3.362,48.76,3.335,47.73,-2.2975445,2.1579742,-5.33877,9.865629,4.09317,0.40507317,3.1,3.1,3.4,3.660144659,3.667691757,3.084206142,57.1,58.7,1.38,1.23,0.6440285,765.428,915.858,1170.4478,0.066,0.069,0.070,0.001,-12.163,-1.935,-5.744,-0.008144696,-0.104599441,-0.002057724,0.18673801,0.15,17.09,2.82,-16.545,-5.813,52.91416044,4/21/2015,4/27/2015,4/15/2015,4/23/2014,3/25/2015,3/18/2015,1/21/2015
RE,"Everest Re Group, Ltd.",RE.1Q15,4800,4855,1Q15,2015/1F,51.9,04/28/2015,2,3/31/2015,3/31/2014,9/30/2014,12/31/2014,5.93,5.13,4.90,13.69,7.40,2.17,18.924,174,19.406,179.96,18.517,174.75,9.723795,2.9814005,1.8564701,10.360336,3.4916043,0.20295382,6.2,4.9,6.6,5.717837038,3.25919378,3.240852707,179.4,173.2,1.83,1.92,0.57735026,5200,5700,5910.508,0.109,0.108,0.106,-0.002,-0.637,-0.510,1.654,0.265450039,-0.05510617,0.75437161,0.764300188,-0.09,-0.33,-3.43,15.643,21.048,13.66361538,4/27/2015,5/1/2015,4/21/2015,4/29/2014,3/31/2015,3/24/2015,1/27/2015
EVRG,"Evergy, Inc.",EVRG.1Q15,4700,4705,1Q15,2015/1F,46.2,05/07/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.44,0.40,0.46,10.24,13.60,-6.01,2.415,38.76,2.420,37.65,2.425,43.16,6.2674046,-12.766445,-3.3127844,11.692095,1.1141062,0.5849719,7.4,7.9,7.9,5.567695801,6.210454299,7.641356322,39.4,39.3,1.75,1.88,0.62158155,2370.65,2601.7,2637.9312,0.062,0.064,0.056,-0.008,-5.425,-13.881,-3.898,-0.054437973,-0.053996904,-0.103496212,-0.271373358,-0.13,4.77,-0.37,11.899,-3.212,11.27459558,5/6/2015,5/12/2015,4/30/2015,5/8/2014,4/9/2015,4/2/2015,2/5/2015
ES,Eversource Energy,ES.1Q15,4700,4705,1Q15,2015/1F,80.8,04/30/2015,4,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.80,0.79,0.81,11.03,14.04,-5.61,2.911,50.52,2.918,49.62,2.891,56.4,7.3791385,-12.021279,-0.5810499,9.962332,4.695761,2.7262926,6.3,8.6,5.0,2.785438223,2.722687073,2.837178979,52.4,52.5,1.78,1.82,0.57451314,7301.2,7741.85,7848.534,0.058,0.059,0.051,-0.008,-2.583,-16.717,-3.307,-0.260518569,0.271704008,0.023047507,-0.018236691,-0.05,5.59,0.20,1.297,-0.728,7.496493727,4/29/2015,5/5/2015,4/23/2015,5/1/2014,4/2/2015,3/26/2015,1/29/2015
EXAM,"ExamWorks Group, Inc.",EXAM.1Q15,3350,3365,1Q15,2015/1F,14.8,05/06/2015,3,3/31/2015,3/31/2014,9/30/2014,12/31/2014,0.05,0.05,0.07,18.88,27.08,0.07,0.544,41.62,0.578,44.09,0.540,38.43,20.53442,14.728081,5.706072,11.055565,3.2569647,2.0187259,10.2,10.2,12.0,10.61788125,10.35034649,12.00567145,44.5,44.0,1.20,1.20,0.4472136,616.016,775.615,807.8766,0.013,0.013,0.014,0.001,9.479,11.471,3.687,0,-0.152735851,0.025847904,-0.115594551,0.00,0.93,-1.12,-7.696,-30.261,31.14539233,5/5/2015,5/11/2015,4/29/2015,5/7/2014,4/8/2015,4/1/2015,2/4/2015
