ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,year_earlier,6m_earlier,3m_earlier,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,1y_rtn_qtr_end,6m_rtn_qtr_end,3m_rtn_qtr_end,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
AKR,Acadia Realty Trust,AKR.2Q15,4800,4890,2Q15,2015/2F,10.9,07/29/2015,3,6/30/2015,6/30/2014,12/31/2014,3/31/2015,0.39,0.21,0.21,3.63,-9.12,-16.54,0.968,29.11,0.975,31.73,0.945,31.36,4.0730357,1.1798382,5.485368,5.7747602,0.2264142,-0.01860261,5.3,7.1,4.4,3.460248623,3.323470684,2.66084072,35.3,35.4,1.39,1.56,0.48591265,168.286,195.012,148.9704,0.033,0.031,0.030,-0.001,-1.702,0.953,5.504,-0.257754761,0.194947935,0.041155151,0.300434332,-0.17,11.29,0.35,87.932,83.658,-11.47784129,7/28/2015,8/3/2015,7/22/2015,7/30/2014,7/1/2015,6/24/2015,4/29/2015
ACN,Accenture Plc Class A,ACN.2Q15,3300,3308,2Q15,2015/3F,209.2,06/25/2015,4,6/30/2015,6/30/2014,12/31/2014,3/31/2015,1.23,1.21,1.21,19.72,8.36,3.30,5.134,96.78,5.069,97.31,4.980,94.17,18.864227,3.334391,0.495708,8.269394,3.1498313,-0.32855868,7.0,6.1,9.0,2.006924477,2.168952222,2.926458129,99.5,96.5,1.62,1.66,0.49380398,28562.8,30002.3,30421.85,0.053,0.052,0.053,0.001,10.595,0.185,0.824,0.147813588,-0.226612836,-0.074703234,-0.314213842,-0.03,2.27,-3.00,1.200,0.882,6.508640609,6/24/2015,6/30/2015,6/18/2015,6/26/2014,5/28/2015,5/21/2015,3/26/2015
ARAY,Accuray Incorporated,ARAY.2Q15,2300,2325,2Q15,2015/4F,11.4,08/21/2015,5,6/30/2015,6/30/2014,12/31/2014,3/31/2015,-0.05,-0.05,-0.05,-23.41,-10.73,-27.53,-0.151,6.74,-0.127,6.23,-0.194,6.15,-19.854725,1.3008118,-8.784771,4.5354605,-1.6951799,-1.5765548,23.9,15.3,11.9,17.11134293,17.84250138,17.89296112,10.3,10.4,1.22,1.22,0.44095856,315.974,369.419,380.08,-0.022,-0.020,-0.032,-0.011,-24.390,2.996,-7.208,0.556324343,1.007886831,-0.040978472,-0.043682998,0.00,64.53,1.22,0.000,-6.977,20.28837816,8/20/2015,8/26/2015,8/14/2015,8/22/2014,7/24/2015,7/17/2015,5/22/2015
ACIW,"ACI Worldwide, Inc.",ACIW.2Q15,3300,3310,2Q15,2015/2F,13.2,07/30/2015,4,6/30/2015,6/30/2014,12/31/2014,3/31/2015,0.09,0.09,0.09,32.03,21.81,13.43,0.843,24.57,0.828,23.435,0.809,23.03,29.829239,1.7585754,-7.517761,7.8754663,0.6981969,-0.3256321,6.6,9.3,8.4,3.576703818,3.832780108,4.38281681,25.0,25.2,1.71,1.50,0.75592893,864.928,1016.14,1047.752,0.034,0.035,0.035,0.000,21.954,1.060,-7.192,-0.28711718,-0.211368966,-0.066812153,-0.183925778,0.21,6.68,0.67,-1.923,-7.031,21.13748196,7/29/2015,8/4/2015,7/23/2015,7/31/2014,7/2/2015,6/25/2015,4/30/2015
ACOR,"Acorda Therapeutics, Inc.",ACOR.2Q15,2300,2320,2Q15,2015/2F,20.1,07/30/2015,4,6/30/2015,6/30/2014,12/31/2014,3/31/2015,-0.06,-0.09,-0.09,-1.13,-18.45,0.15,-0.377,33.33,-0.368,34.75,-0.226,30.07,9.600282,15.56369,1.578486,7.8754663,0.6981969,-0.3256321,10.1,12.7,11.3,17.67577993,20.43648015,18.6739861,43.8,43.2,1.60,1.64,0.5163978,336.43,401.48,450.25635,-0.011,-0.011,-0.008,0.003,1.725,14.865,1.904,-0.198991867,-0.101734464,-0.135086874,-0.05345437,-0.04,25.98,-1.36,-30.556,-29.372,33.83359094,7/29/2015,8/4/2015,7/23/2015,7/31/2014,7/2/2015,6/25/2015,4/30/2015
ATVI,"Activision Blizzard, Inc.",ATVI.2Q15,1400,1435,2Q15,2015/2F,130.7,08/05/2015,3,6/30/2015,6/30/2014,12/31/2014,3/31/2015,0.08,0.08,0.09,8.57,20.15,6.53,1.363,24.21,1.387,25.98,1.274,23.2,8.060991,11.982751,5.054593,6.8161726,1.2234449,1.2019515,6.9,6.9,4.5,8.841588824,8.75876751,3.817395118,28.6,26.3,1.09,1.14,0.2455131,4342,4813,4485.861,0.056,0.053,0.055,0.001,1.245,10.759,3.853,0,0.540698856,0.009455818,1.316131433,-0.05,10.11,-8.11,-0.257,-10.099,3.313242745,8/4/2015,8/10/2015,7/29/2015,8/6/2014,7/8/2015,7/1/2015,5/6/2015
ATU,Actuant Corporation Class A,ATU.2Q15,1200,1210,2Q15,2015/3F,13.5,06/17/2015,3,6/30/2015,6/30/2014,12/31/2014,3/31/2015,0.50,0.53,0.55,-33.21,-15.23,-2.74,1.534,23.09,1.671,23.52,1.768,25.57,-30.559456,-8.017206,-3.9608002,8.552111,0.30384064,0.44716597,3.9,5.6,5.4,3.850543607,4.537580777,5.420853166,25.8,27.1,1.89,1.80,0.6009252,1279.74,1399.86,1245.92,0.066,0.071,0.069,-0.002,-39.112,-8.321,-4.408,-0.305831479,-0.279788145,-0.151410455,-0.289679412,0.09,9.69,5.20,-4.762,-8.722,-2.642724303,6/16/2015,6/22/2015,6/10/2015,6/18/2014,5/20/2015,5/13/2015,3/18/2015
AYI,"Acuity Brands, Inc.",AYI.2Q15,1200,1235,2Q15,2015/3F,65.8,07/01/2015,3,6/30/2015,6/30/2014,12/31/2014,3/31/2015,1.31,1.34,1.34,30.18,28.49,7.03,6.473,179.98,6.450,181.03,6.127,168.09,50.37236,7.6982617,0.9930253,6.9950223,2.2687316,-0.5542815,1.5,2.3,1.9,2.467655012,2.041677187,1.890612467,191.9,187.0,1.32,1.32,0.46439138,2089.1,2393.5,2708.648,0.036,0.036,0.036,0.001,43.377,5.430,1.547,-0.320203665,-0.191110724,0.208641125,0.305214609,0.00,6.01,-2.56,-1.993,-1.731,29.6562156,6/30/2015,7/6/2015,6/24/2015,7/2/2014,6/3/2015,5/27/2015,4/1/2015
ADPTQ,"Adeptus Health, Inc. Class A",ADPTQ.2Q15,3350,3360,2Q15,2015/2F,14.4,07/23/2015,4,6/30/2015,6/30/2014,12/31/2014,3/31/2015,0.18,0.17,0.14,274.42,153.98,89.15,1.279,94.99,1.292,97.74,0.877,61.65,285.4905,58.540142,13.26921,6.098902,0.37828684,-0.03386736,4.5,7.7,12.2,13.30774666,14.76135618,19.87832272,94.3,55.3,1.10,1.25,0.31622776,102.883,210.694,360.92938,0.013,0.013,0.014,0.001,279.392,58.162,13.303,-0.423728786,-0.63565091,-0.098473982,-0.330539762,-0.15,-3.52,-41.41,1.255,29.174,250.8153728,7/22/2015,7/28/2015,7/16/2015,7/24/2014,6/25/2015,6/18/2015,4/23/2015
ADBE,Adobe Inc.,ADBE.2Q15,3300,3310,2Q15,2015/2F,192.1,06/17/2015,3,6/30/2015,6/30/2014,12/31/2014,3/31/2015,0.45,0.45,0.45,11.95,11.43,9.56,2.742,81.01,2.693,79.56,2.433,76.89,8.935415,3.472495,3.217435,8.552111,0.30384064,0.44716597,2.7,2.1,1.8,1.136222825,0.868635889,0.738351856,85.7,84.3,1.44,1.40,0.4965264,4055.24,4147.06,4890,0.034,0.034,0.032,-0.002,0.383,3.169,2.770,0.264198712,0.512724129,0.308054202,0.53886364,0.05,7.73,-1.60,-0.638,-0.243,20.58472495,6/16/2015,6/22/2015,6/10/2015,6/18/2014,5/20/2015,5/13/2015,3/18/2015
ADT.I,ADT Corporation,ADT.I.2Q15,3200,3205,2Q15,2015/3F,84.6,07/29/2015,3,6/30/2015,6/30/2014,12/31/2014,3/31/2015,0.49,0.51,0.53,-3.92,-7.34,-19.15,2.111,33.57,2.104,32.29,2.152,37.93,-3.4215033,-14.8694935,-6.1609983,5.7747602,0.2264142,-0.01860261,16.7,19.1,12.8,24.2552338,24.51955491,20.50115956,42.3,43.0,1.73,1.73,0.72501105,3309,3408,3583.217,0.063,0.065,0.057,-0.008,-9.196,-15.096,-6.142,-0.124414937,0.299265401,-0.010780013,0.183115215,0.00,31.00,1.65,-3.313,-7.818,8.287005138,7/28/2015,8/3/2015,7/22/2015,7/30/2014,7/1/2015,6/24/2015,4/29/2015
ATGE,Adtalem Global Education Inc.,ATGE.2Q15,3400,3450,2Q15,2015/4F,27.9,08/19/2015,3,6/30/2015,6/30/2014,12/31/2014,3/31/2015,,0.67,0.62,-29.19,-36.84,-10.13,2.560,29.98,2.604,28.14,2.558,31.35,-27.720266,-10.239238,-11.565054,6.4000726,-2.006036,-1.1066556,28.4,6.8,4.4,17.01821105,17.41631949,10.11684993,37.4,37.4,1.89,1.89,0.33333334,1964.37,1923.37,,0.085,0.093,0.082,-0.011,-34.120,-8.233,-10.458,3.179582219,5.375090894,-0.022858357,0.682165018,0.00,33.01,0.00,0.000,0.000,,8/18/2015,8/24/2015,8/12/2015,8/20/2014,7/22/2015,7/15/2015,5/20/2015
ADTN,"ADTRAN, Inc.",ADTN.2Q15,1300,1320,2Q15,2015/2F,13.0,07/15/2015,3,6/30/2015,6/30/2014,12/31/2014,3/31/2015,0.08,0.07,0.24,-27.97,-25.46,-12.96,0.619,16.25,0.625,16.34,0.927,19.03,-25.891674,-14.135575,-2.44776,6.328881,-2.8838336,-2.7858257,2.6,2.9,2.6,2.55626589,2.842924419,3.281158299,16.3,20.9,2.08,1.92,0.28867513,641.744,630.007,607.8732,0.038,0.038,0.049,0.010,-32.221,-11.252,0.338,-0.097208735,-0.017872072,-0.100832272,-0.220925766,0.17,-0.55,28.65,13.742,-65.522,-5.27793014,7/14/2015,7/20/2015,7/8/2015,7/16/2014,6/17/2015,6/10/2015,4/15/2015
AAP,"Advance Auto Parts, Inc.",AAP.2Q15,3500,3540,2Q15,2015/2F,145.0,08/13/2015,4,6/30/2015,6/30/2014,12/31/2014,3/31/2015,2.26,2.25,2.33,18.06,0.01,6.41,8.862,159.29,8.966,172.74,8.945,149.86,28.702795,15.267587,6.5835714,8.734596,-1.8328667,1.392138,8.1,7.7,4.3,6.737671129,6.825597358,6.150871119,172.8,169.0,1.50,1.48,0.5107539,6493.81,9843.86,9882.02,0.056,0.052,0.060,0.008,19.968,17.100,5.191,0.055763123,0.899683251,-0.012881836,0.095401123,0.02,0.05,-2.21,0.266,-3.189,52.17599529,8/12/2015,8/18/2015,8/6/2015,8/14/2014,7/16/2015,7/9/2015,5/14/2015
WMS,"Advanced Drainage Systems, Inc.",WMS.2Q15,1200,1250,2Q15,2015/1F,10.9,09/02/2015,3,6/30/2015,6/30/2014,12/31/2014,3/31/2015,0.38,0.39,0.36,,27.63,-2.04,1.144,29.33,1.174,27.32,1.127,30.02,45.35005,-8.994007,0.18334389,4.951966,-8.352876,-7.885665,10.2,3.7,6.6,7.944680771,7.219504091,5.931671666,32.3,32.8,1.33,1.20,0.57735026,1068.9333,1177.82,1343.33,0.039,0.043,0.038,-0.005,40.398,-0.641,8.069,1.792083042,0.561215378,0.100446883,0.339366239,0.13,18.35,1.44,-2.564,5.812,25.67014237,9/1/2015,9/7/2015,8/26/2015,9/3/2014,8/5/2015,7/29/2015,6/3/2015
AMD,"Advanced Micro Devices, Inc.",AMD.2Q15,1300,1305,2Q15,2015/2F,35.9,07/17/2015,5,6/30/2015,6/30/2014,12/31/2014,3/31/2015,-0.16,-0.10,-0.10,-42.72,-10.11,-10.45,-0.152,2.4,-0.271,1.96,-0.186,2.575,-32.637077,-23.883497,-15.151512,6.994641,-0.2349317,-0.91192126,4.3,12.0,8.3,18.63527969,18.68358041,15.8263289,2.4,2.6,2.17,2.21,0.5920935,5299,5506,4116.7266,-0.063,-0.138,-0.072,0.066,-39.632,-23.649,-14.240,-0.63998186,-0.483383719,-0.002585196,0.177485936,-0.04,22.22,8.35,67.874,66.296,-22.31125495,7/16/2015,7/22/2015,7/10/2015,7/18/2014,6/19/2015,6/12/2015,4/17/2015
ADVS,"Advent Software, Inc.",ADVS.2Q15,3300,3308,2Q15,2015/2F,31.1,07/27/2015,1,6/30/2015,6/30/2014,12/31/2014,3/31/2015,,0.40,0.39,35.74,44.29,0.23,1.606,44.21,1.644,,1.585,43.46,41.562607,,,4.3810487,0.7450819,-0.06789565,2.3,4.9,1.3,,4.911629279,2.780461257,44.0,44.2,2.00,2.00,,382.959,396.82,421.303,0.036,,0.036,,37.182,,,-0.533739042,0.711728447,,,0.00,,0.43,0.000,0.000,10.01256009,7/24/2015,7/30/2015,7/20/2015,7/28/2014,6/29/2015,6/22/2015,4/27/2015
ABCO,Advisory Board Company,ABCO.2Q15,3200,3205,2Q15,2015/2F,14.1,08/05/2015,3,6/30/2015,6/30/2014,12/31/2014,3/31/2015,0.32,0.32,0.32,5.44,11.62,2.61,1.537,54.67,1.564,58.56,1.469,50.15,12.730276,16.769695,7.6866508,6.8161726,1.2234449,1.2019515,10.4,10.4,11.8,7.906518939,7.304209231,6.361949046,63.8,62.3,1.25,1.28,0.42874646,520.596,574.21564,784.75867,0.028,0.027,0.029,0.003,5.914,15.546,6.485,0,-0.117436374,0.082460632,0.2427825,-0.03,8.95,-2.34,0.465,0.517,50.74235492,8/4/2015,8/10/2015,7/29/2015,8/6/2014,7/8/2015,7/1/2015,5/6/2015
ACM,AECOM,ACM.2Q15,3100,3115,2Q15,2015/3F,43.5,08/11/2015,2,6/30/2015,6/30/2014,12/31/2014,3/31/2015,0.76,0.83,0.81,2.73,8.92,7.33,3.314,33.08,3.329,30.69,3.240,30.97,-7.867736,-0.9040952,-5.714279,9.247482,-0.33820271,0.41736364,5.0,4.2,4.8,3.548919018,3.417472383,3.632304632,35.3,34.8,1.45,1.50,0.52223295,8153.49,8356.78,18551.06,0.100,0.108,0.105,-0.004,-17.115,-0.566,-6.132,0.190312152,0.045383661,0.038463115,-0.022956669,-0.05,15.13,-1.65,-8.879,-7.027,127.522938,8/10/2015,8/14/2015,8/4/2015,8/12/2014,7/14/2015,7/7/2015,5/12/2015
AEGR,"Aegerion Pharmaceuticals, Inc.",AEGR.2Q15,2300,2305,2Q15,2015/2F,12.8,08/06/2015,4,6/30/2015,6/30/2014,12/31/2014,3/31/2015,-0.20,-0.36,-0.34,-40.89,-9.41,-27.51,-1.101,18.97,-0.903,18.97,-1.008,20.83,-42.694496,-8.929432,2.0441055,7.6282024,0.8677006,1.2945294,11.4,11.4,12.9,24.64170375,26.41811334,23.31942836,24.6,27.2,1.94,1.93,0.67810136,48.546,158.373,236.22575,-0.058,-0.048,-0.048,-0.001,-50.323,-9.797,0.750,0,-0.114866316,-0.067242107,0.056702736,0.01,29.53,10.56,-44.111,-40.878,386.6018828,8/5/2015,8/11/2015,7/30/2015,8/7/2014,7/9/2015,7/2/2015,5/7/2015
AER,AerCap Holdings NV,AER.2Q15,4800,4830,2Q15,2015/2F,111.8,08/11/2015,2,6/30/2015,6/30/2014,12/31/2014,3/31/2015,1.34,1.32,1.29,-0.02,17.95,4.90,5.508,45.79,5.567,46.8,5.284,48.48,2.2875786,-3.4653485,3.7463903,9.247482,-0.33820271,0.41736364,4.1,3.2,9.7,4.088324742,4.425819671,8.820791094,56.7,54.2,1.32,1.25,0.46439138,1050.06,3640.28,5096.6426,0.120,0.119,0.109,-0.010,-6.960,-3.127,3.329,0.285920367,-0.572366097,-0.076255915,-0.536512689,0.07,21.08,-4.41,0.954,3.320,385.3667981,8/10/2015,8/14/2015,8/4/2015,8/12/2014,7/14/2015,7/7/2015,5/12/2015
AES,AES Corporation,AES.2Q15,4700,4705,2Q15,2015/2F,81.6,08/10/2015,1,6/30/2015,6/30/2014,12/31/2014,3/31/2015,0.27,0.28,0.28,-14.73,-3.70,3.19,1.299,13.26,1.303,12.73,1.290,13.68,-10.37088,-6.9444475,-3.5606086,8.54764,-0.41812062,1.2097597,2.8,2.7,2.9,2.010286514,1.980997459,2.272001015,14.9,14.4,1.42,1.46,0.51492864,15891,17146,18231.35,0.098,0.102,0.094,-0.008,-18.919,-6.526,-4.770,0.059421949,-0.014883112,0.014785004,-0.11519119,-0.04,16.65,-2.82,-5.780,-3.852,14.72751872,8/7/2015,8/13/2015,8/3/2015,8/11/2014,7/13/2015,7/6/2015,5/11/2015
AET,Aetna Inc.,AET.2Q15,3350,3355,2Q15,2015/2F,284.1,08/04/2015,2,6/30/2015,6/30/2014,12/31/2014,3/31/2015,1.83,1.82,1.80,57.20,43.49,19.65,7.783,127.46,7.841,112.31,7.636,107.2,46.9921,4.766786,-11.886084,8.611059,0.065624714,1.1032343,0.9,0.9,1.2,1.367385518,1.34069275,0.769202653,135.3,120.8,1.43,1.30,0.5976143,47294.6,57922.8,61685.8,0.061,0.070,0.071,0.001,38.381,4.701,-12.989,0,-0.249828219,0.019909683,0.777666149,0.12,20.48,-10.70,0.575,1.519,30.42884388,8/3/2015,8/7/2015,7/28/2015,8/5/2014,7/7/2015,6/30/2015,5/5/2015
AMG,"Affiliated Managers Group, Inc.",AMG.2Q15,4800,4845,2Q15,2015/2F,77.2,07/28/2015,2,6/30/2015,6/30/2014,12/31/2014,3/31/2015,3.01,3.04,3.05,6.43,3.00,1.78,14.684,218.6,14.613,217.9,14.346,228.02,7.1148634,-4.4382095,-4.3962836,5.110228,0.002717972,-0.5871117,1.4,2.6,2.1,0.982313038,0.897417799,1.557077181,256.3,260.1,1.13,1.14,0.31079078,2188.8,2510.9,2676.3325,0.067,0.067,0.063,-0.004,2.005,-4.441,-3.809,-0.468400433,-0.351602674,0.094599459,-0.369130156,-0.01,17.62,1.49,-0.859,-1.127,22.2739629,7/27/2015,7/31/2015,7/21/2015,7/29/2014,6/30/2015,6/23/2015,4/28/2015
