unique_earnings_code,hvol_20_120_F,hvol_10_60_F,h30_v_imp30_F
BWP.1Q14,0.0403,-0.1234,-0.1563
QRVO.1Q14,0.013200000000000017,-0.087,-0.17919999999999997
SCG.1Q14,0.015100000000000002,-0.046500000000000014,-0.1169
ULTI.1Q14,0.0012999999999999956,0.04329999999999998,-0.1134
TCBI.1Q14,-0.0169,0.047400000000000025,-0.07119999999999999
HAR.1Q14,-0.0295,0.05349999999999999,-0.119
CBRE.1Q14,-0.030200000000000005,0.0398,-0.21480000000000005
OUTR.1Q14,-0.010000000000000009,0.061600000000000016,-0.14850000000000002
DSW.1Q14,-0.009800000000000003,0.047000000000000014,-0.15450000000000003
DOX.1Q14,-0.010699999999999987,-0.0847,-0.1461
BKS.1Q14,-0.006199999999999983,-0.0557,-0.1369
LDOS.1Q14,0.04810000000000003,0.0751,-0.13019999999999998
MAR.1Q14,0.05810000000000001,0.09200000000000003,-0.0852
LOCK.1Q14,0.054400000000000004,0.08879999999999999,-0.09190000000000004
RDN.1Q14,0.049699999999999966,0.045599999999999974,-0.09060000000000001
RAX.1Q14,0.05099999999999999,0.0681,-0.09460000000000002
GWR.1Q14,0.02090000000000003,0.069,-0.1033
ACC.1Q14,0.0262,0.09200000000000003,-0.0968
MDSO.1Q14,0.046599999999999975,0.022599999999999953,-0.2264
HRL.1Q14,0.05980000000000002,0.025000000000000022,-0.20520000000000005
CFN.1Q14,0.05940000000000001,0.03410000000000002,-0.04899999999999999
ITT.1Q14,0.03989999999999999,0.029200000000000004,-0.11080000000000001
CAT.1Q14,0.04529999999999998,-0.0019000000000000128,-0.0378
LOGM.1Q14,0.048500000000000015,0.0018000000000000238,-0.05570000000000003
ESC.1Q14,0.05660000000000001,-0.025199999999999972,-0.17550000000000004
RHP.1Q14,0.0126,-0.043200000000000016,-0.03989999999999999
EW.1Q14,0.004799999999999999,-0.06430000000000002,-0.1624
VNO.1Q14,0.0030999999999999917,-0.08229999999999998,-0.09970000000000001
MDP.1Q14,-0.0021000000000000185,-0.0849,-0.13230000000000003
RIG.1Q14,-0.012900000000000023,-0.0504,-0.1901
HSP.1Q14,-0.005999999999999978,-0.03939999999999999,0.0494
MRK.1Q14,-0.0199,-0.0343,0.03789999999999996
QCOR.1Q14,-0.0257,-0.04299999999999998,-0.0015999999999999903
ADI.1Q14,-0.0416,-0.05150000000000002,-0.006200000000000011
WTW.1Q14,-0.057599999999999985,-0.051100000000000007,0.012699999999999989
POM.1Q14,-0.059099999999999986,-0.050600000000000006,0.010899999999999993
URS.1Q14,-0.059600000000000014,-0.0943,-0.0020999999999999908
MAT.1Q14,-0.06139999999999998,-0.1248,-0.016699999999999993
AKAM.1Q14,-0.06309999999999999,-0.12260000000000001,-0.02729999999999999
PAY.1Q14,-0.07,-0.1229,-0.0441
PRI.1Q14,-0.0489,-0.0887,-0.029799999999999993
COF.1Q14,-0.042800000000000005,-0.023300000000000015,-0.02049999999999999
EFX.1Q14,-0.062,-0.028999999999999998,-0.028799999999999992
AEP.1Q14,-0.06189999999999998,-0.026900000000000007,-0.03210000000000002
WP.1Q14,-0.03949999999999998,0.01319999999999999,-0.02579999999999999
IEX.1Q14,-0.0325,0.022799999999999987,-0.08579999999999999
SMTC.1Q14,-0.03240000000000001,-0.0688,-0.03259999999999999
NDSN.1Q14,-0.03849999999999998,-0.06549999999999997,-0.0131
PLCM.1Q14,-0.0174,0.030800000000000022,-0.02100000000000002
JCOM.1Q14,-0.015199999999999991,-0.022199999999999998,-0.02880000000000002
GATX.1Q14,-0.0247,-0.02099999999999999,-0.0345
HA.1Q14,-0.04520000000000002,0.015199999999999991,-0.023299999999999987
FLEX.1Q14,-0.0406,0.022299999999999986,-0.04219999999999999
CMPR.1Q14,-0.033899999999999986,-0.029899999999999982,-0.03459999999999999
RJF.1Q14,-0.05650000000000002,-0.03610000000000002,-0.0237
SEE.1Q14,-0.05299999999999999,-0.03900000000000001,-0.0338
ARTC.1Q14,-0.05929999999999999,-0.034,-0.04730000000000001
ILMN.1Q14,-0.055900000000000005,-0.051100000000000007,-0.08600000000000002
DWRE.1Q14,-0.03260000000000002,-0.0131,-0.08879999999999999
ED.1Q14,-0.0204,0.010000000000000009,-0.06609999999999999
CACI.1Q14,-0.0633,0.001700000000000007,-0.07529999999999998
LYV.1Q14,-0.06620000000000001,-0.0032000000000000084,-0.07759999999999997
BKU.1Q14,-0.0582,-0.0015000000000000013,-0.06440000000000001
TRW.1Q14,-0.05940000000000001,0.006500000000000006,-0.0698
JBLU.1Q14,-0.06080000000000002,0.00789999999999999,-0.06440000000000001
PSMT.1Q14,-0.054800000000000015,-0.06630000000000001,-0.038500000000000006
PLCE.1Q14,-0.052799999999999986,-0.0869,-0.04550000000000001
HES.1Q14,-0.06380000000000002,-0.08679999999999999,-0.06849999999999998
BPOP.1Q14,-0.06259999999999999,-0.11200000000000002,-0.060600000000000015
CPN.1Q14,-0.0633,-0.0939,-0.059
HRC.1Q14,-0.062299999999999994,-0.0789,-0.06870000000000001
SE.I.1Q14,-0.06339999999999998,-0.0923,-0.07250000000000001
R.1Q14,-0.10980000000000001,-0.07419999999999999,-0.08710000000000001
CRL.1Q14,-0.0997,-0.036000000000000004,-0.06259999999999999
PRGO.1Q14,-0.0981,-0.031700000000000006,-0.0739
AON.1Q14,-0.10099999999999999,-0.023400000000000004,-0.07620000000000002
FITB.1Q14,-0.0991,-0.03669999999999998,-0.09710000000000002
FNGN.1Q14,-0.09359999999999999,-0.022300000000000014,-0.0849
AGO.1Q14,-0.06689999999999999,0.005899999999999989,-0.050299999999999984
SRCL.1Q14,-0.0529,0.0,-0.0938
PVTB.1Q14,-0.05130000000000001,0.009199999999999986,-0.10319999999999999
AL.1Q14,-0.047500000000000014,0.0024999999999999745,-0.09240000000000001
CVLT.1Q14,-0.050199999999999995,0.0058,-0.09509999999999999
RAD.1Q14,-0.05429999999999999,-0.0030999999999999917,-0.03359999999999999
HBI.1Q14,-0.0451,-0.0271,-0.03219999999999998
IQV.1Q14,-0.04049999999999998,-0.028200000000000003,-0.028999999999999998
BCR.1Q14,-0.03820000000000001,-0.011700000000000016,-0.04450000000000001
BKD.1Q14,-0.02939999999999998,0.008599999999999997,-0.039299999999999974
STWD.1Q14,-0.004299999999999998,0.026999999999999996,-0.022199999999999998
VSH.1Q14,-0.014300000000000007,0.03420000000000001,-0.020300000000000012
MCRS.1Q14,-0.012399999999999994,0.021300000000000013,-0.023599999999999982
SNA.1Q14,-0.017999999999999988,0.03639999999999999,-0.0542
UTHR.1Q14,-0.01319999999999999,0.029899999999999982,-0.03270000000000001
KS.1Q14,-0.008500000000000008,0.03519999999999998,-0.042700000000000016
ABT.1Q14,-0.007800000000000001,-0.014899999999999997,-0.0406
N.1Q14,-0.013900000000000023,-0.004400000000000015,-0.03920000000000001
BLOX.1Q14,-0.0131,-0.010200000000000015,-0.049699999999999994
FCN.1Q14,-0.0063,0.013800000000000007,-0.039099999999999996
ELLI.1Q14,-0.013999999999999985,-0.005600000000000022,-0.1622
AMG.1Q14,0.020100000000000007,0.0741,-0.09729999999999997
CSGP.1Q14,0.03040000000000001,0.09480000000000002,-0.07659999999999997
FWLT.1Q14,0.037599999999999995,0.09169999999999998,-0.09390000000000004
PRE.1Q14,0.06079999999999999,0.12260000000000001,-0.0595
GNTX.1Q14,0.059,0.05510000000000001,-0.06439999999999999
DRQ.1Q14,0.06109999999999999,0.05829999999999999,-0.07750000000000001
ALXN.1Q14,0.06469999999999998,0.04630000000000001,-0.07650000000000001
CTRX.1Q14,0.07229999999999998,0.050699999999999995,-0.08370000000000002
EQT.1Q14,0.06939999999999999,0.059600000000000014,-0.09140000000000001
OLN.1Q14,0.0695,0.0537,-0.09359999999999999
BRCM.1Q14,0.07269999999999999,-0.022299999999999986,-0.08989999999999998
POL.1Q14,0.022299999999999986,-0.021900000000000003,-0.07949999999999999
WCG.1Q14,0.03559999999999999,-0.008599999999999997,-0.07579999999999998
NTAP.1Q14,0.035,0.0019000000000000128,-0.07160000000000002
MCK.1Q14,0.03359999999999999,-0.015400000000000025,-0.07569999999999999
KMR.1Q14,0.054900000000000004,0.0252,-0.07829999999999998
CIT.1Q14,0.0537,0.0338,-0.087
MNST.1Q14,0.03209999999999999,0.061200000000000004,-0.053299999999999986
TRMB.1Q14,0.03290000000000001,0.06230000000000002,-0.06839999999999999
FMER.1Q14,0.03510000000000002,0.04970000000000002,-0.063
NE.1Q14,0.02890000000000001,0.03,-0.07250000000000001
HOG.1Q14,0.023400000000000004,0.03130000000000002,-0.08499999999999999
HRS.1Q14,0.023299999999999987,-0.032,-0.07100000000000004
SPN.1Q14,0.02260000000000001,-0.03159999999999999,-0.07080000000000003
KKR.1Q14,0.033,-0.05149999999999999,-0.09979999999999997
WYND.1Q14,0.03420000000000001,-0.04949999999999999,-0.10200000000000004
SFM.1Q14,0.03059999999999999,-0.06079999999999999,-0.10220000000000001
CVC.1Q14,0.040199999999999986,-0.0040000000000000036,-0.0829
BABY.1Q14,0.045399999999999996,-0.0068000000000000005,-0.0928
RYN.1Q14,0.025400000000000006,-0.007300000000000001,-0.08899999999999997
ROK.1Q14,0.021900000000000003,-0.00739999999999999,-0.0947
BJRI.1Q14,-0.0008999999999999841,0.0063,-0.011800000000000005
PFPT.1Q14,-0.011399999999999993,-0.016500000000000015,-0.009000000000000008
CBI.1Q14,0.0010000000000000009,-0.03510000000000002,-0.01899999999999999
PKG.1Q14,0.0242,0.018700000000000022,-0.0633
TXN.1Q14,0.050299999999999984,0.0479,-0.12229999999999996
OCN.1Q14,0.11080000000000001,0.1683,-0.07769999999999999
QCOM.1Q14,0.14100000000000001,0.21610000000000001,-0.020000000000000018
DWA.1Q14,0.13279999999999997,0.21839999999999998,-0.022699999999999998
SEAS.1Q14,0.1633,0.15199999999999997,0.0040000000000000036
BK.1Q14,0.1651,0.1486,0.027099999999999957
INVN.1Q14,0.1667,0.10849999999999999,-0.0039000000000000146
SCI.1Q14,0.1918,0.12440000000000001,0.04899999999999999
SPR.1Q14,0.1626,0.013500000000000012,0.02180000000000004
VOYA.1Q14,0.1167,0.011899999999999966,0.06940000000000002
PTC.1Q14,0.08629999999999999,-0.025499999999999967,0.06880000000000003
AVAV.1Q14,0.06399999999999997,-0.0953,0.07540000000000002
SBH.1Q14,0.07119999999999999,-0.10280000000000003,0.05109999999999998
AROC.1Q14,-0.0005000000000000004,-0.0829,-0.021699999999999997
LAMR.1Q14,0.0022000000000000075,-0.12240000000000001,-0.027500000000000024
PDCO.1Q14,-0.009700000000000014,-0.1589,-0.03460000000000002
UHS.1Q14,-0.03369999999999998,-0.06920000000000001,-0.11549999999999999
OA.1Q14,-0.02400000000000002,-0.027700000000000002,-0.07979999999999998
ZBH.1Q14,-0.0184,-0.030700000000000005,-0.10119999999999996
DXCM.1Q14,0.009099999999999997,0.022999999999999965,-0.0998
TDS.1Q14,0.008000000000000007,0.04099999999999998,-0.0812
NTRI.1Q14,0.021199999999999997,-0.043800000000000006,-0.1073
TFX.1Q14,0.015100000000000002,-0.0398,-0.1268
PVAHQ.1Q14,0.01699999999999996,-0.04460000000000003,-0.12010000000000001
AJG.1Q14,0.005700000000000038,-0.08139999999999997,-0.11690000000000003
MGM.1Q14,0.009899999999999964,-0.09609999999999996,-0.1169
INGR.1Q14,0.014000000000000012,-0.09770000000000001,-0.0943
WEC.1Q14,0.018900000000000028,-0.09780000000000003,-0.1003
FULT.1Q14,-0.028000000000000025,-0.12230000000000002,-0.09560000000000002
ADT.I.1Q14,-0.02779999999999999,-0.12080000000000002,-0.09620000000000001
SWY.1Q14,-0.034400000000000014,-0.11159999999999998,-0.08589999999999998
CCOI.1Q14,-0.04269999999999999,-0.08189999999999997,-0.09329999999999997
CDNS.1Q14,-0.0688,-0.09139999999999998,-0.1063
UFS.1Q14,-0.05669999999999997,-0.0784,-0.09140000000000004
EVRG.1Q14,-0.05739999999999998,-0.056900000000000006,-0.08129999999999998
BMR.1Q14,-0.06779999999999997,-0.057099999999999984,-0.13040000000000002
BBY.1Q14,-0.0675,-0.05810000000000001,-0.10250000000000001
MTN.1Q14,-0.06749999999999998,-0.033299999999999996,-0.10889999999999997
FDO.1Q14,-0.0721,-0.06079999999999999,-0.11300000000000002
LVLT.1Q14,-0.0701,-0.046500000000000014,-0.16939999999999997
FTI.1.1Q14,-0.0819,-0.06519999999999998,-0.135
FBHS.1Q14,-0.08560000000000001,-0.0721,-0.1486
POWI.1Q14,-0.0827,-0.06079999999999999,-0.1583
MRO.1Q14,-0.08129999999999998,-0.06369999999999998,-0.15189999999999998
SIAL.1Q14,-0.07569999999999996,-0.05840000000000001,-0.1575
PKI.1Q14,-0.088,-0.05600000000000002,-0.1427
WSM.1Q14,-0.0802,-0.1429,-0.1366
GDOT.1Q14,-0.11919999999999997,-0.1499,-0.16829999999999998
AEO.1Q14,-0.09969999999999998,-0.10969999999999999,-0.1654
SYMC.1Q14,-0.08920000000000003,-0.04849999999999999,-0.1662
TROW.1Q14,-0.06130000000000002,0.02639999999999998,-0.1184
IVZ.1Q14,-0.042300000000000004,0.055999999999999994,-0.07679999999999998
PLD.1Q14,-0.015899999999999997,0.0928,-0.09110000000000001
K.1Q14,-0.011800000000000033,0.040700000000000014,-0.10899999999999999
EPC.1Q14,-0.008500000000000008,0.039599999999999996,-0.06790000000000002
LSTR.1Q14,-0.010799999999999976,0.02410000000000001,-0.07760000000000003
NSM.1Q14,-0.012799999999999978,0.031200000000000006,-0.0844
WAB.1Q14,0.007000000000000006,0.014400000000000024,-0.05609999999999998
FCEL.1Q14,0.01429999999999998,0.03980000000000003,-0.051199999999999996
RES.1Q14,0.01689999999999997,0.025499999999999995,-0.049699999999999994
SFG.1Q14,0.0007999999999999674,0.0461,-0.06530000000000002
STE.1Q14,-0.0041999999999999815,0.018699999999999994,-0.0509
HUN.1Q14,-0.016500000000000015,0.0194,-0.04239999999999999
FEIC.1Q14,-0.042299999999999977,9.999999999998899e-05,-0.0474
TDY.1Q14,-0.022799999999999987,0.031399999999999983,-0.04140000000000005
GNW.1Q14,-0.022400000000000003,-0.0237,-0.0708
FNSR.1Q14,-0.009200000000000014,-0.07270000000000001,-0.066
LAZ.1Q14,-0.005599999999999994,-0.07240000000000002,-0.07200000000000001
CCK.1Q14,-0.00839999999999999,-0.002899999999999986,-0.08990000000000001
WM.1Q14,-0.004799999999999999,-0.02729999999999999,-0.05979999999999999
ULTA.1Q14,-0.005700000000000011,-0.037000000000000005,-0.10239999999999999
TMO.1Q14,0.039099999999999996,0.04780000000000001,-0.06480000000000002
SBNY.1Q14,0.03519999999999998,0.0010999999999999899,-0.08979999999999999
WWAV.1Q14,0.020299999999999985,0.019100000000000006,-0.0766
WRK.1Q14,0.03560000000000002,0.02579999999999999,-0.07639999999999997
MWE.1Q14,0.04500000000000001,0.08689999999999998,-0.03109999999999996
SCHW.1Q14,0.03520000000000001,0.07150000000000001,-0.04460000000000003
AVT.1Q14,0.04150000000000001,0.017400000000000027,-0.050299999999999956
RVBD.1Q14,0.02780000000000002,0.027500000000000024,-0.06689999999999996
SRC.1Q14,0.031700000000000006,0.020699999999999996,-0.0655
PBF.1Q14,0.0552,0.04949999999999999,-0.04200000000000004
BRO.1Q14,0.04149999999999998,-0.04550000000000001,-0.05249999999999999
CHMT.1Q14,0.04149999999999998,-0.07959999999999998,-0.057999999999999996
AMD.1Q14,0.04469999999999996,-0.07980000000000001,-0.06590000000000001
HUM.1Q14,0.004200000000000009,-0.0252,-0.07949999999999996
TJX.1Q14,0.06459999999999999,0.08449999999999996,-0.019899999999999973
FISV.1Q14,0.059,0.08700000000000002,-0.01870000000000005
NI.1Q14,0.06669999999999998,0.0756,-0.020499999999999963
DLX.1Q14,0.029700000000000004,0.07439999999999997,-0.04760000000000003
LNG.1Q14,0.017600000000000005,0.08410000000000001,-0.033299999999999996
ALSN.1Q14,0.05070000000000002,0.1341,-0.044300000000000006
MNK.1Q14,0.08340000000000003,0.044399999999999995,-0.09129999999999999
LAD.1Q14,0.0902,0.0655,-0.0676
BLK.1Q14,0.07669999999999999,0.06779999999999997,-0.08990000000000004
WFC.1Q14,0.09689999999999999,0.10609999999999997,-0.0842
SFLY.1Q14,0.11169999999999997,0.132,-0.02849999999999997
WFM.1Q14,0.11630000000000001,0.06059999999999999,0.033499999999999974
SLXP.1Q14,0.10590000000000005,-0.016000000000000014,0.031799999999999995
ANDV.1Q14,0.06059999999999999,-0.01820000000000005,0.052800000000000014
IBKR.1Q14,0.067,-0.015300000000000036,0.059699999999999975
CTXS.1Q14,0.07139999999999996,0.012199999999999989,0.057999999999999996
FII.1Q14,0.07679999999999998,-0.010399999999999965,0.059199999999999975
KALU.1Q14,0.07650000000000001,-0.03969999999999996,0.0625
WCNX.1Q14,0.03049999999999997,-0.07540000000000002,0.07569999999999999
GRMN.1Q14,-0.0018999999999999573,-0.03450000000000003,0.04310000000000003
AGN.2.1Q14,-0.003500000000000003,-0.04200000000000004,0.02939999999999998
