unique_earnings_code,hvol_20_120_F,hvol_10_60_F,h30_v_imp30_F
BWLD.4Q14,-0.05539999999999998,-0.009200000000000041,-0.08829999999999999
BG.4Q14,-0.05930000000000002,0.0015000000000000013,-0.1124
BURL.4Q14,-0.020399999999999974,0.05349999999999999,-0.059
BWXT.4Q14,-0.011099999999999999,-0.10239999999999999,-0.07840000000000003
BCR.4Q14,0.014200000000000046,-0.1572,-0.07779999999999998
CHRW.4Q14,0.0013999999999999568,-0.14609999999999998,-0.05710000000000004
CA.4Q14,-0.005899999999999961,-0.13899999999999998,-0.0675
CAB.4Q14,0.018000000000000016,0.019100000000000006,-0.06379999999999997
CVC.4Q14,0.051899999999999946,0.0882,-0.04580000000000001
CBT.4Q14,0.053600000000000037,0.08090000000000003,-0.04189999999999999
COG.4Q14,-0.0010999999999999899,0.07140000000000002,-0.03849999999999998
CACI.4Q14,-0.00930000000000003,-0.010099999999999998,-0.0474
CDNS.4Q14,-0.0116,-0.013500000000000012,-0.05970000000000003
CAA.4Q14,-0.0030999999999999917,-0.01150000000000001,-0.06409999999999999
CPN.4Q14,-0.0029000000000000137,-0.035500000000000004,-0.047799999999999954
CPT.4Q14,-0.005500000000000005,-0.08099999999999999,-0.03749999999999998
CAM.4Q14,-0.0050000000000000044,-0.05569999999999997,-0.03410000000000002
CPB.4Q14,0.1259,0.19329999999999997,0.023799999999999988
CSIQ.4Q14,0.10970000000000002,0.23720000000000008,0.006199999999999983
COF.4Q14,0.11519999999999997,0.2398,-0.09160000000000001
CPRI.4Q14,0.6861,0.9838,0.7311999999999999
CRR.4Q14,0.7109000000000001,1.0308000000000002,0.7653999999999999
CAH.4Q14,0.7304999999999999,1.0916000000000001,0.7979999999999999
CFN.4Q14,0.7309999999999999,1.0834000000000001,0.7944
CSL.4Q14,0.7216,1.0717,0.7946
CRS.4Q14,0.7181000000000001,1.0271,0.7866
CRZO.4Q14,0.713,1.0400999999999998,0.7726999999999999
CRI.4Q14,0.7226,-0.5199,0.7806
CASY.4Q14,0.7199000000000001,-0.5726,0.7728000000000002
CTRX.4Q14,0.7202,-0.6598999999999999,0.7786
CAT.4Q14,0.7076,-0.67,0.7827999999999999
CAVM.4Q14,0.6881999999999999,-0.6466000000000001,0.7737
CBOE.4Q14,0.6706,-0.6417,0.7680999999999999
CBRE.4Q14,0.6766,-0.6222,0.7851999999999999
CBS.4Q14,-0.44400000000000006,-0.6462,0.8013000000000001
CDW.4Q14,-0.3853,-0.5808,0.8263999999999999
CE.4Q14,-0.38620000000000004,-0.5803,0.7927000000000001
CELG.4Q14,-0.39509999999999995,-0.631,0.7797999999999999
CNC.4Q14,-0.39020000000000005,-0.5882,0.7676
CNP.4Q14,-0.3908999999999999,-0.6015999999999999,-0.06869999999999998
CENX.4Q14,-0.39369999999999994,-0.5874999999999999,-0.06520000000000004
CTL.4Q14,-0.40430000000000005,-0.574,-0.09240000000000001
CPHD.4Q14,-0.4053,-0.6386,-0.06639999999999999
CERN.4Q14,-0.34590000000000004,-0.5196000000000001,-0.056999999999999995
CF.4Q14,-0.33110000000000006,-0.5041,-0.04830000000000001
CRL.4Q14,-0.33160000000000006,-0.5228999999999999,-0.07079999999999997
SCHW.4Q14,-0.32060000000000005,-0.5238999999999999,-0.05529999999999996
GTLS.4Q14,-0.30629999999999996,-0.5600999999999999,-0.03209999999999996
CHTR.4Q14,-0.3194,-0.015500000000000014,-0.017100000000000004
CHKP.4Q14,-0.3172,-0.06870000000000001,-0.04099999999999998
CAKE.4Q14,-0.32020000000000004,-0.046500000000000014,-0.1648
CHE.4Q14,-0.33410000000000006,-0.041800000000000004,-0.08510000000000001
CHMT.4Q14,-0.20040000000000002,0.2021,-0.04039999999999999
LNG.4Q14,-0.19640000000000002,0.21420000000000006,-0.14540000000000003
CHK.4Q14,-0.20450000000000002,0.17889999999999995,-0.123
CVX.4Q14,-0.04949999999999999,0.4462,-0.10360000000000003
CBI.4Q14,0.045399999999999996,0.5470999999999999,-0.013599999999999945
CHS.4Q14,0.043399999999999994,0.5392000000000001,-0.10870000000000002
PLCE.4Q14,0.0907,0.48640000000000005,-0.29989999999999994
CMG.4Q14,0.08789999999999998,0.45019999999999993,-0.07629999999999992
CB.1.4Q14,0.08509999999999995,0.43209999999999993,-0.0716
CB.4Q14,0.08310000000000006,0.4314,-0.0049000000000000155
CHD.4Q14,0.08360000000000001,0.2249,0.013599999999999945
CIEN.4Q14,0.11349999999999993,0.025399999999999978,0.06710000000000005
CI.4Q14,0.12990000000000002,0.06589999999999996,0.031000000000000028
XEC.4Q14,0.05359999999999998,-0.04269999999999996,0.04899999999999993
CMPR.4Q14,0.05290000000000006,-0.0005999999999999339,0.05700000000000005
CINF.4Q14,0.05479999999999996,0.041999999999999926,0.06020000000000003
CNK.4Q14,0.05909999999999993,0.042200000000000015,0.06110000000000004
CRUS.4Q14,-0.01749999999999996,0.11770000000000003,0.024699999999999944
CSCO.4Q14,-0.13450000000000006,0.0605,0.04249999999999998
CIT.4Q14,-0.13570000000000004,-0.03949999999999998,0.03759999999999997
C.4Q14,-0.2047,-0.030399999999999983,-0.0040000000000000036
CTXS.4Q14,-0.1955,-0.12420000000000003,-0.19610000000000005
CYN.4Q14,-0.1744,-0.044300000000000006,-0.08250000000000002
CLC.4Q14,-0.18130000000000002,-0.25680000000000003,-0.2388
CLH.4Q14,-0.22590000000000005,-0.2469,-0.2975
CLF.4Q14,-0.2664,-0.2339,-0.21370000000000006
CLX.4Q14,-0.2365,-0.24130000000000007,-0.23140000000000005
CLD.4Q14,-0.18379999999999996,-0.00029999999999996696,0.01860000000000006
CME.4Q14,-0.21039999999999992,-0.020399999999999974,0.04500000000000004
CMS.4Q14,-0.21129999999999993,-0.05120000000000002,0.05850000000000005
CNO.4Q14,-0.30369999999999997,-0.050000000000000044,0.08510000000000001
CNX.4Q14,-0.305,-0.05810000000000004,0.056400000000000006
KO.4Q14,-0.29300000000000004,-0.04630000000000001,0.05049999999999999
CCEP.4Q14,-0.28689999999999993,-0.11959999999999998,0.059
CDE.4Q14,-0.2946,-0.3776,0.05960000000000004
CGNX.4Q14,-0.055499999999999994,-0.32770000000000005,0.07300000000000001
CTSH.4Q14,-0.04910000000000003,-0.3276,0.019500000000000017
CFX.4Q14,-0.05070000000000002,-0.3203,0.019500000000000017
CL.4Q14,-0.01859999999999995,-0.2107,0.026600000000000013
B4K007.4Q14,-0.015800000000000036,-0.11390000000000006,0.042899999999999994
CMCSA.4Q14,-0.1104,-0.09299999999999997,0.05379999999999996
CMA.4Q14,-0.08860000000000001,-0.018900000000000028,0.0811
CBSH.4Q14,-0.05429999999999996,0.07590000000000002,0.07640000000000002
CMC.4Q14,-0.06509999999999999,-0.0022999999999999687,0.09360000000000002
COMM.4Q14,-0.06779999999999997,-0.06169999999999998,0.07289999999999996
CYH.4Q14,-0.0645,-0.05230000000000001,0.022399999999999975
CVLT.4Q14,-0.07250000000000001,-0.15460000000000002,0.004599999999999993
CMP.4Q14,-0.0741,-0.1782,0.017299999999999982
CRK.4Q14,-0.16259999999999997,-0.16090000000000002,0.00030000000000002247
CNW.4Q14,-0.1477,-0.12840000000000001,0.007900000000000018
CXO.4Q14,-0.1683,-0.13299999999999995,0.004200000000000037
CONN.4Q14,-0.21950000000000003,-0.06679999999999997,-0.029200000000000004
COP.4Q14,-0.2142,-0.06640000000000001,-0.057999999999999996
ED.4Q14,-0.20440000000000003,-0.06359999999999999,-0.09989999999999999
STZ.4Q14,-0.20429999999999998,-0.0807,-0.11070000000000002
CSTM.4Q14,-0.19619999999999999,-0.056900000000000006,-0.12769999999999998
CLR.4Q14,-0.20529999999999998,-0.057699999999999974,-0.16009999999999996
COO.4Q14,-0.1652,0.020799999999999985,-0.2017
CTB.4Q14,-0.1482,-0.0012000000000000344,-0.14649999999999996
CPA.4Q14,-0.1512,-0.00039999999999995595,-0.1795
CPRT.4Q14,-0.14930000000000004,0.043899999999999995,-0.1664
CLB.4Q14,-0.15339999999999998,0.03949999999999998,-0.16870000000000002
CXW.4Q14,-0.15159999999999996,0.032399999999999984,-0.17659999999999998
CLGX.4Q14,-0.14350000000000002,0.042200000000000015,-0.1694
CSOD.4Q14,-0.1568,-0.156,-0.17969999999999997
GLW.4Q14,-0.1628,-0.14600000000000002,-0.18220000000000003
CSGP.4Q14,-0.15860000000000002,-0.06819999999999998,-0.1804
COTY.4Q14,-0.15889999999999999,-0.0676,-0.19959999999999994
CVD.4Q14,-0.11719999999999997,0.023799999999999988,-0.19990000000000002
CVA.4Q14,-0.09910000000000002,0.07440000000000002,-0.03149999999999997
CBRL.4Q14,-0.09660000000000002,0.07429999999999998,0.020999999999999963
BAP.4Q14,-0.16670000000000001,0.07279999999999998,0.009699999999999986
CREE.4Q14,-0.16709999999999997,0.08479999999999999,0.012500000000000011
CMLP.4Q14,-0.14640000000000003,0.049199999999999966,0.002599999999999991
CCI.4Q14,-0.1381,0.05840000000000001,0.010000000000000009
CCK.4Q14,-0.1376,-0.1197,0.0033999999999999586
CST.4Q14,-0.07500000000000001,-0.05670000000000003,0.01200000000000001
CSX.4Q14,-0.04849999999999999,-0.03699999999999998,-0.031200000000000006
CUBE.4Q14,-0.044800000000000006,-0.022699999999999998,-0.0373
CFR.4Q14,-0.05990000000000001,-0.030600000000000016,-0.052800000000000014
CMI.4Q14,-0.1058,-0.04300000000000004,-0.03820000000000001
CW.4Q14,-0.13090000000000002,0.00030000000000002247,-0.023899999999999977
CVS.4Q14,-0.1429,-0.07190000000000002,-0.02579999999999999
CY.4Q14,-0.10570000000000002,-0.09439999999999998,0.0006999999999999784
CYT.4Q14,-0.09900000000000003,-0.08379999999999999,-0.006200000000000039
DHI.4Q14,-0.09550000000000003,-0.1048,-0.012900000000000023
DAN.4Q14,-0.07670000000000005,-0.1665,-0.047099999999999975
DHR.4Q14,-0.07550000000000001,-0.1689,-0.06429999999999997
DVA.4Q14,-0.1159,-0.1814,-0.06770000000000001
DCP.4Q14,-0.1147,-0.14709999999999998,-0.06149999999999997
TRAK.4Q14,-0.1566,-0.1572,-0.05629999999999999
DF.4Q14,-0.14560000000000003,-0.13700000000000004,-0.06209999999999999
DECK.4Q14,-0.07070000000000004,0.03360000000000002,0.00019999999999997797
DE.4Q14,-0.019600000000000006,0.11699999999999999,-0.0018000000000000238
DK.4Q14,0.045399999999999996,0.01090000000000002,-0.026600000000000013
DAL.4Q14,0.04249999999999998,0.14339999999999997,0.00040000000000001146
DLX.4Q14,0.012900000000000023,0.12109999999999999,0.0041999999999999815
DWRE.4Q14,0.010000000000000009,0.13290000000000002,0.020899999999999974
DNR.4Q14,0.0131,0.11359999999999998,-0.018699999999999994
XRAY.4Q14,0.040100000000000025,0.07300000000000001,0.017699999999999994
DVN.4Q14,0.04209999999999997,-0.0007999999999999674,-0.00020000000000003348
DXCM.4Q14,0.05609999999999998,0.00020000000000003348,0.007199999999999984
DO.4Q14,0.06629999999999997,-0.041600000000000026,-0.020199999999999996
FANG.4Q14,0.04720000000000002,-0.0686,-0.06480000000000002
DRH.4Q14,0.04799999999999999,-0.0363,-0.08700000000000002
DKS.4Q14,0.040100000000000025,-0.061100000000000015,-0.09110000000000001
DBD.4Q14,0.002999999999999947,-0.07990000000000003,-0.09299999999999997
DLR.4Q14,-0.037099999999999966,-0.0852,-0.11099999999999999
DGI.4Q14,-0.02429999999999999,-0.12699999999999997,-0.11359999999999998
DDS.4Q14,-0.06710000000000002,-0.16419999999999998,-0.10220000000000001
DIN.4Q14,-0.06769999999999998,-0.1986,-0.11099999999999999
GMH.4Q14,-0.07780000000000001,-0.19939999999999997,-0.11249999999999999
DFS.4Q14,-0.07399999999999998,-0.1458,-0.12090000000000001
DISCA.4Q14,-0.10880000000000001,-0.14589999999999997,-0.15539999999999998
DISH.4Q14,-0.0952,-0.1227,-0.1804
DG.4Q14,-0.06559999999999999,-0.020299999999999985,-0.1593
DLTR.4Q14,0.11180000000000001,0.2575,0.1422
D.4Q14,0.11359999999999998,0.25300000000000006,0.10980000000000001
DPZ.4Q14,0.11810000000000004,0.2595,0.12209999999999999
UFS.4Q14,0.12040000000000001,0.2563,0.11530000000000001
DCI.4Q14,0.1175,0.2561,0.11360000000000003
DEI.4Q14,0.12960000000000005,0.2552,0.121
DOV.4Q14,0.12589999999999996,0.16819999999999996,0.1149
DWDP.4Q14,0.12529999999999997,-0.1423,0.11199999999999999
DWA.4Q14,0.1361,-0.1327,0.1089
DRC.4Q14,0.1325,-0.16899999999999998,0.11619999999999997
DRQ.4Q14,0.133,-0.1545,0.10999999999999999
DRYS.4Q14,0.1265,-0.22299999999999998,0.11539999999999995
DST.4Q14,0.07240000000000002,-0.224,0.09549999999999997
DSW.4Q14,-0.14679999999999999,-0.1973,0.0952
DTE.4Q14,-0.14579999999999999,-0.19720000000000001,0.1043
DUK.4Q14,-0.1641,-0.21139999999999998,0.11569999999999997
DNB.4Q14,-0.1638,-0.2153,0.10929999999999995
DNKN.4Q14,-0.19419999999999998,-0.2032,0.11220000000000002
DFT.4Q14,-0.1762,-0.1638,0.07390000000000002
DXC.4Q14,-0.14179999999999998,-0.12359999999999999,-0.09459999999999999
ETFC.4Q14,-0.13470000000000001,-0.10390000000000002,-0.08430000000000001
DD.4Q14,-0.13340000000000002,-0.09009999999999999,-0.09029999999999999
EXP.4Q14,-0.1315,-0.06799999999999998,-0.0685
EWBC.4Q14,-0.1068,-0.034399999999999986,-0.1005
EMN.4Q14,-0.06909999999999997,0.02250000000000002,-0.06630000000000003
ETN.4Q14,-0.014600000000000002,0.05019999999999997,-0.039199999999999985
EV.4Q14,-0.011099999999999999,0.05030000000000001,-0.045900000000000024
EBAY.4Q14,-0.007099999999999995,0.01319999999999999,-0.054900000000000004
ECL.4Q14,-0.011800000000000033,-0.0378,-0.0383
EPC.4Q14,-0.022999999999999965,-0.06870000000000004,-0.04379999999999998
EIX.4Q14,-0.029200000000000004,-0.13559999999999997,-0.031199999999999978
EW.4Q14,-0.0668,-0.0020000000000000018,-0.03899999999999998
EA.4Q14,-0.08160000000000003,0.0007999999999999952,-0.04610000000000003
LLY.4Q14,-0.10750000000000001,0.014100000000000001,-0.05019999999999997
EMC.4Q14,-0.09290000000000001,0.06940000000000002,-0.03539999999999999
EME.4Q14,-0.08920000000000003,0.06599999999999998,-0.055900000000000005
EMES.4Q14,-0.0882,0.023499999999999993,-0.07590000000000002
EMR.4Q14,-0.08080000000000004,0.02159999999999998,-0.1187
EEP.4Q14,-0.07139999999999996,0.020100000000000007,-0.1197
EHC.4Q14,-0.0542,0.020899999999999974,-0.147
ENDP.4Q14,0.19799999999999995,0.36010000000000003,0.020199999999999996
EGN.4Q14,0.18469999999999998,0.3630999999999999,0.02100000000000002
ETP.4Q14,0.1851,0.36579999999999996,0.042800000000000005
HPG.4Q14,0.17999999999999994,0.3572,-0.09090000000000004
ET.4Q14,0.17869999999999997,0.35879999999999995,0.0019000000000000128
EXXIQ.4Q14,0.19669999999999999,0.39180000000000004,0.03290000000000004
ENS.4Q14,0.19789999999999996,0.37379999999999997,0.02839999999999998
ENLK.4Q14,0.18000000000000005,-0.176,0.027700000000000002
ESV.4Q14,0.18289999999999995,-0.18339999999999998,0.02350000000000002
ETR.4Q14,0.1911,-0.1771,0.012799999999999978
EPD.4Q14,0.1895,-0.1356,0.006500000000000006
EVHC.4Q14,0.19419999999999998,-0.1268,-0.03689999999999999
EVHC.1.4Q14,0.19419999999999998,-0.1896,0.003899999999999959
EOG.4Q14,0.26499999999999996,0.08989999999999998,0.25429999999999997
EPE.4Q14,-0.0009000000000000119,0.07220000000000004,0.2323
EPAM.4Q14,0.0010000000000000009,0.06979999999999997,0.2374
EQM.4Q14,0.011900000000000022,0.0968,0.23800000000000004
EQT.4Q14,0.014100000000000001,0.07549999999999996,0.23420000000000002
EFX.4Q14,0.016000000000000014,0.062,0.241
EQIX.4Q14,0.01629999999999998,0.02429999999999999,0.24579999999999996
EQR.4Q14,0.024999999999999967,-0.14249999999999996,0.23119999999999996
ESS.4Q14,0.016500000000000015,-0.13320000000000004,0.025399999999999978
EL.4Q14,0.015500000000000014,-0.13570000000000004,0.0464
ESL.4Q14,0.019299999999999984,-0.17739999999999997,0.04370000000000002
EVR.4Q14,-0.0040000000000000036,-0.1982,0.03539999999999999
RE.4Q14,-0.011800000000000033,-0.1813,0.032399999999999984
EVRG.4Q14,-0.03689999999999999,-0.2007,0.0363
ES.4Q14,-0.1848,-0.28869999999999996,0.040500000000000036
EXAM.4Q14,-0.178,-0.29269999999999996,0.031200000000000006
XLS.4Q14,-0.13280000000000003,-0.2701,0.0247
EXC.4Q14,-0.11420000000000002,-0.2007,-0.05399999999999999
EXPE.4Q14,-0.1124,-0.1702,-0.06579999999999997
EXPD.4Q14,-0.10149999999999998,-0.1568,-0.045399999999999996
ESRX.4Q14,-0.10570000000000002,-0.1613,-0.05750000000000002
EXR.4Q14,-0.121,-0.171,-0.06830000000000003
FFIV.4Q14,-0.12209999999999999,-0.14479999999999998,-0.0632
FCS.4Q14,-0.054300000000000015,-0.09550000000000003,-0.005699999999999983
FDO.4Q14,-0.052800000000000014,0.03489999999999999,-0.016100000000000003
FAST.4Q14,-0.04810000000000003,-0.020100000000000007,-0.07269999999999999
FII.4Q14,-0.07130000000000003,0.07940000000000003,-0.012199999999999989
FEIC.4Q14,-0.07140000000000002,0.03280000000000005,-0.016800000000000037
FNF.4Q14,-0.07689999999999997,0.037900000000000045,-0.049299999999999955
FIS.4Q14,-0.06769999999999998,-0.12510000000000002,-0.05740000000000001
FRGI.4Q14,-0.03049999999999997,-0.005400000000000016,-0.02290000000000003
FITB.4Q14,-0.028200000000000003,-0.0005000000000000004,0.01930000000000004
FNGN.4Q14,0.01200000000000001,0.10050000000000003,-0.05780000000000002
FNSR.4Q14,-0.0013000000000000234,0.10110000000000002,-0.0766
FEYE.4Q14,-0.0006999999999999784,0.1058,-0.08279999999999998
FAF.4Q14,-0.07429999999999998,0.08900000000000002,-0.04370000000000002
FHN.4Q14,-0.07450000000000001,-0.013000000000000012,-0.069
FNFG.4Q14,-0.07189999999999996,-0.03860000000000002,-0.11499999999999999
FRC.4Q14,0.1184,0.30089999999999995,0.004500000000000004
FSLR.4Q14,0.14630000000000004,0.292,0.04580000000000001
FE.4Q14,0.15089999999999998,0.3008,0.02040000000000003
FMER.4Q14,0.1634,0.32889999999999997,0.03869999999999996
FISV.4Q14,0.15810000000000002,0.3276,0.01739999999999997
FIVE.4Q14,0.13630000000000003,0.33120000000000005,0.014300000000000035
FLT.4Q14,0.1351,0.3291,0.0024000000000000132
FLEX.4Q14,0.13309999999999994,-0.07390000000000002,-0.010000000000000009
FLIR.4Q14,0.10860000000000003,-0.15009999999999998,-0.0005000000000000004
FTK.4Q14,0.10949999999999999,-0.154,-0.005199999999999982
FLO.4Q14,0.1094,-0.2417,0.01100000000000001
FLS.4Q14,0.11329999999999996,-0.20950000000000002,-0.017500000000000016
FLR.4Q14,0.11280000000000001,-0.2257,-0.04369999999999996
FMC.4Q14,0.10899999999999999,-0.21020000000000003,-0.04580000000000001
FTI.1.4Q14,-0.1367,-0.21380000000000002,-0.05030000000000001
FL.4Q14,-0.1329,-0.2135,-0.057499999999999996
F.4Q14,-0.13909999999999997,-0.2067,-0.04980000000000001
FTNT.4Q14,-0.1801,-0.23629999999999998,-0.050799999999999956
FBHS.4Q14,-0.19110000000000002,-0.23540000000000003,-0.03440000000000004
FET.4Q14,-0.1939,-0.2326,-0.06040000000000001
FOSL.4Q14,0.02529999999999999,0.13510000000000005,-0.03470000000000001
FRAN.4Q14,0.021299999999999986,0.129,0.04780000000000001
BEN.4Q14,0.024500000000000022,0.12889999999999996,0.05130000000000001
FCX.4Q14,0.024399999999999977,0.14699999999999996,0.03160000000000002
FSL.4Q14,0.02739999999999998,0.16139999999999993,0.03200000000000003
TFM.4Q14,0.032399999999999984,0.16220000000000007,0.03989999999999999
FTR.4Q14,0.06359999999999999,-0.2917,0.057999999999999996
GIII.4Q14,0.06979999999999997,-0.27490000000000003,0.07399999999999995
GME.4Q14,0.06930000000000003,-0.2491,0.07850000000000001
GLPI.4Q14,0.06969999999999998,-0.1801,0.05319999999999997
GPS.4Q14,0.0802,-0.15920000000000004,0.07869999999999999
GRMN.4Q14,0.08229999999999998,-0.15189999999999998,0.07439999999999997
IT.4Q14,-0.15660000000000002,-0.13140000000000002,0.08839999999999998
GLOG.4Q14,-0.1433,-0.1402,0.1069
GATX.4Q14,-0.1353,-0.1977,0.0736
GNRC.4Q14,-0.12919999999999998,-0.24109999999999998,0.1362
GD.4Q14,-0.12749999999999997,-0.22329999999999997,0.11409999999999998
GE.4Q14,-0.09339999999999998,-0.05679999999999996,0.11980000000000002
GM.4Q14,-0.05569999999999997,0.042100000000000026,-0.022999999999999965
GWR.4Q14,-0.058699999999999974,0.037099999999999966,-0.028200000000000003
GEL.4Q14,-0.08690000000000003,-0.022299999999999986,-0.03500000000000003
GNTX.4Q14,-0.08949999999999997,-0.05010000000000003,-0.044399999999999995
THRM.4Q14,-0.0912,-0.21330000000000002,-0.029600000000000015
GPC.4Q14,-0.10249999999999998,-0.132,-0.0748
GNW.4Q14,-0.11649999999999999,-0.13169999999999998,-0.07590000000000002
GEO.4Q14,-0.10610000000000003,-0.1202,-0.0865
GPN.4Q14,-0.2002,-0.14110000000000003,-0.10119999999999998
GLUU.4Q14,-0.20079999999999998,-0.1435,-0.11399999999999996
GNC.4Q14,-0.1948,-0.20279999999999998,-0.11619999999999997
GOGO.4Q14,-0.17870000000000003,-0.1571,-0.12919999999999998
GS.4Q14,-0.17700000000000002,-0.1534,-0.1958
GDPMQ.4Q14,-0.1733,-0.08470000000000001,-0.22279999999999997
GT.4Q14,-0.19060000000000002,-0.0893,-0.27749999999999997
GPRO.4Q14,-0.16010000000000002,-0.024499999999999994,-0.2536
GGG.4Q14,-0.17409999999999998,-0.018500000000000016,-0.259
LOPE.4Q14,-0.1464,-0.00020000000000000573,-0.24150000000000002
GPK.4Q14,-0.1474,-0.0021000000000000185,-0.2375
GXP.4Q14,-0.14279999999999998,-0.0007000000000000062,-0.21700000000000003
GPRE.4Q14,-0.1483,-0.020100000000000007,-0.244
GBX.4Q14,0.11009999999999998,0.29760000000000003,0.13
GPI.4Q14,0.1089,0.2964,0.14839999999999998
GRPN.4Q14,0.10859999999999997,0.2652,0.14190000000000003
GRUB.4Q14,0.10420000000000001,0.28759999999999997,0.14190000000000003
GES.4Q14,0.11979999999999996,0.34090000000000004,0.15539999999999998
GWRE.4Q14,0.12570000000000003,0.35219999999999996,0.15659999999999996
GLFMQ.4Q14,0.12719999999999992,0.36529999999999996,0.1502
GPOR.4Q14,0.12739999999999996,-0.10889999999999997,0.15510000000000002
HRB.4Q14,0.13120000000000004,-0.15819999999999998,0.15300000000000002
FUL.4Q14,0.1507,-0.1301,0.17329999999999995
HAIN.4Q14,0.1507,-0.14289999999999997,0.1735
HK.4Q14,0.1533,-0.17379999999999998,0.16099999999999998
HWC.4Q14,0.15180000000000005,-0.16419999999999998,0.15850000000000003
HBI.4Q14,0.1523,-0.1544,0.1486
HOG.4Q14,-0.12160000000000001,-0.1448,0.1607
HAR.4Q14,-0.145,-0.15050000000000002,0.16290000000000004
HRS.4Q14,-0.1566,-0.1816,0.1871
HIG.4Q14,-0.13060000000000002,-0.14390000000000003,0.18629999999999997
HAS.4Q14,-0.1256,-0.1378,0.1894
HTS.4Q14,-0.12459999999999999,-0.1415,-0.0645
HA.4Q14,-0.11900000000000002,-0.1718,-0.07189999999999999
HCA.4Q14,-0.1054,-0.07890000000000003,-0.013899999999999968
HCC.1.4Q14,-0.09699999999999998,-0.1446,0.005699999999999983
HCP.4Q14,-0.07700000000000001,-0.04930000000000001,-0.02109999999999998
HDS.4Q14,-0.062,-0.031700000000000006,-0.005500000000000005
HNT.4Q14,-0.06280000000000002,-0.021200000000000052,-0.0031999999999999806
HPY.4Q14,-0.07319999999999999,-0.010800000000000032,-0.00040000000000001146
HL.4Q14,-0.06480000000000002,-0.12489999999999998,-0.02560000000000001
HLX.4Q14,-0.086,-0.1754,-0.03259999999999996
HP.4Q14,-0.07569999999999999,0.01090000000000002,-0.05719999999999997
HSIC.4Q14,-0.07999999999999996,0.025900000000000006,-0.15199999999999997
HLF.4Q14,-0.06570000000000001,0.04749999999999999,-0.15150000000000002
HSY.4Q14,-0.07519999999999999,0.0343,-0.19230000000000003
HTZ.4Q14,-0.07400000000000001,-0.05210000000000001,-0.2177
HES.4Q14,-0.08970000000000003,-0.07350000000000001,-0.2146
HXL.4Q14,-0.09139999999999998,-0.0723,-0.21949999999999997
HCLP.4Q14,-0.08579999999999999,-0.05790000000000001,-0.2286
HIBB.4Q14,-0.07990000000000003,-0.054400000000000004,-0.2322
HPR.4Q14,-0.07709999999999997,-0.10399999999999998,-0.24810000000000001
HRC.4Q14,-0.06509999999999999,-0.0738,-0.24230000000000002
HLT.4Q14,-0.0466,-0.025800000000000017,-0.2047
HMSY.4Q14,-0.07500000000000001,0.0033999999999999864,-0.2221
HFC.4Q14,-0.0748,0.0012000000000000066,-0.22340000000000002
HOLX.4Q14,-0.0743,0.007800000000000001,-0.2387
HD.4Q14,-0.07399999999999998,-0.020600000000000007,-0.23079999999999998
HME.4Q14,-0.0945,0.01429999999999998,-0.2353
AWAY.4Q14,-0.08149999999999999,0.0194,-0.21999999999999997
HON.4Q14,0.28130000000000005,0.49750000000000005,0.2578
HZNP.4Q14,0.3016,0.5282,0.2619
HRL.4Q14,0.30569999999999997,0.5435,0.2746
HOS.4Q14,0.30789999999999995,0.5426,0.2889
HSP.4Q14,0.30190000000000006,0.5535,0.2977
HST.4Q14,0.30210000000000004,0.5362,0.2946
HPQ.4Q14,0.30770000000000003,0.5527,0.27959999999999996
HSNI.4Q14,0.30569999999999997,-0.25880000000000003,0.2813
HUBB.4Q14,0.3014,-0.3365,0.28069999999999995
HUM.4Q14,0.3103000000000001,-0.30010000000000003,0.2883
HBAN.4Q14,0.30970000000000003,-0.2816,0.292
HII.4Q14,0.30679999999999996,-0.2836,0.2987000000000001
HUN.4Q14,0.3064,-0.2871,0.30779999999999996
H.4Q14,-0.1914,-0.1985,0.2992
IAC.4Q14,-0.21,-0.19270000000000004,0.2935
ICLR.4Q14,-0.19419999999999998,-0.19140000000000001,0.311
ICON.4Q14,-0.18970000000000004,-0.20500000000000002,0.31500000000000006
IEX.4Q14,-0.19760000000000003,-0.1965,0.30839999999999995
IDXX.4Q14,-0.1402,-0.17620000000000002,0.31320000000000003
IHS.4Q14,-0.1426,-0.273,-0.09180000000000002
ITW.4Q14,-0.14389999999999997,-0.2933,-0.09929999999999997
ILMN.4Q14,-0.1478,-0.32680000000000003,-0.0925
IMPV.4Q14,-0.09900000000000003,-0.1931,-0.0769
IMS.4Q14,-0.12819999999999998,-0.22290000000000001,-0.0633
INCY.4Q14,-0.09699999999999998,-0.10249999999999998,-0.042200000000000015
INFN.4Q14,0.13069999999999998,0.1754,0.1674
INFA.4Q14,0.12529999999999997,0.37700000000000006,0.16210000000000002
IR.4Q14,0.13519999999999993,-0.12160000000000001,0.16969999999999996
IM.4Q14,0.16949999999999998,-0.045999999999999985,0.18470000000000003
INGR.4Q14,0.17130000000000006,-0.056599999999999984,0.188
PODD.4Q14,0.1653,-0.09869999999999995,0.1618
INSY.4Q14,0.1654,-0.0771,0.13030000000000003
IDTI.4Q14,-0.1512,-0.08429999999999999,0.118
ICE.4Q14,-0.14659999999999995,-0.2706,0.0776
IBM.4Q14,-0.14750000000000002,-0.2687,0.07150000000000001
IFF.4Q14,-0.1301,-0.2122,0.0665
IGT.1.4Q14,-0.119,-0.227,0.06060000000000004
IP.4Q14,-0.11310000000000003,-0.2694,0.05230000000000001
