ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
TREE,"LendingTree, Inc.",TREE.4Q15,4800,4830,4Q15,2015/4F,45.6,02/25/2016,4,12/31/2015,0.56,0.56,0.51,2.771,89.28,2.757,64.69,2.694,100.82,34.892643,-35.836143,-9.83972,-10.830534,-8.53076,2.704668,3.4,3.9,1.8,25.48631216,26.67269976,16.89192753,127.0,143.4,1.06,1.19,0.16666667,139.24,167.35,252.2075,0.031,0.043,0.027,-0.016,45.723,-27.305,-12.544,-0.135629646,0.888186424,-0.044479472,0.508786496,-0.13,96.32,12.89,1.544,11.361,81.13149957,2/24/2016,3/1/2016,2/18/2016,2/26/2015,1/28/2016,1/21/2016,11/26/2015
CLR,"Continental Resources, Inc.",CLR.4Q15,2100,2105,4Q15,2015/4F,171.7,02/25/2016,4,12/31/2015,-0.21,-0.20,-0.12,-0.037,22.98,-0.782,18.26,0.094,36.96,-57.916485,-50.595238,-1.8807113,-10.830534,-8.53076,2.704668,2.3,2.6,5.6,36.90204719,28.97696432,25.37573232,30.4,42.5,1.41,1.50,0.53698444,3455.15,4801.61,2651.5042,-0.002,-0.043,0.003,0.045,-47.086,-42.064,-4.585,-0.108044903,-0.590231379,0.273495967,0.454225901,-0.09,66.24,40.17,5.623,75.047,-23.25936066,2/24/2016,3/1/2016,2/18/2016,2/26/2015,1/28/2016,1/21/2016,11/26/2015
CPRI,Capri Holdings Limited,CPRI.4Q15,3500,3525,4Q15,2015/3F,136.6,02/02/2016,2,12/31/2015,1.47,1.46,1.53,4.390,40.06,4.388,37.79,4.383,39.32,-43.616722,-3.8911462,-7.851738,-2.0849705,-10.029543,-8.538378,6.4,5.4,3.1,8.845463612,9.155734941,7.055234866,49.8,51.0,1.78,1.81,0.48571548,3310.84,4371.46,4626.3125,0.110,0.116,0.111,-0.005,-41.532,6.138,0.687,0.183452636,1.089797948,-0.033888195,0.253744741,-0.02,31.70,2.55,0.196,-3.963,39.73228848,2/1/2016,2/5/2016,1/26/2016,2/3/2015,1/5/2016,12/29/2015,11/3/2015
RDC,Rowan Cos. Plc Class A,RDC.4Q15,3100,3105,4Q15,2015/4F,58.9,02/26/2016,5,12/31/2015,0.75,0.74,0.72,2.359,16.95,1.878,11.45,2.463,20.05,-41.46229,-42.892765,-2.4701893,-8.27384,-8.601767,0.6387472,3.2,5.2,3.8,16.25562225,14.47532848,8.332976706,16.6,21.2,1.74,1.75,0.51644367,1579.3,1824.4,2131.382,0.139,0.164,0.123,-0.041,-33.188,-34.291,-3.109,-0.380054171,-0.148738912,0.122988143,0.950758153,-0.01,45.33,27.15,0.891,4.078,34.95738618,2/25/2016,3/2/2016,2/19/2016,2/27/2015,1/29/2016,1/22/2016,11/27/2015
WES,Western Midstream Partners LP,WES.4Q15,2100,2120,4Q15,2015/4F,12.1,02/25/2016,4,12/31/2015,0.26,0.28,0.26,1.300,36.29,1.279,22.47,1.295,43.23,-55.46164,-48.02221,-8.435213,-10.830534,-8.53076,2.704668,4.1,4.7,9.8,10.08056572,9.173070423,9.869131818,42.3,59.4,1.63,1.37,0.53229064,1053.49,1273.76,1588.4525,0.036,0.057,0.030,-0.027,-44.631,-39.491,-11.140,-0.144711259,-0.585762744,0.098930376,0.02142376,0.26,88.40,40.28,-7.268,2.015,50.78002639,2/24/2016,3/1/2016,2/18/2016,2/26/2015,1/28/2016,1/21/2016,11/26/2015
TMH,"Team Health Holdings, Inc.",TMH.4Q15,3200,3235,4Q15,2015/4F,49.7,02/23/2016,2,12/31/2015,0.61,0.61,0.62,2.996,43.89,2.993,35.13,3.003,56.86,-29.13279,-38.216667,-13.791407,-10.493869,-9.562481,0.8795619,3.2,3.7,1.3,8.102287006,3.601499954,2.725876234,58.9,71.1,1.17,1.03,0.3834825,2383.59,2819.64,3612.1392,0.068,0.085,0.053,-0.032,-18.639,-28.654,-14.671,-0.122775705,1.571732683,1.249697934,1.972360559,0.14,67.61,20.81,-0.301,-1.831,51.54196821,2/22/2016,2/26/2016,2/16/2016,2/24/2015,1/26/2016,1/19/2016,11/24/2015
ELLI,"Ellie Mae, Inc.",ELLI.4Q15,3300,3310,4Q15,2015/4F,35.0,02/12/2016,5,12/31/2015,0.20,0.21,0.21,1.766,60.23,1.788,65.1,1.726,61.57,30.503391,5.733311,2.892363,-10.832018,-7.3210716,-2.2102594,5.7,7.8,2.6,11.47369049,14.59819842,8.095456074,83.8,83.5,1.22,1.33,0.44095856,128.481,161.537,250.4212,0.029,0.027,0.028,0.001,41.335,13.054,5.103,-0.270106469,1.231242128,-0.214033803,0.417300074,-0.11,28.65,-0.30,-3.743,-3.226,94.90913053,2/11/2016,2/17/2016,2/5/2016,2/13/2015,1/15/2016,1/8/2016,11/13/2015
ADPTQ,"Adeptus Health, Inc. Class A",ADPTQ.4Q15,3350,3360,4Q15,2015/4F,36.3,02/24/2016,3,12/31/2015,0.35,0.32,0.35,2.156,54.52,2.291,42.13,2.068,59.95,10.666668,-29.724771,-12.174278,-11.403161,-8.12304,3.6468625,15.4,11.6,5.6,48.54423598,51.92290409,40.87254317,102.1,104.8,1.10,1.09,0.31622776,102.883,210.694,353.54333,0.040,0.054,0.034,-0.020,22.070,-21.602,-15.821,0.328434707,1.726035166,-0.065070862,0.187697956,0.01,142.35,2.66,8.808,-0.517,243.6362956,2/23/2016,2/29/2016,2/17/2016,2/25/2015,1/27/2016,1/20/2016,11/25/2015
MACK,"Merrimack Pharmaceuticals, Inc.",MACK.4Q15,2300,2320,4Q15,2015/4F,12.7,02/26/2016,5,12/31/2015,-2.63,-2.38,-1.43,-8.900,79,-12.723,57.199997,-8.890,93.5,-42.44403,-38.823532,-12.671762,-8.27384,-8.601767,0.6387472,12.9,15.8,10.0,23.65202262,19.26188592,20.89319542,137.5,152.0,1.00,1.00,0,47.786,102.756,84.439,-0.113,-0.222,-0.095,0.127,-34.170,-30.222,-13.311,-0.180663586,0.288847722,0.227918321,0.132044293,0.00,140.38,10.55,10.644,84.795,76.70238145,2/25/2016,3/2/2016,2/19/2016,2/27/2015,1/29/2016,1/22/2016,11/27/2015
LC,LendingClub Corp,LC.4Q15,4800,4830,4Q15,2015/4F,60.8,02/11/2016,4,12/31/2015,0.04,0.04,0.04,0.246,11.05,0.259,7.59,0.234,13.32,-62.64555,-43.018013,-20.189274,-8.552128,-6.573039,-1.4515817,7.2,10.5,11.7,14.55820768,17.07368268,18.7176139,17.9,19.5,1.44,1.56,0.6291529,,213.412,422.771,0.022,0.034,0.018,-0.017,-54.093,-36.445,-18.738,-0.315839444,-0.387761076,-0.147330546,-0.222218828,-0.13,135.40,8.96,-7.482,-11.428,,2/10/2016,2/16/2016,2/4/2016,2/12/2015,1/14/2016,1/7/2016,11/12/2015
TDW,Tidewater Inc,TDW.4Q15,3100,3110,4Q15,2015/3F,16.1,02/03/2016,3,12/31/2015,-11.67,-9.72,-7.00,-58.014,218.64354,-62.740,168.38066,-40.824,357.49475,-80.73335,-52.899822,-21.407627,-2.9701293,-10.709011,-8.867913,5.6,11.4,6.7,19.93626856,20.22614286,21.52461078,300.0,436.7,2.03,2.03,0.48057505,1435.1,1495.51,1054.238,-0.265,-0.373,-0.114,0.258,-77.763,-42.191,-12.540,-0.507282078,-0.160629756,-0.014331665,-0.073791914,0.00,78.17,45.56,20.019,66.612,-26.53905651,2/2/2016,2/8/2016,1/27/2016,2/4/2015,1/6/2016,12/30/2015,11/4/2015
MBI,MBIA Inc.,MBI.4Q15,4800,4875,4Q15,2015/4F,18.4,03/01/2016,2,12/31/2015,0.04,0.04,0.04,0.100,6.48,0.100,6.44,0.142,6.79,-29.956896,-5.1546392,4.2071223,-10.204327,-8.923984,0.9801626,6.3,6.2,9.9,13.97146257,15.16639115,14.19475168,10.2,10.2,1.33,1.50,0.57735026,457,397,357.3,0.015,0.016,0.021,0.005,-19.753,3.769,3.227,0.004932683,-0.367777954,-0.078787931,-0.015730399,-0.17,57.87,0.00,0.000,0.000,-21.81619256,2/29/2016,3/4/2016,2/23/2016,3/3/2015,2/2/2016,1/26/2016,12/1/2015
BUFF,Blue Buffalo Pet Products Inc,BUFF.4Q15,2400,2410,4Q15,2015/4F,22.0,03/09/2016,3,12/31/2015,0.14,0.14,0.14,0.699,18.71,0.716,18.7,0.693,17.71,,5.5900693,4.9972057,-9.879452,-2.958864,4.0807724,26.0,20.2,12.6,9.40948668,10.42955847,9.547815577,24.9,26.0,1.25,1.25,0.46291006,,917.83,1021.435,0.037,0.038,0.039,0.001,,8.549,0.916,0.289523139,1.058352528,-0.097805846,-0.014488015,0.00,32.93,4.60,0.000,-0.978,,3/8/2016,3/14/2016,3/2/2016,3/11/2015,2/10/2016,2/3/2016,12/9/2015
FMER,FirstMerit Corporation,FMER.4Q15,4800,4810,4Q15,2015/4F,22.7,01/26/2016,2,12/31/2015,0.34,0.34,0.34,1.435,18.65,1.440,16.11,1.419,18.43,10.924864,-12.588167,-13.572955,1.9494414,-9.191793,-7.9595623,4.4,6.1,5.7,4.399573521,3.989842104,3.857662533,20.1,19.7,1.67,1.64,0.65133893,981.128,1057.09,1032.425,0.077,0.089,0.077,-0.012,8.975,-3.396,-5.613,-0.281618636,-0.228350122,0.102693642,0.140476515,0.03,24.99,-2.25,-0.649,-0.649,5.228369795,1/25/2016,1/29/2016,1/19/2016,1/27/2015,12/29/2015,12/22/2015,10/27/2015
SDRLF,Seadrill Ltd.,SDRLF.4Q15,3100,3110,4Q15,2015/4F,56.1,02/25/2016,4,12/31/2015,0.48,0.46,0.43,1.429,3.39,1.268,1.79,1.637,6.37,-81.23909,-71.89953,-9.595961,-10.830534,-8.53076,2.704668,5.3,9.2,7.1,,,,3.5,7.3,2.47,2.39,0.5415508,5282,4997,4337.008,0.421,0.708,0.257,-0.451,-70.409,-63.369,-12.301,-0.419778037,-0.252727229,,,0.08,95.60,109.92,2.946,10.041,-17.89079894,2/24/2016,3/1/2016,2/18/2016,2/26/2015,1/28/2016,1/21/2016,11/26/2015
CNX,CNX Resources Corporation,CNX.4Q15,2100,2110,4Q15,2015/4F,71.4,01/29/2016,5,12/31/2015,-0.08,-0.04,0.01,-0.103,6.5892406,-0.228,5.137939,0.066,5.55498,-72.71157,-7.507515,-28.786129,2.0008326,-8.564591,-7.672262,7.0,5.0,3.0,22.70306859,23.8410276,14.10404382,9.7,13.4,1.61,1.52,0.5330018,3299.68,3726.8,3018.784,-0.016,-0.044,0.012,0.056,-74.712,1.057,-21.114,0.388484594,1.294763764,-0.047731122,0.609685058,0.09,88.82,37.76,130.010,-1150.166,-8.512825486,1/28/2016,2/3/2016,1/22/2016,1/30/2015,1/1/2016,12/25/2015,10/30/2015
AXL,"American Axle & Manufacturing Holdings, Inc.",AXL.4Q15,1200,1225,4Q15,2015/4F,21.8,02/12/2016,5,12/31/2015,0.68,0.69,0.68,2.992,18.94,2.999,12.36,2.975,21.53,-45.693485,-42.59174,-22.068096,-10.832018,-7.3210716,-2.2102594,2.9,6.1,3.3,8.860156733,8.066386526,6.335864426,21.6,24.4,1.65,1.58,0.62532043,3207.3,3696,3919.4126,0.158,0.243,0.138,-0.104,-34.861,-35.271,-19.858,-0.514311664,-0.113723708,0.098404683,0.398413245,0.08,74.57,13.01,-0.865,0.064,22.20286846,2/11/2016,2/17/2016,2/5/2016,2/13/2015,1/15/2016,1/8/2016,11/13/2015
STMP,Stamps.com Inc.,STMP.4Q15,3300,3320,4Q15,2015/4F,29.4,02/26/2016,5,12/31/2015,0.96,0.99,0.95,4.328,109.61,4.483,94.99,4.256,101.94,67.3564,-6.8177404,-2.6143134,-8.27384,-8.601767,0.6387472,3.4,3.4,6.4,9.078512617,10.15565091,10.1597459,114.3,112.0,1.00,1.17,0,127.819,147.269,204.44167,0.039,0.047,0.042,-0.005,75.630,1.784,-3.253,0.018505211,-0.465023441,-0.10606295,-0.10642326,-0.17,20.36,-2.04,-2.538,1.408,59.94622865,2/25/2016,3/2/2016,2/19/2016,2/27/2015,1/29/2016,1/22/2016,11/27/2015
MDR,"McDermott International, Inc.",MDR.4Q15,3100,3110,4Q15,2015/4F,17.2,02/23/2016,2,12/31/2015,-0.34,-0.38,-0.38,-0.238,10.049989,-0.187,7.229993,-0.263,13.349985,6.3241124,-45.84269,-3.5999954,-10.493869,-9.562481,0.8795619,8.5,14.3,12.1,13.71508546,14.84902933,16.34439388,15.1,17.6,1.80,1.81,0.5606119,2658.93,2300.88,3128.35,-0.024,-0.026,-0.020,0.006,16.818,-36.280,-4.480,-0.407466525,-0.30273239,-0.076364848,-0.16086913,-0.01,108.33,17.10,-9.900,-9.248,17.65447003,2/22/2016,2/26/2016,2/16/2016,2/24/2015,1/26/2016,1/19/2016,11/24/2015
KMI,Kinder Morgan Inc Class P,KMI.4Q15,3100,3130,4Q15,2015/4F,861.6,01/21/2016,4,12/31/2015,0.18,0.18,0.20,0.744,14.92,0.719,13.98,0.789,29.75,-61.787075,-53.008404,-9.043592,-0.33423305,-6.7535996,-6.0780945,1.4,3.1,2.4,2.788107089,2.856951457,2.491204782,20.9,39.2,1.50,1.33,0.47434166,14070,16226,14641.139,0.050,0.051,0.027,-0.025,-61.453,-46.255,-2.965,-0.55069108,-0.423448513,-0.024097143,0.119180209,0.17,49.32,87.67,-3.771,-13.090,4.059267946,1/20/2016,1/26/2016,1/14/2016,1/22/2015,12/24/2015,12/17/2015,10/22/2015
DYN,Dynegy Inc.,DYN.4Q15,4700,4705,4Q15,2015/4F,57.7,02/25/2016,4,12/31/2015,-1.47,-1.35,-1.49,-0.069,13.4,-0.327,8.08,0.374,16.71,-59.823322,-51.64572,-23.629492,-10.830534,-8.53076,2.704668,3.0,2.8,4.3,8.260859373,9.24736966,7.407110574,21.6,31.2,1.14,1.15,0.36313653,1466,2497,3917.7375,-0.005,-0.040,0.022,0.063,-48.993,-43.115,-26.334,0.065319516,-0.301285039,-0.106680096,0.115260707,-0.01,167.86,44.12,8.610,-1.712,167.2399386,2/24/2016,3/1/2016,2/18/2016,2/26/2015,1/28/2016,1/21/2016,11/26/2015
CVLT,"CommVault Systems, Inc.",CVLT.4Q15,3300,3310,4Q15,2015/3F,16.7,01/27/2016,3,12/31/2015,0.19,0.20,0.20,0.984,39.35,0.999,30.76,0.927,40.52,-12.075048,-24.086868,-22.752386,2.5777936,-11.327952,-10.081095,10.3,9.8,7.7,7.587107019,6.178500387,7.924437095,44.6,45.3,1.50,1.50,0.5527708,586.34,607.543,582.4052,0.025,0.032,0.023,-0.010,-14.653,-12.759,-12.671,0.052995901,0.33584737,0.227985198,-0.042568333,0.00,45.13,1.49,-2.811,-3.379,-0.671078214,1/26/2016,2/1/2016,1/20/2016,1/28/2015,12/30/2015,12/23/2015,10/28/2015
DCP,DCP Midstream LP,DCP.4Q15,3100,3130,4Q15,2015/4F,15.5,02/25/2016,4,12/31/2015,0.65,0.69,0.67,2.259,24.67,1.941,17.78,2.190,25.72,-53.107773,-30.870914,12.035286,-10.830534,-8.53076,2.704668,3.4,4.7,12.0,4.977752433,5.318461684,4.875226716,27.4,35.4,1.63,1.63,0.7187953,2980,3642,2055.9336,0.092,0.109,0.085,-0.024,-42.277,-22.340,9.331,-0.268208271,-0.713856392,-0.064061616,0.021029938,0.00,54.27,28.91,-5.720,-1.962,-31.0089396,2/24/2016,3/1/2016,2/18/2016,2/26/2015,1/28/2016,1/21/2016,11/26/2015
ENTA,"Enanta Pharmaceuticals, Inc.",ENTA.4Q15,2300,2320,4Q15,2016/1F,11.8,02/09/2016,2,12/31/2015,1.19,1.13,1.39,1.017,33.02,0.866,23.36,2.197,32.42,-14.874345,-27.94571,-28.211433,-6.794369,-8.91698,-5.734104,16.0,14.7,4.3,30.48455284,29.12514226,29.02058925,33.0,35.8,1.75,1.75,0.9574271,47.741,160.88,103.342,0.031,0.037,0.068,0.031,-8.080,-19.029,-22.477,0.087566634,2.740300636,0.046674813,0.050445688,0.00,41.27,8.33,5.077,-14.388,116.4638361,2/8/2016,2/12/2016,2/2/2016,2/10/2015,1/12/2016,1/5/2016,11/10/2015
OAS,Oasis Petroleum Inc.,OAS.4Q15,2100,2105,4Q15,2015/4F,111.5,02/25/2016,4,12/31/2015,0.05,0.05,0.07,-0.516,7.37,-0.576,4.83,-0.352,12.11,-67.10165,-60.115604,-2.42424,-10.830534,-8.53076,2.704668,1.7,2.7,4.6,25.83954004,30.63390606,26.22221381,7.6,14.6,1.72,1.57,0.50745195,1141.99,1390.22,850.24634,-0.070,-0.119,-0.029,0.090,-56.271,-51.585,-5.129,-0.368284362,-0.624367649,-0.156505214,-0.014593496,0.14,56.61,92.69,11.371,-27.077,-25.546954,2/24/2016,3/1/2016,2/18/2016,2/26/2015,1/28/2016,1/21/2016,11/26/2015
LSCC,Lattice Semiconductor Corporation,LSCC.4Q15,1300,1305,4Q15,2015/4F,15.0,02/18/2016,4,12/31/2015,0.02,0.01,0.04,0.453,6.47,0.471,4.32,0.401,5.54,-22.570532,-22.021658,-6.8965435,-11.44616,-12.339568,-4.7505198,4.8,5.1,2.8,10.42491713,10.29485139,8.471700554,7.3,6.9,1.17,1.17,0.2581989,332.525,366.127,415.62366,0.070,0.109,0.072,-0.036,-11.124,-9.682,-2.146,-0.054197023,0.732263411,0.012634056,0.230557792,0.00,68.98,-5.48,50.000,-62.500,24.99019923,2/17/2016,2/23/2016,2/11/2016,2/19/2015,1/21/2016,1/14/2016,11/19/2015
ATW,"Atwood Oceanics, Inc.",ATW.4Q15,3100,3105,4Q15,2016/1F,52.4,02/03/2016,3,12/31/2015,1.09,0.93,1.36,2.610,10.23,2.271,5.79,3.966,18.07,-69.0517,-67.95794,-42.786564,-2.9701293,-10.709011,-8.867913,6.9,5.2,5.5,39.9353228,30.54495477,26.47238922,13.8,19.6,1.85,1.82,0.5374251,1173.95,1395.85,1074.027,0.255,0.392,0.219,-0.173,-66.082,-57.249,-33.919,0.311981701,0.246400834,0.307427793,0.508565112,0.03,137.64,42.56,17.046,-20.239,-8.511691299,2/2/2016,2/8/2016,1/27/2016,2/4/2015,1/6/2016,12/30/2015,11/4/2015
