ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
EXC,Exelon Corporation,EXC.4Q15,4700,4705,4Q15,2015/4F,225.3,02/03/2016,3,12/31/2015,0.38,0.41,0.42,2.519,27.77,2.541,28.05,2.519,29.1,-22.10555,-3.6082506,1.3001084,-2.9701293,-10.709011,-8.867913,3.0,2.1,1.8,2.624365034,2.024792187,1.668919066,33.4,34.5,1.38,1.40,0.49761334,25442,27889,28187.078,0.091,0.091,0.087,-0.004,-19.135,7.101,10.168,0.393592921,0.673862383,0.296115745,0.572493889,-0.02,19.23,3.07,-7.969,-10.111,10.78955271,2/2/2016,2/8/2016,1/27/2016,2/4/2015,1/6/2016,12/30/2015,11/4/2015
EHC,Encompass Health Corporation,EHC.4Q15,3350,3360,4Q15,2015/4F,25.6,02/24/2016,3,12/31/2015,0.55,0.55,0.56,2.520,34.81,2.483,31.33,2.470,35.27,-18.980307,-11.170965,-10.485715,-11.403161,-8.12304,3.6468625,8.7,12.6,4.6,6.443879574,6.102619042,4.978651446,43.1,43.7,1.42,1.42,0.53409404,2273.2,2405.9,3144.9043,0.072,0.079,0.070,-0.009,-7.577,-3.048,-14.133,-0.311030406,0.913131168,0.05592034,0.294302211,0.00,37.51,1.35,0.455,-0.629,38.34701302,2/23/2016,2/29/2016,2/17/2016,2/25/2015,1/27/2016,1/20/2016,11/25/2015
LTRPA,Liberty TripAdvisor Holdings Inc Class A,LTRPA.4Q15,3400,3450,4Q15,2015/4F,16.7,02/26/2016,5,12/31/2015,-0.31,,-0.25,-0.210,30.34,,20.25,-0.233,30.53,-32.39479,-33.671803,-13.866443,-8.27384,-8.601767,0.6387472,3.7,5.4,4.7,3.587481342,3.253596428,3.190404051,,36.0,,2.00,,,1329,1565,-0.007,,-0.008,,-24.121,-25.070,-14.505,-0.318540126,-0.220573493,0.102620261,0.124459876,,,,0.000,24.000,,2/25/2016,3/2/2016,2/19/2016,2/27/2015,1/29/2016,1/22/2016,11/27/2015
WELL,"Welltower, Inc.",WELL.4Q15,4800,4890,4Q15,2015/4F,157.5,02/18/2016,4,12/31/2015,0.51,0.54,0.48,2.099,68.03,2.173,53.68,2.070,60.55,-14.090788,-11.345995,-19.144445,-11.44616,-12.339568,-4.7505198,3.9,5.7,4.2,3.987326534,3.038235218,2.735975665,70.5,73.4,1.71,1.57,0.62409353,2880.6,3343.54,3833.536,0.031,0.040,0.034,-0.006,-2.645,0.994,-14.394,-0.3200019,-0.068433749,0.312382435,0.457369152,0.14,31.28,4.14,-6.597,4.704,33.08116365,2/17/2016,2/23/2016,2/11/2016,2/19/2015,1/21/2016,1/14/2016,11/19/2015
CRL,"Charles River Laboratories International, Inc.",CRL.4Q15,3200,3205,4Q15,2015/4F,31.6,02/10/2016,3,12/31/2015,0.94,0.94,0.94,4.178,80.39,4.285,72.18,4.101,72.96,1.6406894,-1.0690749,-5.5111885,-9.134936,-8.131897,-3.9984763,2.9,2.4,4.1,4.409754348,1.92450111,4.617302379,82.6,76.6,1.74,1.78,0.62488097,1165.52,1297.66,1358.302,0.052,0.059,0.056,-0.003,10.776,7.063,-1.513,0.243911019,-0.281836071,1.29137532,-0.044950062,-0.04,14.39,-7.19,0.126,-0.116,16.54042831,2/9/2016,2/15/2016,2/3/2016,2/11/2015,1/13/2016,1/6/2016,11/11/2015
V,Visa Inc. Class A,V.4Q15,4800,4830,4Q15,2016/1F,675.2,01/29/2016,5,12/31/2015,0.68,0.68,0.73,2.975,77.55,2.998,72.7,3.036,77.58,21.69001,-6.290287,-7.104528,2.0008326,-8.564591,-7.672262,6.5,9.5,7.6,2.310697922,2.44504986,3.656627667,86.8,83.3,1.22,1.28,0.38261783,12702,13880,14922.511,0.038,0.041,0.039,-0.002,19.689,2.274,0.568,-0.316625258,-0.148213925,-0.054948548,-0.368079517,-0.06,19.36,-3.96,-0.430,-7.334,17.48158558,1/28/2016,2/3/2016,1/22/2016,1/30/2015,1/1/2016,12/25/2015,10/30/2015
CFR,"Cullen/Frost Bankers, Inc.",CFR.4Q15,4800,4810,4Q15,2015/4F,38.2,01/27/2016,3,12/31/2015,1.02,1.14,1.15,4.771,60,4.626,44.85,4.735,69.7,-1.818186,-35.652798,-27.262407,2.5777936,-11.327952,-10.081095,9.9,17.3,10.9,13.43113045,11.75184695,9.916593364,62.0,71.6,2.16,2.09,0.625,1013.66,1128.08,1216.4915,0.080,0.103,0.068,-0.035,-4.396,-24.325,-17.181,-0.430509396,-0.090328892,0.142895284,0.354409721,0.06,38.31,15.37,-10.902,-11.142,20.00981591,1/26/2016,2/1/2016,1/20/2016,1/28/2015,12/30/2015,12/23/2015,10/28/2015
HHC,Howard Hughes Corporation,HHC.4Q15,4800,4885,4Q15,2015/4F,17.6,02/29/2016,1,12/31/2015,,0.39,0.37,5.150,113.16,5.710,93.17,5.943,123.79,-37.758095,-24.73544,1.4371276,-8.893752,-6.8646073,3.747046,3.3,6.9,8.1,2.556971048,2.343405386,2.906154464,180.0,197.5,1.00,1.00,0,474.61,634.565,,0.046,0.061,0.048,-0.013,-28.864,-17.871,-2.310,-0.529380744,-0.598222041,0.091134749,-0.120153082,0.00,93.20,9.72,0.000,0.000,,2/26/2016,3/3/2016,2/22/2016,3/2/2015,2/1/2016,1/25/2016,11/30/2015
ALLE,Allegion PLC,ALLE.4Q15,1200,1230,4Q15,2015/4F,48.9,02/11/2016,4,12/31/2015,0.74,0.74,0.74,3.394,65.92,3.423,59.8,3.332,64.68,4.2763233,-7.5448394,-1.9028842,-8.552128,-6.573039,-1.4515817,2.0,2.9,2.3,1.953452146,1.54711181,2.212401679,71.1,69.5,1.36,1.59,0.3931227,2093.5,2118.3,2081.9287,0.051,0.057,0.052,-0.006,12.828,-0.972,-0.451,-0.319284967,-0.115486438,0.262644453,-0.117044538,-0.23,18.94,-2.28,-0.372,-1.040,-0.552725102,2/10/2016,2/16/2016,2/4/2016,2/12/2015,1/14/2016,1/7/2016,11/12/2015
WOOF,VCA Inc.,WOOF.4Q15,2200,2225,4Q15,2015/4F,27.3,02/11/2016,4,12/31/2015,0.46,0.46,0.45,2.686,55,2.706,49.85,2.628,53.59,-11.05451,-6.978917,-4.9571037,-8.552128,-6.573039,-1.4515817,1.1,3.7,1.3,1.917345222,1.80688942,1.329745305,61.0,61.8,1.45,1.55,0.49721447,1803.36,1918.48,2130.3967,0.049,0.054,0.049,-0.005,-2.502,-0.406,-3.506,-0.69235593,-0.097278166,0.061130361,0.44188907,-0.10,22.37,1.23,0.682,1.579,18.13485383,2/10/2016,2/16/2016,2/4/2016,2/12/2015,1/14/2016,1/7/2016,11/12/2015
CCL.U,Carnival Corporation,CCL.U.4Q15,3400,3440,4Q15,2015/4F,209.6,12/18/2015,5,12/31/2015,0.42,0.41,0.46,3.411,54.48,3.310,50.69,3.123,52.07,15.159631,-2.6502788,-1.6873598,0.85054636,2.3119211,-0.60727,2.5,3.1,2.0,2.112795344,2.150659576,2.214949975,57.1,55.1,1.39,1.48,0.47836804,15456,15884,15792.846,0.063,0.065,0.060,-0.005,14.309,-4.962,-1.080,-0.206042928,0.250276036,-0.01760587,-0.046120514,-0.09,12.69,-3.49,1.855,-10.152,2.179386646,12/17/2015,12/23/2015,12/11/2015,12/19/2014,11/20/2015,11/13/2015,9/18/2015
BIG,"Big Lots, Inc.",BIG.4Q15,3500,3520,4Q15,2015/4F,40.4,03/04/2016,5,12/31/2015,1.98,1.98,1.98,3.273,38.54,3.329,40.33,3.281,40.04,-23.042048,0.7242799,3.9969087,-9.715933,-6.983453,0.5212784,14.3,14.3,13.0,16.61025783,17.98783826,17.12068703,50.6,50.9,1.33,1.35,0.4498677,5301.91,5177.07,5211.58,0.085,0.083,0.082,-0.001,-13.326,7.708,3.476,0,0.097701717,-0.07658399,-0.029813593,-0.02,25.42,0.68,-0.019,0.001,-1.703725638,3/3/2016,3/9/2016,2/26/2016,3/6/2015,2/5/2016,1/29/2016,12/4/2015
VRSK,Verisk Analytics Inc,VRSK.4Q15,4800,4880,4Q15,2015/4F,149.2,02/24/2016,3,12/31/2015,0.75,0.74,0.75,3.217,76.88,3.249,68.39,3.196,74.46,-1.8564761,-8.152026,-3.635341,-11.403161,-8.12304,3.6468625,5.9,6.6,2.4,3.575374128,4.458671498,2.560215053,82.9,82.7,1.42,1.42,0.58364654,1595.7,1746.72,2071.3772,0.042,0.048,0.043,-0.005,9.547,-0.029,-7.282,-0.116818812,1.424798341,-0.198107748,0.396513204,0.00,21.27,-0.24,0.676,-0.099,29.80993921,2/23/2016,2/29/2016,2/17/2016,2/25/2015,1/27/2016,1/20/2016,11/25/2015
FFIV,"F5 Networks, Inc.",FFIV.4Q15,1300,1352,4Q15,2016/1F,134.9,01/21/2016,4,12/31/2015,1.60,1.60,1.71,7.236,96.96,7.243,94.16,7.356,120.54,-14.074076,-21.884846,-4.831207,-0.33423305,-6.7535996,-6.0780945,6.9,5.8,8.3,8.685733195,8.167149409,10.13171887,117.7,132.9,1.82,1.58,0.5428348,1732.04,1919.82,2043.6788,0.075,0.077,0.061,-0.016,-13.740,-15.131,1.247,0.193977341,-0.165766558,0.063496302,-0.142718693,0.24,25.03,12.92,-0.282,-6.480,17.99258678,1/20/2016,1/26/2016,1/14/2016,1/22/2015,12/24/2015,12/17/2015,10/22/2015
ACIW,"ACI Worldwide, Inc.",ACIW.4Q15,3300,3310,4Q15,2015/4F,10.1,02/25/2016,4,12/31/2015,0.47,0.48,0.43,0.766,21.4,0.803,17.74,0.752,23.25,-12.317741,-23.698925,-5.1336946,-10.830534,-8.53076,2.704668,6.3,6.6,13.4,3.932931264,4.020960683,3.114827711,23.4,24.8,1.86,1.83,0.69006556,864.928,1016.14,1042.3575,0.036,0.045,0.032,-0.013,-1.487,-15.168,-7.838,-0.046045879,-0.529107917,-0.021892634,0.262648091,0.02,31.91,5.77,-2.448,8.328,20.51378843,2/24/2016,3/1/2016,2/18/2016,2/26/2015,1/28/2016,1/21/2016,11/26/2015
PINC,Premier Inc. Class A,PINC.4Q15,3350,3360,4Q15,2016/2F,11.9,02/09/2016,2,12/31/2015,0.40,0.39,0.39,1.687,35.27,1.702,31.89,1.662,35.73,-7.408452,-10.747272,-10.697281,-6.794369,-8.91698,-5.734104,6.3,7.2,9.7,5.238279992,3.80564949,9.572492121,42.5,42.6,1.13,1.13,0.28867513,910.549,1007.02,1167.35,0.048,0.053,0.047,-0.007,-0.614,-1.830,-4.963,-0.127858593,-0.348488768,0.376448358,-0.452777821,0.00,33.27,0.17,1.208,1.208,28.20287541,2/8/2016,2/12/2016,2/2/2016,2/10/2015,1/12/2016,1/5/2016,11/10/2015
BEAV,"B/E Aerospace, Inc.",BEAV.4Q15,1300,1330,4Q15,2015/4F,62.3,02/02/2016,2,12/31/2015,0.81,0.80,0.81,3.222,42.37,3.246,40.9,3.157,47.82,-29.739534,-14.470929,-4.9721184,-2.0849705,-10.029543,-8.538378,2.1,2.1,2.1,2.432057608,3.207126385,3.496387876,55.3,56.7,1.25,1.27,0.4472136,3483.7,2599,2775.403,0.076,0.079,0.066,-0.013,-27.655,-4.441,3.566,0.002787771,0.015807797,-0.241670793,-0.304408523,-0.02,35.13,2.62,1.205,1.083,-20.33174498,2/1/2016,2/5/2016,1/26/2016,2/3/2015,1/5/2016,12/29/2015,11/3/2015
BXS,BancorpSouth Bank,BXS.4Q15,4800,4810,4Q15,2015/4F,16.7,01/26/2016,2,12/31/2015,0.36,0.37,0.37,1.645,23.99,1.653,20.59,1.615,24.63,21.104061,-16.402758,-14.670533,1.9494414,-9.191793,-7.9595623,4.9,17.0,9.4,5.527482594,7.06715977,7.323469952,25.6,25.5,1.91,1.91,0.30151135,674.015,685.808,725.3635,0.069,0.080,0.066,-0.015,19.155,-7.211,-6.711,-0.709829095,-0.474850407,-0.217863643,-0.245237213,0.00,24.39,-0.43,-1.268,-1.536,7.618302263,1/25/2016,1/29/2016,1/19/2016,1/27/2015,12/29/2015,12/22/2015,10/27/2015
ALR,Alere Inc.,ALR.4Q15,2300,2325,4Q15,2015/4F,31.9,08/08/2016,1,12/31/2015,,0.58,0.58,2.488,39.09,2.666,36.97,2.604,40.01,-23.1583,-7.598096,-9.052891,1.5713573,5.6400657,3.3031106,1.8,4.4,1.1,3.714627524,3.453774837,5.152500981,51.8,53.0,1.71,1.75,0.48795003,3031.68,2858.27,,0.064,0.072,0.065,-0.007,-24.730,-13.238,-12.356,-0.58761981,0.59238595,0.075526836,-0.279063209,-0.04,40.11,2.32,0.000,0.000,,8/5/2016,8/11/2016,8/1/2016,8/10/2015,7/11/2016,7/4/2016,5/9/2016
TECH,Bio-Techne Corporation,TECH.4Q15,2300,2320,4Q15,2016/2F,20.5,02/02/2016,2,12/31/2015,,0.82,0.82,3.543,90,3.559,84.01,3.529,89.41,-2.526313,-6.0395956,-8.535653,-2.0849705,-10.029543,-8.538378,11.7,11.9,5.4,6.2058669,5.983578749,4.741524128,99.0,99.0,1.58,1.58,0.49159604,357.763,452.246,452,0.039,0.042,0.039,-0.003,-0.441,3.990,0.003,-0.016126678,1.159543922,0.037149699,0.30883377,0.00,17.84,0.00,0.000,0.000,26.34062214,2/1/2016,2/5/2016,1/26/2016,2/3/2015,1/5/2016,12/29/2015,11/3/2015
CVS,CVS Health Corporation,CVS.4Q15,3500,3510,4Q15,2015/4F,546.9,02/09/2016,2,12/31/2015,1.53,1.53,1.53,5.846,97.77,5.893,94.94,5.750,97.84,-5.8910313,-2.9640138,-1.8606544,-6.794369,-8.91698,-5.734104,3.0,3.3,2.3,1.416416824,1.463764021,1.45529847,114.0,116.4,1.20,1.13,0.37363237,126761,139367,153248.5,0.060,0.062,0.059,-0.003,0.903,5.953,3.873,-0.100804807,0.280062259,-0.032346195,-0.0267173,0.07,20.03,2.17,-0.029,0.136,20.89562247,2/8/2016,2/12/2016,2/2/2016,2/10/2015,1/12/2016,1/5/2016,11/10/2015
HQY,HealthEquity Inc,HQY.4Q15,4800,4845,4Q15,2015/4F,10.2,03/23/2016,3,12/31/2015,0.04,0.04,0.05,0.453,25.07,0.471,22.49,0.449,26.32,-19.603884,-14.551669,18.306149,-7.010877,-1.7484188,5.4222703,12.1,8.6,14.5,8.672633809,7.324958007,5.985720288,29.9,37.1,1.19,1.19,0.3720119,62.0102,87.855,125.705284,0.018,0.021,0.017,-0.004,-12.593,-12.803,12.884,0.402911435,-0.165533291,0.183984099,0.44888725,0.00,32.76,24.40,2.395,-1.934,102.7171078,3/22/2016,3/28/2016,3/16/2016,3/25/2015,2/24/2016,2/17/2016,12/23/2015
K,Kellogg Company,K.4Q15,2400,2405,4Q15,2015/4F,132.2,02/11/2016,4,12/31/2015,0.74,0.75,0.75,3.694,72.27,3.707,71.83,3.669,66.3,13.222742,8.340872,2.0747423,-8.552128,-6.573039,-1.4515817,4.0,5.9,4.2,2.069100328,2.288750861,1.809772266,72.1,69.3,1.91,2.04,0.53623635,14792,14580,13530.861,0.051,0.052,0.055,0.004,21.775,14.914,3.526,-0.316174308,-0.039028518,-0.095969612,0.143293202,-0.13,0.39,-3.93,-0.215,-0.891,-8.52581801,2/10/2016,2/16/2016,2/4/2016,2/12/2015,1/14/2016,1/7/2016,11/12/2015
NDAQ,"Nasdaq, Inc.",NDAQ.4Q15,4800,4840,4Q15,2015/4F,62.7,01/28/2016,4,12/31/2015,0.88,0.88,0.89,3.690,58.17,3.706,55.78,3.653,59.22,28.780163,-5.808854,-3.8110077,0.64446926,-10.811817,-9.538245,3.1,2.8,2.9,3.913499261,2.977898011,3.531803434,61.3,58.7,1.50,1.63,0.5,1895,2067,2083.784,0.063,0.066,0.062,-0.005,28.136,5.003,5.727,0.10579854,0.057677717,0.314181764,0.108073916,-0.13,9.96,-4.31,-0.272,-0.912,9.962216359,1/27/2016,2/2/2016,1/21/2016,1/29/2015,12/31/2015,12/24/2015,10/29/2015
RRGB,"Red Robin Gourmet Burgers, Inc.",RRGB.4Q15,3400,3435,4Q15,2015/4F,18.0,02/12/2016,5,12/31/2015,0.82,0.76,0.77,3.655,61.74,3.694,59.12,3.611,67.51,-24.006683,-12.427795,1.4239073,-10.832018,-7.3210716,-2.2102594,6.5,9.5,6.4,11.28060971,11.84291164,12.21223743,86.4,92.4,1.36,1.36,0.504525,1017.24,1146.1,1257.445,0.059,0.062,0.053,-0.009,-13.175,-5.107,3.634,-0.316591034,0.009480606,-0.047480041,-0.076286407,0.00,46.10,6.95,8.283,7.126,23.6134049,2/11/2016,2/17/2016,2/5/2016,2/13/2015,1/15/2016,1/8/2016,11/13/2015
LFUS,"Littelfuse, Inc.",LFUS.4Q15,1200,1235,4Q15,2015/4F,13.9,02/02/2016,2,12/31/2015,1.16,1.17,1.17,5.567,107.01,5.586,100.48,5.467,103.52,3.3712268,-2.9366255,-7.4940147,-2.0849705,-10.029543,-8.538378,3.2,2.9,2.5,1.528199121,1.396675858,1.987878456,120.5,112.0,1.42,1.42,0.49159604,757.853,851.995,861.034,0.052,0.056,0.053,-0.003,5.456,7.093,1.044,0.115346837,0.279621988,0.094168781,-0.231241167,0.00,19.92,-7.05,-1.280,-1.280,13.61490949,2/1/2016,2/5/2016,1/26/2016,2/3/2015,1/5/2016,12/29/2015,11/3/2015
WBC,WABCO Holdings Inc.,WBC.4Q15,1200,1225,4Q15,2015/4F,53.9,02/11/2016,4,12/31/2015,1.35,1.36,1.36,6.198,102.26,6.117,90.45,6.200,107.6,-15.398794,-15.9386635,-3.096205,-8.552128,-6.573039,-1.4515817,2.6,3.4,1.9,2.126255358,2.432501499,2.216399832,114.0,125.8,1.45,1.44,0.49706742,2720.5,2851,2612.697,0.061,0.068,0.058,-0.010,-6.847,-9.366,-1.645,-0.225042762,0.33419493,-0.125897617,-0.040671576,0.01,26.04,10.39,-0.423,-0.432,-3.962617166,2/10/2016,2/16/2016,2/4/2016,2/12/2015,1/14/2016,1/7/2016,11/12/2015
PZZA,"Papa John's International, Inc.",PZZA.4Q15,3400,3435,4Q15,2015/4F,28.4,02/24/2016,3,12/31/2015,0.57,0.57,0.58,2.386,55.87,2.421,52.88,2.364,58.03,-24.245256,-8.874714,10.836304,-11.403161,-8.12304,3.6468625,6.3,7.0,8.9,11.98198836,9.503607507,10.29375403,69.7,71.1,1.38,1.38,0.51754916,1439.02,1598.14,1648.6375,0.043,0.046,0.041,-0.005,-12.842,-0.752,7.189,-0.100491573,-0.296006583,0.260783166,0.164005699,0.00,31.83,2.05,0.000,-2.586,14.56668427,2/23/2016,2/29/2016,2/17/2016,2/25/2015,1/27/2016,1/20/2016,11/25/2015
M,Macy's Inc,M.4Q15,3500,3515,4Q15,2015/4F,341.7,02/23/2016,2,12/31/2015,1.89,2.23,2.58,4.015,34.98,3.914,40.47,4.139,39.63,-35.297905,2.1196008,4.411769,-10.493869,-9.562481,0.8795619,1.5,1.5,2.3,3.450923488,5.51069919,3.410480823,43.4,47.5,1.70,1.71,0.558796,27931,28105,27038.596,0.115,0.097,0.104,0.008,-24.804,11.682,3.532,0.036527661,-0.346164608,-0.373777561,0.011858347,-0.01,7.31,9.48,-15.380,-26.978,-3.195030611,2/22/2016,2/26/2016,2/16/2016,2/24/2015,1/26/2016,1/19/2016,11/24/2015
WBMD,WebMD Health Corp.,WBMD.4Q15,3300,3320,4Q15,2015/4F,16.4,02/24/2016,3,12/31/2015,0.58,0.57,0.55,1.617,48.3,1.690,53.19,1.598,44.53,10.13422,19.447565,9.421921,-11.403161,-8.12304,3.6468625,7.5,15.2,13.7,16.10750706,16.19351377,11.89508891,56.6,53.3,1.45,1.30,0.5986095,515.293,580.449,634.876,0.033,0.032,0.036,0.004,21.537,27.571,5.775,-0.507948296,-0.454536267,-0.005311182,0.354130868,0.15,6.36,-5.81,2.172,5.947,23.20679691,2/23/2016,2/29/2016,2/17/2016,2/25/2015,1/27/2016,1/20/2016,11/25/2015
CONE,"CyrusOne, Inc.",CONE.4Q15,4800,4890,4Q15,2015/4F,21.5,02/24/2016,3,12/31/2015,0.09,0.04,0.04,0.285,37.45,0.310,36.63,0.265,35.65,19.253826,2.7489424,8.021235,-11.403161,-8.12304,3.6468625,6.5,5.6,3.0,6.461452603,6.148245132,4.111464459,41.6,40.0,1.22,1.25,0.42779264,263.5,330.9,401.18738,0.008,0.008,0.007,-0.001,30.657,10.872,4.374,0.147745735,1.168890416,0.05094258,0.571569612,-0.03,13.55,-3.75,101.600,148.348,52.25327514,2/23/2016,2/29/2016,2/17/2016,2/25/2015,1/27/2016,1/20/2016,11/25/2015
NEE,"NextEra Energy, Inc.",NEE.4Q15,4700,4705,4Q15,2015/4F,212.7,01/28/2016,4,12/31/2015,1.11,1.10,1.09,6.156,103.89,6.177,105.04,6.085,101.78,-6.9586277,3.2029867,1.0680318,0.64446926,-10.811817,-9.538245,3.2,3.1,2.8,1.653203821,1.319087408,1.601982772,117.9,116.5,1.13,1.14,0.34435022,15136,17021,17330.11,0.059,0.059,0.060,0.001,-7.603,14.015,10.606,0.01279363,0.148570329,0.253293611,0.031973533,-0.01,12.20,-1.12,1.228,1.823,14.49596987,1/27/2016,2/2/2016,1/21/2016,1/29/2015,12/31/2015,12/24/2015,10/29/2015
MASI,Masimo Corporation,MASI.4Q15,2300,2325,4Q15,2015/4F,13.1,02/24/2016,3,12/31/2015,0.40,0.39,0.39,1.673,41.51,1.704,36.77,1.655,42.23,20.632278,-12.929195,-1.4209092,-11.403161,-8.12304,3.6468625,7.1,4.0,4.2,4.712265834,4.547307746,2.651895894,45.3,46.1,1.64,1.57,0.47559488,547.245,586.643,627.34534,0.040,0.046,0.039,-0.007,32.035,-4.806,-5.068,0.774893335,0.695326911,0.03627599,0.776942241,0.07,23.20,1.77,2.564,2.564,14.63701633,2/23/2016,2/29/2016,2/17/2016,2/25/2015,1/27/2016,1/20/2016,11/25/2015
MKC,"McCormick & Company, Incorporated",MKC.4Q15,2400,2410,4Q15,2015/4F,55.8,01/28/2016,4,12/31/2015,1.17,1.18,1.17,3.771,85.56,3.781,79.78,3.722,84.64,17.851234,-5.741966,-7.9815445,0.64446926,-10.811817,-9.538245,14.1,13.3,8.1,6.19946154,6.374574246,7.064193139,83.8,82.8,2.04,2.04,0.6602253,4123.4,4243.2,4288.926,0.044,0.047,0.044,-0.003,17.207,5.070,1.557,0.054800749,0.732922243,-0.027470494,-0.122410526,0.00,5.04,-1.22,-0.517,-0.191,4.01430858,1/27/2016,2/2/2016,1/21/2016,1/29/2015,12/31/2015,12/24/2015,10/29/2015
SLB,Schlumberger NV,SLB.4Q15,3100,3110,4Q15,2015/4F,621.4,01/22/2016,5,12/31/2015,0.62,0.65,0.67,2.617,69.75,2.438,63.01,2.911,78.35,-13.987803,-19.578815,-6.4300537,0.19904375,-9.648317,-6.4083576,5.6,6.9,4.9,3.661622828,3.406121852,3.219505233,86.4,90.4,1.26,1.31,0.42722782,45266,48580,35464.49,0.038,0.039,0.037,-0.002,-14.187,-9.930,-0.022,-0.19679559,0.143954407,0.075012283,0.137324701,-0.05,37.17,4.57,-3.413,-6.609,-21.65313922,1/21/2016,1/27/2016,1/15/2016,1/23/2015,12/25/2015,12/18/2015,10/23/2015
HCA,HCA Healthcare Inc,HCA.4Q15,3350,3360,4Q15,2015/4F,303.3,01/28/2016,4,12/31/2015,1.40,1.34,1.34,5.758,67.63,5.801,64.03,5.679,67.7,-6.3166738,-5.420971,-7.095182,0.64446926,-10.811817,-9.538245,3.1,2.6,1.8,2.955030593,3.185816395,2.640381018,84.2,87.0,1.34,1.25,0.47258157,34182,36918,39575.72,0.085,0.091,0.084,-0.007,-6.961,5.391,2.443,0.190237038,0.740196484,-0.072441652,0.119168246,0.09,31.46,3.41,4.580,4.442,15.77941607,1/27/2016,2/2/2016,1/21/2016,1/29/2015,12/31/2015,12/24/2015,10/29/2015
ITW,Illinois Tool Works Inc.,ITW.4Q15,1200,1210,4Q15,2015/4F,142.5,01/27/2016,3,12/31/2015,1.20,1.21,1.21,5.470,92.68,5.467,81.34,5.454,92.13,1.1615276,-11.711711,-13.660974,2.5777936,-11.327952,-10.081095,5.6,5.6,3.2,1.937105569,2.275282604,1.988318656,98.7,95.4,1.50,1.53,0.5,14135,14484,13375.82,0.059,0.067,0.059,-0.008,-1.416,-0.384,-3.580,-0.000801086,0.770070723,-0.148630783,-0.025756982,-0.02,21.30,-3.28,-0.601,-0.853,-5.37092324,1/26/2016,2/1/2016,1/20/2016,1/28/2015,12/30/2015,12/23/2015,10/28/2015
APC,Anadarko Petroleum Corporation,APC.4Q15,2100,2110,4Q15,2015/4F,390.1,02/02/2016,2,12/31/2015,-1.08,-0.93,-0.89,-1.663,48.58,-2.877,34.59,-1.286,70.84,-43.317753,-51.17165,-30.4444,-2.0849705,-10.029543,-8.538378,2.0,2.0,2.0,3.426459232,2.198611006,1.968764085,61.6,84.9,1.29,1.28,0.4446617,14581,16375,8696.992,-0.034,-0.083,-0.018,0.065,-41.233,-41.142,-21.906,-0.010141831,0.002695951,0.558465423,0.740411285,0.01,78.07,37.84,15.158,21.008,-40.35394006,2/1/2016,2/5/2016,1/26/2016,2/3/2015,1/5/2016,12/29/2015,11/3/2015
NLSN,Nielsen Holdings Plc,NLSN.4Q15,3200,3210,4Q15,2015/4F,93.2,02/11/2016,4,12/31/2015,0.80,0.80,0.81,2.872,46.6,2.896,46.7,2.892,47.18,4.8886895,-1.0173798,3.455913,-8.552128,-6.573039,-1.4515817,7.4,11.9,7.2,6.288740012,5.749639511,4.595995108,52.4,52.4,1.23,1.21,0.412789,5703,6288,6153.656,0.062,0.062,0.061,-0.001,13.441,5.556,4.907,-0.382562655,0.015787178,0.093762487,0.368308683,0.01,12.10,0.17,0.343,-0.837,7.902086621,2/10/2016,2/16/2016,2/4/2016,2/12/2015,1/14/2016,1/7/2016,11/12/2015
FMBI,"First Midwest Bancorp, Inc.",FMBI.4Q15,4800,4810,4Q15,2015/4F,10.2,01/27/2016,3,12/31/2015,0.30,0.30,0.30,1.241,18.43,1.255,16.47,1.216,18.28,19.807697,-9.901542,-11.499203,2.5777936,-11.327952,-10.081095,1.9,4.3,5.8,2.285329634,2.765075709,2.765462105,19.7,19.3,1.61,1.61,0.48591265,384.758,403.47,456.0186,0.067,0.076,0.067,-0.010,17.230,1.426,-1.418,-0.556953082,-0.675498816,-0.173501967,-0.173617447,0.00,19.35,-1.76,-0.697,-0.697,18.52088845,1/26/2016,2/1/2016,1/20/2016,1/28/2015,12/30/2015,12/23/2015,10/28/2015
