ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,rtn_t+3,eps_est,eps_actual,surp_amt,rev_surp%,report_day_of week,t-1,t+3,rtn_t+3_check,mkt_t+3_rtn,rel_t+3_rtn,num_ests_qtr_end,t-7,t-7_high_est,t-7_low_est,est_spread,spread_adj_surp
ATGE,Adtalem Global Education Inc.,ATGE.2Q14,3400,3450,2Q14,2014/4F,26.7,08/08/2014,1.5,0.70,0.73,0.03,-0.6,5,8/7/2014,8/13/2014,1.5,1.9,-0.4,12,8/1/2014,0.82,0.55,0.27,0.106
ADTN,"ADTRAN, Inc.",ADTN.2Q14,1300,1320,2Q14,2014/2F,16.7,07/16/2014,-1.0,0.25,0.26,0.01,0.3,3,7/15/2014,7/21/2014,-1.0,0.0,-0.9,8,7/9/2014,0.28,0.22,0.06,0.192
AAP,"Advance Auto Parts, Inc.",AAP.2Q14,3500,3540,2Q14,2014/2F,97.2,08/14/2014,9.0,2.01,2.08,0.07,1.2,4,8/13/2014,8/19/2014,9.0,1.8,7.2,21,8/7/2014,2.15,1.73,0.42,0.167
AEIS,"Advanced Energy Industries, Inc.",AEIS.2Q14,1300,1355,2Q14,2014/2F,11.4,08/05/2014,3.7,0.37,0.38,0.01,4.5,2,8/4/2014,8/8/2014,3.7,-0.3,4.0,5,7/29/2014,0.40,0.33,0.07,0.206
AMD,"Advanced Micro Devices, Inc.",AMD.2Q14,1300,1305,2Q14,2014/2F,85.8,07/18/2014,-17.7,0.03,0.02,-0.01,0.1,5,7/17/2014,7/23/2014,-17.7,1.5,-19.2,24,7/11/2014,0.04,0.01,0.03,-0.257
ABCO,Advisory Board Company,ABCO.2Q14,3200,3205,2Q14,2014/1F,14.2,08/01/2014,-3.6,0.29,0.30,0.01,-0.1,5,7/31/2014,8/6/2014,-3.6,-0.5,-3.2,14,7/25/2014,0.32,0.25,0.07,0.177
ACM,AECOM,ACM.2Q14,3100,3115,2Q14,2014/3F,20.4,08/05/2014,0.3,0.64,0.70,0.06,0.6,2,8/4/2014,8/8/2014,0.3,-0.3,0.6,8,7/29/2014,0.66,0.62,0.04,1.458
AER,AerCap Holdings NV,AER.2Q14,4800,4830,2Q14,2014/2F,34.7,08/12/2014,5.8,0.80,1.28,0.49,0.5,2,8/11/2014,8/15/2014,5.8,0.9,4.9,10,8/5/2014,1.00,0.43,0.57,0.861
AJRD,"Aerojet Rocketdyne Holdings, Inc.",AJRD.2Q14,1300,1330,2Q14,2014/2F,11.3,07/10/2014,-1.0,0.09,-0.86,-0.95,0.1,4,7/9/2014,7/15/2014,-1.0,-0.1,-0.9,1,7/3/2014,0.09,0.09,0.00,#DIV/0!
AES,AES Corporation,AES.2Q14,4700,4705,2Q14,2014/2F,78.0,08/07/2014,1.6,0.28,0.28,0.00,-1.8,4,8/6/2014,8/12/2014,1.6,0.7,0.9,5,7/31/2014,0.30,0.26,0.04,0.009
AET,Aetna Inc.,AET.2Q14,3350,3355,2Q14,2014/2F,186.6,07/29/2014,-7.2,1.59,1.69,0.10,3.6,2,7/28/2014,8/1/2014,-7.2,-2.7,-4.5,22,7/22/2014,1.77,1.44,0.33,0.298
AMG,"Affiliated Managers Group, Inc.",AMG.2Q14,4800,4845,2Q14,2014/2F,116.8,07/29/2014,-5.3,2.60,2.65,0.05,0.9,2,7/28/2014,8/1/2014,-5.3,-2.7,-2.6,9,7/22/2014,2.64,2.55,0.09,0.578
AFL,Aflac Incorporated,AFL.2Q14,4800,4865,2Q14,2014/2F,110.6,07/30/2014,-6.5,0.80,0.83,0.03,0.3,3,7/29/2014,8/4/2014,-6.5,-1.6,-4.9,20,7/23/2014,0.81,0.79,0.03,1.351
AGCO,AGCO Corporation,AGCO.2Q14,1200,1220,2Q14,2014/2F,65.9,07/29/2014,-7.3,1.69,1.77,0.08,-2.2,2,7/28/2014,8/1/2014,-7.3,-2.7,-4.6,17,7/22/2014,1.80,1.58,0.22,0.363
A,"Agilent Technologies, Inc.",A.2Q14,2300,2320,2Q14,2014/3F,75.4,08/15/2014,4.9,0.53,0.56,0.03,1.0,5,8/14/2014,8/20/2014,4.9,1.6,3.3,12,8/8/2014,0.56,0.52,0.04,0.784
GAS,"AGL Resources, Inc.",GAS.2Q14,4700,4735,2Q14,2014/2F,36.0,07/30/2014,-4.5,0.42,0.53,0.11,4.0,3,7/29/2014,8/4/2014,-4.5,-1.6,-2.9,4,7/23/2014,0.48,0.36,0.12,0.876
AGNC,AGNC Investment Corp.,AGNC.2Q14,4800,4890,2Q14,2014/2F,92.5,07/29/2014,-1.8,0.69,0.61,-0.07,25.5,2,7/28/2014,8/1/2014,-1.8,-2.7,0.9,15,7/22/2014,0.75,0.58,0.17,-0.425
AL,Air Lease Corporation Class A,AL.2Q14,4800,4830,2Q14,2014/2F,38.2,08/08/2014,2.2,0.51,0.58,0.07,4.4,5,8/7/2014,8/13/2014,2.2,1.9,0.3,14,8/1/2014,0.55,0.48,0.07,0.988
AIRM,Air Methods Corporation,AIRM.2Q14,4600,4610,2Q14,2014/2F,25.2,08/08/2014,10.5,0.66,0.73,0.07,2.6,5,8/7/2014,8/13/2014,10.5,1.9,8.5,7,8/1/2014,0.81,0.51,0.30,0.224
APD,"Air Products and Chemicals, Inc.",APD.2Q14,2200,2210,2Q14,2014/3F,122.1,07/23/2014,4.6,1.45,1.46,0.01,-1.2,3,7/22/2014,7/28/2014,4.6,-0.3,4.9,18,7/16/2014,1.47,1.42,0.05,0.277
ARG,"Airgas, Inc.",ARG.2Q14,3250,3255,2Q14,2014/1F,55.1,07/24/2014,-1.4,1.18,1.18,0.00,0.7,4,7/23/2014,7/29/2014,-1.4,-0.9,-0.5,16,7/17/2014,1.20,1.15,0.05,0.062
AKS,AK Steel Holding Corporation,AKS.2Q14,1100,1105,2Q14,2014/2F,43.6,07/29/2014,4.1,-0.05,0.02,0.07,1.8,2,7/28/2014,8/1/2014,4.1,-2.7,6.8,14,7/22/2014,-0.02,-0.22,0.20,0.341
AKAM,"Akamai Technologies, Inc.",AKAM.2Q14,3300,3320,2Q14,2014/2F,121.9,07/31/2014,-6.4,0.55,0.58,0.03,0.7,4,7/30/2014,8/5/2014,-6.4,-2.5,-3.9,19,7/24/2014,0.58,0.53,0.05,0.493
AKRX,"Akorn, Inc.",AKRX.2Q14,2300,2305,2Q14,2014/2F,22.8,08/05/2014,0.0,0.20,0.25,0.05,3.9,2,8/4/2014,8/8/2014,0.0,-0.3,0.3,9,7/29/2014,0.23,0.18,0.05,1.022
ALK,"Alaska Air Group, Inc.",ALK.2Q14,4600,4610,2Q14,2014/2F,72.7,07/24/2014,-7.1,1.11,1.13,0.02,0.5,4,7/23/2014,7/29/2014,-7.1,-0.9,-6.2,15,7/17/2014,1.13,0.98,0.16,0.144
ALB,Albemarle Corporation,ALB.2Q14,2200,2210,2Q14,2014/2F,34.5,07/31/2014,-7.9,1.07,1.10,0.03,-3.8,4,7/30/2014,8/5/2014,-7.9,-2.5,-5.4,17,7/24/2014,1.11,0.93,0.18,0.189
AA,Alcoa Corp.,AA.2Q14,1100,1115,2Q14,2014/2F,58.3,07/09/2014,8.5,1.12,1.62,0.50,3.6,3,7/8/2014,7/14/2014,8.5,0.6,7.9,16,7/2/2014,1.40,0.81,0.59,0.850
ALR,Alere Inc.,ALR.2Q14,2300,2325,2Q14,2014/2F,21.5,08/04/2014,-13.0,0.58,0.42,-0.16,-1.1,1,8/1/2014,8/7/2014,-13.0,-0.7,-12.3,7,7/28/2014,0.63,0.51,0.12,-1.333
ARE,"Alexandria Real Estate Equities, Inc.",ARE.2Q14,4800,4890,2Q14,2014/2F,25.4,07/29/2014,-1.5,0.47,0.39,-0.08,-0.2,2,7/28/2014,8/1/2014,-1.5,-2.7,1.2,2,7/22/2014,0.48,0.45,0.03,-2.564
ALXN,"Alexion Pharmaceuticals, Inc.",ALXN.2Q14,2300,2320,2Q14,2014/2F,226.6,07/24/2014,-5.4,1.07,1.12,0.05,0.4,4,7/23/2014,7/29/2014,-5.4,-0.9,-4.5,19,7/17/2014,1.15,1.01,0.14,0.383
ALGN,"Align Technology, Inc.",ALGN.2Q14,2300,2325,2Q14,2014/2F,59.6,07/25/2014,4.3,0.39,0.43,0.04,3.6,5,7/24/2014,7/30/2014,4.3,-0.9,5.3,13,7/18/2014,0.41,0.37,0.04,1.107
ALKS,Alkermes Plc,ALKS.2Q14,2300,2320,2Q14,2014/2F,52.1,07/31/2014,-6.6,0.14,0.11,-0.03,3.9,4,7/30/2014,8/5/2014,-6.6,-2.5,-4.1,11,7/24/2014,0.18,0.11,0.07,-0.484
Y,Alleghany Corporation,Y.2Q14,4800,4855,2Q14,2014/2F,24.1,08/05/2014,0.1,8.00,7.46,-0.54,-21.6,2,8/4/2014,8/8/2014,0.1,-0.3,0.4,3,7/29/2014,8.60,7.37,1.23,-0.442
ATI,Allegheny Technologies Incorporated,ATI.2Q14,1100,1105,2Q14,2014/2F,59.2,07/22/2014,-8.3,0.01,-0.03,-0.04,6.2,2,7/21/2014,7/25/2014,-8.3,0.2,-8.5,11,7/15/2014,0.10,-0.04,0.14,-0.253
ALGT,Allegiant Travel Company,ALGT.2Q14,4600,4610,2Q14,2014/2F,12.9,07/24/2014,-5.5,1.76,1.86,0.10,1.1,4,7/23/2014,7/29/2014,-5.5,-0.9,-4.6,14,7/17/2014,1.88,1.35,0.53,0.191
ALLE,Allegion PLC,ALLE.2Q14,1200,1230,2Q14,2014/2F,36.2,07/31/2014,-6.1,0.64,0.61,-0.03,-0.8,4,7/30/2014,8/5/2014,-6.1,-2.5,-3.6,5,7/24/2014,0.64,0.63,0.01,-2.528
AGN,Allergan plc,AGN.2Q14,2300,2315,2Q14,2014/2F,501.1,08/05/2014,-4.6,3.37,3.42,0.05,4.6,2,8/4/2014,8/8/2014,-4.6,-0.3,-4.3,21,7/29/2014,3.70,3.11,0.59,0.077
AGN.2,"Allergan, Inc.",AGN.2.2Q14,2300,2310,2Q14,2014/2F,708.2,07/21/2014,1.9,1.44,1.51,0.07,5.1,1,7/18/2014,7/24/2014,1.9,0.5,1.4,20,7/14/2014,1.45,1.40,0.05,1.402
ALE,"ALLETE, Inc.",ALE.2Q14,4700,4705,2Q14,2014/2F,11.4,08/01/2014,1.0,0.44,0.46,0.02,1.4,5,7/31/2014,8/6/2014,1.0,-0.5,1.5,3,7/25/2014,0.46,0.42,0.04,0.600
ADS,Alliance Data Systems Corporation,ADS.2Q14,3300,3305,2Q14,2014/2F,227.1,07/17/2014,-1.0,2.73,2.90,0.17,1.0,4,7/16/2014,7/22/2014,-1.0,0.1,-1.2,24,7/10/2014,2.81,2.66,0.15,1.128
LNT,Alliant Energy Corp,LNT.2Q14,4700,4705,2Q14,2014/2F,29.5,08/07/2014,0.9,0.30,0.28,-0.02,4.6,4,8/6/2014,8/12/2014,0.9,0.7,0.2,4,7/31/2014,0.34,0.27,0.07,-0.354
AWHHF,"Allied World Assurance Company Holdings, AG",AWHHF.2Q14,4800,4860,2Q14,2014/2F,19.8,07/24/2014,-5.3,0.86,0.76,-0.10,-5.8,4,7/23/2014,7/29/2014,-5.3,-0.9,-4.4,10,7/17/2014,1.05,0.62,0.43,-0.228
ALSN,"Allison Transmission Holdings, Inc.",ALSN.2Q14,1200,1220,2Q14,2014/2F,64.2,07/24/2014,-6.4,0.32,0.31,-0.01,1.7,4,7/23/2014,7/29/2014,-6.4,-0.9,-5.5,14,7/17/2014,0.40,0.27,0.13,-0.064
MDRX,"Allscripts Healthcare Solutions, Inc.",MDRX.2Q14,3300,3308,2Q14,2014/2F,26.5,08/08/2014,-8.7,0.09,0.09,0.00,0.1,5,8/7/2014,8/13/2014,-8.7,1.9,-10.6,29,8/1/2014,0.12,0.05,0.07,0.012
ALL,Allstate Corporation,ALL.2Q14,4800,4855,2Q14,2014/2F,134.4,07/31/2014,3.4,0.69,1.01,0.32,1.5,4,7/30/2014,8/5/2014,3.4,-2.5,5.9,26,7/24/2014,1.28,0.40,0.88,0.363
ANRZQ,"Alpha Natural Resources, Inc.",ANRZQ.2Q14,2100,2125,2Q14,2014/2F,40.7,08/06/2014,17.3,-0.75,-0.56,0.19,2.8,3,8/5/2014,8/11/2014,17.3,0.9,16.3,18,7/30/2014,-0.58,-0.94,0.36,0.524
GOOGL,Alphabet Inc. Class A,GOOGL.2Q14,3300,3320,2Q14,2014/2F,"1,333.3",07/18/2014,4.2,6.23,6.08,-0.15,2.8,5,7/17/2014,7/23/2014,4.2,1.5,2.7,42,7/11/2014,6.64,5.73,0.91,-0.161
ALTR.1,Altera Corporation,ALTR.1.2Q14,1300,1305,2Q14,2014/2F,108.6,07/25/2014,-2.0,0.37,0.41,0.04,2.3,5,7/24/2014,7/30/2014,-2.0,-0.9,-1.1,24,7/18/2014,0.41,0.36,0.05,0.725
ASPS,Altisource Portfolio Solutions S.A.,ASPS.2Q14,4800,4830,2Q14,2014/2F,26.5,07/24/2014,5.3,2.06,2.51,0.57,18.7,4,7/23/2014,7/29/2014,5.3,-0.9,6.2,3,7/17/2014,2.17,1.86,0.31,1.828
MO,Altria Group Inc,MO.2Q14,2400,2430,2Q14,2014/2F,300.8,07/22/2014,-0.6,0.66,0.65,-0.01,-0.4,2,7/21/2014,7/25/2014,-0.6,0.2,-0.8,8,7/15/2014,0.67,0.64,0.03,-0.193
AMZN,"Amazon.com, Inc.",AMZN.2Q14,3500,3550,2Q14,2014/2F,"1,474.3",07/25/2014,-10.1,-0.16,-0.27,-0.11,0.1,5,7/24/2014,7/30/2014,-10.1,-0.9,-9.1,38,7/18/2014,0.07,-0.51,0.58,-0.195
AMBC,"Ambac Financial Group, Inc.",AMBC.2Q14,4800,4875,2Q14,2014/2F,13.0,08/12/2014,2.1,0.99,-2.51,-3.50,-8.6,2,8/11/2014,8/15/2014,2.1,0.9,1.2,2,8/5/2014,1.00,0.97,0.03,-116.500
AMBA,"Ambarella, Inc.",AMBA.2Q14,1300,1305,2Q14,2014/2F,26.3,09/05/2014,4.6,0.28,0.37,0.09,5.2,5,9/4/2014,9/10/2014,4.6,-0.1,4.8,7,8/29/2014,0.29,0.27,0.02,4.625
AMCX,AMC Networks Inc. Class A,AMCX.2Q14,3400,3415,2Q14,2014/2F,69.0,08/07/2014,0.1,0.86,0.90,0.04,1.8,4,8/6/2014,8/12/2014,0.1,0.7,-0.6,11,7/31/2014,0.92,0.76,0.16,0.269
DOX,Amdocs Limited,DOX.2Q14,3300,3308,2Q14,2014/3F,33.2,07/30/2014,-3.9,0.79,0.81,0.02,0.1,3,7/29/2014,8/4/2014,-3.9,-1.6,-2.3,10,7/23/2014,0.81,0.78,0.03,0.540
UHAL,AMERCO,UHAL.2Q14,4800,4830,2Q14,2014/1F,12.5,08/07/2014,4.5,6.36,6.36,0.00,1.4,4,8/6/2014,8/12/2014,4.5,0.7,3.8,2,7/31/2014,6.36,6.36,0.00,#DIV/0!
AEE,Ameren Corporation,AEE.2Q14,4700,4705,2Q14,2014/2F,76.1,08/05/2014,-0.6,0.58,0.62,0.04,1.7,2,8/4/2014,8/8/2014,-0.6,-0.3,-0.3,4,7/29/2014,0.65,0.50,0.15,0.283
AAL,"American Airlines Group, Inc.",AAL.2Q14,4600,4610,2Q14,2014/2F,486.1,07/24/2014,-8.8,1.95,1.98,0.03,0.2,4,7/23/2014,7/29/2014,-8.8,-0.9,-7.9,16,7/17/2014,2.05,1.71,0.34,0.088
AXL,"American Axle & Manufacturing Holdings, Inc.",AXL.2Q14,1200,1225,2Q14,2014/2F,23.2,08/01/2014,-3.5,0.72,0.67,-0.05,-4.6,5,7/31/2014,8/6/2014,-3.5,-0.5,-3.1,10,7/25/2014,0.82,0.64,0.18,-0.290
ACC,"American Campus Communities, Inc.",ACC.2Q14,4800,4890,2Q14,2014/2F,20.9,07/23/2014,-0.1,0.10,0.12,0.02,1.3,3,7/22/2014,7/28/2014,-0.1,-0.3,0.2,4,7/16/2014,0.12,0.07,0.05,0.339
ACAS,"American Capital, Ltd.",ACAS.2Q14,4800,4845,2Q14,2014/2F,48.8,08/07/2014,-0.7,0.18,0.15,-0.03,-12.2,4,8/6/2014,8/12/2014,-0.7,0.7,-1.4,8,7/31/2014,0.25,0.09,0.16,-0.208
AEO,"American Eagle Outfitters, Inc.",AEO.2Q14,3500,3525,2Q14,2014/2F,58.3,08/20/2014,17.9,0.00,0.03,0.03,3.1,3,8/19/2014,8/25/2014,17.9,0.8,17.1,29,8/13/2014,0.02,-0.02,0.04,0.754
AEP,"American Electric Power Company, Inc.",AEP.2Q14,4700,4705,2Q14,2014/2F,155.3,07/25/2014,-1.9,0.75,0.80,0.05,0.8,5,7/24/2014,7/30/2014,-1.9,-0.9,-0.9,12,7/18/2014,0.85,0.70,0.15,0.324
AEL,American Equity Investment Life Holding Company,AEL.2Q14,4800,4865,2Q14,2014/2F,11.4,07/31/2014,-3.1,0.49,0.48,-0.01,61.3,4,7/30/2014,8/5/2014,-3.1,-2.5,-0.6,4,7/24/2014,0.51,0.48,0.03,-0.444
AXP,American Express Company,AXP.2Q14,4800,4850,2Q14,2014/2F,301.1,07/30/2014,-5.2,1.39,1.43,0.04,-0.2,3,7/29/2014,8/4/2014,-5.2,-1.6,-3.7,26,7/23/2014,1.45,1.26,0.19,0.229
AFG,"American Financial Group, Inc.",AFG.2Q14,4800,4855,2Q14,2014/2F,17.6,07/29/2014,-3.6,0.96,1.07,0.11,-17.1,2,7/28/2014,8/1/2014,-3.6,-2.7,-0.9,7,7/22/2014,1.05,0.83,0.22,0.528
AMH,American Homes 4 Rent Class A,AMH.2Q14,4800,4890,2Q14,2014/2F,22.9,08/05/2014,-2.5,0.00,-0.07,-0.07,1.0,2,8/4/2014,8/8/2014,-2.5,-0.3,-2.2,5,7/29/2014,0.05,-0.05,0.10,-0.740
AIG,"American International Group, Inc.",AIG.2Q14,4800,4860,2Q14,2014/2F,417.9,08/05/2014,-0.4,1.05,1.25,0.20,-1.5,2,8/4/2014,8/8/2014,-0.4,-0.3,-0.1,24,7/29/2014,1.26,0.95,0.31,0.630
AOBC,American Outdoor Brands Corporation,AOBC.2Q14,1300,1330,2Q14,2014/1F,23.4,08/27/2014,-15.6,0.25,0.26,0.01,-1.6,3,8/26/2014,9/1/2014,-15.5,0.2,-15.7,9,8/20/2014,0.27,0.24,0.03,0.250
ARII,"American Railcar Industries, Inc.",ARII.2Q14,4600,4620,2Q14,2014/2F,16.7,07/31/2014,-2.5,1.20,1.51,0.31,13.9,4,7/30/2014,8/5/2014,-2.5,-2.5,0.0,8,7/24/2014,1.32,1.06,0.26,1.181
AMT,American Tower Corporation,AMT.2Q14,4800,4890,2Q14,2014/2F,157.4,07/30/2014,3.5,0.54,0.58,0.04,3.2,3,7/29/2014,8/4/2014,3.5,-1.6,5.0,19,7/23/2014,0.58,0.50,0.08,0.538
AWK,"American Water Works Company, Inc.",AWK.2Q14,4700,4755,2Q14,2014/2F,35.2,08/07/2014,3.7,0.64,0.62,-0.02,-3.4,4,8/6/2014,8/12/2014,3.7,0.7,3.0,11,7/31/2014,0.69,0.52,0.17,-0.094
APU,"AmeriGas Partners, L.P.",APU.2Q14,3250,3255,2Q14,2014/3F,21.3,07/30/2014,-1.3,-0.39,-0.47,-0.08,-1.9,3,7/29/2014,8/4/2014,-1.3,-1.6,0.2,9,7/23/2014,-0.31,-0.44,0.13,-0.589
AMP,"Ameriprise Financial, Inc.",AMP.2Q14,4800,4840,2Q14,2014/2F,114.9,07/30/2014,-1.5,2.01,2.08,0.07,1.7,3,7/29/2014,8/4/2014,-1.5,-1.6,0.1,10,7/23/2014,2.04,1.90,0.14,0.532
ABC,AmerisourceBergen Corporation,ABC.2Q14,3250,3270,2Q14,2014/3F,128.6,07/24/2014,4.8,0.92,1.01,0.09,4.0,4,7/23/2014,7/29/2014,4.8,-0.9,5.7,17,7/17/2014,1.02,0.87,0.15,0.588
AME,"AMETEK, Inc.",AME.2Q14,1200,1250,2Q14,2014/2F,42.1,08/05/2014,5.3,0.59,0.61,0.02,1.7,2,8/4/2014,8/8/2014,5.3,-0.3,5.5,12,7/29/2014,0.59,0.58,0.01,2.089
AMGN,Amgen Inc.,AMGN.2Q14,2300,2320,2Q14,2014/2F,405.8,07/30/2014,4.3,2.07,2.37,0.30,5.7,3,7/29/2014,8/4/2014,4.3,-1.6,5.9,22,7/23/2014,2.16,1.94,0.22,1.381
AMKR,"Amkor Technology, Inc.",AMKR.2Q14,1300,1305,2Q14,2014/2F,22.1,07/29/2014,-7.4,0.15,0.13,-0.02,0.8,2,7/28/2014,8/1/2014,-7.4,-2.7,-4.8,5,7/22/2014,0.18,0.14,0.04,-0.475
AMRX,"Amneal Pharmaceuticals, Inc. Class A",AMRX.2Q14,2300,2305,2Q14,2014/2F,20.6,08/06/2014,0.0,0.38,0.60,0.22,17.5,3,8/5/2014,8/11/2014,0.0,0.9,-0.9,14,7/30/2014,0.59,0.13,0.46,0.484
APH,Amphenol Corporation Class A,APH.2Q14,1300,1310,2Q14,2014/2F,52.2,07/23/2014,0.4,0.53,0.55,0.02,2.7,3,7/22/2014,7/28/2014,0.4,-0.3,0.7,14,7/16/2014,0.55,0.52,0.03,0.778
AFSI,"AmTrust Financial Services, Inc.",AFSI.2Q14,4800,4855,2Q14,2014/2F,25.1,08/07/2014,1.3,0.50,0.67,0.17,15.3,4,8/6/2014,8/12/2014,1.3,0.7,0.6,7,7/31/2014,0.54,0.47,0.07,2.637
APC,Anadarko Petroleum Corporation,APC.2Q14,2100,2110,2Q14,2014/2F,492.7,07/30/2014,1.4,1.29,1.32,0.03,7.5,3,7/29/2014,8/4/2014,1.4,-1.6,2.9,29,7/23/2014,1.54,1.11,0.43,0.066
ADI,"Analog Devices, Inc.",ADI.2Q14,1300,1305,2Q14,2014/3F,103.2,08/27/2014,-3.0,0.63,0.63,0.00,1.6,3,8/26/2014,9/1/2014,-2.1,0.2,-2.2,25,8/20/2014,0.64,0.62,0.02,0.186
ANDV,Andeavor,ANDV.2Q14,2100,2120,2Q14,2014/2F,152.3,07/31/2014,3.2,1.81,1.70,-0.11,14.7,4,7/30/2014,8/5/2014,3.2,-2.5,5.7,13,7/24/2014,2.18,1.41,0.77,-0.147
ANDE,"Andersons, Inc.",ANDE.2Q14,2200,2225,2Q14,2014/2F,18.4,08/07/2014,12.2,1.20,1.56,0.36,-2.9,4,8/6/2014,8/12/2014,12.2,0.7,11.5,6,7/31/2014,1.22,1.19,0.03,11.935
ANGI,ANGI Homeservices Inc Class A,ANGI.2Q14,3300,3320,2Q14,2014/2F,14.0,07/24/2014,-17.6,-0.24,-0.31,-0.07,-1.6,4,7/23/2014,7/29/2014,-17.6,-0.9,-16.7,18,7/17/2014,-0.19,-0.29,0.10,-0.722
