ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,rtn_t+3,eps_est,eps_actual,surp_amt,rev_surp%,report_day_of week,t-1,t+3,rtn_t+3_check,mkt_t+3_rtn,rel_t+3_rtn,num_ests_qtr_end,t-7,t-7_high_est,t-7_low_est,est_spread,spread_adj_surp
VG,Vonage Holdings Corp.,VG.2Q17,4900,4910,2Q17,2017/2F,15.4,08/03/2017,26.6,0.06,0.06,0.00,4.1,4,8/2/2017,8/8/2017,26.6,-0.1,26.7,9,7/27/2017,0.07,0.05,0.02,-0.056
NXTM,"NxStage Medical, Inc.",NXTM.2Q17,2300,2325,2Q17,2017/2F,15.8,08/07/2017,26.5,-0.03,-0.03,0.00,-0.3,1,8/4/2017,8/10/2017,26.5,-1.7,28.2,10,7/31/2017,0.00,-0.05,0.05,-0.089
FGEN,"FibroGen, Inc.",FGEN.2Q17,2300,2320,2Q17,2017/2F,13.9,08/08/2017,24.7,-0.47,-0.48,-0.01,-15.5,2,8/7/2017,8/11/2017,24.7,-1.7,26.4,5,8/1/2017,-0.42,-0.52,0.10,-0.130
OSUR,"OraSure Technologies, Inc.",OSUR.2Q17,2300,2325,2Q17,2017/2F,12.6,08/03/2017,24.3,0.07,0.09,0.02,7.8,4,8/2/2017,8/8/2017,24.3,-0.1,24.4,5,7/27/2017,0.08,0.07,0.01,1.800
UBNT,"Ubiquiti Networks, Inc.",UBNT.2Q17,1300,1320,2Q17,2017/4F,26.4,08/03/2017,23.2,0.74,0.75,0.01,4.4,4,8/2/2017,8/8/2017,23.2,-0.1,23.3,7,7/27/2017,0.75,0.73,0.02,0.500
GPRO,"GoPro, Inc. Class A",GPRO.2Q17,1400,1425,2Q17,2017/2F,21.5,08/04/2017,23.0,-0.25,-0.09,0.16,10.2,5,8/3/2017,8/9/2017,23.0,0.0,23.0,16,7/28/2017,-0.19,-0.32,0.13,1.224
SEDG,"SolarEdge Technologies, Inc.",SEDG.2Q17,1300,1305,2Q17,2017/2F,12.8,08/03/2017,22.8,0.32,0.50,0.18,8.8,4,8/2/2017,8/8/2017,22.8,-0.1,22.9,11,7/27/2017,0.41,0.25,0.16,1.102
TREE,"LendingTree, Inc.",TREE.2Q17,4800,4830,2Q17,2017/2F,31.1,07/27/2017,22.0,0.78,0.54,-0.24,12.9,4,7/26/2017,8/1/2017,22.0,-0.1,22.1,10,7/20/2017,0.96,0.67,0.29,-0.844
CONN,"Conn's, Inc.",CONN.2Q17,3500,3535,2Q17,2017/2F,13.2,09/07/2017,21.3,-0.02,0.26,0.28,-1.4,4,9/6/2017,9/12/2017,21.3,1.3,20.0,5,8/31/2017,0.00,-0.03,0.03,9.200
SIG,Signet Jewelers Limited,SIG.2Q17,3500,3540,2Q17,2017/2F,112.4,08/24/2017,21.0,1.04,1.33,0.29,5.4,4,8/23/2017,8/29/2017,21.0,0.1,20.9,13,8/17/2017,1.28,0.61,0.67,0.427
PETS,"PetMed Express, Inc.",PETS.2Q17,3500,3510,2Q17,2017/1F,15.5,07/24/2017,20.8,0.38,0.45,0.07,3.0,1,7/21/2017,7/27/2017,20.8,0.1,20.7,4,7/17/2017,0.40,0.33,0.07,0.964
EXPR,"Express, Inc.",EXPR.2Q17,3500,3525,2Q17,2017/2F,21.4,08/23/2017,20.4,-0.01,0.01,0.02,0.9,3,8/22/2017,8/28/2017,20.4,-0.3,20.7,10,8/16/2017,0.01,-0.02,0.03,0.744
CPRI,Capri Holdings Limited,CPRI.2Q17,3500,3525,2Q17,2017/1F,86.0,08/08/2017,20.0,0.62,0.80,0.18,3.7,2,8/7/2017,8/11/2017,20.0,-1.7,21.7,24,8/1/2017,0.64,0.60,0.04,4.559
IRBT,iRobot Corporation,IRBT.2Q17,1400,1425,2Q17,2017/2F,68.0,07/26/2017,20.0,-0.33,0.27,0.60,4.0,3,7/25/2017,7/31/2017,20.0,-0.4,20.4,6,7/19/2017,-0.29,-0.35,0.06,9.944
WGO,"Winnebago Industries, Inc.",WGO.2Q17,1400,1435,2Q17,2017/3F,17.9,06/21/2017,20.0,0.68,0.83,0.15,8.3,3,6/20/2017,6/26/2017,20.0,0.1,19.8,1,6/14/2017,0.88,0.60,0.28,0.522
PSTG,"Pure Storage, Inc. Class A",PSTG.2Q17,1300,1345,2Q17,2017/2F,22.2,08/25/2017,19.3,-0.14,-0.11,0.03,2.9,5,8/24/2017,8/30/2017,19.3,0.8,18.6,23,8/18/2017,-0.11,-0.16,0.05,0.691
HDP,"Hortonworks, Inc.",HDP.2Q17,3300,3308,2Q17,2017/2F,11.5,08/04/2017,18.8,-0.49,-0.44,0.05,7.6,5,8/3/2017,8/9/2017,18.8,0.0,18.8,16,7/28/2017,-0.40,-0.53,0.13,0.385
EGRX,"Eagle Pharmaceuticals, Inc.",EGRX.2Q17,2300,2310,2Q17,2017/2F,28.8,08/09/2017,18.8,0.51,0.49,-0.02,-4.6,3,8/8/2017,8/14/2017,18.8,-0.4,19.2,4,8/2/2017,0.59,0.46,0.13,-0.154
FRED,"Fred's, Inc. Class A",FRED.2Q17,3500,3520,2Q17,2017/2F,15.0,09/06/2017,18.1,-0.19,-0.15,0.04,0.1,3,9/5/2017,9/11/2017,18.1,1.2,16.8,4,8/30/2017,-0.07,-0.22,0.15,0.259
AMRX,"Amneal Pharmaceuticals, Inc. Class A",AMRX.2Q17,2300,2305,2Q17,2017/2F,27.6,08/09/2017,17.9,0.14,0.18,0.04,3.3,3,8/8/2017,8/14/2017,17.9,-0.4,18.3,12,8/2/2017,0.17,0.12,0.05,0.770
PRGO,Perrigo Co. Plc,PRGO.2Q17,2300,2310,2Q17,2017/2F,132.1,08/10/2017,17.2,0.92,1.22,0.30,5.2,4,8/9/2017,8/15/2017,17.2,-0.4,17.6,12,8/3/2017,1.02,0.80,0.22,1.367
SPR,"Spirit AeroSystems Holdings, Inc. Class A",SPR.2Q17,1300,1330,2Q17,2017/2F,56.6,08/02/2017,16.9,1.20,1.57,0.37,5.1,3,8/1/2017,8/7/2017,16.9,0.1,16.8,18,7/26/2017,1.25,1.13,0.12,3.131
ERI,Eldorado Resorts Inc,ERI.2Q17,3400,3445,2Q17,2017/2F,15.9,08/09/2017,16.8,0.20,-0.70,-0.90,-12.1,3,8/8/2017,8/14/2017,16.8,-0.4,17.2,2,8/2/2017,0.28,0.12,0.16,-5.665
ETSY,"Etsy, Inc.",ETSY.2Q17,3200,3205,2Q17,2017/2F,33.8,08/04/2017,16.6,-0.01,0.10,0.11,0.5,5,8/3/2017,8/9/2017,16.6,0.0,16.6,5,7/28/2017,0.01,-0.03,0.04,2.750
NFLX,"Netflix, Inc.",NFLX.2Q17,3400,3415,2Q17,2017/2F,975.7,07/18/2017,16.6,0.16,0.15,-0.01,0.8,2,7/17/2017,7/21/2017,16.6,0.5,16.1,37,7/11/2017,0.28,0.08,0.20,-0.036
ANET,"Arista Networks, Inc.",ANET.2Q17,1300,1352,2Q17,2017/2F,120.5,08/04/2017,16.3,0.95,1.34,0.39,12.3,5,8/3/2017,8/9/2017,16.3,0.0,16.3,25,7/28/2017,1.02,0.89,0.13,3.016
FIT,"Fitbit, Inc. Class A",FIT.2Q17,1400,1445,2Q17,2017/2F,39.8,08/03/2017,16.2,-0.15,-0.08,0.07,3.4,4,8/2/2017,8/8/2017,16.2,-0.1,16.3,18,7/27/2017,-0.08,-0.16,0.08,0.834
ILMN,"Illumina, Inc.",ILMN.2Q17,2300,2320,2Q17,2017/2F,174.1,08/02/2017,15.8,0.69,0.82,0.13,3.1,3,8/1/2017,8/7/2017,15.8,0.1,15.8,18,7/26/2017,0.75,0.64,0.11,1.220
GRUB,"GrubHub, Inc.",GRUB.2Q17,3500,3550,2Q17,2017/2F,97.6,08/04/2017,15.7,0.26,0.26,0.00,0.3,5,8/3/2017,8/9/2017,15.7,0.0,15.7,21,7/28/2017,0.29,0.22,0.07,0.024
TTWO,"Take-Two Interactive Software, Inc.",TTWO.2Q17,1400,1435,2Q17,2017/1F,148.1,08/03/2017,15.3,0.20,0.42,0.22,23.8,4,8/2/2017,8/8/2017,15.3,-0.1,15.4,18,7/27/2017,0.26,0.10,0.16,1.377
KBR,"KBR, Inc.",KBR.2Q17,3100,3115,2Q17,2017/2F,35.2,08/02/2017,15.2,0.41,0.54,0.13,-0.2,3,8/1/2017,8/7/2017,15.2,0.1,15.1,11,7/26/2017,0.51,0.22,0.29,0.432
CTLT,Catalent Inc,CTLT.2Q17,2300,2310,2Q17,2017/4F,30.3,08/29/2017,15.0,0.57,0.65,0.08,12.7,2,8/28/2017,9/1/2017,15.0,1.4,13.6,10,8/22/2017,0.60,0.54,0.06,1.333
EXTR,"Extreme Networks, Inc.",EXTR.2Q17,1300,1352,2Q17,2017/4F,15.6,08/15/2017,14.6,0.15,0.17,0.02,3.6,2,8/14/2017,8/18/2017,14.6,-1.7,16.3,5,8/8/2017,0.16,0.15,0.01,1.750
BA,Boeing Company,BA.2Q17,1300,1330,2Q17,2017/2F,537.3,07/26/2017,14.1,2.30,2.55,0.25,-1.2,3,7/25/2017,7/31/2017,14.1,-0.4,14.5,18,7/19/2017,2.47,2.13,0.34,0.744
ARRY,Array BioPharma Inc.,ARRY.2Q17,2300,2320,2Q17,2017/4F,29.3,08/09/2017,14.1,-0.21,-0.17,0.04,10.4,3,8/8/2017,8/14/2017,14.1,-0.4,14.5,9,8/2/2017,-0.01,-0.29,0.28,0.159
MIK,Michaels Companies Inc,MIK.2Q17,3500,3540,2Q17,2017/2F,42.7,08/24/2017,14.0,0.16,0.19,0.03,1.4,4,8/23/2017,8/29/2017,14.0,0.1,13.9,14,8/17/2017,0.17,0.16,0.01,1.915
SAM,"Boston Beer Company, Inc. Class A",SAM.2Q17,2400,2425,2Q17,2017/2F,22.3,07/28/2017,13.7,1.41,2.35,0.94,11.3,5,7/27/2017,8/2/2017,13.7,0.0,13.8,7,7/21/2017,1.54,0.94,0.60,1.563
GDOT,Green Dot Corporation Class A,GDOT.2Q17,4800,4830,2Q17,2017/2F,10.9,08/09/2017,13.7,0.40,0.55,0.15,6.7,3,8/8/2017,8/14/2017,13.7,-0.4,14.1,15,8/2/2017,0.42,0.39,0.03,4.516
ENV,"Envestnet, Inc.",ENV.2Q17,3200,3220,2Q17,2017/2F,10.2,08/09/2017,13.5,0.27,0.29,0.02,2.0,3,8/8/2017,8/14/2017,13.5,-0.4,13.9,9,8/2/2017,0.29,0.27,0.02,0.840
AAN,"Aaron's, Inc.",AAN.2Q17,4800,4830,2Q17,2017/2F,25.7,07/28/2017,13.1,0.58,0.68,0.10,3.7,5,7/27/2017,8/2/2017,13.1,0.0,13.1,9,7/21/2017,0.65,0.46,0.19,0.509
NAV,Navistar International Corporation,NAV.2Q17,1200,1220,2Q17,2017/3F,18.2,09/06/2017,13.0,0.33,0.37,0.04,2.8,3,9/5/2017,9/11/2017,13.0,1.2,11.8,15,8/30/2017,0.92,0.06,0.86,0.048
ASNA,"Ascena Retail Group, Inc.",ASNA.2Q17,3500,3525,2Q17,2017/4F,11.6,09/26/2017,12.9,-0.03,0.05,0.08,5.3,2,9/25/2017,9/29/2017,12.9,1.0,11.9,7,9/19/2017,-0.02,-0.06,0.04,1.843
VRTU,Virtusa Corporation,VRTU.2Q17,3300,3308,2Q17,2017/1F,13.0,08/08/2017,12.9,0.27,0.25,-0.02,1.2,2,8/7/2017,8/11/2017,12.9,-1.7,14.6,9,8/1/2017,0.29,0.24,0.05,-0.356
GLUU,Glu Mobile Inc.,GLUU.2Q17,3300,3320,2Q17,2017/2F,14.4,08/02/2017,12.8,-0.10,-0.03,0.07,14.4,3,8/1/2017,8/7/2017,12.8,0.1,12.7,7,7/26/2017,-0.09,-0.13,0.04,1.648
FCX,"Freeport-McMoRan, Inc.",FCX.2Q17,1100,1120,2Q17,2017/2F,237.2,07/25/2017,12.7,0.20,0.17,-0.03,1.1,2,7/24/2017,7/28/2017,12.7,0.0,12.6,16,7/18/2017,0.27,0.15,0.13,-0.276
CMD,Cantel Medical Corp.,CMD.2Q17,2300,2325,2Q17,2017/4F,11.5,09/28/2017,12.6,0.53,0.54,0.01,2.5,4,9/27/2017,10/3/2017,12.6,1.2,11.4,3,9/21/2017,0.54,0.52,0.02,0.500
FINL,"Finish Line, Inc. Class A",FINL.2Q17,3500,3525,2Q17,2017/1F,23.9,06/23/2017,12.4,0.23,0.23,0.00,-0.9,5,6/22/2017,6/28/2017,12.4,0.4,12.0,1,6/16/2017,0.26,0.16,0.10,0.019
CWH,"Camping World Holdings, Inc. Class A",CWH.2Q17,3500,3540,2Q17,2017/2F,14.3,08/11/2017,12.3,0.70,0.91,0.21,10.2,5,8/10/2017,8/16/2017,12.3,1.2,11.1,8,8/4/2017,0.76,0.62,0.14,1.532
URBN,"Urban Outfitters, Inc.",URBN.2Q17,3500,3525,2Q17,2017/2F,70.9,08/16/2017,12.3,0.37,0.44,0.07,1.2,3,8/15/2017,8/21/2017,12.3,-1.5,13.8,27,8/9/2017,0.48,0.30,0.18,0.396
TSLA,Tesla Inc,TSLA.2Q17,1400,1405,2Q17,2017/2F,"2,337.8",08/03/2017,12.1,-1.93,-1.33,0.60,11.5,4,8/2/2017,8/8/2017,12.1,-0.1,12.2,18,7/27/2017,-0.33,-2.43,2.10,0.287
MRVL,Marvell Technology Group Ltd.,MRVL.2Q17,1300,1305,2Q17,2017/2F,117.6,08/25/2017,12.0,0.28,0.30,0.02,0.7,5,8/24/2017,8/30/2017,12.0,0.8,11.2,25,8/18/2017,0.29,0.27,0.02,0.967
HCSG,"Healthcare Services Group, Inc.",HCSG.2Q17,3350,3370,2Q17,2017/2F,14.7,07/12/2017,11.9,0.29,0.30,0.01,11.1,3,7/11/2017,7/17/2017,11.9,1.4,10.6,8,7/5/2017,0.30,0.28,0.02,0.617
AYI,"Acuity Brands, Inc.",AYI.2Q17,1200,1235,2Q17,2017/3F,161.7,06/29/2017,11.8,2.02,2.15,0.13,1.4,4,6/28/2017,7/4/2017,13.0,-0.4,13.4,1,6/22/2017,2.43,1.69,0.74,0.181
LOPE,"Grand Canyon Education, Inc.",LOPE.2Q17,3200,3205,2Q17,2017/2F,23.5,08/02/2017,11.7,0.68,0.83,0.15,2.5,3,8/1/2017,8/7/2017,11.7,0.1,11.6,4,7/26/2017,0.69,0.68,0.01,14.750
AEO,"American Eagle Outfitters, Inc.",AEO.2Q17,3500,3525,2Q17,2017/2F,64.9,08/23/2017,11.6,0.16,0.19,0.03,2.5,3,8/22/2017,8/28/2017,11.6,-0.3,11.9,21,8/16/2017,0.17,0.15,0.02,1.432
NSP,"Insperity, Inc.",NSP.2Q17,3200,3235,2Q17,2017/2F,12.5,08/01/2017,11.6,0.34,0.41,0.07,2.1,2,7/31/2017,8/4/2017,11.6,0.2,11.4,5,7/25/2017,0.36,0.33,0.03,2.760
QLYS,"Qualys, Inc.",QLYS.2Q17,3300,3310,2Q17,2017/2F,12.4,08/03/2017,11.5,0.20,0.26,0.06,0.8,4,8/2/2017,8/8/2017,11.5,-0.1,11.6,16,7/27/2017,0.20,0.20,0.00,#DIV/0!
PZZA,"Papa John's International, Inc.",PZZA.2Q17,3400,3435,2Q17,2017/2F,45.0,08/02/2017,11.5,0.64,0.65,0.01,-0.9,3,8/1/2017,8/7/2017,11.5,0.1,11.4,6,7/26/2017,0.66,0.63,0.03,0.333
HLX,"Helix Energy Solutions Group, Inc.",HLX.2Q17,3100,3110,2Q17,2017/2F,11.7,07/24/2017,11.4,-0.03,-0.04,-0.01,6.6,1,7/21/2017,7/27/2017,11.4,0.1,11.3,10,7/17/2017,0.00,-0.08,0.08,-0.108
CHTR,"Charter Communications, Inc. Class A",CHTR.2Q17,3400,3415,2Q17,2017/2F,518.0,07/27/2017,11.1,0.79,0.52,-0.27,-0.2,4,7/26/2017,8/1/2017,11.1,-0.1,11.2,19,7/20/2017,1.43,0.53,0.90,-0.300
OXM,"Oxford Industries, Inc.",OXM.2Q17,2400,2440,2Q17,2017/2F,10.1,09/01/2017,11.1,1.43,1.44,0.01,-2.2,5,8/31/2017,9/6/2017,12.0,-0.3,12.3,8,8/25/2017,1.45,1.41,0.04,0.189
ORLY,"O'Reilly Automotive, Inc.",ORLY.2Q17,3500,3540,2Q17,2017/2F,341.3,07/27/2017,11.1,2.89,2.95,0.06,0.2,4,7/26/2017,8/1/2017,11.1,-0.1,11.2,24,7/20/2017,3.00,2.75,0.25,0.224
KEM,KEMET Corporation,KEM.2Q17,1300,1310,2Q17,2017/1F,10.7,08/02/2017,10.9,0.20,0.33,0.13,-2.5,3,8/1/2017,8/7/2017,10.9,0.1,10.9,3,7/26/2017,0.22,0.19,0.03,4.222
SERV,"ServiceMaster Global Holdings, Inc.",SERV.2Q17,3400,3450,2Q17,2017/2F,25.3,07/31/2017,10.9,0.69,0.69,0.00,1.2,1,7/28/2017,8/3/2017,10.9,-0.1,11.0,8,7/24/2017,0.71,0.65,0.06,0.071
BUFF,Blue Buffalo Pet Products Inc,BUFF.2Q17,2400,2410,2Q17,2017/2F,33.5,08/09/2017,10.8,0.21,0.21,0.00,-2.4,3,8/8/2017,8/14/2017,10.8,-0.4,11.2,10,8/2/2017,0.22,0.19,0.03,0.043
BCO,Brink's Company,BCO.2Q17,3200,3205,2Q17,2017/2F,25.0,07/26/2017,10.5,0.46,0.64,0.18,4.2,3,7/25/2017,7/31/2017,10.5,-0.4,11.0,3,7/19/2017,0.51,0.41,0.10,1.766
TDC,Teradata Corporation,TDC.2Q17,1300,1340,2Q17,2017/2F,59.1,07/27/2017,10.5,0.28,0.22,-0.06,-1.4,4,7/26/2017,8/1/2017,10.5,-0.1,10.6,20,7/20/2017,0.34,0.25,0.09,-0.658
ROST,"Ross Stores, Inc.",ROST.2Q17,3500,3525,2Q17,2017/2F,194.4,08/18/2017,10.5,0.77,0.82,0.05,1.9,5,8/17/2017,8/23/2017,10.5,0.6,9.9,24,8/11/2017,0.79,0.74,0.05,1.049
ATI,Allegheny Technologies Incorporated,ATI.2Q17,1100,1105,2Q17,2017/2F,37.0,07/25/2017,10.4,0.07,0.09,0.02,0.6,2,7/24/2017,7/28/2017,10.4,0.0,10.4,8,7/18/2017,0.09,0.05,0.04,0.438
MTOR,"Meritor, Inc.",MTOR.2Q17,1200,1225,2Q17,2017/3F,15.3,08/02/2017,10.4,0.47,0.64,0.17,9.2,3,8/1/2017,8/7/2017,10.4,0.1,10.3,8,7/26/2017,0.52,0.42,0.10,1.747
RRGB,"Red Robin Gourmet Burgers, Inc.",RRGB.2Q17,3400,3435,2Q17,2017/2F,26.4,08/09/2017,10.3,0.52,0.61,0.09,0.0,3,8/8/2017,8/14/2017,10.3,-0.4,10.8,10,8/2/2017,0.63,0.44,0.19,0.468
AX,"Axos Financial, Inc.",AX.2Q17,4800,4825,2Q17,2017/4F,23.6,07/28/2017,10.2,0.50,0.50,0.00,-1.9,5,7/27/2017,8/2/2017,10.2,0.0,10.3,6,7/21/2017,0.53,0.48,0.05,-0.033
ADP,"Automatic Data Processing, Inc.",ADP.2Q17,3300,3305,2Q17,2017/4F,240.2,07/27/2017,10.2,0.67,0.66,-0.01,0.8,4,7/26/2017,8/1/2017,10.2,-0.1,10.3,17,7/20/2017,0.70,0.63,0.07,-0.128
MMSI,"Merit Medical Systems, Inc.",MMSI.2Q17,2300,2325,2Q17,2017/2F,12.8,07/27/2017,10.2,0.29,0.36,0.07,2.8,4,7/26/2017,8/1/2017,10.2,-0.1,10.3,7,7/20/2017,0.31,0.28,0.03,2.375
VZ,Verizon Communications Inc.,VZ.2Q17,4900,4905,2Q17,2017/2F,733.4,07/27/2017,10.1,0.96,0.96,0.00,2.3,4,7/26/2017,8/1/2017,10.1,-0.1,10.2,24,7/20/2017,1.01,0.91,0.10,0.036
AAWW,"Atlas Air Worldwide Holdings, Inc.",AAWW.2Q17,4600,4605,2Q17,2017/2F,16.6,08/02/2017,9.8,0.89,1.09,0.20,3.7,3,8/1/2017,8/7/2017,9.8,0.1,9.7,9,7/26/2017,0.95,0.81,0.14,1.460
CF,"CF Industries Holdings, Inc.",CF.2Q17,2200,2215,2Q17,2017/2F,117.7,08/03/2017,9.6,-0.05,0.10,0.15,6.1,4,8/2/2017,8/8/2017,9.6,-0.1,9.8,16,7/27/2017,0.11,-0.17,0.28,0.525
SFR,Starwood Waypoint Homes,SFR.2Q17,4800,4885,2Q17,2017/2F,44.4,08/10/2017,9.5,-0.05,-0.01,0.04,1.7,4,8/9/2017,8/15/2017,9.5,-0.4,10.0,4,8/3/2017,-0.02,-0.11,0.09,0.477
ORCL,Oracle Corporation,ORCL.2Q17,3300,3310,2Q17,2016/4F,593.9,06/22/2017,9.5,0.79,0.89,0.10,4.6,4,6/21/2017,6/27/2017,9.5,-0.6,10.1,1,6/15/2017,0.89,0.77,0.12,0.860
NTGR,"NETGEAR, Inc.",NTGR.2Q17,1300,1352,2Q17,2017/2F,14.0,07/27/2017,9.5,0.54,0.60,0.06,1.9,4,7/26/2017,8/1/2017,9.5,-0.1,9.6,4,7/20/2017,0.55,0.54,0.02,3.889
NVR,"NVR, Inc.",NVR.2Q17,1400,1415,2Q17,2017/2F,74.1,07/21/2017,9.5,29.03,35.19,6.17,-3.8,5,7/20/2017,7/26/2017,9.5,0.1,9.3,6,7/14/2017,30.96,27.74,3.22,1.915
MNRO,Monro Inc,MNRO.2Q17,3500,3540,2Q17,2017/1F,22.7,07/20/2017,9.4,0.54,0.55,0.01,2.8,4,7/19/2017,7/25/2017,9.4,0.2,9.3,9,7/13/2017,0.56,0.52,0.04,0.250
SNEC,Sanchez Energy Corporation,SNEC.2Q17,2100,2105,2Q17,2017/2F,30.8,08/09/2017,9.4,-0.13,-0.33,-0.20,0.3,3,8/8/2017,8/14/2017,9.4,-0.4,9.8,12,8/2/2017,0.08,-0.48,0.56,-0.351
FMC,FMC Corporation,FMC.2Q17,2200,2215,2Q17,2017/2F,109.0,08/02/2017,9.4,0.41,0.42,0.01,7.3,3,8/1/2017,8/7/2017,9.4,0.1,9.3,18,7/26/2017,0.45,0.37,0.08,0.071
NEM,Newmont Mining Corporation,NEM.2Q17,1100,1120,2Q17,2017/2F,181.7,07/25/2017,9.3,0.26,0.46,0.20,5.7,2,7/24/2017,7/28/2017,9.3,0.0,9.3,15,7/18/2017,0.39,0.22,0.17,1.135
DATA,"Tableau Software, Inc. Class A",DATA.2Q17,3300,3308,2Q17,2017/2F,70.7,08/03/2017,9.2,-0.05,0.10,0.15,1.0,4,8/2/2017,8/8/2017,9.2,-0.1,9.4,32,7/27/2017,-0.01,-0.08,0.07,2.123
RHT,"Red Hat, Inc.",RHT.2Q17,3300,3310,2Q17,2017/1F,150.4,06/21/2017,9.1,0.53,0.56,0.03,4.5,3,6/20/2017,6/26/2017,9.1,0.1,9.0,1,6/14/2017,0.61,0.52,0.09,0.326
OAS,Oasis Petroleum Inc.,OAS.2Q17,2100,2105,2Q17,2017/2F,108.6,08/03/2017,9.1,-0.07,-0.05,0.02,1.2,4,8/2/2017,8/8/2017,9.1,-0.1,9.2,33,7/27/2017,-0.01,-0.15,0.14,0.135
MBI,MBIA Inc.,MBI.2Q17,4800,4875,2Q17,2017/2F,16.7,08/09/2017,9.1,-1.24,-1.09,0.15,-13.8,3,8/8/2017,8/14/2017,9.1,-0.4,9.5,3,8/2/2017,-1.24,-1.24,0.00,#DIV/0!
MYGN,"Myriad Genetics, Inc.",MYGN.2Q17,2300,2320,2Q17,2017/4F,22.8,08/09/2017,9.1,0.27,0.30,0.04,3.5,3,8/8/2017,8/14/2017,9.1,-0.4,9.5,12,8/2/2017,0.28,0.23,0.05,0.700
UNFI,"United Natural Foods, Inc.",UNFI.2Q17,3250,3260,2Q17,2017/4F,41.1,09/14/2017,9.1,0.70,0.72,0.02,-1.0,4,9/13/2017,9/19/2017,9.1,0.4,8.7,16,9/7/2017,0.72,0.68,0.04,0.546
S,Sprint Corp.,S.2Q17,4900,4915,2Q17,2017/1F,131.0,08/01/2017,9.0,-0.01,0.05,0.06,0.1,2,7/31/2017,8/4/2017,9.0,0.2,8.9,20,7/25/2017,0.02,-0.09,0.11,0.591
LCI,"Lannett Company, Inc.",LCI.2Q17,2300,2305,2Q17,2017/4F,15.6,08/24/2017,9.0,0.55,0.40,-0.15,-6.8,4,8/23/2017,8/29/2017,9.0,0.1,8.9,7,8/17/2017,0.77,0.39,0.38,-0.380
SVU,SUPERVALU INC.,SVU.2Q17,3500,3505,2Q17,2017/1F,17.2,07/25/2017,8.9,0.75,0.63,-0.12,1.9,2,7/24/2017,7/28/2017,8.9,0.0,8.9,10,7/18/2017,1.12,0.56,0.56,-0.219
