ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,rtn_t+3,eps_est,eps_actual,surp_amt,rev_surp%,report_day_of week,t-1,t+3,rtn_t+3_check,mkt_t+3_rtn,rel_t+3_rtn,num_ests_qtr_end,t-7,t-7_high_est,t-7_low_est,est_spread,spread_adj_surp
PODD,Insulet Corporation,PODD.2Q16,2300,2325,2Q16,2016/2F,19.2,08/04/2016,24.8,-0.17,-0.08,0.09,5.2,4,8/3/2016,8/9/2016,24.8,0.9,24.0,16,7/28/2016,-0.09,-0.22,0.13,0.686
BID,Sotheby's,BID.2Q16,3400,3450,2Q16,2016/2F,35.1,08/08/2016,23.9,1.04,1.51,0.47,5.7,1,8/5/2016,8/11/2016,23.9,0.1,23.8,3,8/1/2016,1.19,0.91,0.28,1.667
CRC,California Resources Corp,CRC.2Q16,2100,2105,2Q16,2016/2F,35.2,08/04/2016,23.8,-1.49,-1.80,-0.31,-27.3,4,8/3/2016,8/9/2016,23.8,0.9,22.9,6,7/28/2016,-1.10,-1.78,0.68,-0.452
CC,Chemours Co.,CC.2Q16,2200,2240,2Q16,2016/2F,35.0,08/09/2016,23.0,0.17,0.27,0.10,-2.5,2,8/8/2016,8/12/2016,23.0,0.1,22.9,7,8/2/2016,0.29,0.11,0.18,0.565
MTZ,"MasTec, Inc.",MTZ.2Q16,3100,3115,2Q16,2016/2F,17.9,08/05/2016,22.9,0.23,0.36,0.13,6.3,5,8/4/2016,8/10/2016,22.9,0.5,22.4,13,7/29/2016,0.25,0.21,0.04,3.310
AVP,"Avon Products, Inc.",AVP.2Q16,2400,2435,2Q16,2016/2F,24.1,08/02/2016,22.6,0.02,0.07,0.05,2.3,2,8/1/2016,8/5/2016,22.6,0.5,22.1,12,7/26/2016,0.05,-0.02,0.07,0.645
OAS,Oasis Petroleum Inc.,OAS.2Q16,2100,2105,2Q16,2016/2F,91.7,08/04/2016,22.6,-0.15,-0.11,0.04,-2.8,4,8/3/2016,8/9/2016,22.6,0.9,21.7,32,7/28/2016,-0.11,-0.23,0.12,0.340
SNEC,Sanchez Energy Corporation,SNEC.2Q16,2100,2105,2Q16,2016/2F,19.2,08/08/2016,21.8,-0.08,0.01,0.09,-1.0,1,8/5/2016,8/11/2016,21.8,0.1,21.7,17,8/1/2016,0.08,-0.42,0.50,0.185
LOGM,"LogMeIn, Inc.",LOGM.2Q16,3300,3320,2Q16,2016/2F,16.0,07/27/2016,21.5,0.46,0.49,0.03,1.8,3,7/26/2016,8/1/2016,21.5,0.1,21.4,11,7/20/2016,0.46,0.45,0.01,3.430
NTAP,"NetApp, Inc.",NTAP.2Q16,1300,1345,2Q16,2016/1F,79.7,08/18/2016,21.3,0.36,0.46,0.10,2.7,4,8/17/2016,8/23/2016,21.3,0.3,20.9,35,8/11/2016,0.39,0.34,0.05,1.971
TREX,"Trex Company, Inc.",TREX.2Q16,1100,1130,2Q16,2016/2F,13.4,08/02/2016,21.2,0.35,0.40,0.04,0.9,2,8/1/2016,8/5/2016,21.2,0.5,20.6,9,7/26/2016,0.39,0.34,0.05,0.903
KSS,Kohl's Corporation,KSS.2Q16,3500,3515,2Q16,2016/2F,142.0,08/11/2016,21.1,1.03,1.22,0.19,0.5,4,8/10/2016,8/16/2016,21.1,0.1,21.0,19,8/4/2016,1.12,0.94,0.18,1.058
PCRX,"Pacira Pharmaceuticals, Inc.",PCRX.2Q16,2300,2310,2Q16,2016/2F,44.6,08/04/2016,21.1,0.03,0.19,0.16,4.0,4,8/3/2016,8/9/2016,21.1,0.9,20.2,10,7/28/2016,0.09,-0.05,0.14,1.157
AKS,AK Steel Holding Corporation,AKS.2Q16,1100,1105,2Q16,2016/2F,59.7,07/26/2016,21.0,-0.02,0.08,0.10,-2.8,2,7/25/2016,7/29/2016,21.0,0.3,20.7,14,7/19/2016,0.14,-0.25,0.39,0.254
NVRO,Nevro Corp.,NVRO.2Q16,2300,2325,2Q16,2016/2F,35.0,08/09/2016,20.9,-0.49,-0.31,0.18,22.2,2,8/8/2016,8/12/2016,20.9,0.1,20.8,6,8/2/2016,-0.35,-0.57,0.22,0.798
FNSR,Finisar Corporation,FNSR.2Q16,1300,1352,2Q16,2016/1F,23.7,09/09/2016,20.9,0.30,0.38,0.08,2.3,5,9/8/2016,9/14/2016,20.9,-2.7,23.6,12,9/2/2016,0.32,0.29,0.03,2.556
SINA,SINA Corp.,SINA.2Q16,3300,3320,2Q16,2016/2F,35.7,08/09/2016,20.9,0.15,0.27,0.12,6.4,2,8/8/2016,8/12/2016,20.9,0.1,20.8,6,8/2/2016,0.24,-0.01,0.25,0.488
BBY,"Best Buy Co., Inc.",BBY.2Q16,3500,3535,2Q16,2016/2F,151.7,08/23/2016,20.4,0.43,0.57,0.14,1.7,2,8/22/2016,8/26/2016,20.4,-0.6,20.9,23,8/16/2016,0.47,0.38,0.09,1.585
TPX,Tempur Sealy International Inc,TPX.2Q16,1400,1420,2Q16,2016/2F,90.9,07/28/2016,20.3,0.69,0.92,0.23,2.4,4,7/27/2016,8/2/2016,20.3,-0.5,20.8,10,7/21/2016,0.72,0.65,0.07,3.343
GRMN,Garmin Ltd.,GRMN.2Q16,1300,1320,2Q16,2016/2F,38.3,07/27/2016,20.2,0.68,0.87,0.19,6.5,3,7/26/2016,8/1/2016,20.2,0.1,20.1,12,7/20/2016,0.74,0.58,0.16,1.211
DAN,Dana Incorporated,DAN.2Q16,1200,1225,2Q16,2016/2F,22.4,07/21/2016,20.0,0.46,0.53,0.07,2.1,4,7/20/2016,7/26/2016,20.0,-0.1,20.2,12,7/14/2016,0.51,0.42,0.09,0.829
M,Macy's Inc,M.2Q16,3500,3515,2Q16,2016/2F,245.8,08/11/2016,19.7,0.46,0.54,0.08,1.9,4,8/10/2016,8/16/2016,19.7,0.1,19.6,19,8/4/2016,0.75,0.23,0.52,0.146
CPA,"Copa Holdings, S.A. Class A",CPA.2Q16,4600,4610,2Q16,2016/2F,31.3,08/04/2016,19.7,0.31,0.51,0.20,1.2,4,8/3/2016,8/9/2016,19.7,0.9,18.8,10,7/28/2016,0.43,0.05,0.38,0.529
FINL,"Finish Line, Inc. Class A",FINL.2Q16,3500,3525,2Q16,2016/1F,25.2,06/24/2016,19.5,0.22,0.23,0.01,0.9,5,6/23/2016,6/29/2016,19.5,-2.2,21.7,1,6/17/2016,0.29,0.16,0.13,0.072
FIT,"Fitbit, Inc. Class A",FIT.2Q16,1400,1445,2Q16,2016/2F,131.6,08/03/2016,19.2,0.11,0.12,0.01,1.5,3,8/2/2016,8/8/2016,19.2,1.2,18.1,21,7/27/2016,0.14,0.10,0.04,0.286
N,NetSuite Inc.,N.2Q16,3300,3310,2Q16,2016/2F,53.5,07/28/2016,18.8,0.03,0.08,0.05,0.1,4,7/27/2016,8/2/2016,18.8,-0.5,19.3,26,7/21/2016,0.05,0.02,0.03,1.675
MNK,Mallinckrodt Plc,MNK.2Q16,2300,2310,2Q16,2016/3F,127.3,08/02/2016,18.7,2.01,2.20,0.19,5.3,2,8/1/2016,8/5/2016,18.7,0.5,18.2,16,7/26/2016,2.14,1.91,0.23,0.824
SM,SM Energy Company,SM.2Q16,2100,2105,2Q16,2016/2F,102.9,08/03/2016,18.5,-0.68,-0.44,0.24,10.6,3,8/2/2016,8/8/2016,18.5,1.2,17.3,24,7/27/2016,-0.51,-0.96,0.45,0.526
GDDY,"GoDaddy, Inc. Class A",GDDY.2Q16,3300,3320,2Q16,2016/2F,32.2,08/04/2016,18.2,-0.04,-0.11,-0.07,1.2,4,8/3/2016,8/9/2016,18.2,0.9,17.3,13,7/28/2016,0.02,-0.07,0.09,-0.786
URBN,"Urban Outfitters, Inc.",URBN.2Q16,3500,3525,2Q16,2016/2F,70.3,08/17/2016,18.0,0.55,0.66,0.11,0.5,3,8/16/2016,8/22/2016,18.0,0.3,17.7,34,8/10/2016,0.62,0.51,0.11,0.939
AX,"Axos Financial, Inc.",AX.2Q16,4800,4825,2Q16,2016/4F,22.6,08/03/2016,17.9,0.46,0.46,0.00,3.6,3,8/2/2016,8/8/2016,17.9,1.2,16.7,5,7/27/2016,0.47,0.45,0.02,-0.200
ATI,Allegheny Technologies Incorporated,ATI.2Q16,1100,1105,2Q16,2016/2F,43.7,07/26/2016,17.7,-0.37,-0.21,0.16,2.2,2,7/25/2016,7/29/2016,17.7,0.3,17.4,6,7/19/2016,-0.30,-0.42,0.12,1.372
AWHHF,"Allied World Assurance Company Holdings, AG",AWHHF.2Q16,4800,4860,2Q16,2016/2F,18.2,07/20/2016,17.6,0.39,0.91,0.52,-4.6,3,7/19/2016,7/25/2016,17.6,0.2,17.4,9,7/13/2016,0.52,0.27,0.25,2.061
BRS,Bristow Group Inc.,BRS.2Q16,3100,3110,2Q16,2016/1F,15.6,08/05/2016,17.5,-0.15,-0.34,-0.19,-3.0,5,8/4/2016,8/10/2016,17.5,0.5,16.9,8,7/29/2016,0.10,-0.42,0.52,-0.363
MRC,MRC Global Inc.,MRC.2Q16,3250,3255,2Q16,2016/2F,17.7,08/03/2016,16.8,-0.14,-0.21,-0.07,0.4,3,8/2/2016,8/8/2016,16.8,1.2,15.6,15,7/27/2016,-0.08,-0.17,0.09,-0.806
IDXX,"IDEXX Laboratories, Inc.",IDXX.2Q16,2300,2325,2Q16,2016/2F,71.9,08/02/2016,16.6,0.62,0.74,0.12,4.8,2,8/1/2016,8/5/2016,16.6,0.5,16.1,8,7/26/2016,0.63,0.61,0.02,6.000
DGI,"DigitalGlobe, Inc.",DGI.2Q16,4900,4910,2Q16,2016/2F,11.2,07/29/2016,16.4,0.06,0.17,0.11,3.8,5,7/28/2016,8/3/2016,16.4,-0.3,16.7,8,7/22/2016,0.17,-0.02,0.19,0.594
EBAY,eBay Inc.,EBAY.2Q16,3400,3450,2Q16,2016/2F,256.8,07/21/2016,16.3,0.42,0.43,0.01,2.6,4,7/20/2016,7/26/2016,16.3,-0.1,16.5,34,7/14/2016,0.44,0.40,0.04,0.201
CRUS,"Cirrus Logic, Inc.",CRUS.2Q16,1300,1305,2Q16,2016/1F,39.5,07/28/2016,16.3,0.28,0.44,0.16,9.7,4,7/27/2016,8/2/2016,16.3,-0.5,16.8,8,7/21/2016,0.30,0.27,0.03,5.458
VAC,Marriott Vacations Worldwide Corporation,VAC.2Q16,3400,3450,2Q16,2016/2F,18.8,07/21/2016,16.1,1.02,1.08,0.06,-1.5,4,7/20/2016,7/26/2016,16.1,-0.1,16.2,7,7/14/2016,1.11,0.94,0.17,0.364
EAT,"Brinker International, Inc.",EAT.2Q16,3400,3435,2Q16,2016/4F,58.2,08/11/2016,16.0,1.23,1.24,0.01,0.1,4,8/10/2016,8/16/2016,16.0,0.1,15.9,18,8/4/2016,1.25,1.20,0.05,0.229
HUBS,"HubSpot, Inc.",HUBS.2Q16,3300,3308,2Q16,2016/2F,16.4,08/04/2016,16.0,-0.15,-0.07,0.08,5.3,4,8/3/2016,8/9/2016,16.0,0.9,15.1,14,7/28/2016,-0.14,-0.17,0.03,2.619
QGEN,QIAGEN NV,QGEN.2Q16,2300,2325,2Q16,2016/2F,23.1,07/28/2016,15.8,0.23,0.25,0.02,2.5,4,7/27/2016,8/2/2016,15.8,-0.5,16.3,15,7/21/2016,0.28,0.22,0.06,0.259
X,United States Steel Corporation,X.2Q16,1100,1105,2Q16,2016/2F,275.7,07/27/2016,15.8,-0.49,-0.31,0.18,-3.7,3,7/26/2016,8/1/2016,15.8,0.1,15.7,15,7/20/2016,0.14,-1.25,1.39,0.132
BWLD,"Buffalo Wild Wings, Inc.",BWLD.2Q16,3400,3435,2Q16,2016/2F,83.0,07/27/2016,15.6,1.25,1.27,0.02,-1.6,3,7/26/2016,8/1/2016,15.6,0.1,15.6,25,7/20/2016,1.34,1.15,0.19,0.096
WNR,"Western Refining, Inc.",WNR.2Q16,2100,2120,2Q16,2016/2F,74.1,08/02/2016,15.5,0.51,0.72,0.21,-5.4,2,8/1/2016,8/5/2016,15.5,0.5,15.0,14,7/26/2016,0.69,0.26,0.43,0.492
IPHI,Inphi Corporation,IPHI.2Q16,1300,1305,2Q16,2016/2F,21.0,08/09/2016,15.5,0.28,0.32,0.04,-12.7,2,8/8/2016,8/12/2016,15.5,0.1,15.4,10,8/2/2016,0.29,0.28,0.01,3.857
ARIA,"ARIAD Pharmaceuticals, Inc.",ARIA.2Q16,2300,2320,2Q16,2016/2F,32.7,07/28/2016,15.4,-0.11,0.56,0.67,8.0,4,7/27/2016,8/2/2016,15.4,-0.5,15.9,7,7/21/2016,-0.09,-0.14,0.05,13.314
GEF,Greif Class A,GEF.2Q16,2200,2235,2Q16,2016/3F,10.2,09/01/2016,15.3,0.73,0.91,0.18,-7.2,4,8/31/2016,9/6/2016,10.8,0.7,10.0,5,8/25/2016,0.79,0.69,0.10,1.760
ZBRA,Zebra Technologies Corporation Class A,ZBRA.2Q16,1300,1345,2Q16,2016/2F,46.4,08/09/2016,15.1,1.05,1.34,0.29,1.1,2,8/8/2016,8/12/2016,15.1,0.1,15.0,10,8/2/2016,1.10,1.00,0.10,2.854
DNOW,NOW Inc.,DNOW.2Q16,3250,3255,2Q16,2016/2F,22.4,08/03/2016,15.0,-0.46,-0.40,0.06,9.3,3,8/2/2016,8/8/2016,15.0,1.2,13.9,10,7/27/2016,-0.34,-0.67,0.33,0.192
HAE,Haemonetics Corporation,HAE.2Q16,2300,2325,2Q16,2016/1F,14.2,08/01/2016,14.8,0.28,0.25,-0.03,1.4,1,7/29/2016,8/4/2016,14.8,-0.5,15.3,11,7/25/2016,0.33,0.22,0.11,-0.300
GES,"Guess?, Inc.",GES.2Q16,2400,2440,2Q16,2016/2F,17.5,08/25/2016,14.8,0.06,0.14,0.08,-1.0,4,8/24/2016,8/30/2016,14.8,0.1,14.7,9,8/18/2016,0.08,0.05,0.03,2.630
RL,Ralph Lauren Corporation Class A,RL.2Q16,3500,3525,2Q16,2016/1F,140.1,08/10/2016,14.8,0.89,1.06,0.17,1.4,3,8/9/2016,8/15/2016,14.8,0.4,14.4,22,8/3/2016,0.96,0.82,0.14,1.220
HZNP,Horizon Pharma plc,HZNP.2Q16,2300,2310,2Q16,2016/2F,82.5,08/08/2016,14.8,0.50,0.56,0.06,9.5,1,8/5/2016,8/11/2016,14.8,0.1,14.7,13,8/1/2016,0.55,0.40,0.15,0.379
PE,"Parsley Energy, Inc. Class A",PE.2Q16,2100,2105,2Q16,2016/2F,80.2,08/04/2016,14.8,-0.02,0.04,0.06,9.3,4,8/3/2016,8/9/2016,14.8,0.9,13.9,30,7/28/2016,0.07,-0.12,0.19,0.296
NXTM,"NxStage Medical, Inc.",NXTM.2Q16,2300,2325,2Q16,2016/2F,10.7,08/04/2016,14.7,-0.04,-0.03,0.01,3.3,4,8/3/2016,8/9/2016,14.7,0.9,13.8,9,7/28/2016,-0.02,-0.04,0.02,0.333
URI,"United Rentals, Inc.",URI.2Q16,4800,4830,2Q16,2016/2F,128.4,07/21/2016,14.6,1.85,2.06,0.21,2.0,4,7/20/2016,7/26/2016,14.6,-0.1,14.7,17,7/14/2016,2.13,1.62,0.51,0.412
YELP,Yelp Inc,YELP.2Q16,3300,3320,2Q16,2016/2F,57.6,08/10/2016,14.5,-0.07,0.01,0.08,2.1,3,8/9/2016,8/15/2016,14.5,0.4,14.1,29,8/3/2016,-0.03,-0.19,0.16,0.515
OXM,"Oxford Industries, Inc.",OXM.2Q16,2400,2440,2Q16,2016/2F,11.8,09/01/2016,14.4,1.38,1.48,0.10,3.1,4,8/31/2016,9/6/2016,13.2,0.7,12.4,6,8/25/2016,1.40,1.36,0.04,2.400
VMW,"VMware, Inc. Class A",VMW.2Q16,3300,3308,2Q16,2016/2F,128.1,07/19/2016,14.4,0.95,0.97,0.02,0.8,2,7/18/2016,7/22/2016,14.4,0.4,14.0,29,7/12/2016,0.98,0.94,0.04,0.397
SHOP,"Shopify, Inc. Class A",SHOP.2Q16,3300,3308,2Q16,2016/2F,19.1,08/03/2016,14.3,-0.08,-0.04,0.04,7.5,3,8/2/2016,8/8/2016,14.3,1.2,13.1,13,7/27/2016,-0.05,-0.09,0.04,0.886
BLL,Ball Corporation,BLL.2Q16,2200,2235,2Q16,2016/2F,121.9,08/04/2016,14.2,0.50,0.53,0.03,-6.5,4,8/3/2016,8/9/2016,14.2,0.9,13.4,7,7/28/2016,0.52,0.49,0.04,0.814
PFPT,"Proofpoint, Inc.",PFPT.2Q16,3300,3308,2Q16,2016/2F,38.3,07/22/2016,14.2,-0.07,0.06,0.13,6.7,5,7/21/2016,7/27/2016,14.2,0.1,14.1,23,7/15/2016,-0.05,-0.08,0.03,4.383
CSTE,Caesarstone Ltd.,CSTE.2Q16,1100,1125,2Q16,2016/2F,16.8,08/03/2016,14.1,0.65,0.73,0.08,1.8,3,8/2/2016,8/8/2016,14.1,1.2,12.9,5,7/27/2016,0.68,0.61,0.07,1.141
SLCA,"U.S. Silica Holdings, Inc.",SLCA.2Q16,1100,1125,2Q16,2016/2F,58.6,08/03/2016,14.0,-0.22,-0.17,0.05,0.9,3,8/2/2016,8/8/2016,14.0,1.2,12.8,20,7/27/2016,-0.03,-0.31,0.28,0.161
FNGN,"Financial Engines, Inc.",FNGN.2Q16,4800,4845,2Q16,2016/2F,10.8,08/03/2016,14.0,0.24,0.28,0.04,3.0,3,8/2/2016,8/8/2016,14.0,1.2,12.8,7,7/27/2016,0.26,0.22,0.04,0.896
WMB,"Williams Companies, Inc.",WMB.2Q16,3100,3130,2Q16,2016/2F,237.4,08/02/2016,13.8,0.22,0.19,-0.03,-7.0,2,8/1/2016,8/5/2016,13.8,0.5,13.2,6,7/26/2016,0.36,0.16,0.20,-0.127
ILMN,"Illumina, Inc.",ILMN.2Q16,2300,2320,2Q16,2016/2F,210.2,07/27/2016,13.7,0.73,0.86,0.13,1.2,3,7/26/2016,8/1/2016,13.7,0.1,13.6,23,7/20/2016,0.74,0.72,0.02,6.356
WIX,Wix.com Ltd.,WIX.2Q16,3300,3320,2Q16,2016/2F,10.1,07/27/2016,13.7,-0.12,-0.09,0.03,3.1,3,7/26/2016,8/1/2016,13.7,0.1,13.6,10,7/20/2016,-0.11,-0.14,0.03,1.067
DE,Deere & Company,DE.2Q16,1200,1220,2Q16,2016/3F,263.8,08/19/2016,13.6,0.94,1.55,0.61,-2.7,5,8/18/2016,8/24/2016,13.6,-0.5,14.1,19,8/12/2016,1.09,0.82,0.27,2.247
DNR,Denbury Resources Inc.,DNR.2Q16,2100,2105,2Q16,2016/2F,52.5,08/04/2016,13.2,0.02,0.08,0.06,6.0,4,8/3/2016,8/9/2016,13.2,0.9,12.3,16,7/28/2016,0.05,-0.04,0.09,0.634
WMGI,Wright Medical Group NV,WMGI.2Q16,2300,2325,2Q16,2016/2F,24.8,08/03/2016,13.1,-0.23,-0.11,0.12,-0.9,3,8/2/2016,8/8/2016,13.1,1.2,12.0,18,7/27/2016,-0.18,-0.29,0.11,1.052
WOR,"Worthington Industries, Inc.",WOR.2Q16,1100,1105,2Q16,2015/4F,14.4,06/29/2016,13.1,0.64,0.92,0.28,3.2,3,6/28/2016,7/4/2016,13.7,3.4,10.3,1,6/22/2016,0.69,0.58,0.11,2.576
STT,State Street Corporation,STT.2Q16,4800,4810,2Q16,2016/2F,156.7,07/27/2016,13.1,1.27,1.46,0.19,-3.0,3,7/26/2016,8/1/2016,13.1,0.1,13.0,17,7/20/2016,1.41,1.19,0.22,0.885
ESL,Esterline Technologies Corporation,ESL.2Q16,1300,1330,2Q16,2016/3F,15.8,08/05/2016,13.0,1.29,1.38,0.09,5.3,5,8/4/2016,8/10/2016,13.0,0.5,12.5,9,7/29/2016,1.43,1.04,0.39,0.236
TLRD,"Tailored Brands, Inc.",TLRD.2Q16,3500,3525,2Q16,2016/2F,20.7,09/08/2016,13.0,0.93,0.99,0.06,2.2,4,9/7/2016,9/13/2016,13.0,-2.8,15.8,5,9/1/2016,1.00,0.90,0.10,0.583
OCLR,"Oclaro, Inc.",OCLR.2Q16,1300,1310,2Q16,2016/4F,12.7,08/03/2016,13.0,0.06,0.11,0.05,4.6,3,8/2/2016,8/8/2016,13.0,1.2,11.8,8,7/27/2016,0.08,0.05,0.03,1.708
OSIS,"OSI Systems, Inc.",OSIS.2Q16,1300,1315,2Q16,2016/4F,14.3,08/17/2016,12.9,0.52,0.55,0.03,-4.7,3,8/16/2016,8/22/2016,12.9,0.3,12.6,5,8/10/2016,0.60,0.47,0.13,0.250
CNX,CNX Resources Corporation,CNX.2Q16,2100,2110,2Q16,2016/2F,74.0,07/26/2016,12.9,-0.15,-0.18,-0.03,-0.5,2,7/25/2016,7/29/2016,12.9,0.3,12.6,13,7/19/2016,-0.04,-0.22,0.18,-0.168
LC,LendingClub Corp,LC.2Q16,4800,4830,2Q16,2016/2F,108.9,08/09/2016,12.7,-0.04,-0.09,-0.05,-0.4,2,8/8/2016,8/12/2016,12.7,0.1,12.6,8,8/2/2016,0.03,-0.11,0.14,-0.344
MOH,"Molina Healthcare, Inc.",MOH.2Q16,3350,3355,2Q16,2016/2F,65.2,07/28/2016,12.7,0.49,0.67,0.18,0.2,4,7/27/2016,8/2/2016,12.7,-0.5,13.2,15,7/21/2016,0.65,0.25,0.40,0.441
DORM,"Dorman Products, Inc.",DORM.2Q16,1400,1410,2Q16,2016/2F,10.3,07/26/2016,12.6,0.72,0.75,0.03,-2.2,2,7/25/2016,7/29/2016,12.6,0.3,12.3,8,7/19/2016,0.75,0.69,0.06,0.479
TRGP,Targa Resources Corp.,TRGP.2Q16,2100,2120,2Q16,2016/2F,109.8,08/03/2016,12.5,-0.09,-0.32,-0.23,-3.0,3,8/2/2016,8/8/2016,12.5,1.2,11.4,10,7/27/2016,-0.03,-0.14,0.11,-2.106
CPHD,Cepheid,CPHD.2Q16,2300,2320,2Q16,2016/2F,21.1,07/29/2016,12.5,-0.19,-0.14,0.05,0.1,5,7/28/2016,8/3/2016,12.5,-0.3,12.9,16,7/22/2016,-0.16,-0.26,0.10,0.548
EPE,EP Energy Corp. Class A,EPE.2Q16,2100,2105,2Q16,2016/2F,16.3,08/04/2016,12.5,0.18,0.21,0.03,3.0,4,8/3/2016,8/9/2016,12.5,0.9,11.7,22,7/28/2016,0.28,0.07,0.21,0.154
SGEN,"Seattle Genetics, Inc.",SGEN.2Q16,2300,2320,2Q16,2016/2F,34.7,07/27/2016,12.5,-0.32,-0.23,0.09,1.2,3,7/26/2016,8/1/2016,12.5,0.1,12.4,16,7/20/2016,-0.25,-0.36,0.11,0.812
SRCI,SRC Energy Inc,SRCI.2Q16,2100,2105,2Q16,2016/3F,42.3,11/04/2016,12.4,0.00,0.03,0.03,0.2,5,11/3/2016,11/9/2016,12.4,3.7,8.7,22,10/28/2016,0.04,-0.02,0.06,0.489
SWFT,Swift Transportation Company Class A,SWFT.2Q16,4600,4615,2Q16,2016/2F,46.3,07/22/2016,12.3,0.30,0.34,0.04,0.8,5,7/21/2016,7/27/2016,12.3,0.1,12.1,21,7/15/2016,0.34,0.27,0.07,0.544
JACK,Jack in the Box Inc.,JACK.2Q16,3400,3435,2Q16,2016/3F,69.1,08/04/2016,12.1,0.87,1.07,0.20,0.5,4,8/3/2016,8/9/2016,12.1,0.9,11.3,16,7/28/2016,0.90,0.83,0.07,2.850
SMG,Scotts Miracle-Gro Company Class A,SMG.2Q16,2200,2215,2Q16,2016/3F,25.5,08/03/2016,12.0,2.12,2.16,0.04,-4.5,3,8/2/2016,8/8/2016,12.0,1.2,10.8,6,7/27/2016,2.20,2.01,0.19,0.233
LGF.A,Lions Gate Entertainment Corp Class A,LGF.A.2Q16,3400,3430,2Q16,2016/1F,27.2,08/05/2016,11.9,-0.33,0.02,0.35,11.5,5,8/4/2016,8/10/2016,11.9,0.5,11.4,15,7/29/2016,0.05,-0.78,0.83,0.421
SC,"Santander Consumer USA Holdings, Inc.",SC.2Q16,4800,4830,2Q16,2016/2F,25.4,09/23/2016,11.9,0.68,0.78,0.10,-24.1,5,9/22/2016,9/28/2016,11.9,-0.3,12.2,21,9/16/2016,0.78,0.56,0.22,0.462
CRZO,"Carrizo Oil & Gas, Inc.",CRZO.2Q16,2100,2105,2Q16,2016/2F,57.6,08/04/2016,11.8,0.13,0.29,0.16,9.6,4,8/3/2016,8/9/2016,11.8,0.9,10.9,29,7/28/2016,0.21,0.02,0.19,0.866
BANC,Banc of California Incorporated,BANC.2Q16,4800,4810,2Q16,2016/2F,12.9,07/21/2016,11.7,0.40,0.43,0.03,10.5,4,7/20/2016,7/26/2016,11.7,-0.1,11.9,9,7/14/2016,0.47,0.35,0.12,0.233
