ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,rtn_t+3,eps_est,eps_actual,surp_amt,rev_surp%,report_day_of week,t-1,t+3,rtn_t+3_check,mkt_t+3_rtn,rel_t+3_rtn,num_ests_qtr_end,t-7,t-7_high_est,t-7_low_est,est_spread,spread_adj_surp,
REXXQ,Rex Energy Corporation,REXXQ.1Q14,2100,2105,1Q14,2014/1F,2.8,04/30/2014,1.9,1.23,2.20,0.97,25.2,3,4/29/2014,5/5/2014,1.9,0.4,1.5,15,4/23/2014,1.60,0.50,1.10,0.881,
INT,World Fuel Services Corporation,INT.1Q14,3250,3255,1Q14,2014/1F,13.7,05/01/2014,-0.5,0.67,0.71,0.04,1.0,4,4/30/2014,5/6/2014,-0.5,-0.9,0.3,5,4/24/2014,0.70,0.65,0.05,0.880,
HOG,"Harley-Davidson, Inc.",HOG.1Q14,1400,1405,1Q14,2014/1F,67.9,04/22/2014,6.1,1.08,1.21,0.13,3.0,2,4/21/2014,4/25/2014,6.1,-0.5,6.6,14,4/15/2014,1.17,1.02,0.15,0.880,
HRS,Harris Corporation,HRS.1Q14,1300,1320,1Q14,2014/3F,73.8,04/29/2014,2.8,1.19,1.27,0.08,3.1,2,4/28/2014,5/2/2014,2.8,0.7,2.1,10,4/22/2014,1.24,1.15,0.09,0.878,
BDN,Brandywine Realty Trust,BDN.1Q14,4800,4890,1Q14,2014/1F,18.3,05/01/2014,3.4,-0.01,-0.03,-0.02,4.9,4,4/30/2014,5/6/2014,3.4,-0.9,4.2,3,4/24/2014,0.01,-0.02,0.03,-0.877,
SPN,"Superior Energy Services, Inc.",SPN.1Q14,3100,3110,1Q14,2014/1F,38.4,04/25/2014,1.2,0.21,0.27,0.06,-4.5,5,4/24/2014,4/30/2014,1.2,0.2,1.0,21,4/18/2014,0.26,0.19,0.07,0.877,
KKR,KKR & Co. Inc. Class A,KKR.1Q14,4800,4845,1Q14,2014/1F,47.0,04/24/2014,-1.7,0.53,0.82,0.29,9.8,4,4/23/2014,4/29/2014,-1.7,0.0,-1.7,14,4/17/2014,0.72,0.39,0.33,0.875,
WYND,"Wyndham Destinations, Inc.",WYND.1Q14,3400,3440,1Q14,2014/1F,52.1,04/24/2014,-2.0,0.75,0.78,0.03,-0.2,4,4/23/2014,4/29/2014,-2.0,0.0,-1.9,11,4/17/2014,0.77,0.73,0.04,0.873,
SFM,"Sprouts Farmers Markets, Inc.",SFM.1Q14,3500,3505,1Q14,2014/1F,23.7,05/08/2014,4.2,0.20,0.23,0.03,1.1,4,5/7/2014,5/13/2014,4.2,1.0,3.2,10,5/1/2014,0.21,0.17,0.04,0.873,
CEB,CEB Inc.,CEB.1Q14,3200,3205,1Q14,2014/1F,12.0,04/30/2014,-1.7,0.67,0.54,-0.13,-0.6,3,4/29/2014,5/5/2014,-1.7,0.4,-2.1,8,4/23/2014,0.73,0.58,0.15,-0.870,
CVC,Cablevision Systems Corporation Class A,CVC.1Q14,3400,3415,1Q14,2014/1F,81.8,05/08/2014,4.8,0.05,0.34,0.29,1.0,4,5/7/2014,5/13/2014,4.8,1.0,3.8,18,5/1/2014,0.27,-0.06,0.33,0.870,
CLC,CLARCOR Inc.,CLC.1Q14,1200,1210,1Q14,2014/1F,16.2,03/20/2014,1.5,0.41,0.53,0.12,-2.1,4,3/19/2014,3/25/2014,1.5,0.2,1.3,1,3/13/2014,0.51,0.37,0.14,0.869,
BGS,"B&G Foods, Inc.",BGS.1Q14,2400,2405,1Q14,2014/1F,11.7,04/17/2014,-0.9,0.38,0.34,-0.04,-2.7,4,4/16/2014,4/22/2014,-0.9,1.0,-1.9,4,4/10/2014,0.41,0.36,0.05,-0.868,
BABY,Natus Medical Incorporated,BABY.1Q14,2300,2325,1Q14,2014/1F,15.3,04/23/2014,2.7,0.23,0.26,0.03,1.0,3,4/22/2014,4/28/2014,2.7,-0.7,3.4,5,4/16/2014,0.25,0.22,0.03,0.867,
RYN,Rayonier Inc.,RYN.1Q14,4800,4890,1Q14,2014/1F,27.8,04/29/2014,-2.0,0.46,0.36,-0.10,-4.3,2,4/28/2014,5/2/2014,-2.0,0.7,-2.7,5,4/22/2014,0.53,0.41,0.12,-0.867,
ROK,"Rockwell Automation, Inc.",ROK.1Q14,1200,1210,1Q14,2014/2F,119.5,04/29/2014,-4.0,1.45,1.35,-0.10,-0.5,2,4/28/2014,5/2/2014,-4.0,0.7,-4.7,19,4/22/2014,1.51,1.40,0.11,-0.865,
BJRI,"BJ's Restaurants, Inc.",BJRI.1Q14,3400,3435,1Q14,2014/1F,28.3,05/02/2014,1.4,0.12,0.20,0.08,0.9,5,5/1/2014,5/7/2014,1.4,-0.3,1.7,17,4/25/2014,0.17,0.08,0.09,0.863,
B0J2NQ,Hercules Offshore Inc,B0J2NQ.1Q14,3100,3105,1Q14,2014/1F,8.2,04/23/2014,-3.5,0.13,0.22,0.09,-2.3,3,4/22/2014,4/28/2014,-3.5,-0.7,-2.8,20,4/16/2014,0.20,0.09,0.11,0.861,
PFPT,"Proofpoint, Inc.",PFPT.1Q14,3300,3308,1Q14,2014/1F,40.8,05/01/2014,11.6,-0.18,-0.12,0.06,5.1,4,4/30/2014,5/6/2014,11.6,-0.9,12.5,13,4/24/2014,-0.13,-0.20,0.07,0.860,
CBI,Chicago Bridge & Iron Co. NV,CBI.1Q14,3100,3115,1Q14,2014/1F,42.1,04/24/2014,-8.4,1.12,0.87,-0.25,-4.3,4,4/23/2014,4/29/2014,-8.4,0.0,-8.4,18,4/17/2014,1.25,0.96,0.29,-0.855,
PKG,Packaging Corporation of America,PKG.1Q14,2200,2235,1Q14,2014/1F,87.0,04/23/2014,-4.3,1.00,1.08,0.08,0.6,3,4/22/2014,4/28/2014,-4.3,-0.7,-3.6,12,4/16/2014,1.04,0.95,0.09,0.853,
FI,Frank's International NV,FI.1Q14,3100,3110,1Q14,2014/1F,5.8,05/02/2014,-9.0,0.30,0.27,-0.03,-0.9,5,5/1/2014,5/7/2014,-9.0,-0.3,-8.7,12,4/25/2014,0.32,0.28,0.04,-0.853,
TXN,Texas Instruments Incorporated,TXN.1Q14,1300,1305,1Q14,2014/1F,481.7,04/24/2014,-0.7,0.41,0.44,0.03,0.9,4,4/23/2014,4/29/2014,-0.7,0.0,-0.7,31,4/17/2014,0.43,0.39,0.04,0.852,
OCN,Ocwen Financial Corporation,OCN.1Q14,4800,4830,1Q14,2014/1F,37.5,05/01/2014,-15.2,0.91,0.54,-0.37,-3.1,4,4/30/2014,5/6/2014,-15.2,-0.9,-14.3,9,4/24/2014,1.13,0.70,0.43,-0.849,
QCOM,QUALCOMM Incorporated,QCOM.1Q14,1300,1320,1Q14,2014/2F,636.4,04/24/2014,-2.7,1.23,1.31,0.08,-1.9,4,4/23/2014,4/29/2014,-2.7,0.0,-2.7,34,4/17/2014,1.28,1.18,0.10,0.847,
DWA,"DreamWorks Animation SKG, Inc. Class A",DWA.1Q14,3400,3430,1Q14,2014/1F,27.7,04/30/2014,-8.5,-0.14,-0.51,-0.37,7.3,3,4/29/2014,5/5/2014,-8.5,0.4,-8.8,9,4/23/2014,0.14,-0.30,0.44,-0.846,
SEAS,"SeaWorld Entertainment, Inc.",SEAS.1Q14,3400,3430,1Q14,2014/1F,20.1,05/15/2014,4.4,-0.47,-0.56,-0.09,-2.3,4,5/14/2014,5/20/2014,4.4,-0.8,5.2,4,5/8/2014,-0.41,-0.51,0.10,-0.843,
ZQKSQ,"Quiksilver, Inc.",ZQKSQ.1Q14,2400,2440,1Q14,2014/2F,3.6,06/03/2014,-36.4,-0.02,-0.15,-0.13,-9.0,2,6/2/2014,6/6/2014,-36.4,1.4,-37.8,10,5/27/2014,0.03,-0.12,0.15,-0.843,
BK,Bank of New York Mellon Corporation,BK.1Q14,4800,4805,1Q14,2014/1F,272.1,04/22/2014,-0.3,0.53,0.57,0.04,-2.1,2,4/21/2014,4/25/2014,-0.3,-0.5,0.2,20,4/15/2014,0.55,0.51,0.04,0.842,
INVN,"InvenSense, Inc.",INVN.1Q14,1300,1305,1Q14,2013/4F,39.3,05/02/2014,-9.2,0.10,0.07,-0.03,2.7,5,5/1/2014,5/7/2014,-9.2,-0.3,-8.9,12,4/25/2014,0.13,0.09,0.04,-0.842,
SCI,Service Corporation International,SCI.1Q14,3400,3450,1Q14,2014/1F,53.8,04/24/2014,-0.1,0.26,0.28,0.02,-3.3,4,4/23/2014,4/29/2014,-0.1,0.0,0.0,4,4/17/2014,0.27,0.25,0.02,0.837,
SPR,"Spirit AeroSystems Holdings, Inc. Class A",SPR.1Q14,1300,1330,1Q14,2014/1F,100.2,05/02/2014,8.9,0.63,0.84,0.21,8.5,5,5/1/2014,5/7/2014,8.9,-0.3,9.2,18,4/25/2014,0.75,0.50,0.25,0.837,
GLPI,"Gaming and Leisure Properties, Inc.",GLPI.1Q14,4800,4890,1Q14,2014/1F,47.1,04/30/2014,-1.9,0.42,0.38,-0.04,-0.3,3,4/29/2014,5/5/2014,-1.9,0.4,-2.2,9,4/23/2014,0.45,0.40,0.05,-0.836,
VOYA,"Voya Financial, Inc.",VOYA.1Q14,4800,4865,1Q14,2014/1F,46.3,05/07/2014,1.7,0.65,0.57,-0.08,0.5,3,5/6/2014,5/12/2014,1.7,1.6,0.1,14,4/30/2014,0.70,0.60,0.10,-0.833,
MWW,"Monster Worldwide, Inc.",MWW.1Q14,3200,3235,1Q14,2014/1F,11.8,05/01/2014,-21.0,0.09,0.08,-0.01,-1.4,4,4/30/2014,5/6/2014,-21.0,-0.9,-20.2,6,4/24/2014,0.09,0.08,0.01,-0.833,
PTC,PTC Inc.,PTC.1Q14,3300,3310,1Q14,2014/2F,42.8,04/24/2014,-0.1,0.46,0.48,0.03,1.1,4,4/23/2014,4/29/2014,-0.1,0.0,-0.1,9,4/17/2014,0.47,0.44,0.03,0.833,
AVAV,"AeroVironment, Inc.",AVAV.1Q14,1300,1330,1Q14,2013/4F,17.5,07/09/2014,14.1,0.23,0.35,0.12,5.7,3,7/8/2014,7/14/2014,14.1,0.6,13.6,11,7/2/2014,0.30,0.15,0.15,0.829,
SBH,"Sally Beauty Holdings, Inc.",SBH.1Q14,3500,3540,1Q14,2014/2F,46.1,05/01/2014,-7.6,0.39,0.36,-0.03,-1.4,4,4/30/2014,5/6/2014,-7.6,-0.9,-6.7,11,4/24/2014,0.41,0.37,0.04,-0.827,
AROC,Archrock Inc.,AROC.1Q14,3100,3110,1Q14,2014/1F,16.2,05/06/2014,1.0,0.13,0.20,0.07,-5.4,2,5/5/2014,5/9/2014,1.0,-0.4,1.3,7,4/29/2014,0.15,0.07,0.08,0.826,
LAMR,Lamar Advertising Company Class A,LAMR.1Q14,4800,4890,1Q14,2014/1F,77.1,05/07/2014,1.7,0.07,-0.05,-0.12,-2.0,3,5/6/2014,5/12/2014,1.7,1.6,0.1,11,4/30/2014,0.13,-0.01,0.14,-0.826,
PDCO,"Patterson Companies, Inc.",PDCO.1Q14,3250,3270,1Q14,2013/4F,29.8,05/22/2014,-5.0,0.66,0.61,-0.05,-2.1,4,5/21/2014,5/27/2014,-4.7,1.4,-6.1,13,5/15/2014,0.70,0.64,0.06,-0.823,
UHS,"Universal Health Services, Inc. Class B",UHS.1Q14,3350,3360,1Q14,2014/1F,85.6,04/25/2014,4.7,1.22,1.36,0.14,-3.8,5,4/24/2014,4/30/2014,4.7,0.2,4.5,17,4/18/2014,1.31,1.14,0.17,0.823,
OA,"Orbital ATK, Inc.",OA.1Q14,1300,1330,1Q14,2013/4F,38.5,05/15/2014,-16.1,1.14,1.35,0.21,2.2,4,5/14/2014,5/20/2014,-16.1,-0.8,-15.2,11,5/8/2014,1.23,0.97,0.26,0.823,
ZBH,"Zimmer Biomet Holdings, Inc.",ZBH.1Q14,2300,2325,1Q14,2014/1F,132.4,04/24/2014,7.1,1.47,1.50,0.03,-1.5,4,4/23/2014,4/29/2014,7.1,0.0,7.1,28,4/17/2014,1.48,1.44,0.04,0.823,
DXCM,"DexCom, Inc.",DXCM.1Q14,2300,2325,1Q14,2014/1F,66.4,05/02/2014,-9.4,-0.08,-0.17,-0.09,7.1,5,5/1/2014,5/7/2014,-9.4,-0.3,-9.1,13,4/25/2014,-0.02,-0.13,0.11,-0.818,
TDS,"Telephone and Data Systems, Inc.",TDS.1Q14,4900,4915,1Q14,2014/1F,21.9,05/02/2014,0.3,-0.27,0.16,0.43,-0.7,5,5/1/2014,5/7/2014,0.3,-0.3,0.6,5,4/25/2014,-0.03,-0.56,0.53,0.817,
NTRI,"Nutrisystem, Inc.",NTRI.1Q14,3400,3450,1Q14,2014/1F,20.5,05/02/2014,4.6,-0.02,0.01,0.03,0.6,5,5/1/2014,5/7/2014,4.6,-0.3,4.9,5,4/25/2014,0.00,-0.04,0.04,0.816,
TFX,Teleflex Incorporated,TFX.1Q14,2300,2325,1Q14,2014/1F,55.4,04/30/2014,2.0,1.16,1.22,0.06,1.6,3,4/29/2014,5/5/2014,2.0,0.4,1.6,8,4/23/2014,1.20,1.13,0.07,0.814,
L,Loews Corporation,L.1Q14,4800,4855,1Q14,2014/1F,44.3,04/28/2014,-0.1,0.70,0.57,-0.13,#N/A,1,4/25/2014,5/1/2014,-0.1,1.0,-1.1,3,4/21/2014,0.76,0.60,0.16,-0.814,
PVAHQ,Penn Virginia Corporation,PVAHQ.1Q14,2100,2105,1Q14,2014/1F,18.4,05/13/2014,-11.6,-0.06,-0.12,-0.06,-0.9,2,5/12/2014,5/16/2014,-11.6,-1.1,-10.5,14,5/6/2014,-0.03,-0.10,0.07,-0.814,
AJG,Arthur J. Gallagher & Co.,AJG.1Q14,4800,4880,1Q14,2014/1F,34.9,04/07/2014,-6.8,0.23,0.42,0.19,8.8,1,4/4/2014,4/10/2014,-6.8,-1.8,-5.0,18,3/31/2014,0.41,0.18,0.23,0.811,
MGM,MGM Resorts International,MGM.1Q14,3400,3445,1Q14,2014/1F,292.3,04/29/2014,15.1,0.09,0.22,0.13,2.5,2,4/28/2014,5/2/2014,15.1,0.7,14.4,19,4/22/2014,0.20,0.04,0.16,0.809,
INGR,Ingredion Incorporated,INGR.1Q14,2200,2225,1Q14,2014/1F,63.2,04/30/2014,6.2,1.10,0.96,-0.14,-4.8,3,4/29/2014,5/5/2014,6.2,0.4,5.9,8,4/23/2014,1.21,1.04,0.17,-0.808,
WEC,WEC Energy Group Inc,WEC.1Q14,4700,4705,1Q14,2014/1F,90.2,04/30/2014,-0.2,0.84,0.91,0.07,27.6,3,4/29/2014,5/5/2014,-0.2,0.4,-0.6,5,4/23/2014,0.88,0.80,0.08,0.805,
RHT,"Red Hat, Inc.",RHT.1Q14,3300,3310,1Q14,2013/4F,152.5,03/28/2014,-5.4,0.37,0.39,0.02,0.4,5,3/27/2014,4/2/2014,-5.4,2.4,-7.8,1,3/21/2014,0.38,0.36,0.02,0.802,
FULT,Fulton Financial Corporation,FULT.1Q14,4800,4810,1Q14,2014/1F,16.6,04/23/2014,-0.1,0.20,0.22,0.02,-2.9,3,4/22/2014,4/28/2014,-0.1,-0.7,0.6,13,4/16/2014,0.21,0.19,0.02,0.801,
ADT.I,ADT Corporation,ADT.I.1Q14,3200,3205,1Q14,2014/2F,166.3,04/30/2014,3.3,0.43,0.49,0.06,-1.0,3,4/29/2014,5/5/2014,3.3,0.4,2.9,8,4/23/2014,0.47,0.40,0.07,0.801,
SWY,Safeway Inc.,SWY.1Q14,3500,3505,1Q14,2014/1F,215.1,04/24/2014,0.2,0.18,0.06,-0.12,0.0,4,4/23/2014,4/29/2014,0.2,0.0,0.2,13,4/17/2014,0.25,0.10,0.15,-0.800,
UBSI,"United Bankshares, Inc.",UBSI.1Q14,4800,4810,1Q14,2014/1F,14.2,04/29/2014,-1.9,0.44,0.48,0.04,5.5,2,4/28/2014,5/2/2014,-1.9,0.7,-2.6,7,4/22/2014,0.47,0.42,0.05,0.800,
CCOI,Cogent Communications Holdings Inc,CCOI.1Q14,4900,4910,1Q14,2014/1F,21.7,05/08/2014,3.7,0.04,0.00,-0.04,0.4,4,5/7/2014,5/13/2014,3.7,1.0,2.7,12,5/1/2014,0.07,0.02,0.05,-0.800,
CDNS,"Cadence Design Systems, Inc.",CDNS.1Q14,1300,1355,1Q14,2014/1F,92.1,04/22/2014,0.1,0.19,0.20,0.01,0.5,2,4/21/2014,4/25/2014,0.1,-0.5,0.6,10,4/15/2014,0.20,0.19,0.01,0.800,
UFS,Domtar Corporation,UFS.1Q14,2200,2230,1Q14,2014/1F,41.7,04/24/2014,-5.6,0.89,0.65,-0.24,-6.1,4,4/23/2014,4/29/2014,-5.6,0.0,-5.5,11,4/17/2014,1.06,0.75,0.31,-0.800,
EVRG,"Evergy, Inc.",EVRG.1Q14,4700,4705,1Q14,2014/1F,42.0,05/08/2014,-0.8,0.46,0.52,0.06,7.9,4,5/7/2014,5/13/2014,-0.8,1.0,-1.8,4,5/1/2014,0.48,0.41,0.07,0.799,
BMR,"BioMed Realty Trust, Inc.",BMR.1Q14,4800,4890,1Q14,2014/1F,28.6,05/01/2014,0.1,0.06,0.10,0.04,12.8,4,4/30/2014,5/6/2014,0.1,-0.9,0.9,4,4/24/2014,0.09,0.04,0.05,0.798,
BBY,"Best Buy Co., Inc.",BBY.1Q14,3500,3535,1Q14,2014/1F,514.4,05/22/2014,6.3,0.19,0.33,0.14,-2.1,4,5/21/2014,5/27/2014,6.8,1.4,5.4,22,5/15/2014,0.28,0.11,0.17,0.797,
MTN,"Vail Resorts, Inc.",MTN.1Q14,3400,3440,1Q14,2014/3F,43.4,06/06/2014,5.5,2.96,3.18,0.22,3.8,5,6/5/2014,6/11/2014,5.5,0.2,5.3,8,5/30/2014,3.11,2.83,0.28,0.797,
FDO,"Family Dollar Stores, Inc.",FDO.1Q14,3500,3520,1Q14,2014/2F,154.6,04/10/2014,-3.7,0.90,0.80,-0.10,-1.8,4,4/9/2014,4/15/2014,-3.7,-1.7,-2.0,25,4/3/2014,0.97,0.85,0.12,-0.793,
LVLT,"Level 3 Communications, Inc.",LVLT.1Q14,4900,4905,1Q14,2014/1F,85.5,04/30/2014,18.8,0.28,0.47,0.19,1.1,3,4/29/2014,5/5/2014,18.8,0.4,18.4,12,4/23/2014,0.40,0.16,0.24,0.792,
FTI.1,"FMC Technologies, Inc.",FTI.1.1Q14,3100,3110,1Q14,2014/1F,78.4,04/23/2014,1.9,0.50,0.57,0.07,0.8,3,4/22/2014,4/28/2014,1.9,-0.7,2.7,24,4/16/2014,0.55,0.46,0.09,0.791,
FBHS,"Fortune Brands Home & Security, Inc.",FBHS.1Q14,1200,1230,1Q14,2014/1F,76.3,05/01/2014,-1.5,0.31,0.25,-0.06,-3.0,4,4/30/2014,5/6/2014,-1.5,-0.9,-0.6,12,4/24/2014,0.36,0.28,0.08,-0.788,
COST,Costco Wholesale Corporation,COST.1Q14,3500,3540,1Q14,2014/2F,403.2,03/06/2014,-1.5,1.16,1.05,-0.11,-1.5,4,3/5/2014,3/11/2014,-1.5,-0.4,-1.1,1,2/27/2014,1.22,1.08,0.14,-0.788,
POWI,"Power Integrations, Inc.",POWI.1Q14,1300,1305,1Q14,2014/1F,15.1,04/30/2014,-16.6,0.59,0.56,-0.03,-7.2,3,4/29/2014,5/5/2014,-16.6,0.4,-17.0,6,4/23/2014,0.61,0.57,0.04,-0.787,
MRO,Marathon Oil Corporation,MRO.1Q14,2100,2105,1Q14,2014/1F,118.3,05/07/2014,0.3,0.71,0.88,0.17,6.5,3,5/6/2014,5/12/2014,0.3,1.6,-1.3,20,4/30/2014,0.81,0.60,0.21,0.786,
SIAL,Sigma-Aldrich Corporation,SIAL.1Q14,2200,2210,1Q14,2014/1F,80.7,04/24/2014,2.0,1.03,1.06,0.03,-0.2,4,4/23/2014,4/29/2014,2.0,0.0,2.1,13,4/17/2014,1.04,1.00,0.04,0.784,
CMLP,Crestwood Midstream Partners LP,CMLP.1Q14,2100,2105,1Q14,2014/1F,8.8,05/06/2014,-3.8,0.09,-0.03,-0.12,39.0,2,5/5/2014,5/9/2014,-3.8,-0.4,-3.4,8,4/29/2014,0.19,0.04,0.15,-0.782,
PKI,"PerkinElmer, Inc.",PKI.1Q14,2300,2325,1Q14,2014/1F,60.8,04/25/2014,-5.3,0.44,0.46,0.02,0.3,5,4/24/2014,4/30/2014,-5.3,0.2,-5.4,14,4/18/2014,0.45,0.42,0.03,0.780,
WSM,"Williams-Sonoma, Inc.",WSM.1Q14,3500,3540,1Q14,2014/1F,78.6,05/22/2014,6.9,0.44,0.48,0.04,3.4,4,5/21/2014,5/27/2014,6.0,1.4,4.6,23,5/15/2014,0.46,0.41,0.05,0.778,
GDOT,Green Dot Corporation Class A,GDOT.1Q14,4800,4830,1Q14,2014/1F,24.7,05/01/2014,-2.2,0.29,0.42,0.13,-0.6,4,4/30/2014,5/6/2014,-2.2,-0.9,-1.3,19,4/24/2014,0.38,0.21,0.17,0.773,
AEO,"American Eagle Outfitters, Inc.",AEO.1Q14,3500,3525,1Q14,2014/1F,95.3,05/21/2014,-3.4,0.00,0.03,0.03,-0.3,3,5/20/2014,5/26/2014,-4.1,1.5,-5.6,26,5/14/2014,0.00,-0.03,0.03,0.772,
SYMC,Symantec Corporation,SYMC.1Q14,3300,3310,1Q14,2013/4F,225.8,05/09/2014,6.4,0.42,0.47,0.05,-1.2,5,5/8/2014,5/14/2014,6.4,0.6,5.7,27,5/2/2014,0.47,0.40,0.07,0.765,
TROW,T. Rowe Price Group,TROW.1Q14,4800,4845,1Q14,2014/1F,123.9,04/24/2014,0.8,1.04,1.12,0.08,0.5,4,4/23/2014,4/29/2014,0.8,0.0,0.8,20,4/17/2014,1.11,1.00,0.11,0.762,
OCSL,Oaktree Specialty Lending Corporation,OCSL.1Q14,4800,4845,1Q14,2014/2F,8.3,05/08/2014,-1.3,0.26,0.24,-0.02,-1.4,4,5/7/2014,5/13/2014,-1.3,1.0,-2.3,14,5/1/2014,0.28,0.25,0.03,-0.760,
GHL,"Greenhill & Co., Inc.",GHL.1Q14,4800,4840,1Q14,2014/1F,14.1,04/24/2014,-4.4,0.25,0.01,-0.24,-23.3,4,4/23/2014,4/29/2014,-4.4,0.0,-4.4,9,4/17/2014,0.46,0.15,0.31,-0.759,
IVZ,Invesco Ltd.,IVZ.1Q14,4800,4845,1Q14,2014/1F,120.7,05/01/2014,0.1,0.55,0.60,0.05,2.7,4,4/30/2014,5/6/2014,0.1,-0.9,1.0,19,4/24/2014,0.60,0.54,0.06,0.759,
PLD,"Prologis, Inc.",PLD.1Q14,4800,4890,1Q14,2014/1F,119.6,04/22/2014,-1.6,0.05,0.01,-0.04,1.9,2,4/21/2014,4/25/2014,-1.6,-0.5,-1.1,6,4/15/2014,0.07,0.02,0.05,-0.759,
K,Kellogg Company,K.1Q14,2400,2405,1Q14,2014/1F,137.1,05/01/2014,-2.2,0.97,1.01,0.04,-1.9,4,4/30/2014,5/6/2014,-2.2,-0.9,-1.4,18,4/24/2014,1.00,0.95,0.05,0.758,
EPC,Edgewell Personal Care Co.,EPC.1Q14,2400,2435,1Q14,2014/2F,49.2,04/30/2014,18.4,1.27,1.39,0.12,-1.3,3,4/29/2014,5/5/2014,18.4,0.4,18.0,15,4/23/2014,1.37,1.21,0.16,0.755,
LSTR,"Landstar System, Inc.",LSTR.1Q14,4600,4615,1Q14,2014/1F,34.1,04/24/2014,2.3,0.59,0.61,0.02,3.3,4,4/23/2014,4/29/2014,2.3,0.0,2.3,20,4/17/2014,0.61,0.58,0.03,0.754,
NSM,Nationstar Mortgage Holdings Inc.,NSM.1Q14,4800,4830,1Q14,2014/1F,28.7,05/08/2014,9.2,0.71,0.27,-0.44,-13.0,4,5/7/2014,5/13/2014,9.2,1.0,8.2,11,5/1/2014,0.94,0.35,0.59,-0.753,
WAB,Westinghouse Air Brake Technologies Corporation,WAB.1Q14,1200,1220,1Q14,2014/1F,51.1,04/23/2014,-1.5,0.80,0.83,0.03,1.2,3,4/22/2014,4/28/2014,-1.5,-0.7,-0.8,14,4/16/2014,0.82,0.78,0.04,0.750,
FCEL,"FuelCell Energy, Inc.",FCEL.1Q14,1200,1210,1Q14,2014/2F,17.1,06/04/2014,-8.0,-0.39,-0.48,-0.09,-15.3,3,6/3/2014,6/9/2014,-8.0,1.6,-9.6,4,5/28/2014,-0.36,-0.48,0.12,-0.750,
RES,"RPC, Inc.",RES.1Q14,3100,3110,1Q14,2014/1F,21.5,04/23/2014,3.7,0.21,0.18,-0.03,-1.6,3,4/22/2014,4/28/2014,3.7,-0.7,4.4,11,4/16/2014,0.23,0.19,0.04,-0.750,
SFG,"StanCorp Financial Group, Inc.",SFG.1Q14,4800,4865,1Q14,2014/1F,18.0,04/24/2014,-6.3,1.23,1.14,-0.09,-5.0,4,4/23/2014,4/29/2014,-6.3,0.0,-6.3,10,4/17/2014,1.28,1.16,0.12,-0.746,
STE,STERIS Plc,STE.1Q14,2300,2325,1Q14,2013/4F,22.6,05/08/2014,13.1,0.86,0.91,0.05,2.0,4,5/7/2014,5/13/2014,13.1,1.0,12.1,8,5/1/2014,0.88,0.81,0.07,0.746,
HUN,Huntsman Corporation,HUN.1Q14,2200,2205,1Q14,2014/1F,83.9,04/29/2014,3.0,0.39,0.43,0.04,-2.3,2,4/28/2014,5/2/2014,3.0,0.7,2.3,11,4/22/2014,0.42,0.37,0.05,0.745,
FEIC,FEI Company,FEIC.1Q14,2300,2325,1Q14,2014/1F,23.9,04/30/2014,-6.9,0.66,0.59,-0.07,-3.7,3,4/29/2014,5/5/2014,-6.9,0.4,-7.3,10,4/23/2014,0.73,0.63,0.10,-0.744,
ATU,Actuant Corporation Class A,ATU.1Q14,1200,1210,1Q14,2014/2F,19.7,03/19/2014,0.4,0.32,0.30,-0.02,-1.6,3,3/18/2014,3/24/2014,0.4,-0.9,1.3,1,3/12/2014,0.33,0.30,0.03,-0.742,
TDY,Teledyne Technologies Incorporated,TDY.1Q14,1300,1330,1Q14,2014/1F,22.1,04/23/2014,-3.8,1.13,1.20,0.07,-1.6,3,4/22/2014,4/28/2014,-3.8,-0.7,-3.0,6,4/16/2014,1.18,1.09,0.09,0.741,
GNW,"Genworth Financial, Inc. Class A",GNW.1Q14,4800,4865,1Q14,2014/1F,39.6,04/30/2014,2.2,0.35,0.39,0.04,-2.5,3,4/29/2014,5/5/2014,2.2,0.4,1.8,10,4/23/2014,0.37,0.32,0.05,0.739,
FNSR,Finisar Corporation,FNSR.1Q14,1300,1352,1Q14,2013/4F,56.9,06/13/2014,-21.4,0.38,0.36,-0.02,0.7,5,6/12/2014,6/18/2014,-21.4,1.4,-22.8,14,6/6/2014,0.40,0.37,0.03,-0.738,
LAZ,Lazard Ltd Class A,LAZ.1Q14,4800,4840,1Q14,2014/1F,34.2,05/01/2014,3.4,0.54,0.61,0.07,4.4,4,4/30/2014,5/6/2014,3.4,-0.9,4.2,12,4/24/2014,0.58,0.48,0.10,0.737,
CCK,"Crown Holdings, Inc.",CCK.1Q14,2200,2235,1Q14,2014/1F,66.0,04/17/2014,1.6,0.51,0.57,0.06,-1.1,4,4/16/2014,4/22/2014,0.8,1.0,-0.2,10,4/10/2014,0.55,0.47,0.08,0.735,
WM,"Waste Management, Inc.",WM.1Q14,3100,3120,1Q14,2014/1F,150.1,04/24/2014,4.6,0.44,0.49,0.05,-0.5,4,4/23/2014,4/29/2014,4.6,0.0,4.6,9,4/17/2014,0.47,0.41,0.06,0.733,
C,Citigroup Inc.,C.1Q14,4800,4850,1Q14,2014/1F,"1,734.7",04/14/2014,5.6,1.15,1.30,0.15,3.3,1,4/11/2014,4/17/2014,5.6,2.7,2.9,25,4/7/2014,1.20,0.99,0.21,0.733,
